,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
62,T63,T63,Jay Don Blake,100,3.73,358,96
63,T63,T63,Mike Sposa,96,3.73,347,93
64,T63,T63,Tommy Tolles,89,3.73,321,86
65,T66,T66,Billy Andrade,82,3.72,294,79
66,T66,T66,Marco Dawson,57,3.72,212,57
67,T66,T66,Shigeki Maruyama,98,3.72,350,94
68,69,69,Edward Fryatt,93,3.71,330,89
69,T70,T70,Carlos Franco,87,3.7,322,87
70,T70,T70,Neal Lancaster,107,3.7,388,105
71,T70,T70,Jesper Parnevik,91,3.7,337,91
72,73,73,Fred Funk,118,3.69,432,117
73,T74,T74,"David Berganio, Jr.",76,3.68,269,73
74,T74,T74,Glen Day,89,3.68,309,84
75,T74,T74,Brad Faxon,95,3.68,320,87
76,T74,T74,Jason Gore,82,3.68,294,80
77,T74,T74,John Huston,64,3.68,221,60
78,T74,T74,Nick Price,74,3.68,272,74
79,T74,T74,Joey Sindelar,69,3.68,243,66
80,T74,T74,Jerry Smith,95,3.68,350,95
81,T82,T82,K.J. Choi,95,3.67,338,92
82,T82,T82,Ernie Els,70,3.67,220,60
83,T82,T82,Grant Waite,78,3.67,279,76
84,T85,T85,Robert Allenby,108,3.66,388,106
85,T85,T85,Garrett Willis,88,3.66,315,86
86,T87,T87,Fred Couples,68,3.65,248,68
87,T87,T87,Ian Leggatt,84,3.65,307,84
88,T87,T87,Bob May,86,3.65,292,80
89,T87,T87,Geoff Ogilvy,60,3.65,219,60
90,T87,T87,Mike Weir,86,3.65,314,86
91,92,92,Scott Simpson,73,3.64,266,73
92,93,93,Michael Muehr,94,3.63,334,92
93,T94,T94,Scott Dunlap,80,3.62,286,79
94,T94,T94,Jim McGovern,66,3.62,228,63
95,T94,T94,Hal Sutton,96,3.62,344,95
96,T97,T97,Jim Carter,103,3.6,364,101
97,T97,T97,José Coceres,60,3.6,205,57
98,T97,T97,José María Olazábal,51,3.6,169,47
99,T100,T100,Brent Geiberger,84,3.59,284,79
100,T100,T100,Glen Hnatiuk,104,3.59,363,101
101,T100,T100,Craig Kanada,80,3.59,280,78
102,T100,T100,Andrew McLardy,75,3.59,269,75
103,T100,T100,David Peoples,96,3.59,334,93
104,T100,T100,Rory Sabbatini,73,3.59,248,69
105,T100,T100,Brian Wilson,88,3.59,309,86
106,T107,T107,Steve Elkington,64,3.57,218,61
107,T107,T107,Matt Gogel,83,3.57,289,81
108,T109,T109,Woody Austin,99,3.56,338,95
109,T109,T109,Briny Baird,106,3.56,367,103
110,T109,T109,J.J. Henry,86,3.56,299,84
111,T109,T109,Blaine McCallister,80,3.56,285,80
112,T109,T109,Duffy Waldorf,77,3.56,256,72
113,T114,T114,Rich Beem,91,3.55,316,89
114,T114,T114,Tripp Isenhour,92,3.55,316,89
115,T114,T114,David Morland IV,88,3.55,305,86
116,117,117,Dennis Paulson,75,3.53,261,74
117,T118,T118,Bob Burns,92,3.51,312,89
118,T118,T118,Mark O'Meara,69,3.51,228,65
119,T118,T118,Chris Perry,80,3.51,274,78
120,121,121,John Riegger,86,3.5,294,84
121,T122,T122,Tom Byrum,85,3.49,297,85
122,T122,T122,Brad Elder,111,3.49,380,109
123,T122,T122,Craig Perks,78,3.49,265,76
124,T122,T122,Brent Schwarzrock,63,3.49,220,63
125,T126,T126,J.L. Lewis,108,3.47,368,106
126,T126,T126,Spike McRoy,95,3.47,316,91
127,T128,T128,Mathew Goggin,96,3.46,322,93
128,T128,T128,J.P. Hayes,76,3.46,263,76
129,T128,T128,Kevin Johnson,93,3.46,315,91
130,T128,T128,Willie Wood,52,3.46,180,52
131,T132,T132,Tim Herron,97,3.45,314,91
132,T132,T132,Andrew Magee,97,3.45,324,94
133,T134,T134,Mark Wiebe,62,3.44,213,62
134,T134,T134,Jay Williamson,92,3.44,310,90
135,136,136,Hunter Haas,78,3.43,261,76
136,T137,T137,Robert Gamez,59,3.42,202,59
137,T137,T137,Paul Goydos,86,3.42,287,84
138,T137,T137,Gabriel Hjertstedt,76,3.42,260,76
139,140,140,Paul Gow,79,3.41,256,75
140,T141,T141,Ben Bates,53,3.4,180,53
141,T141,T141,Cliff Kresge,84,3.4,279,82
142,T141,T141,Esteban Toledo,116,3.4,388,114
143,T141,T141,Ted Tryba,110,3.4,360,106
144,145,145,Loren Roberts,84,3.39,285,84
145,T146,T146,Robert Damron,91,3.38,308,91
146,T146,T146,Greg Kraft,105,3.38,345,102
147,T148,T148,Tommy Armour III,93,3.37,307,91
148,T148,T148,Robin Freeman,105,3.37,347,103
149,150,150,Per-Ulrik Johansson,82,3.36,269,80
150,151,151,Ronnie Black,51,3.35,171,51
151,152,152,Steve Jones,75,3.34,237,71
152,T153,T153,Frank Nobilo,91,3.33,296,89
153,T153,T153,Corey Pavin,72,3.33,233,70
154,T153,T153,Lee Porter,93,3.33,300,90
155,T156,T156,Craig Barlow,74,3.32,239,72
156,T156,T156,Brandel Chamblee,77,3.32,256,77
157,T156,T156,Dan Forsman,81,3.32,259,78
158,159,159,Steve Pate,89,3.31,285,86
159,T160,T160,Fulton Allem,56,3.3,185,56
160,T160,T160,Carl Paulson,93,3.3,307,93
161,162,162,Richie Coughlan,66,3.29,217,66
162,163,163,Larry Mize,76,3.28,243,74
163,T164,T164,Doug Barron,62,3.27,203,62
164,T164,T164,Jean Van de Velde,52,3.27,147,45
165,T166,T166,Danny Ellis,76,3.26,248,76
166,T166,T166,Pete Jordan,105,3.26,336,103
167,T166,T166,"Dave Stockton, Jr.",61,3.26,199,61
168,T169,T169,Michael Clark II,87,3.25,276,85
169,T169,T169,Mark Hensby,71,3.25,231,71
170,T169,T169,Len Mattiace,98,3.25,312,96
171,172,172,Brian Henninger,81,3.24,256,79
172,173,173,Doug Dunakey,83,3.23,262,81
173,174,174,Jeff Brehaut,80,3.22,248,77
174,175,175,Dicky Pride,78,3.21,250,78
175,176,176,Bradley Hughes,96,3.18,299,94
176,177,177,Shaun Micheel,103,3.17,317,100
177,T178,T178,Mark Brooks,88,3.16,278,88
178,T178,T178,Chris Tidland,83,3.16,253,80
179,T180,T180,Steve Allan,88,3.15,271,86
180,T180,T180,Jeff Hart,87,3.15,268,85
181,182,182,Ben Ferguson,76,3.14,232,74
182,183,183,Jeremy Anderson,69,3.12,215,69
183,T184,T184,Keith Clearwater,62,3.11,193,62
184,T184,T184,Gary Nicklaus,96,3.11,292,94
185,186,186,Kelly Grunewald,66,3.05,201,66
186,187,187,Kent Jones,74,3.04,225,74
187,T188,T188,Bill Glasson,69,3.02,196,65
188,T188,T188,Franklin Langham,63,3.02,181,60
189,T188,T188,Tom Scherrer,69,3.02,199,66
190,191,191,Jimmy Green,94,3.01,277,92
191,192,192,Rocky Walcher,59,2.93,173,59
192,193,193,Jeff Julian,55,2.91,160,55
193,194,194,Sean Murphy,70,2.9,203,70
