,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
125,T126,T126,Paul Azinger,20,55.6,5.0
126,T126,T126,Glen Day,28,55.6,5.0
127,T126,T126,Steve Elkington,20,55.6,5.0
128,T126,T126,Jerry Kelly,31,55.6,5.0
129,T126,T126,Chris Perry,26,55.6,5.0
130,131,131,Jim Carter,28,55.0,11.0
131,T132,T132,Rich Beem,31,54.5,6.0
132,T132,T132,Larry Mize,24,54.5,6.0
133,T132,T132,Brian Wilson,31,54.5,6.0
134,T135,T135,Jay Don Blake,31,53.8,7.0
135,T135,T135,Steve Lowery,28,53.8,7.0
136,137,137,Briny Baird,31,53.3,8.0
137,T138,T138,Billy Andrade,27,50.0,2.0
138,T138,T138,Mark Brooks,27,50.0,6.0
139,T138,T138,Keith Clearwater,23,50.0,3.0
140,T138,T138,Richie Coughlan,26,50.0,4.0
141,T138,T138,Danny Ellis,27,50.0,3.0
142,T138,T138,Ernie Els,19,50.0,2.0
143,T138,T138,Brad Faxon,26,50.0,4.0
144,T138,T138,Robin Freeman,34,50.0,8.0
145,T138,T138,Sergio Garcia,18,50.0,1.0
146,T138,T138,Hunter Haas,30,50.0,3.0
147,T138,T138,J.J. Henry,28,50.0,4.0
148,T138,T138,Per-Ulrik Johansson,29,50.0,3.0
149,T138,T138,Craig Kanada,28,50.0,5.0
150,T138,T138,Andrew McLardy,26,50.0,4.0
151,T138,T138,Gary Nicklaus,34,50.0,6.0
152,T138,T138,Dicky Pride,27,50.0,5.0
153,T138,T138,Tom Scherrer,28,50.0,1.0
154,T138,T138,Joey Sindelar,25,50.0,3.0
155,T138,T138,Paul Stankowski,27,50.0,6.0
156,T138,T138,Kaname Yokoo,27,50.0,4.0
157,T158,T158,Pete Jordan,36,46.2,6.0
158,T158,T158,Greg Kraft,33,46.2,6.0
159,T160,T160,Bob Burns,29,45.5,5.0
160,T160,T160,Steve Pate,30,45.5,5.0
161,T162,T162,Tommy Armour III,32,44.4,4.0
162,T162,T162,Scott Dunlap,28,44.4,4.0
163,T162,T162,Donnie Hammond,14,44.4,4.0
164,T165,T165,Jim McGovern,21,42.9,3.0
165,T165,T165,Rory Sabbatini,23,42.9,3.0
166,T165,T165,Grant Waite,28,42.9,3.0
167,168,168,J.P. Hayes,23,41.7,5.0
168,169,169,Ted Tryba,33,41.2,7.0
169,T170,T170,Bernhard Langer,17,40.0,2.0
170,T170,T170,Spike McRoy,31,40.0,4.0
171,T170,T170,Garrett Willis,33,40.0,4.0
172,173,173,Robert Damron,27,38.5,5.0
173,174,174,Sean Murphy,27,37.5,3.0
174,T175,T175,Woody Austin,34,33.3,3.0
175,T175,T175,Carlos Franco,27,33.3,3.0
176,T175,T175,Mathew Goggin,33,33.3,4.0
177,T175,T175,Scott Hoch,24,33.3,1.0
178,T175,T175,Shaun Micheel,34,33.3,2.0
179,T175,T175,Vijay Singh,26,33.3,1.0
180,T175,T175,Jerry Smith,31,33.3,2.0
181,182,182,Lee Porter,30,30.0,3.0
182,183,183,Jeff Hart,28,28.6,4.0
183,T184,T184,Michael Clark II,30,27.3,3.0
184,T184,T184,David Morland IV,29,27.3,3.0
185,T186,T186,Ben Bates,18,25.0,1.0
186,T186,T186,Andrew Magee,31,25.0,3.0
187,188,188,Chris Tidland,29,22.2,2.0
188,189,189,John Huston,20,20.0,1.0
189,190,190,Brian Watts,16,14.3,1.0
190,191,191,Chris Smith,30,12.5,1.0
191,192,192,Bradley Hughes,33,11.1,1.0
192,T193,T193,Doug Barron,25,0.0,
193,T193,T193,Geoff Ogilvy,23,0.0,
