,Late_Scoring_Average_RANK THIS WEEK,Late_Scoring_Average_RANK LAST WEEK,Late_Scoring_Average_PLAYER NAME,Late_Scoring_Average_ROUNDS,Late_Scoring_Average_AVG,Late_Scoring_Average_TOTAL STROKES,Late_Scoring_Average_TOTAL LATE ROUNDS
102,T102,T102,Glen Hnatiuk,104,70.75,283,4
103,T102,T102,Lee Porter,93,70.75,283,4
104,105,105,David Frost,87,70.8,354,5
105,T106,T106,Jay Don Blake,100,70.83,425,6
106,T106,T106,Tom Pernice Jr.,106,70.83,425,6
107,T106,T106,Grant Waite,78,70.83,425,6
108,T109,T109,Stephen Ames,88,71.0,213,3
109,T109,T109,Brandel Chamblee,77,71.0,142,2
110,T109,T109,Bill Glasson,69,71.0,284,4
111,T109,T109,Kelly Grunewald,66,71.0,142,2
112,T109,T109,Scott Hoch,84,71.0,142,2
113,T109,T109,Jerry Kelly,104,71.0,142,2
114,T109,T109,David Morland IV,88,71.0,284,4
115,T109,T109,Carl Paulson,93,71.0,284,4
116,117,117,Olin Browne,99,71.2,356,5
117,T118,T118,Tom Byrum,85,71.25,285,4
118,T118,T118,Mathew Goggin,96,71.25,285,4
119,T120,T120,Michael Clark II,87,71.33,428,6
120,T120,T120,Fred Funk,118,71.33,214,3
121,T120,T120,Steve Pate,89,71.33,214,3
122,T120,T120,Paul Stankowski,91,71.33,214,3
123,T124,T124,J.J. Henry,86,71.4,357,5
124,T124,T124,Ian Leggatt,84,71.4,357,5
125,T126,T126,Paul Gow,79,71.5,143,2
126,T126,T126,Tim Herron,97,71.5,143,2
127,T126,T126,Craig Parry,68,71.5,286,4
128,T126,T126,Dicky Pride,78,71.5,286,4
129,T126,T126,Tommy Tolles,89,71.5,143,2
130,131,131,Bradley Hughes,96,71.67,215,3
131,132,132,Frank Lickliter II,102,71.8,359,5
132,133,133,Paul Goydos,86,71.83,431,6
133,T134,T134,Billy Andrade,82,72.0,216,3
134,T134,T134,"David Berganio, Jr.",76,72.0,216,3
135,T134,T134,Mark Calcavecchia,81,72.0,288,4
136,T134,T134,Keith Clearwater,62,72.0,216,3
137,T134,T134,Doug Dunakey,83,72.0,216,3
138,T134,T134,Edward Fryatt,93,72.0,144,2
139,T134,T134,Robert Gamez,59,72.0,144,2
140,T134,T134,Jimmy Green,94,72.0,360,5
141,T134,T134,Steve Jones,75,72.0,144,2
142,T134,T134,Pete Jordan,105,72.0,288,4
143,T134,T134,Cliff Kresge,84,72.0,144,2
144,T134,T134,Spike McRoy,95,72.0,288,4
145,T134,T134,Sean Murphy,70,72.0,72,1
146,T134,T134,Corey Pavin,72,72.0,72,1
147,T134,T134,Loren Roberts,84,72.0,144,2
148,T134,T134,Chris Smith,101,72.0,216,3
149,T134,T134,Hal Sutton,96,72.0,72,1
150,T134,T134,Garrett Willis,88,72.0,216,3
151,T152,T152,Steve Allan,88,72.33,217,3
152,T152,T152,Brad Elder,111,72.33,217,3
153,T152,T152,Kevin Johnson,93,72.33,217,3
154,T152,T152,Gary Nicklaus,96,72.33,217,3
155,156,156,J.L. Lewis,108,72.43,507,7
156,T157,T157,Jeremy Anderson,69,72.5,145,2
157,T157,T157,Esteban Toledo,116,72.5,290,4
158,T159,T159,Gabriel Hjertstedt,76,72.67,218,3
159,T159,T159,Chris Tidland,83,72.67,218,3
160,161,161,Craig Perks,78,72.75,291,4
161,T162,T162,Geoff Ogilvy,60,73.0,219,3
162,T162,T162,Tom Scherrer,69,73.0,292,4
163,T162,T162,Mark Wiebe,62,73.0,73,1
164,165,165,Duffy Waldorf,77,73.25,293,4
165,166,166,Ben Ferguson,76,73.33,220,3
166,T167,T167,Len Mattiace,98,73.5,147,2
167,T167,T167,Jim McGovern,66,73.5,147,2
168,169,169,Hunter Haas,78,74.33,223,3
169,170,170,Richie Coughlan,66,74.67,224,3
170,171,171,K.J. Choi,95,75.0,75,1
171,172,172,Doug Barron,62,75.5,151,2
172,173,173,Mark Hensby,71,77.0,77,1
