,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
82,T80,T80,Grant Waite,78,70.5,282,4
83,84,84,Rory Sabbatini,73,70.6,353,5
84,85,85,Brent Geiberger,84,70.67,212,3
85,86,86,J.J. Henry,86,70.75,283,4
86,T87,T87,Billy Andrade,82,71.0,142,2
87,T87,T87,Stuart Appleby,105,71.0,142,2
88,T87,T87,Brandel Chamblee,77,71.0,142,2
89,T87,T87,Kelly Grunewald,66,71.0,71,1
90,T87,T87,Hunter Haas,78,71.0,71,1
91,T87,T87,Gabriel Hjertstedt,76,71.0,142,2
92,T87,T87,Bradley Hughes,96,71.0,71,1
93,T87,T87,Per-Ulrik Johansson,82,71.0,71,1
94,T87,T87,David Morland IV,88,71.0,213,3
95,T96,T96,Jeff Hart,87,71.2,356,5
96,T96,T96,Justin Leonard,106,71.2,356,5
97,98,98,Craig Perks,78,71.33,214,3
98,99,99,Jay Don Blake,100,71.4,357,5
99,T100,T100,Stephen Ames,88,71.5,143,2
100,T100,T100,"David Berganio, Jr.",76,71.5,143,2
101,T100,T100,Mark Calcavecchia,81,71.5,143,2
102,T100,T100,Michael Clark II,87,71.5,143,2
103,T100,T100,Doug Dunakey,83,71.5,143,2
104,T100,T100,Brad Elder,111,71.5,143,2
105,T100,T100,Jim Furyk,88,71.5,143,2
106,T100,T100,Jimmy Green,94,71.5,143,2
107,T100,T100,Tom Pernice Jr.,106,71.5,143,2
108,109,109,Paul Goydos,86,71.83,431,6
109,T110,T110,José Coceres,60,72.0,216,3
110,T110,T110,Edward Fryatt,93,72.0,144,2
111,T110,T110,Robert Gamez,59,72.0,144,2
112,T110,T110,Brian Henninger,81,72.0,360,5
113,T110,T110,Cliff Kresge,84,72.0,144,2
114,T110,T110,Bernhard Langer,62,72.0,72,1
115,T110,T110,Ian Leggatt,84,72.0,144,2
116,T110,T110,Sean Murphy,70,72.0,72,1
117,T110,T110,Kenny Perry,94,72.0,72,1
118,T110,T110,Loren Roberts,84,72.0,72,1
119,T110,T110,Hal Sutton,96,72.0,72,1
120,121,121,Mathew Goggin,96,72.33,217,3
121,T122,T122,Carl Paulson,93,72.5,145,2
122,T122,T122,Garrett Willis,88,72.5,145,2
123,T124,T124,Jeremy Anderson,69,73.0,73,1
124,T124,T124,Steve Jones,75,73.0,73,1
125,T124,T124,J.L. Lewis,108,73.0,365,5
126,T124,T124,Andrew McLardy,75,73.0,73,1
127,T124,T124,Gary Nicklaus,96,73.0,73,1
128,T124,T124,Geoff Ogilvy,60,73.0,219,3
129,T124,T124,Kirk Triplett,88,73.0,73,1
130,131,131,Ben Ferguson,76,73.33,220,3
131,T132,T132,David Frost,87,73.5,147,2
132,T132,T132,Jim McGovern,66,73.5,147,2
133,T134,T134,Steve Allan,88,74.0,74,1
134,T134,T134,Sergio Garcia,64,74.0,74,1
135,T134,T134,Spike McRoy,95,74.0,74,1
136,137,137,Richie Coughlan,66,74.67,224,3
137,T138,T138,K.J. Choi,95,75.0,75,1
138,T138,T138,Pete Jordan,105,75.0,75,1
139,T140,T140,Kevin Johnson,93,76.0,76,1
140,T140,T140,Len Mattiace,98,76.0,76,1
141,T142,T142,Doug Barron,62,78.0,78,1
142,T142,T142,Duffy Waldorf,77,78.0,78,1
