,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
21,T20,T20,Ian Poulter,53,"21' 3""",403.667,19,+8
22,T20,T20,Kirk Triplett,58,"21' 3""",445.833,21,+5
23,T24,T24,Sergio Garcia,59,"21' 4""",447.833,21,+3
24,T24,T24,Trevor Immelman,86,"21' 4""",704.9169999999999,33,+2
25,T24,T24,Jeff Sluman,101,"21' 4""",725.4169999999999,34,+3
26,27,27,Eric Axley,91,"21' 7""",776.75,36,-2
27,T28,T28,Tim Herron,82,"21' 9""",912.6669999999999,42,+9
28,T28,T28,Paul Stankowski,70,"21' 9""",544.5830000000001,25,+2
29,30,30,Brian Davis,92,"21' 10""",962.1669999999999,44,+9
30,31,31,Stephen Ames,63,"22' 0""",439.583,20,+2
31,32,32,Tom Lehman,70,"22' 1""",331.0,15,+4
32,33,33,Jonathan Kaye,95,"22' 2""",1018.1669999999999,46,+4
33,T34,T34,Thomas Levet,53,"22' 3""",289.33299999999997,13,+11
34,T34,T34,Pat Perez,50,"22' 3""",666.9169999999999,30,+1
35,T36,T36,Woody Austin,107,"22' 4""",960.5830000000001,43,+7
36,T36,T36,Brian Gay,107,"22' 4""",893.6669999999999,40,-2
37,T38,T38,Stewart Cink,93,"22' 5""",873.1669999999999,39,+1
38,T38,T38,Lee Janzen,79,"22' 5""",695.75,31,+12
39,40,40,Sean O'Hair,100,"22' 7""",745.5,33,+2
40,41,41,Justin Rose,98,"22' 10""",729.5830000000001,32,-1
41,42,42,Bob May,65,"22' 11""",823.6669999999999,36,+4
42,T43,T43,Doug Barron,74,"23' 0""",1266.25,55,+15
43,T43,T43,Bo Van Pelt,102,"23' 0""",1264.5,55,+2
44,45,45,Bernhard Langer,77,"23' 1""",415.75,18,+3
45,46,46,Shane Bertsch,104,"23' 3""",975.4169999999999,42,+5
46,47,47,Davis Love III,85,"23' 6""",776.5,33,+15
47,48,48,Steve Stricker,64,"23' 7""",495.75,21,+1
48,T49,T49,John Cook,67,"23' 9""",712.25,30,+10
49,T49,T49,Scott Gutschewski,53,"23' 9""",593.1669999999999,25,+4
50,T51,T51,Robert Allenby,79,"23' 10""",571.9169999999999,24,-5
51,T51,T51,Mark Brooks,90,"23' 10""",880.5,37,E
52,53,53,Steve Flesch,119,"24' 1""",1010.3330000000001,42,+5
53,54,54,Hidemichi Tanaka,74,"24' 2""",919.5830000000001,38,+11
54,55,55,John Huston,74,"24' 3""",849.6669999999999,35,+4
55,T56,T56,J.B. Holmes,81,"24' 4""",1510.4170000000001,62,+3
56,T56,T56,Hunter Mahan,98,"24' 4""",1191.667,49,+7
57,T58,T58,Greg Chalmers,71,"24' 5""",1073.333,44,+8
58,T58,T58,Jason Gore,86,"24' 5""",855.0830000000001,35,+11
59,T58,T58,Corey Pavin,74,"24' 5""",585.0830000000001,24,+12
60,61,61,John Daly,51,"24' 7""",884.0830000000001,36,+5
61,62,62,Ian Leggatt,80,"24' 8""",1136.083,46,+14
62,T63,T63,Jerry Kelly,100,"24' 9""",840.75,34,+8
63,T63,T63,Rory Sabbatini,84,"24' 9""",1062.5,43,+8
64,T63,T63,Joey Sindelar,90,"24' 9""",867.0,35,+5
65,T66,T66,Brent Geiberger,99,"24' 10""",720.25,29,+11
66,T66,T66,Ryan Hietala,61,"24' 10""",1017.25,41,+1
67,T66,T66,Stephen Leaney,84,"24' 10""",596.0,24,+1
68,T66,T66,Phil Mickelson,74,"24' 10""",1091.5,44,+9
69,T70,T70,Jeff Brehaut,100,"24' 11""",871.6669999999999,35,+6
70,T70,T70,Greg Kraft,79,"24' 11""",973.3330000000001,39,+8
71,T70,T70,Rod Pampling,89,"24' 11""",970.5,39,+11
72,T70,T70,Vijay Singh,103,"24' 11""",1671.1670000000001,67,+8
73,74,74,Kris Cox,83,"25' 1""",1105.25,44,+5
74,T75,T75,Shigeki Maruyama,94,"25' 2""",1181.333,47,+8
75,T75,T75,Ted Purdy,103,"25' 2""",956.6669999999999,38,+5
76,T77,T77,Arjun Atwal,97,"25' 4""",862.5,34,+18
77,T77,T77,Bubba Dickerson,98,"25' 4""",1292.5,51,+15
78,T77,T77,Steve Elkington,52,"25' 4""",710.25,28,+1
79,T77,T77,Jim Furyk,89,"25' 4""",431.25,17,E
80,T77,T77,Brett Quigley,109,"25' 4""",1037.333,41,+8
81,T77,T77,Patrick Sheehan,104,"25' 4""",684.4169999999999,27,+5
82,T83,T83,Paul Azinger,87,"25' 5""",1117.583,44,+3
83,T83,T83,Chris DiMarco,83,"25' 5""",787.3330000000001,31,+6
84,T83,T83,Danny Ellis,68,"25' 5""",840.0830000000001,33,+9
85,T83,T83,Peter Lonard,77,"25' 5""",609.8330000000001,24,E
86,87,87,Bart Bryant,87,"25' 6""",918.5830000000001,36,+3
87,T88,T88,Larry Mize,53,"25' 7""",435.083,17,+6
88,T88,T88,Jesper Parnevik,84,"25' 7""",1125.25,44,-3
89,T88,T88,Heath Slocum,96,"25' 7""",997.0,39,+7
90,T91,T91,Fred Couples,52,"25' 9""",617.0,24,+2
91,T91,T91,Bubba Watson,83,"25' 9""",2010.0,78,+9
92,T93,T93,Daniel Chopra,110,"25' 10""",1238.167,48,+3
93,T93,T93,Will MacKenzie,91,"25' 10""",928.8330000000001,36,+13
94,T95,T95,Aaron Baddeley,78,"25' 11""",881.8330000000001,34,+5
95,T95,T95,Tjaart van der Walt,60,"25' 11""",673.5,26,+7
96,T97,T97,Michael Allen,84,"26' 0""",1327.0,51,+14
97,T97,T97,Chad Campbell,91,"26' 0""",963.4169999999999,37,+6
98,T97,T97,Matt Hansen,68,"26' 0""",988.0830000000001,38,+5
99,T97,T97,Kent Jones,103,"26' 0""",986.9169999999999,38,+6
100,T97,T97,J.L. Lewis,57,"26' 0""",702.6669999999999,27,+4
101,T97,T97,Geoff Ogilvy,76,"26' 0""",780.5830000000001,30,+3
102,103,103,Kenny Perry,73,"26' 1""",887.3330000000001,34,+5
103,T104,T104,Mark O'Meara,52,"26' 2""",758.25,29,-3
104,T104,T104,Mike Sposa,68,"26' 2""",706.0,27,+1
105,T104,T104,Scott Verplank,88,"26' 2""",681.0830000000001,26,+6
106,T107,T107,Mark Calcavecchia,94,"26' 3""",786.4169999999999,30,+5
107,T107,T107,Jason Schultz,77,"26' 3""",761.5830000000001,29,+6
108,T109,T109,Billy Andrade,78,"26' 5""",791.9169999999999,30,+10
109,T109,T109,David McKenzie,82,"26' 5""",978.6669999999999,37,+5
110,T111,T111,Ben Curtis,86,"26' 6""",635.0,24,+8
111,T111,T111,Joe Durant,101,"26' 6""",953.0,36,+8
112,T111,T111,Lucas Glover,105,"26' 6""",1138.167,43,+6
113,T111,T111,Retief Goosen,68,"26' 6""",846.9169999999999,32,+10
114,115,115,José María Olazábal,62,"26' 7""",505.167,19,+1
115,T116,T116,Nathan Green,108,"26' 8""",1065.667,40,+3
116,T116,T116,John Rollins,93,"26' 8""",772.3330000000001,29,+5
117,118,118,Tommy Armour III,65,"26' 9""",776.25,29,+4
118,T119,T119,David Branshaw,98,"26' 10""",1502.8329999999999,56,+7
119,T119,T119,Brett Wetterich,82,"26' 10""",1529.4170000000001,57,+13
120,T119,T119,Ron Whittaker,81,"26' 10""",617.5830000000001,23,+5
121,T122,T122,Stuart Appleby,83,"26' 11""",806.4169999999999,30,-1
122,T122,T122,Charles Warren,93,"26' 11""",914.25,34,E
123,T124,T124,Carl Pettersson,95,"27' 0""",1000.5,37,+5
124,T124,T124,Mark Wilson,79,"27' 0""",729.75,27,E
125,126,126,Len Mattiace,59,"27' 1""",946.8330000000001,35,+5
126,T127,T127,Henrik Bjornstad,97,"27' 2""",1329.25,49,+8
127,T127,T127,Carlos Franco,86,"27' 2""",1168.5,43,+4
128,T127,T127,J.J. Henry,96,"27' 2""",897.75,33,+10
129,T127,T127,Shaun Micheel,96,"27' 2""",652.5,24,+6
130,131,131,Troy Matteson,101,"27' 3""",1527.1670000000001,56,+14
131,T132,T132,Robert Gamez,94,"27' 5""",986.0830000000001,36,+18
132,T132,T132,Dudley Hart,83,"27' 5""",1040.25,38,+7
133,T132,T132,John Senden,96,"27' 5""",904.75,33,+3
134,T132,T132,Jerry Smith,94,"27' 5""",1287.583,47,+9
135,136,136,Freddie Jacobson,56,"27' 6""",1071.917,39,+12
136,T137,T137,David Duval,71,"27' 8""",856.5,31,+3
137,T137,T137,Jimmy Walker,60,"27' 8""",1161.583,42,+14
138,139,139,Nicholas Thompson,96,"27' 9""",1443.9170000000001,52,+7
139,T140,T140,Todd Hamilton,72,"27' 11""",753.75,27,+10
140,T140,T140,"Wes Short, Jr.",96,"27' 11""",1422.3329999999999,51,+18
141,142,142,Harrison Frazar,95,"28' 0""",1428.8329999999999,51,+16
142,T143,T143,Luke Donald,66,"28' 1""",534.3330000000001,19,+7
143,T143,T143,Nick Watney,97,"28' 1""",786.25,28,-1
144,T145,T145,Charley Hoffman,100,"28' 2""",1493.8329999999999,53,+5
145,T145,T145,Steve Jones,83,"28' 2""",620.0,22,+9
146,T145,T145,Tag Ridings,103,"28' 2""",1746.0829999999999,62,+10
147,148,148,Bob Estes,85,"28' 3""",706.0,25,+4
148,149,149,Chris Couch,75,"28' 4""",1388.8329999999999,49,+5
149,T150,T150,Craig Barlow,77,"28' 5""",1277.0,45,+9
150,T150,T150,Tim Clark,80,"28' 5""",795.6669999999999,28,+7
151,T152,T152,"John Engler, Jr.",69,"28' 6""",798.9169999999999,28,+3
152,T152,T152,Bill Haas,99,"28' 6""",1339.6670000000001,47,+17
153,T152,T152,Ryan Palmer,101,"28' 6""",998.0830000000001,35,+11
154,T152,T152,D.J. Trahan,92,"28' 6""",969.0830000000001,34,+11
155,156,156,Ryuji Imada,105,"28' 7""",1428.75,50,+12
156,T157,T157,Roger Tambellini,64,"28' 9""",921.0,32,+6
157,T157,T157,Dean Wilson,115,"28' 9""",1034.167,36,+7
158,159,159,Ben Crane,85,"28' 10""",634.0830000000001,22,+3
159,160,160,Jeff Overton,95,"28' 11""",1848.0829999999999,64,+8
160,161,161,Mathias Grönberg,92,"29' 2""",1341.25,46,+10
161,T162,T162,Brad Faxon,78,"29' 3""",1168.333,40,+6
162,T162,T162,Charles Howell III,96,"29' 3""",1461.6670000000001,50,+8
163,164,164,Alex Aragon,63,"29' 5""",1322.5829999999999,45,+10
164,165,165,Vaughn Taylor,88,"29' 6""",855.0830000000001,29,+4
165,T166,T166,Olin Browne,108,"29' 8""",1276.083,43,+8
166,T166,T166,Billy Mayfair,94,"29' 8""",919.0830000000001,31,+4
167,168,168,Rich Beem,85,"29' 9""",982.6669999999999,33,+10
168,169,169,David Howell,52,"30' 0""",450.417,15,+3
169,170,170,Jeff Maggert,81,"30' 1""",871.9169999999999,29,+18
170,T171,T171,Bob Tway,81,"30' 3""",695.4169999999999,23,+5
171,T171,T171,Omar Uresti,61,"30' 3""",574.9169999999999,19,+7
172,T171,T171,Mike Weir,88,"30' 3""",938.4169999999999,31,+6
173,174,174,Jason Bohn,104,"30' 4""",1425.4170000000001,47,+14
174,175,175,Robert Garrigus,85,"30' 5""",1002.8330000000001,33,+16
175,176,176,Joe Ogilvie,95,"30' 6""",1465.0,48,+14
176,177,177,Camilo Villegas,95,"30' 10""",1417.6670000000001,46,+8
177,178,178,Vance Veazey,59,"30' 11""",896.5830000000001,29,+8
178,179,179,Brian Bateman,69,"31' 1""",1056.083,34,+9
179,180,180,Arron Oberholser,82,"31' 3""",969.6669999999999,31,+5
180,181,181,James Driscoll,80,"31' 5""",1760.0,56,+11
181,182,182,Duffy Waldorf,96,"31' 7""",1042.75,33,+7
182,183,183,Alex Cejka,93,"31' 8""",1330.5,42,+1
183,184,184,Chris Smith,67,"31' 9""",1016.0,32,+3
184,185,185,Jeff Gove,91,"31' 10""",1112.833,35,+8
185,186,186,Robert Damron,91,"32' 1""",1283.75,40,+9
186,187,187,D.A. Points,82,"32' 4""",1001.4169999999999,31,+8
187,188,188,Tim Petrovic,95,"32' 5""",1298.083,40,+9
188,T189,T189,Steve Lowery,99,"32' 6""",1429.5,44,+14
189,T189,T189,Ryan Moore,68,"32' 6""",974.9169999999999,30,+18
190,191,191,K.J. Choi,93,"32' 11""",724.75,22,+4
191,192,192,Brandt Jobe,91,"33' 3""",798.0830000000001,24,+6
192,193,193,Jon Mills,68,"34' 4""",1064.0,31,+6
193,194,194,Ernie Els,69,"35' 1""",842.5,24,+1
194,195,195,Kevin Sutherland,100,"36' 7""",1757.0,48,+19
195,196,196,Mathew Goggin,72,"41' 11""",881.0,21,+17
