,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
39,T37,T37,Patrick Sheehan,104,158.6,5799872.0,1016
40,T41,T41,Retief Goosen,68,158.7,2958590.0,518
41,T41,T41,Skip Kendall,72,158.7,4045182.0,708
42,T41,T41,Mark Wilson,79,158.7,4655199.0,815
43,44,44,Chris Riley,86,158.8,4465646.0,781
44,T45,T45,Ben Crane,85,158.9,3814575.0,667
45,T45,T45,Matt Hansen,68,158.9,3707051.0,648
46,T45,T45,Peter Lonard,77,158.9,4444536.0,777
47,T45,T45,Kirk Triplett,58,158.9,3156719.0,552
48,49,49,Brett Wetterich,82,159.0,4504422.0,787
49,T50,T50,Charley Hoffman,100,159.1,5551651.0,969
50,T50,T50,Kent Jones,103,159.1,5648139.0,986
51,T52,T52,Kris Cox,83,159.2,4635318.0,809
52,T52,T52,Robert Damron,91,159.2,5302721.0,925
53,T52,T52,Justin Leonard,83,159.2,4367151.0,762
54,T55,T55,Danny Ellis,68,159.3,3910567.0,682
55,T55,T55,Jason Gore,86,159.3,4404883.0,768
56,T55,T55,Jeff Gove,91,159.3,5510689.0,961
57,T55,T55,Jonathan Kaye,95,159.3,5762383.0,1005
58,T59,T59,Daniel Chopra,110,159.4,5579428.0,972
59,T59,T59,Dudley Hart,83,159.4,4643776.0,809
60,T59,T59,Bo Van Pelt,102,159.4,5760263.0,1004
61,T62,T62,Marco Dawson,87,159.5,4909584.0,855
62,T62,T62,Joey Sindelar,90,159.5,5057665.0,881
63,T64,T64,Bob Tway,81,159.6,4383447.0,763
64,T64,T64,Tjaart van der Walt,60,159.6,3579981.0,623
65,66,66,Heath Slocum,96,159.7,5523901.0,961
66,T67,T67,John Huston,74,159.8,4147276.0,721
67,T67,T67,Jeff Sluman,101,159.8,5377800.0,935
68,T69,T69,Craig Barlow,77,159.9,3575371.0,621
69,T69,T69,Bubba Dickerson,98,159.9,5354770.0,930
70,T71,T71,Jason Bohn,104,160.0,5842453.0,1014
71,T71,T71,J.J. Henry,96,160.0,5109013.0,887
72,T71,T71,John Rollins,93,160.0,4798559.0,833
73,T71,T71,Paul Stankowski,70,160.0,4181971.0,726
74,75,75,Shigeki Maruyama,94,160.1,5261266.0,913
75,T76,T76,Arjun Atwal,97,160.3,5229557.0,906
76,T76,T76,Woody Austin,107,160.3,5945286.0,1030
77,T76,T76,Jonathan Byrd,66,160.3,3491936.0,605
78,T76,T76,John Senden,96,160.3,5360355.0,929
79,T76,T76,Vijay Singh,103,160.3,5420225.0,939
80,T81,T81,Stuart Appleby,83,160.4,4197799.0,727
81,T81,T81,Geoff Ogilvy,76,160.4,3308055.0,573
82,T83,T83,Stephen Ames,63,160.5,2923382.0,506
83,T83,T83,Billy Andrade,78,160.5,4010338.0,694
84,T83,T83,Bart Bryant,87,160.5,4841852.0,838
85,T83,T83,Alex Cejka,93,160.5,5126158.0,887
86,T83,T83,Brent Geiberger,99,160.5,6056294.0,1048
87,T83,T83,Jeff Overton,95,160.5,5726351.0,991
88,T83,T83,Camilo Villegas,95,160.5,5171258.0,895
89,T83,T83,Charles Warren,93,160.5,5407471.0,936
90,T91,T91,Doug Barron,74,160.6,4440795.0,768
91,T91,T91,Olin Browne,108,160.6,5550584.0,960
92,T91,T91,Todd Hamilton,72,160.6,3504703.0,606
93,T91,T91,Justin Rose,98,160.6,5562823.0,962
94,95,95,Fred Funk,106,160.7,5791054.0,1001
95,T96,T96,Paul Azinger,87,160.8,5539252.0,957
96,T96,T96,Brian Bateman,69,160.8,3937283.0,680
97,T96,T96,Todd Fischer,101,160.8,5839536.0,1009
98,T96,T96,Brian Gay,107,160.8,6841889.0,1182
99,T96,T96,Scott Gutschewski,53,160.8,2877130.0,497
100,T101,T101,Henrik Bjornstad,97,160.9,5895520.0,1018
101,T101,T101,Tim Clark,80,160.9,3793484.0,655
102,T101,T101,Phil Mickelson,74,160.9,2890779.0,499
103,T101,T101,Roger Tambellini,64,160.9,3330332.0,575
104,T105,T105,Chris DiMarco,83,161.0,4132511.0,713
105,T105,T105,Steve Flesch,119,161.0,6936080.0,1197
106,T105,T105,Jerry Kelly,100,161.0,5678810.0,980
107,T105,T105,Greg Kraft,79,161.0,4481051.0,773
108,T105,T105,David McKenzie,82,161.0,4560350.0,787
109,T105,T105,Adam Scott,70,161.0,3269663.0,564
110,T111,T111,Rich Beem,85,161.1,4099368.0,707
111,T111,T111,Freddie Jacobson,56,161.1,3525811.0,608
112,T113,T113,Jeff Brehaut,100,161.2,5578596.0,961
113,T113,T113,Trevor Immelman,86,161.2,4898531.0,844
114,T115,T115,Bill Haas,99,161.3,5858277.0,1009
115,T115,T115,Richard Johnson,94,161.3,5828623.0,1004
116,T115,T115,Steve Lowery,99,161.3,5497437.0,947
117,T115,T115,Ron Whittaker,81,161.3,4725606.0,814
118,T119,T119,Charles Howell III,96,161.4,5316389.0,915
119,T119,T119,Ryuji Imada,105,161.4,5892773.0,1014
120,T119,T119,Brandt Jobe,91,161.4,4619174.0,795
121,T119,T119,Jimmy Walker,60,161.4,3625190.0,624
122,T123,T123,Jim Furyk,89,161.5,4669090.0,803
123,T123,T123,Brett Quigley,109,161.5,6384168.0,1098
124,T123,T123,Scott Verplank,88,161.5,4657712.0,801
125,T126,T126,Paul Goydos,72,161.6,4316809.0,742
126,T126,T126,Jerry Smith,94,161.6,5579162.0,959
127,T126,T126,Vaughn Taylor,88,161.6,4688299.0,806
128,129,129,John Daly,51,161.7,2532692.0,435
129,130,130,Greg Chalmers,71,161.8,3686547.0,633
130,T131,T131,Briny Baird,81,162.0,4641954.0,796
131,T131,T131,Ian Leggatt,80,162.0,4544101.0,779
132,T131,T131,Frank Lickliter II,99,162.0,5640696.0,967
133,T134,T134,D.A. Points,82,162.2,4618133.0,791
134,T134,T134,Kevin Sutherland,100,162.2,6014908.0,1030
135,T134,T134,Mike Weir,88,162.2,4146648.0,710
136,T137,T137,David Branshaw,98,162.3,5955369.0,1019
137,T137,T137,Duffy Waldorf,96,162.3,5540248.0,948
138,T139,T139,Mark Calcavecchia,94,162.4,5052175.0,864
139,T139,T139,Lucas Glover,105,162.4,5548504.0,949
140,T139,T139,Rod Pampling,89,162.4,4262497.0,729
141,T142,T142,Chad Campbell,91,162.5,4551987.0,778
142,T142,T142,Tom Lehman,70,162.5,3217209.0,550
143,T142,T142,Troy Matteson,101,162.5,5838975.0,998
144,T145,T145,Stewart Cink,93,162.6,4863165.0,831
145,T145,T145,Joe Durant,101,162.6,6461381.0,1104
146,T145,T145,Padraig Harrington,54,162.6,2593264.0,443
147,T145,T145,Lee Janzen,79,162.6,4342659.0,742
148,T145,T145,Shaun Micheel,96,162.6,5325553.0,910
149,T145,T145,D.J. Trahan,92,162.6,4981259.0,851
150,T151,T151,Robert Garrigus,85,162.7,4550777.0,777
151,T151,T151,Stephen Leaney,84,162.7,5358413.0,915
152,T153,T153,K.J. Choi,93,162.8,5480234.0,935
153,T153,T153,David Howell,52,162.8,1870062.0,319
154,155,155,Dean Wilson,115,162.9,6191088.0,1056
155,156,156,Brian Davis,92,163.0,5386524.0,918
156,T157,T157,Mathias Grönberg,92,163.1,5161795.0,879
157,T157,T157,Mark O'Meara,52,163.1,2471931.0,421
158,T159,T159,Arron Oberholser,82,163.2,4166381.0,709
159,T159,T159,Ted Purdy,103,163.2,5227368.0,890
160,T161,T161,Carlos Franco,86,163.3,4938541.0,840
161,T161,T161,Hunter Mahan,98,163.3,5807223.0,988
162,T161,T161,Daisuke Maruyama,83,163.3,4661067.0,793
163,T161,T161,Tim Petrovic,95,163.3,5667849.0,964
164,T165,T165,Luke Donald,66,163.4,2976068.0,506
165,T165,T165,Steve Jones,83,163.4,4675385.0,795
166,T167,T167,Brad Faxon,78,163.5,4872601.0,828
167,T167,T167,Ian Poulter,53,163.5,2825526.0,480
168,169,169,Carl Pettersson,95,163.6,4942625.0,839
169,170,170,Jeff Maggert,81,163.7,4514388.0,766
170,171,171,Billy Mayfair,94,163.8,5396702.0,915
171,T172,T172,Ben Curtis,86,163.9,4626465.0,784
172,T172,T172,Ryan Moore,68,163.9,3810949.0,646
173,T174,T174,Bob Estes,85,164.0,5158538.0,874
174,T174,T174,Jesper Parnevik,84,164.0,4969981.0,842
175,176,176,Eric Axley,91,164.1,5204888.0,881
176,177,177,José María Olazábal,62,164.3,2679082.0,453
177,T178,T178,Davis Love III,85,164.4,3687914.0,623
178,T178,T178,Pat Perez,50,164.4,2681389.0,453
179,180,180,Ryan Palmer,101,164.5,5322905.0,899
180,181,181,Bernhard Langer,77,164.7,4061573.0,685
181,182,182,Rory Sabbatini,84,164.8,4235716.0,714
182,183,183,Tom Pernice Jr.,108,164.9,5723605.0,964
183,184,184,Thomas Levet,53,165.0,3385317.0,570
184,185,185,Chris Couch,75,165.1,4219690.0,710
185,186,186,Robert Allenby,79,165.3,3969428.0,667
186,187,187,Ernie Els,69,165.5,3127745.0,525
187,188,188,Nathan Green,108,165.6,6267051.0,1051
188,189,189,Sean O'Hair,100,165.7,5022402.0,842
189,T190,T190,Sergio Garcia,59,165.8,2446488.0,410
190,T190,T190,Corey Pavin,74,165.8,4214618.0,706
191,T190,T190,Nick Watney,97,165.8,5719145.0,958
192,193,193,Tiger Woods,55,165.9,2412337.0,404
193,T194,T194,Aaron Baddeley,78,166.2,4560474.0,762
194,T194,T194,Mathew Goggin,72,166.2,3917875.0,655
195,196,196,Greg Owen,79,166.9,4362086.0,726
