,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
26,T27,T27,Stewart Cink,93,"40' 10""",142,5800.0,15.0
27,T27,T27,Vijay Singh,103,"40' 10""",165,6744.25,-2.0
28,T29,T29,Chris DiMarco,83,"40' 11""",108,4414.917,-5.0
29,T29,T29,Ted Purdy,103,"40' 11""",140,5724.9169999999995,19.0
30,T29,T29,"Wes Short, Jr.",96,"40' 11""",165,6755.75,42.0
31,T29,T29,Joey Sindelar,90,"40' 11""",116,4747.75,26.0
32,T33,T33,Briny Baird,81,"41' 2""",95,3911.25,7.0
33,T33,T33,Henrik Bjornstad,97,"41' 2""",161,6630.5,13.0
34,T33,T33,Kent Jones,103,"41' 2""",129,5306.9169999999995,18.0
35,T33,T33,Phil Mickelson,74,"41' 2""",93,3829.25,3.0
36,T33,T33,Rory Sabbatini,84,"41' 2""",131,5390.3330000000005,18.0
37,T38,T38,Bob Estes,85,"41' 4""",142,5872.5,-1.0
38,T38,T38,David Toms,76,"41' 4""",104,4300.583,14.0
39,T40,T40,Shigeki Maruyama,94,"41' 5""",161,6663.1669999999995,18.0
40,T40,T40,Kenny Perry,73,"41' 5""",76,3149.417,3.0
41,T40,T40,Paul Stankowski,70,"41' 5""",106,4392.0,18.0
42,43,43,Chris Riley,86,"41' 6""",104,4315.583,25.0
43,44,44,Mark Calcavecchia,94,"41' 7""",149,6198.3330000000005,13.0
44,45,45,Robert Damron,91,"41' 9""",149,6225.0,6.0
45,T46,T46,Len Mattiace,59,"41' 10""",122,5099.25,12.0
46,T46,T46,Joe Ogilvie,95,"41' 10""",146,6109.6669999999995,9.0
47,T46,T46,Bubba Watson,83,"41' 10""",178,7448.75,17.0
48,49,49,Bernhard Langer,77,"41' 11""",95,3981.333,10.0
49,50,50,Mathias Grönberg,92,"42' 1""",118,4964.583,14.0
50,T51,T51,Michael Connell,51,"42' 3""",86,3630.583,17.0
51,T51,T51,Larry Mize,53,"42' 3""",47,1986.0,12.0
52,T53,T53,Daniel Chopra,110,"42' 4""",186,7877.5,2.0
53,T53,T53,Peter Lonard,77,"42' 4""",87,3681.167,16.0
54,T55,T55,Robert Allenby,79,"42' 5""",90,3817.25,-5.0
55,T55,T55,J.B. Holmes,81,"42' 5""",131,5560.5830000000005,26.0
56,T55,T55,Trevor Immelman,86,"42' 5""",161,6827.6669999999995,7.0
57,58,58,Bart Bryant,87,"42' 7""",110,4682.417,20.0
58,T59,T59,Lee Janzen,79,"42' 8""",115,4909.333,21.0
59,T59,T59,Tag Ridings,103,"42' 8""",193,8227.167,29.0
60,61,61,Ryuji Imada,105,"42' 9""",156,6666.25,24.0
61,T62,T62,Billy Andrade,78,"42' 11""",107,4588.0,13.0
62,T62,T62,J.L. Lewis,57,"42' 11""",85,3649.167,11.0
63,T64,T64,Chris Couch,75,"43' 1""",140,6035.4169999999995,14.0
64,T64,T64,Daisuke Maruyama,83,"43' 1""",84,3618.667,14.0
65,T64,T64,Tjaart van der Walt,60,"43' 1""",84,3616.333,14.0
66,T67,T67,Eric Axley,91,"43' 2""",117,5046.417,14.0
67,T67,T67,Jonathan Byrd,66,"43' 2""",95,4103.5,2.0
68,T69,T69,Carlos Franco,86,"43' 3""",131,5667.0,12.0
69,T69,T69,Will MacKenzie,91,"43' 3""",123,5317.4169999999995,14.0
70,T69,T69,Camilo Villegas,95,"43' 3""",153,6621.3330000000005,25.0
71,T69,T69,Mike Weir,88,"43' 3""",102,4409.833,10.0
72,T73,T73,Jeff Brehaut,100,"43' 4""",150,6502.25,8.0
73,T73,T73,Zach Johnson,98,"43' 4""",129,5593.4169999999995,23.0
74,T73,T73,Duffy Waldorf,96,"43' 4""",128,5543.1669999999995,3.0
75,T76,T76,Joe Durant,101,"43' 5""",105,4557.75,17.0
76,T76,T76,Skip Kendall,72,"43' 5""",78,3384.833,15.0
77,T76,T76,Greg Kraft,79,"43' 5""",93,4037.083,16.0
78,79,79,Shaun Micheel,96,"43' 6""",157,6827.0,8.0
79,80,80,Jeff Sluman,101,"43' 8""",143,6245.25,18.0
80,81,81,Paul Azinger,87,"43' 9""",177,7745.3330000000005,26.0
81,T82,T82,John Huston,74,"43' 11""",129,5663.8330000000005,26.0
82,T82,T82,Justin Leonard,83,"43' 11""",97,4256.833,18.0
83,T84,T84,Rich Beem,85,"44' 0""",123,5415.75,33.0
84,T84,T84,Charley Hoffman,100,"44' 0""",199,8761.833,15.0
85,T86,T86,Robert Gamez,94,"44' 1""",108,4765.25,36.0
86,T86,T86,Bo Van Pelt,102,"44' 1""",176,7757.0830000000005,3.0
87,T88,T88,Mark Brooks,90,"44' 2""",120,5303.5,18.0
88,T88,T88,John Cook,67,"44' 2""",69,3044.667,19.0
89,T88,T88,Tim Herron,82,"44' 2""",134,5919.9169999999995,23.0
90,91,91,Jeff Overton,95,"44' 3""",201,8895.833,25.0
91,92,92,Hunter Mahan,98,"44' 4""",145,6427.6669999999995,26.0
92,T93,T93,Greg Chalmers,71,"44' 5""",148,6572.1669999999995,31.0
93,T93,T93,Frank Lickliter II,99,"44' 5""",149,6615.0830000000005,21.0
94,T93,T93,Rod Pampling,89,"44' 5""",100,4438.583,17.0
95,T93,T93,Carl Pettersson,95,"44' 5""",122,5423.5830000000005,20.0
96,T93,T93,Heath Slocum,96,"44' 5""",112,4973.167,15.0
97,98,98,Todd Fischer,101,"44' 6""",153,6807.0830000000005,18.0
98,T99,T99,Alex Aragon,63,"44' 8""",121,5404.6669999999995,25.0
99,T99,T99,Woody Austin,107,"44' 8""",186,8315.25,35.0
100,T101,T101,David Duval,71,"44' 9""",94,4204.833,22.0
101,T101,T101,Dudley Hart,83,"44' 9""",143,6395.8330000000005,19.0
102,T101,T101,Ian Leggatt,80,"44' 9""",143,6401.5,31.0
103,104,104,Billy Mayfair,94,"44' 10""",118,5285.5,4.0
104,105,105,Nathan Green,108,"44' 11""",147,6607.5,11.0
105,T106,T106,Doug Barron,74,"45' 0""",95,4278.083,24.0
106,T106,T106,David Branshaw,98,"45' 0""",154,6931.5,35.0
107,T106,T106,Vance Veazey,59,"45' 0""",101,4543.917,8.0
108,T109,T109,Stephen Ames,63,"45' 1""",71,3200.833,-1.0
109,T109,T109,Craig Barlow,77,"45' 1""",120,5414.9169999999995,20.0
110,T109,T109,Geoff Ogilvy,76,"45' 1""",90,4059.667,28.0
111,T112,T112,Michael Allen,84,"45' 2""",148,6680.8330000000005,22.0
112,T112,T112,Steve Elkington,52,"45' 2""",70,3159.833,4.0
113,T112,T112,Sean O'Hair,100,"45' 2""",120,5422.0,12.0
114,115,115,Jerry Smith,94,"45' 3""",148,6702.0,28.0
115,T116,T116,Shane Bertsch,104,"45' 4""",136,6164.4169999999995,30.0
116,T116,T116,Bill Haas,99,"45' 4""",172,7802.9169999999995,29.0
117,T116,T116,Steve Jones,83,"45' 4""",114,5163.833,12.0
118,T116,T116,Dean Wilson,115,"45' 4""",152,6892.25,19.0
119,T120,T120,Kris Cox,83,"45' 5""",140,6363.1669999999995,7.0
120,T120,T120,Lucas Glover,105,"45' 5""",125,5673.6669999999995,13.0
121,T122,T122,Ben Curtis,86,"45' 6""",112,5094.333,24.0
122,T122,T122,Brett Quigley,109,"45' 6""",180,8186.6669999999995,15.0
123,T122,T122,Kevin Sutherland,100,"45' 6""",131,5955.0830000000005,26.0
124,T122,T122,Nicholas Thompson,96,"45' 6""",119,5414.25,21.0
125,T122,T122,D.J. Trahan,92,"45' 6""",131,5959.9169999999995,23.0
126,127,127,J.J. Henry,96,"45' 8""",142,6490.25,10.0
127,T128,T128,Retief Goosen,68,"45' 9""",74,3387.083,1.0
128,T128,T128,Mike Sposa,68,"45' 9""",82,3749.083,20.0
129,T130,T130,Tommy Armour III,65,"45' 11""",100,4590.083,18.0
130,T130,T130,Brian Gay,107,"45' 11""",164,7534.75,15.0
131,T132,T132,Luke Donald,66,"46' 0""",59,2713.25,11.0
132,T132,T132,Jim Furyk,89,"46' 0""",90,4142.583,11.0
133,T132,T132,Ryan Hietala,61,"46' 0""",118,5432.0,24.0
134,T132,T132,Steve Lowery,99,"46' 0""",141,6488.6669999999995,17.0
135,T132,T132,Jimmy Walker,60,"46' 0""",125,5754.4169999999995,12.0
136,137,137,Arron Oberholser,82,"46' 1""",118,5434.4169999999995,11.0
137,T138,T138,Alex Cejka,93,"46' 2""",103,4753.5,16.0
138,T138,T138,Harrison Frazar,95,"46' 2""",166,7661.6669999999995,28.0
139,T138,T138,Mark O'Meara,52,"46' 2""",67,3092.667,5.0
140,141,141,Steve Flesch,119,"46' 4""",176,8148.5,26.0
141,142,142,James Driscoll,80,"46' 5""",199,9241.75,30.0
142,T143,T143,K.J. Choi,93,"46' 6""",147,6838.3330000000005,11.0
143,T143,T143,Jason Gore,86,"46' 6""",139,6463.1669999999995,13.0
144,T143,T143,David McKenzie,82,"46' 6""",115,5349.0,13.0
145,T146,T146,Scott Gutschewski,53,"46' 7""",68,3164.917,14.0
146,T146,T146,Nick Watney,97,"46' 7""",165,7692.5,24.0
147,148,148,Ben Crane,85,"46' 8""",96,4478.583,9.0
148,149,149,Bubba Dickerson,98,"46' 9""",147,6870.75,40.0
149,T150,T150,Aaron Baddeley,78,"46' 10""",163,7637.0,18.0
150,T150,T150,Mathew Goggin,72,"46' 10""",103,4821.417,29.0
151,T150,T150,Charles Howell III,96,"46' 10""",174,8154.5,13.0
152,T150,T150,Tom Lehman,70,"46' 10""",84,3931.583,8.0
153,T154,T154,Corey Pavin,74,"46' 11""",96,4505.833,24.0
154,T154,T154,Vaughn Taylor,88,"46' 11""",122,5725.0830000000005,7.0
155,156,156,Ron Whittaker,81,"47' 0""",142,6670.3330000000005,40.0
156,T157,T157,Paul Goydos,72,"47' 1""",88,4141.167,22.0
157,T157,T157,Adam Scott,70,"47' 1""",98,4612.167,13.0
158,T159,T159,Troy Matteson,101,"47' 2""",183,8638.0,26.0
159,T159,T159,D.A. Points,82,"47' 2""",135,6367.4169999999995,36.0
160,T159,T159,Tiger Woods,55,"47' 2""",69,3256.833,-4.0
161,162,162,Jeff Gove,91,"47' 3""",125,5907.25,5.0
162,163,163,Olin Browne,108,"47' 4""",87,4118.083,16.0
163,164,164,John Senden,96,"47' 5""",134,6355.25,-2.0
164,T165,T165,Brian Davis,92,"47' 8""",119,5676.3330000000005,21.0
165,T165,T165,Jason Schultz,77,"47' 8""",150,7144.8330000000005,22.0
166,T167,T167,Bob Tway,81,"47' 11""",91,4359.917,17.0
167,T167,T167,Mark Wilson,79,"47' 11""",101,4835.833,10.0
168,T169,T169,Danny Ellis,68,"48' 0""",117,5616.4169999999995,14.0
169,T169,T169,José María Olazábal,62,"48' 0""",73,3506.167,8.0
170,T169,T169,Chris Smith,67,"48' 0""",110,5276.6669999999995,22.0
171,172,172,Ernie Els,69,"48' 1""",91,4373.25,9.0
172,173,173,Jason Bohn,104,"48' 2""",144,6936.8330000000005,30.0
173,T174,T174,Arjun Atwal,97,"48' 4""",135,6521.5830000000005,20.0
174,T174,T174,Tim Petrovic,95,"48' 4""",154,7440.6669999999995,16.0
175,T174,T174,Roger Tambellini,64,"48' 4""",123,5948.3330000000005,23.0
176,T177,T177,Jerry Kelly,100,"48' 7""",126,6120.6669999999995,31.0
177,T177,T177,Ryan Palmer,101,"48' 7""",143,6950.0830000000005,22.0
178,179,179,Chad Campbell,91,"48' 8""",137,6664.6669999999995,17.0
179,180,180,David Howell,52,"48' 9""",42,2048.333,11.0
180,181,181,Jesper Parnevik,84,"48' 10""",127,6200.5830000000005,10.0
181,182,182,"John Engler, Jr.",69,"48' 11""",125,6115.75,36.0
182,183,183,John Rollins,93,"49' 0""",130,6369.9169999999995,16.0
183,T184,T184,Stuart Appleby,83,"49' 6""",136,6729.1669999999995,13.0
184,T184,T184,Scott Verplank,88,"49' 6""",104,5147.917,14.0
185,186,186,Jeff Maggert,81,"49' 8""",79,3925.833,21.0
186,187,187,Richard Johnson,94,"49' 9""",137,6821.25,29.0
187,188,188,Jon Mills,68,"49' 11""",90,4495.167,21.0
188,189,189,Thomas Levet,53,"50' 3""",87,4368.833,25.0
189,190,190,Stephen Leaney,84,"50' 7""",111,5612.6669999999995,15.0
190,191,191,Todd Hamilton,72,"50' 8""",127,6430.5,39.0
191,192,192,Ryan Moore,68,"51' 0""",90,4590.917,12.0
192,193,193,Brad Faxon,78,"51' 5""",163,8375.0,26.0
193,194,194,Brent Geiberger,99,"51' 9""",136,7033.1669999999995,14.0
194,195,195,Tom Pernice Jr.,108,"52' 0""",151,7854.3330000000005,26.0
195,196,196,Brandt Jobe,91,"53' 11""",142,7652.5,37.0
