,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
143,T143,T143,Tom Lehman,70,176.5,934125.0,147
144,T145,T145,Joe Durant,101,176.6,2200249.0,346
145,T145,T145,Camilo Villegas,95,176.6,2053879.0,323
146,147,147,Robert Allenby,79,176.7,1532878.0,241
147,148,148,Rich Beem,85,176.8,1590962.0,250
148,T149,T149,Jason Bohn,104,176.9,2089008.0,328
149,T149,T149,Jonathan Kaye,95,176.9,1783596.0,280
150,151,151,Harrison Frazar,95,177.2,1882216.0,295
151,T152,T152,David Howell,52,177.4,785463.0,123
152,T152,T152,Hunter Mahan,98,177.4,2197389.0,344
153,T152,T152,José María Olazábal,62,177.4,887585.0,139
154,155,155,Tim Herron,82,177.6,1285374.0,201
155,156,156,Mark Calcavecchia,94,177.7,1810195.0,283
156,157,157,Sergio Garcia,59,178.1,1006485.0,157
157,158,158,Aaron Baddeley,78,178.4,1515855.0,236
158,T159,T159,Jeff Overton,95,178.5,1978721.0,308
159,T159,T159,Duffy Waldorf,96,178.5,1863492.0,290
160,161,161,Scott Gutschewski,53,178.7,1035713.0,161
161,T162,T162,Retief Goosen,68,178.8,1126513.0,175
162,T162,T162,Brandt Jobe,91,178.8,1583655.0,246
163,T164,T164,Kevin Sutherland,100,178.9,1925631.0,299
164,T164,T164,D.J. Trahan,92,178.9,1738880.0,270
165,T166,T166,Matt Hansen,68,179.1,1225324.0,190
166,T166,T166,Greg Owen,79,179.1,1463470.0,227
167,T166,T166,Charles Warren,93,179.1,1876335.0,291
168,T166,T166,Tiger Woods,55,179.1,1199365.0,186
169,170,170,Mike Sposa,68,179.2,1232106.0,191
170,171,171,Jonathan Byrd,66,179.3,1458964.0,226
171,172,172,Geoff Ogilvy,76,179.4,1265610.0,196
172,173,173,Mathias Grönberg,92,179.5,1880524.0,291
173,174,174,Nathan Green,108,179.6,2288967.0,354
174,T175,T175,Tag Ridings,103,180.0,2067622.0,319
175,T175,T175,Jimmy Walker,60,180.0,1224922.0,189
176,177,177,Steve Lowery,99,180.2,1926191.0,297
177,178,178,John Rollins,93,180.4,1857652.0,286
178,T179,T179,John Daly,51,180.5,935761.0,144
179,T179,T179,Nick Watney,97,180.5,2118622.0,326
180,181,181,Nicholas Thompson,96,180.6,1625131.0,250
181,182,182,Robert Garrigus,85,180.8,1887343.0,290
182,183,183,Ernie Els,69,181.6,1196277.0,183
183,184,184,Charley Hoffman,100,181.8,2375488.0,363
184,185,185,Carlos Franco,86,181.9,1768283.0,270
185,186,186,Charles Howell III,96,182.9,1765094.0,268
186,T187,T187,Troy Matteson,101,183.2,1945417.0,295
187,T187,T187,Ted Purdy,103,183.2,2004768.0,304
188,189,189,Ryan Palmer,101,183.5,1988799.0,301
189,190,190,Bill Haas,99,184.1,2048295.0,309
190,191,191,Jason Schultz,77,184.5,1381670.0,208
191,T192,T192,Craig Barlow,77,185.1,1539404.0,231
192,T192,T192,Vijay Singh,103,185.1,2325365.0,349
193,194,194,Jesper Parnevik,84,187.1,1825621.0,271
194,195,195,Mathew Goggin,72,187.3,1341582.0,199
195,196,196,Sean O'Hair,100,187.8,1831886.0,271
