,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
123,124,124,Mark Calcavecchia,94,20.25,33,163,-32,32 Under
124,125,125,Henrik Bjornstad,97,20.22,37,183,-36,36 Under
125,126,126,Jerry Smith,94,20.2,20,99,-19,19 Under
126,127,127,Alex Aragon,63,20.0,21,105,-20,20 Under
127,128,128,Vijay Singh,103,19.91,42,211,-47,47 Under
128,129,129,Ian Leggatt,80,19.86,29,146,-30,30 Under
129,130,130,Joey Sindelar,90,19.85,26,131,-28,28 Under
130,131,131,Mark Wilson,79,19.81,21,106,-21,21 Under
131,132,132,Chris DiMarco,83,19.79,19,96,-20,20 Under
132,133,133,Tommy Armour III,65,19.74,15,76,-14,14 Under
133,134,134,Matt Hansen,68,19.69,25,127,-24,24 Under
134,135,135,Paul Azinger,87,19.57,27,138,-30,30 Under
135,136,136,D.J. Trahan,92,19.54,34,174,-29,29 Under
136,137,137,David Branshaw,98,19.53,33,169,-33,33 Under
137,138,138,Billy Andrade,78,19.39,19,98,-15,15 Under
138,139,139,Patrick Sheehan,104,19.33,29,150,-32,32 Under
139,140,140,Brent Geiberger,99,19.21,29,151,-31,31 Under
140,141,141,Justin Leonard,83,19.05,16,84,-16,16 Under
141,142,142,J.P. Hayes,55,18.99,15,79,-15,15 Under
142,143,143,Peter Lonard,77,18.95,18,95,-17,17 Under
143,T144,T144,Jeff Gove,91,18.87,30,159,-29,29 Under
144,T144,T144,Jeff Overton,95,18.87,40,212,-41,41 Under
145,146,146,Shane Bertsch,104,18.69,20,107,-21,21 Under
146,T147,T147,Todd Hamilton,72,18.68,17,91,-19,19 Under
147,T147,T147,Pat Perez,50,18.68,17,91,-16,16 Under
148,149,149,Brian Bateman,69,18.58,21,113,-21,21 Under
149,150,150,Tim Petrovic,95,18.35,29,158,-30,30 Under
150,151,151,Lee Janzen,79,18.1,19,105,-18,18 Under
151,152,152,José María Olazábal,62,18.07,15,83,-17,17 Under
152,153,153,Shigeki Maruyama,94,18.05,24,133,-21,21 Under
153,T154,T154,Thomas Levet,53,17.98,16,89,-16,16 Under
154,T154,T154,Ian Poulter,53,17.98,16,89,-12,12 Under
155,156,156,Danny Ellis,68,17.95,21,117,-21,21 Under
156,157,157,J.L. Lewis,57,17.78,16,90,-15,15 Under
157,158,158,Freddie Jacobson,56,17.76,19,107,-21,21 Under
158,T159,T159,John Daly,51,17.54,20,114,-19,19 Under
159,T159,T159,Brian Davis,92,17.54,30,171,-22,22 Under
160,161,161,Jimmy Walker,60,17.39,20,115,-19,19 Under
161,162,162,Carl Pettersson,95,17.36,25,144,-21,21 Under
162,163,163,Steve Elkington,52,17.33,13,75,-13,13 Under
163,164,164,Hidemichi Tanaka,74,17.28,14,81,-16,16 Under
164,165,165,Bob Tway,81,17.24,20,116,-20,20 Under
165,166,166,Ron Whittaker,81,17.14,18,105,-17,17 Under
166,167,167,Olin Browne,108,17.12,19,111,-18,18 Under
167,168,168,Scott Verplank,88,16.83,17,101,-19,19 Under
168,169,169,Bernhard Langer,77,16.39,20,122,-20,20 Under
169,170,170,"Wes Short, Jr.",96,16.11,29,180,-27,27 Under
170,171,171,Len Mattiace,59,16.0,12,75,-11,11 Under
171,172,172,Robert Gamez,94,15.74,17,108,-17,17 Under
172,173,173,"John Engler, Jr.",69,15.69,16,102,-17,17 Under
173,174,174,Jeff Maggert,81,15.5,20,129,-19,19 Under
174,175,175,Arjun Atwal,97,15.43,25,162,-28,28 Under
175,176,176,Fred Funk,106,15.09,16,106,-13,13 Under
176,177,177,Ryuji Imada,105,14.97,22,147,-22,22 Under
177,178,178,Jeff Sluman,101,14.96,19,127,-18,18 Under
178,179,179,Greg Chalmers,71,14.77,13,88,-11,11 Under
179,180,180,Robert Damron,91,14.52,18,124,-17,17 Under
180,181,181,Doug Barron,74,14.43,14,97,-13,13 Under
181,182,182,Corey Pavin,74,14.29,9,63,-10,10 Under
182,183,183,Rod Pampling,89,14.04,16,114,-14,14 Under
183,184,184,Mike Weir,88,13.64,15,110,-16,16 Under
184,185,185,Paul Goydos,72,13.48,12,89,-12,12 Under
185,186,186,Greg Kraft,79,12.2,10,82,-10,10 Under
186,187,187,Chris Riley,86,12.15,13,107,-14,14 Under
187,188,188,David Howell,52,10.96,8,73,-7,7 Under
188,189,189,Skip Kendall,72,10.71,9,84,-8,8 Under
189,190,190,John Cook,67,9.38,6,64,-8,8 Under
190,191,191,Kirk Triplett,58,9.09,6,66,-5,5 Under
191,192,192,Todd Fischer,101,8.73,11,126,-9,9 Under
192,193,193,Stephen Leaney,84,7.0,7,100,-8,8 Under
193,194,194,Larry Mize,53,6.38,3,47,-4,4 Under
194,195,195,Mark Brooks,90,5.38,5,93,-5,5 Under
195,196,196,Mark O'Meara,52,2.94,1,34,-1,1 Under
