,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
55,56,56,Mathew Goggin,72,15.89,17,107
56,57,57,Michael Allen,84,15.86,23,145
57,58,58,John Daly,51,15.71,11,70
58,59,59,Robert Allenby,79,15.66,13,83
59,60,60,Freddie Jacobson,56,15.63,15,96
60,61,61,Bart Bryant,87,15.58,12,77
61,62,62,Dean Wilson,115,15.57,26,167
62,63,63,Mark O'Meara,52,15.46,15,97
63,64,64,Dudley Hart,83,15.44,21,136
64,65,65,Kevin Sutherland,100,15.43,25,162
65,T66,T66,Mark Calcavecchia,94,15.38,16,104
66,T66,T66,Skip Kendall,72,15.38,10,65
67,T66,T66,Peter Lonard,77,15.38,18,117
68,T66,T66,Pat Perez,50,15.38,10,65
69,T66,T66,Rory Sabbatini,84,15.38,20,130
70,T66,T66,Adam Scott,70,15.38,12,78
71,T66,T66,Patrick Sheehan,104,15.38,16,104
72,73,73,"Wes Short, Jr.",96,15.24,25,164
73,74,74,Sergio Garcia,59,15.15,10,66
74,75,75,Arron Oberholser,82,15.04,17,113
75,T76,T76,Fred Funk,106,15.0,15,100
76,T76,T76,Nathan Green,108,15.0,24,160
77,T76,T76,Charles Howell III,96,15.0,24,160
78,79,79,Steve Flesch,119,14.97,22,147
79,80,80,Greg Owen,79,14.95,16,107
80,81,81,Luke Donald,66,14.93,10,67
81,82,82,Brett Quigley,109,14.91,24,161
82,T83,T83,David Branshaw,98,14.81,16,108
83,T83,T83,Alex Cejka,93,14.81,24,162
84,T83,T83,Billy Mayfair,94,14.81,12,81
85,T83,T83,Ryan Palmer,101,14.81,20,135
86,87,87,Jim Furyk,89,14.71,10,68
87,88,88,Brian Davis,92,14.68,16,109
88,T89,T89,Shane Bertsch,104,14.58,21,144
89,T89,T89,John Rollins,93,14.58,14,96
90,91,91,Harrison Frazar,95,14.41,17,118
91,T92,T92,Robert Garrigus,85,14.4,18,125
92,T92,T92,Tim Herron,82,14.4,18,125
93,T94,T94,Joe Durant,101,14.29,14,98
94,T94,T94,Paul Goydos,72,14.29,12,84
95,T94,T94,Scott Verplank,88,14.29,8,56
96,97,97,John Huston,74,14.16,16,113
97,98,98,Paul Azinger,87,14.05,17,121
98,99,99,Chad Campbell,91,14.04,16,114
99,100,100,Todd Fischer,101,14.0,21,150
100,101,101,Paul Stankowski,70,13.86,14,101
101,102,102,Justin Leonard,83,13.75,11,80
102,103,103,Trevor Immelman,86,13.73,14,102
103,T104,T104,David Duval,71,13.64,18,132
104,T104,T104,David Howell,52,13.64,6,44
105,106,106,Retief Goosen,68,13.51,15,111
106,107,107,Tjaart van der Walt,60,13.43,9,67
107,108,108,Todd Hamilton,72,13.41,11,82
108,T109,T109,David McKenzie,82,13.4,13,97
109,T109,T109,Mark Wilson,79,13.4,13,97
110,111,111,Kenny Perry,73,13.33,14,105
111,112,112,Lee Janzen,79,13.29,19,143
112,113,113,Rod Pampling,89,13.27,15,113
113,114,114,John Cook,67,13.25,11,83
114,115,115,Mike Weir,88,13.16,15,114
115,116,116,Joe Ogilvie,95,13.1,19,145
116,117,117,Tim Petrovic,95,13.01,16,123
117,118,118,Ryan Moore,68,13.0,13,100
118,119,119,Jeff Gove,91,12.95,18,139
119,120,120,Robert Damron,91,12.93,15,116
120,121,121,Phil Mickelson,74,12.9,12,93
121,T122,T122,Ian Poulter,53,12.82,5,39
122,T122,T122,Joey Sindelar,90,12.82,15,117
123,T122,T122,Hidemichi Tanaka,74,12.82,15,117
124,125,125,Eric Axley,91,12.69,17,134
125,126,126,Carlos Franco,86,12.65,21,166
126,T127,T127,Bob Estes,85,12.63,12,95
127,T127,T127,Brandt Jobe,91,12.63,12,95
128,T127,T127,Len Mattiace,59,12.63,12,95
129,130,130,Jeff Sluman,101,12.59,17,135
130,T131,T131,Kent Jones,103,12.5,15,120
131,T131,T131,Jerry Smith,94,12.5,11,88
132,T131,T131,Bob Tway,81,12.5,16,128
133,134,134,"John Engler, Jr.",69,12.39,14,113
134,135,135,Craig Barlow,77,12.37,12,97
135,136,136,Tag Ridings,103,12.36,22,178
136,T137,T137,Zach Johnson,98,12.24,12,98
137,T137,T137,Jeff Overton,95,12.24,18,147
138,T139,T139,K.J. Choi,93,12.17,14,115
139,T139,T139,Chris Couch,75,12.17,14,115
140,141,141,Geoff Ogilvy,76,12.09,11,91
141,142,142,Brad Faxon,78,12.03,16,133
142,143,143,Matt Hansen,68,11.86,14,118
143,144,144,Brian Bateman,69,11.82,13,110
144,T145,T145,Ben Curtis,86,11.7,11,94
145,T145,T145,Danny Ellis,68,11.7,11,94
146,147,147,Brian Gay,107,11.68,16,137
147,148,148,Nicholas Thompson,96,11.63,15,129
148,149,149,Olin Browne,108,11.61,18,155
149,150,150,Arjun Atwal,97,11.59,16,138
150,151,151,Kris Cox,83,11.57,14,121
151,152,152,Jason Bohn,104,11.5,13,113
152,153,153,Woody Austin,107,11.27,16,142
153,T154,T154,Michael Connell,51,11.11,7,63
154,T154,T154,Richard Johnson,94,11.11,14,126
155,156,156,Hunter Mahan,98,10.94,14,128
156,157,157,Duffy Waldorf,96,10.92,13,119
157,158,158,Chris DiMarco,83,10.87,10,92
158,159,159,D.J. Trahan,92,10.85,14,129
159,160,160,Aaron Baddeley,78,10.78,11,102
160,T161,T161,Mark Brooks,90,10.71,12,112
161,T161,T161,Jerry Kelly,100,10.71,12,112
162,163,163,Shaun Micheel,96,10.69,14,131
163,164,164,John Senden,96,10.66,13,122
164,165,165,Lucas Glover,105,10.56,17,161
165,166,166,J.L. Lewis,57,10.39,8,77
166,167,167,Will MacKenzie,91,10.17,12,118
167,168,168,Jonathan Byrd,66,10.13,8,79
168,169,169,Ben Crane,85,10.11,9,89
169,170,170,Billy Andrade,78,10.09,11,109
170,171,171,Jason Schultz,77,10.0,11,110
171,172,172,Corey Pavin,74,9.86,7,71
172,173,173,Ryuji Imada,105,9.84,18,183
173,T174,T174,Ian Leggatt,80,9.66,14,145
174,T174,T174,Steve Lowery,99,9.66,14,145
175,176,176,Robert Gamez,94,9.62,10,104
176,T177,T177,Jonathan Kaye,95,9.57,11,115
177,T177,T177,Jimmy Walker,60,9.57,11,115
178,179,179,Stewart Cink,93,9.52,12,126
179,180,180,Jeff Maggert,81,9.48,11,116
180,181,181,Greg Kraft,79,9.47,9,95
181,182,182,J.J. Henry,96,9.35,13,139
182,183,183,Greg Chalmers,71,9.09,8,88
183,184,184,Steve Jones,83,9.0,9,100
184,185,185,Omar Uresti,61,8.97,7,78
185,186,186,Steve Elkington,52,8.77,5,57
186,187,187,Larry Mize,53,8.62,5,58
187,188,188,Ryan Hietala,61,8.55,10,117
188,189,189,José María Olazábal,62,8.51,4,47
189,190,190,Doug Barron,74,8.33,9,108
190,191,191,Jon Mills,68,7.84,8,102
191,192,192,Ron Whittaker,81,7.69,6,78
192,193,193,Brent Geiberger,99,7.46,10,134
193,194,194,Stephen Ames,63,7.06,6,85
194,T195,T195,Stephen Leaney,84,5.56,7,126
195,T195,T195,Thomas Levet,53,5.56,4,72
