,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
51,52,52,Mark Calcavecchia,94,0.324,25.622,79
52,53,53,Rory Sabbatini,84,0.32299999999999995,20.645,64
53,54,54,Hunter Mahan,98,0.312,27.755,89
54,55,55,Tom Lehman,70,0.308,14.497,47
55,56,56,David Branshaw,98,0.304,26.473000000000003,87
56,T57,T57,Robert Garrigus,85,0.284,21.051,74
57,T57,T57,Bob May,65,0.284,15.328,54
58,59,59,Robert Gamez,94,0.27899999999999997,22.897,82
59,60,60,K.J. Choi,93,0.27699999999999997,21.897,79
60,61,61,Brandt Jobe,91,0.265,18.549,70
61,62,62,Zach Johnson,98,0.254,19.557000000000002,77
62,63,63,Camilo Villegas,95,0.249,20.391,82
63,64,64,Jonathan Byrd,66,0.247,13.315999999999999,54
64,65,65,Jeff Gove,91,0.245,19.842,81
65,66,66,Woody Austin,107,0.244,22.663,93
66,67,67,Daisuke Maruyama,83,0.22399999999999998,15.677999999999999,70
67,68,68,Stuart Appleby,83,0.222,14.192,64
68,69,69,Jerry Kelly,100,0.212,17.822,84
69,70,70,Steve Flesch,119,0.20199999999999999,20.76,103
70,T71,T71,Brian Gay,107,0.196,19.58,100
71,T71,T71,Bubba Watson,83,0.196,14.11,72
72,73,73,Pat Perez,50,0.195,8.193999999999999,42
73,74,74,J.P. Hayes,55,0.18899999999999997,9.437999999999999,50
74,75,75,Paul Goydos,72,0.188,12.056,64
75,76,76,Tim Herron,82,0.18,11.169,62
76,77,77,Steve Lowery,99,0.17800000000000002,14.759,83
77,78,78,Charles Howell III,96,0.165,13.017999999999999,79
78,79,79,Robert Damron,91,0.161,13.235,82
79,80,80,Freddie Jacobson,56,0.157,8.481,54
80,81,81,Bernhard Langer,77,0.146,8.599,59
81,82,82,Bill Haas,99,0.141,12.385,88
82,83,83,Geoff Ogilvy,76,0.127,6.591,52
83,T84,T84,Brian Davis,92,0.11800000000000001,9.573,81
84,T84,T84,Bo Van Pelt,102,0.11800000000000001,10.65,90
85,86,86,Justin Leonard,83,0.111,7.185,65
86,87,87,Carlos Franco,86,0.102,7.843,77
87,88,88,Ryuji Imada,105,0.1,8.736,87
88,89,89,Dudley Hart,83,0.098,6.926,71
89,90,90,Charley Hoffman,100,0.09699999999999999,8.627,89
90,T91,T91,Fred Couples,52,0.08,2.546,32
91,T91,T91,Jeff Maggert,81,0.08,5.426,68
92,T93,T93,Thomas Levet,53,0.079,3.785,48
93,T93,T93,Brett Wetterich,82,0.079,5.782,73
94,95,95,Billy Mayfair,94,0.077,5.9670000000000005,77
95,96,96,Olin Browne,108,0.07200000000000001,6.21,86
96,97,97,Lee Janzen,79,0.071,4.825,68
97,98,98,D.J. Trahan,92,0.069,5.239,76
98,99,99,Peter Lonard,77,0.067,4.442,66
99,100,100,"Wes Short, Jr.",96,0.066,5.619,85
100,101,101,Ben Curtis,86,0.065,4.346,67
101,102,102,Mark Wilson,79,0.059000000000000004,4.276,72
102,T103,T103,Kris Cox,83,0.054000000000000006,3.8930000000000002,72
103,T103,T103,Will MacKenzie,91,0.054000000000000006,4.067,75
104,105,105,Eric Axley,91,0.048,3.83,79
105,106,106,Tom Pernice Jr.,108,0.045,3.878,87
106,107,107,Patrick Sheehan,104,0.043,3.727,87
107,T108,T108,Craig Barlow,77,0.032,1.871,58
108,T108,T108,David Duval,71,0.032,1.702,53
109,110,110,Kent Jones,103,0.028999999999999998,2.588,88
110,111,111,Shigeki Maruyama,94,0.025,1.964,80
111,112,112,John Rollins,93,0.021,1.567,76
112,113,113,Bob Tway,81,0.019,1.264,67
113,T114,T114,Jonathan Kaye,95,0.009000000000000001,0.805,86
114,T114,T114,Joe Ogilvie,95,0.009000000000000001,0.7390000000000001,78
115,116,116,Jesper Parnevik,84,0.006,0.42200000000000004,73
116,117,117,Carl Pettersson,95,0.003,0.26,75
117,118,118,Duffy Waldorf,96,0.002,0.127,82
118,T119,T119,Jeff Brehaut,100,-0.003,-0.23800000000000002,85
119,T119,T119,Paul Stankowski,70,-0.003,-0.214,63
120,121,121,Dean Wilson,115,-0.006999999999999999,-0.68,93
121,122,122,Ian Leggatt,80,-0.012,-0.841,70
122,123,123,David Howell,52,-0.018000000000000002,-0.535,30
123,124,124,Brad Faxon,78,-0.02,-1.466,73
124,125,125,Sean O'Hair,100,-0.021,-1.594,76
125,126,126,D.A. Points,82,-0.026000000000000002,-1.8630000000000002,71
126,127,127,John Daly,51,-0.027999999999999997,-1.141,41
127,128,128,Richard Johnson,94,-0.038,-3.2560000000000002,85
128,129,129,Mathew Goggin,72,-0.046,-2.6439999999999997,58
129,130,130,Shane Bertsch,104,-0.047,-4.203,90
130,131,131,Nathan Green,108,-0.05,-4.735,94
131,132,132,Mathias Grönberg,92,-0.052000000000000005,-4.099,79
132,133,133,Omar Uresti,61,-0.054000000000000006,-2.763,51
133,134,134,Rich Beem,85,-0.076,-4.954,65
134,135,135,John Huston,74,-0.077,-5.004,65
135,136,136,Tommy Armour III,65,-0.08,-4.258,53
136,137,137,Troy Matteson,101,-0.08199999999999999,-7.235,88
137,138,138,Kirk Triplett,58,-0.091,-4.4430000000000005,49
138,139,139,Matt Hansen,68,-0.105,-6.068,58
139,140,140,Nick Watney,97,-0.115,-9.885,86
140,141,141,Steve Jones,83,-0.124,-8.548,69
141,142,142,Paul Azinger,87,-0.125,-9.967,80
142,143,143,Ron Whittaker,81,-0.133,-9.424,71
143,144,144,Ryan Palmer,101,-0.141,-11.558,82
144,145,145,Tjaart van der Walt,60,-0.146,-7.606,52
145,146,146,Kevin Sutherland,100,-0.14800000000000002,-12.909,87
146,147,147,Steve Elkington,52,-0.153,-7.023,46
147,148,148,Jason Gore,86,-0.159,-11.429,72
148,149,149,Skip Kendall,72,-0.16,-9.451,59
149,150,150,Jimmy Walker,60,-0.172,-9.638,56
150,151,151,Chris Couch,75,-0.17600000000000002,-11.79,67
151,152,152,Todd Fischer,101,-0.18600000000000003,-16.769000000000002,90
152,153,153,Brent Geiberger,99,-0.18899999999999997,-16.977999999999998,90
153,154,154,Bubba Dickerson,98,-0.195,-16.773,86
154,155,155,Michael Connell,51,-0.203,-8.506,42
155,156,156,Jeff Overton,95,-0.21899999999999997,-19.034000000000002,87
156,157,157,John Cook,67,-0.223,-12.262,55
157,158,158,Michael Allen,84,-0.23199999999999998,-16.718,72
158,T159,T159,Arjun Atwal,97,-0.235,-19.272000000000002,82
159,T159,T159,Marco Dawson,87,-0.235,-18.074,77
160,161,161,Mark Brooks,90,-0.243,-17.968,74
161,162,162,Brian Bateman,69,-0.248,-14.65,59
162,163,163,Daniel Chopra,110,-0.253,-22.733,90
163,T164,T164,Scott Gutschewski,53,-0.27399999999999997,-12.342,45
164,T164,T164,Ryan Moore,68,-0.27399999999999997,-15.889000000000001,58
165,166,166,J.B. Holmes,81,-0.28,-17.611,63
166,167,167,Tim Petrovic,95,-0.281,-23.337,83
167,168,168,David McKenzie,82,-0.295,-20.357,69
168,169,169,Henrik Bjornstad,97,-0.304,-27.034000000000002,89
169,170,170,Greg Kraft,79,-0.316,-21.149,67
170,171,171,Rod Pampling,89,-0.317,-20.612,65
171,172,172,Harrison Frazar,95,-0.322,-24.145,75
172,173,173,Nicholas Thompson,96,-0.324,-25.287,78
173,174,174,Roger Tambellini,64,-0.38799999999999996,-20.566,53
174,175,175,Ben Crane,85,-0.408,-24.861,61
175,176,176,Doug Barron,74,-0.415,-27.803,67
176,177,177,Vance Veazey,59,-0.424,-22.903000000000002,54
177,178,178,J.L. Lewis,57,-0.428,-21.418000000000003,50
178,179,179,Greg Chalmers,71,-0.43,-24.525,57
179,180,180,Chris Smith,67,-0.456,-26.875999999999998,59
180,181,181,Alex Aragon,63,-0.507,-27.385,54
181,182,182,Danny Ellis,68,-0.508,-30.47,60
182,183,183,Jon Mills,68,-0.514,-27.756,54
183,184,184,Tag Ridings,103,-0.5770000000000001,-51.942,90
184,185,185,Aaron Baddeley,78,-0.607,-41.25899999999999,68
185,186,186,Larry Mize,53,-0.616,-25.275,41
186,187,187,Mark O'Meara,52,-0.6829999999999999,-24.598000000000003,36
187,188,188,Chris Riley,86,-0.7040000000000001,-48.549,69
188,189,189,Mike Sposa,68,-0.706,-40.961000000000006,58
189,190,190,Jason Schultz,77,-0.785,-51.05,65
190,191,191,Todd Hamilton,72,-0.7859999999999999,-44.041000000000004,56
191,192,192,Hidemichi Tanaka,74,-0.7879999999999999,-51.201,65
192,193,193,Len Mattiace,59,-0.879,-45.71,52
193,194,194,"John Engler, Jr.",69,-1.022,-64.378,63
194,195,195,Ryan Hietala,61,-1.04,-53.053000000000004,51
195,196,196,James Driscoll,80,-1.044,-79.325,76
