,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
120,121,121,Kevin Sutherland,100,20.82,250,1201
121,T122,T122,Bob Estes,85,20.79,221,1063
122,T122,T122,Bob May,65,20.79,148,712
123,124,124,Jeff Brehaut,100,20.77,244,1175
124,125,125,Heath Slocum,96,20.74,257,1239
125,126,126,Briny Baird,81,20.72,212,1023
126,127,127,Jeff Gove,91,20.68,231,1117
127,128,128,Kirk Triplett,58,20.67,149,721
128,129,129,Chad Campbell,91,20.65,184,891
129,130,130,Vance Veazey,59,20.62,147,713
130,131,131,Omar Uresti,61,20.6,151,733
131,132,132,Troy Matteson,101,20.56,226,1099
132,133,133,Danny Ellis,68,20.51,162,790
133,134,134,Joe Durant,101,20.49,299,1459
134,135,135,Tag Ridings,103,20.39,228,1118
135,136,136,Skip Kendall,72,20.35,175,860
136,137,137,Brent Geiberger,99,20.24,253,1250
137,138,138,Todd Fischer,101,20.23,248,1226
138,139,139,Sean O'Hair,100,20.2,207,1025
139,T140,T140,Ian Leggatt,80,20.16,182,903
140,T140,T140,Ron Whittaker,81,20.16,203,1007
141,142,142,Dudley Hart,83,20.15,185,918
142,T143,T143,Billy Andrade,78,20.1,161,801
143,T143,T143,Charles Howell III,96,20.1,200,995
144,145,145,Robert Damron,91,20.07,228,1136
145,146,146,Daisuke Maruyama,83,20.06,202,1007
146,T147,T147,Tim Herron,82,20.05,157,783
147,T147,T147,Chris Smith,67,20.05,161,803
148,149,149,Mathew Goggin,72,20.03,152,759
149,150,150,Ben Curtis,86,20.02,188,939
150,151,151,Paul Goydos,72,19.98,185,926
151,152,152,Michael Connell,51,19.96,112,561
152,153,153,Greg Kraft,79,19.92,191,959
153,154,154,Chris DiMarco,83,19.81,165,833
154,155,155,Jeff Maggert,81,19.79,189,955
155,156,156,Bob Tway,81,19.76,180,911
156,157,157,Joey Sindelar,90,19.74,212,1074
157,158,158,James Driscoll,80,19.71,176,893
158,159,159,Fred Funk,106,19.66,253,1287
159,160,160,Jonathan Kaye,95,19.46,230,1182
160,161,161,Robert Gamez,94,19.44,230,1183
161,162,162,Bart Bryant,87,19.43,204,1050
162,163,163,Paul Azinger,87,19.3,205,1062
163,164,164,Paul Stankowski,70,19.24,163,847
164,165,165,Nicholas Thompson,96,19.21,204,1062
165,166,166,Jason Schultz,77,19.01,161,847
166,T167,T167,Alex Aragon,63,19.0,122,642
167,T167,T167,Greg Chalmers,71,19.0,133,700
168,169,169,Roger Tambellini,64,18.93,127,671
169,170,170,Brian Bateman,69,18.92,147,777
170,171,171,John Cook,67,18.89,150,794
171,172,172,Mike Sposa,68,18.85,148,785
172,173,173,Billy Mayfair,94,18.84,212,1125
173,174,174,Henrik Bjornstad,97,18.78,225,1198
174,175,175,Ryan Hietala,61,18.74,113,603
175,176,176,Steve Jones,83,18.73,183,977
176,177,177,Tim Petrovic,95,18.62,208,1117
177,178,178,Steve Elkington,52,18.58,123,662
178,179,179,Matt Hansen,68,18.56,139,749
179,180,180,Brad Faxon,78,18.45,174,943
180,181,181,Thomas Levet,53,18.31,119,650
181,182,182,Doug Barron,74,18.29,169,924
182,183,183,Justin Leonard,83,18.28,170,930
183,184,184,Todd Hamilton,72,18.16,132,727
184,185,185,Tom Lehman,70,18.03,115,638
185,186,186,J.L. Lewis,57,17.94,120,669
186,187,187,"John Engler, Jr.",69,17.91,149,832
187,188,188,Jon Mills,68,17.75,126,710
188,T189,T189,Corey Pavin,74,17.6,144,818
189,T189,T189,Tjaart van der Walt,60,17.6,129,733
190,191,191,Peter Lonard,77,17.58,163,927
191,192,192,Mark O'Meara,52,17.37,78,449
192,193,193,Patrick Sheehan,104,17.34,209,1205
193,194,194,Mark Brooks,90,16.84,177,1051
194,195,195,Larry Mize,53,16.5,99,600
195,196,196,Hidemichi Tanaka,74,15.66,135,862
