,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
67,68,68,John Rollins,93,0.125
68,69,69,Ryuji Imada,105,0.126
69,70,70,Peter Lonard,77,0.128
70,T71,T71,Jeff Gove,91,0.129
71,T71,T71,Paul Stankowski,70,0.129
72,T73,T73,Paul Goydos,72,0.131
73,T73,T73,Mike Sposa,68,0.131
74,T75,T75,Shane Bertsch,104,0.132
75,T75,T75,Kris Cox,83,0.132
76,77,77,Todd Fischer,101,0.133
77,78,78,Charley Hoffman,100,0.134
78,79,79,Harrison Frazar,95,0.136
79,80,80,Alex Aragon,63,0.13699999999999998
80,T81,T81,Danny Ellis,68,0.138
81,T81,T81,Jason Gore,86,0.138
82,T81,T81,Ted Purdy,103,0.138
83,T84,T84,Carlos Franco,86,0.139
84,T84,T84,Brian Gay,107,0.139
85,T86,T86,Rich Beem,85,0.14
86,T86,T86,Chad Campbell,91,0.14
87,T88,T88,Kenny Perry,73,0.14300000000000002
88,T88,T88,Roger Tambellini,64,0.14300000000000002
89,T90,T90,Mark Calcavecchia,94,0.14400000000000002
90,T90,T90,Retief Goosen,68,0.14400000000000002
91,92,92,Michael Allen,84,0.145
92,T93,T93,Jonathan Kaye,95,0.14800000000000002
93,T93,T93,Ryan Palmer,101,0.14800000000000002
94,T95,T95,Davis Love III,85,0.149
95,T95,T95,Justin Rose,98,0.149
96,T95,T95,Mike Weir,88,0.149
97,98,98,Sean O'Hair,100,0.15
98,T99,T99,Stewart Cink,93,0.151
99,T99,T99,Bubba Dickerson,98,0.151
100,101,101,Jerry Kelly,100,0.152
101,T102,T102,Ian Poulter,53,0.154
102,T102,T102,Adam Scott,70,0.154
103,T102,T102,Omar Uresti,61,0.154
104,105,105,Brian Davis,92,0.156
105,106,106,Robert Allenby,79,0.157
106,107,107,Greg Kraft,79,0.158
107,108,108,Arron Oberholser,82,0.159
108,T109,T109,Fred Funk,106,0.16
109,T109,T109,Shaun Micheel,96,0.16
110,T111,T111,Mathias Grönberg,92,0.161
111,T111,T111,Phil Mickelson,74,0.161
112,113,113,D.A. Points,82,0.162
113,T114,T114,J.B. Holmes,81,0.163
114,T114,T114,Justin Leonard,83,0.163
115,T114,T114,Tim Petrovic,95,0.163
116,T117,T117,Brian Bateman,69,0.16399999999999998
117,T117,T117,Robert Damron,91,0.16399999999999998
118,T117,T117,Luke Donald,66,0.16399999999999998
119,T117,T117,Hunter Mahan,98,0.16399999999999998
120,T117,T117,John Senden,96,0.16399999999999998
121,T122,T122,Paul Azinger,87,0.165
122,T122,T122,Craig Barlow,77,0.165
123,T124,T124,John Huston,74,0.168
124,T124,T124,Len Mattiace,59,0.168
125,126,126,Tim Clark,80,0.17
126,T127,T127,Larry Mize,53,0.172
127,T127,T127,Joe Ogilvie,95,0.172
128,T129,T129,Alex Cejka,93,0.17300000000000001
129,T129,T129,Brad Faxon,78,0.17300000000000001
130,T131,T131,Billy Andrade,78,0.174
131,T131,T131,K.J. Choi,93,0.174
132,T131,T131,David Duval,71,0.174
133,134,134,David McKenzie,82,0.175
134,135,135,Geoff Ogilvy,76,0.17600000000000002
135,136,136,Freddie Jacobson,56,0.177
136,137,137,Ian Leggatt,80,0.179
137,138,138,Ben Crane,85,0.18
138,T139,T139,John Cook,67,0.18100000000000002
139,T139,T139,Ben Curtis,86,0.18100000000000002
140,T141,T141,Scott Gutschewski,53,0.182
141,T141,T141,J.L. Lewis,57,0.182
142,T143,T143,Todd Hamilton,72,0.183
143,T143,T143,Corey Pavin,74,0.183
144,T145,T145,Pat Perez,50,0.185
145,T145,T145,Chris Smith,67,0.185
146,147,147,Matt Hansen,68,0.18600000000000003
147,148,148,J.J. Henry,96,0.187
148,149,149,Mark Brooks,90,0.188
149,T150,T150,José María Olazábal,62,0.191
150,T150,T150,Jason Schultz,77,0.191
151,152,152,Bart Bryant,87,0.195
152,T153,T153,Sergio Garcia,59,0.19699999999999998
153,T153,T153,Ryan Hietala,61,0.19699999999999998
154,155,155,"John Engler, Jr.",69,0.204
155,156,156,Lucas Glover,105,0.205
156,T157,T157,Aaron Baddeley,78,0.20600000000000002
157,T157,T157,Michael Connell,51,0.20600000000000002
158,159,159,"Wes Short, Jr.",96,0.207
159,160,160,Nicholas Thompson,96,0.209
160,161,161,Doug Barron,74,0.213
161,T162,T162,Joe Durant,101,0.214
162,T162,T162,Zach Johnson,98,0.214
163,164,164,Jon Mills,68,0.21600000000000003
164,165,165,Duffy Waldorf,96,0.218
165,166,166,Bob Tway,81,0.21899999999999997
166,167,167,Robert Gamez,94,0.221
167,168,168,Thomas Levet,53,0.222
168,169,169,Mathew Goggin,72,0.22399999999999998
169,170,170,Arjun Atwal,97,0.225
170,171,171,Chris Couch,75,0.226
171,172,172,Chris DiMarco,83,0.228
172,173,173,Tag Ridings,103,0.23
173,174,174,Hidemichi Tanaka,74,0.239
174,175,175,Vaughn Taylor,88,0.24600000000000002
175,176,176,Mark Wilson,79,0.247
176,177,177,Steve Lowery,99,0.248
177,178,178,Jimmy Walker,60,0.252
178,T179,T179,Joey Sindelar,90,0.256
179,T179,T179,D.J. Trahan,92,0.256
180,181,181,Olin Browne,108,0.258
181,182,182,Stephen Ames,63,0.259
182,183,183,Greg Chalmers,71,0.261
183,184,184,Stephen Leaney,84,0.262
184,185,185,Robert Garrigus,85,0.264
185,186,186,Scott Verplank,88,0.268
186,187,187,Richard Johnson,94,0.27
187,T188,T188,David Howell,52,0.273
188,T188,T188,Lee Janzen,79,0.273
189,190,190,Ron Whittaker,81,0.282
190,191,191,John Daly,51,0.28600000000000003
191,192,192,Will MacKenzie,91,0.297
192,193,193,Ryan Moore,68,0.31
193,194,194,Steve Jones,83,0.33
194,195,195,Brent Geiberger,99,0.35100000000000003
195,196,196,Jeff Maggert,81,0.353
