,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
146,147,147,Ian Leggatt,80,74.03,479,647
147,148,148,D.A. Points,82,73.99,515,696
148,149,149,Padraig Harrington,54,73.87,342,463
149,150,150,Ryan Moore,68,73.85,449,608
150,151,151,Tag Ridings,103,73.8,555,752
151,T152,T152,Rod Pampling,89,73.73,522,708
152,T152,T152,Patrick Sheehan,104,73.73,668,906
153,154,154,Vance Veazey,59,73.68,350,475
154,155,155,Brent Geiberger,99,73.65,668,907
155,156,156,Fred Funk,106,73.64,841,1142
156,157,157,Justin Leonard,83,73.62,547,743
157,158,158,Ryan Hietala,61,73.57,309,420
158,159,159,Ron Whittaker,81,73.51,555,755
159,160,160,Peter Lonard,77,73.5,502,683
160,161,161,Sean O'Hair,100,73.46,642,874
161,162,162,Jason Schultz,77,73.43,456,621
162,163,163,Greg Chalmers,71,73.41,370,504
163,164,164,Rory Sabbatini,84,73.35,479,653
164,165,165,Nathan Green,108,73.22,670,915
165,T166,T166,Tom Pernice Jr.,108,72.99,689,944
166,T166,T166,Mike Sposa,68,72.99,435,596
167,168,168,Thomas Levet,53,72.87,333,457
168,169,169,Paul Goydos,72,72.84,531,729
169,170,170,Ben Crane,85,72.82,517,710
170,T171,T171,J.L. Lewis,57,72.6,371,511
171,T171,T171,Ian Poulter,53,72.6,371,511
172,173,173,Robert Gamez,94,72.48,661,912
173,174,174,Corey Pavin,74,72.38,477,659
174,175,175,Tim Petrovic,95,72.37,584,807
175,176,176,Mark Brooks,90,72.33,622,860
176,177,177,Kirk Triplett,58,72.23,411,569
177,178,178,Omar Uresti,61,72.13,440,610
178,179,179,Scott Verplank,88,71.97,647,899
179,180,180,Chris Riley,86,71.8,578,805
180,181,181,Hidemichi Tanaka,74,71.67,430,600
181,182,182,Olin Browne,108,71.62,767,1071
182,183,183,Larry Mize,53,71.35,376,527
183,184,184,Steve Jones,83,71.27,526,738
184,185,185,Jason Gore,86,71.21,502,705
185,186,186,Todd Fischer,101,71.19,635,892
186,187,187,Mark Calcavecchia,94,71.07,602,847
187,188,188,Greg Kraft,79,70.94,520,733
188,189,189,Len Mattiace,59,70.75,329,465
189,190,190,Tommy Armour III,65,70.43,424,602
190,191,191,Doug Barron,74,70.31,483,687
191,192,192,Alex Aragon,63,70.11,305,435
192,193,193,Todd Hamilton,72,69.79,395,566
193,194,194,Brad Faxon,78,69.43,436,628
194,195,195,Aaron Baddeley,78,68.06,439,645
195,196,196,Mark O'Meara,52,67.84,270,398
