,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
65,66,66,Danny Ellis,68,23.48,62,264
66,67,67,Chris Riley,86,23.42,74,316
67,68,68,John Cook,67,23.41,59,252
68,69,69,John Huston,74,23.38,72,308
69,70,70,Jerry Kelly,100,23.36,82,351
70,71,71,Stuart Appleby,83,23.33,63,270
71,72,72,Stephen Ames,63,23.32,45,193
72,73,73,Brian Davis,92,23.3,82,352
73,74,74,Fred Couples,52,23.19,32,138
74,75,75,Olin Browne,108,23.18,86,371
75,76,76,Tommy Armour III,65,23.11,55,238
76,77,77,Brett Quigley,109,23.06,89,386
77,T78,T78,Ben Crane,85,22.93,61,266
78,T78,T78,Shaun Micheel,96,22.93,72,314
79,80,80,Michael Allen,84,22.89,76,332
80,81,81,J.B. Holmes,81,22.85,77,337
81,82,82,Jonathan Byrd,66,22.81,52,228
82,T83,T83,Luke Donald,66,22.73,40,176
83,T83,T83,Mike Weir,88,22.73,65,286
84,85,85,Brian Bateman,69,22.69,59,260
85,86,86,Mark Wilson,79,22.62,69,305
86,87,87,Richard Johnson,94,22.58,77,341
87,T88,T88,Chris DiMarco,83,22.56,60,266
88,T88,T88,David Howell,52,22.56,30,133
89,90,90,Greg Chalmers,71,22.41,54,241
90,91,91,Paul Azinger,87,22.36,72,322
91,92,92,Rich Beem,85,22.34,65,291
92,93,93,Jason Gore,86,22.26,71,319
93,94,94,Steve Elkington,52,22.03,39,177
94,95,95,Robert Gamez,94,21.96,83,378
95,96,96,Ryan Hietala,61,21.95,54,246
96,97,97,James Driscoll,80,21.94,77,351
97,T98,T98,Geoff Ogilvy,76,21.92,48,219
98,T98,T98,Dean Wilson,115,21.92,80,365
99,T100,T100,Harrison Frazar,95,21.9,76,347
100,T100,T100,Jeff Overton,95,21.9,92,420
101,102,102,David Duval,71,21.88,49,224
102,103,103,Jason Bohn,104,21.86,80,366
103,104,104,Joe Durant,101,21.84,83,380
104,105,105,Craig Barlow,77,21.83,55,252
105,106,106,Davis Love III,85,21.79,51,234
106,107,107,Scott Gutschewski,53,21.63,45,208
107,108,108,Arjun Atwal,97,21.57,74,343
108,109,109,Doug Barron,74,21.53,62,288
109,T110,T110,Jeff Brehaut,100,21.49,75,349
110,T110,T110,Len Mattiace,59,21.49,52,242
111,T112,T112,Marco Dawson,87,21.47,73,340
112,T112,T112,Zach Johnson,98,21.47,73,340
113,T112,T112,Heath Slocum,96,21.47,82,382
114,T115,T115,Kris Cox,83,21.45,74,345
115,T115,T115,Shigeki Maruyama,94,21.45,71,331
116,117,117,Hunter Mahan,98,21.37,78,365
117,118,118,Brett Wetterich,82,21.31,75,352
118,119,119,Kent Jones,103,21.29,86,404
119,120,120,Kenny Perry,73,21.28,60,282
120,121,121,Vijay Singh,103,21.26,81,381
121,122,122,Bob May,65,21.2,53,250
122,123,123,Duffy Waldorf,96,21.18,68,321
123,124,124,Aaron Baddeley,78,21.15,48,227
124,125,125,Joey Sindelar,90,21.0,63,300
125,T126,T126,J.J. Henry,96,20.99,68,324
126,T126,T126,Steve Jones,83,20.99,51,243
127,128,128,"John Engler, Jr.",69,20.9,56,268
128,129,129,John Rollins,93,20.87,67,321
129,130,130,Corey Pavin,74,20.85,44,211
130,131,131,Robert Garrigus,85,20.8,68,327
131,132,132,D.A. Points,82,20.79,58,279
132,133,133,Ron Whittaker,81,20.73,57,275
133,134,134,Matt Hansen,68,20.72,52,251
134,135,135,Charley Hoffman,100,20.65,83,402
135,136,136,Brent Geiberger,99,20.58,78,379
136,137,137,Robert Damron,91,20.56,74,360
137,138,138,Carl Pettersson,95,20.53,62,302
138,139,139,Bob Tway,81,20.52,63,307
139,140,140,John Daly,51,20.51,40,195
140,141,141,Billy Andrade,78,20.5,57,278
141,142,142,Brad Faxon,78,20.4,61,299
142,143,143,Steve Lowery,99,20.36,68,334
143,T144,T144,Billy Mayfair,94,20.3,54,266
144,T144,T144,Jesper Parnevik,84,20.3,54,266
145,146,146,Mathias Grönberg,92,20.29,69,340
146,147,147,David Branshaw,98,20.28,73,360
147,148,148,Ryan Palmer,101,20.25,66,326
148,149,149,Chad Campbell,91,20.24,51,252
149,150,150,Camilo Villegas,95,20.22,73,361
150,151,151,Troy Matteson,101,20.11,73,363
151,152,152,Mark Brooks,90,20.06,65,324
152,153,153,"Wes Short, Jr.",96,20.05,80,399
153,154,154,Bubba Watson,83,20.0,79,395
154,155,155,Thomas Levet,53,19.75,32,162
155,156,156,Henrik Bjornstad,97,19.73,73,370
156,157,157,Tjaart van der Walt,60,19.67,48,244
157,158,158,Chris Smith,67,19.65,56,285
158,159,159,Charles Howell III,96,19.63,63,321
159,160,160,Todd Hamilton,72,19.49,46,236
160,161,161,Jason Schultz,77,19.41,53,273
161,162,162,Jonathan Kaye,95,19.39,70,361
162,163,163,Roger Tambellini,64,19.37,43,222
163,164,164,Kevin Sutherland,100,19.17,69,360
164,165,165,Patrick Sheehan,104,19.14,71,371
165,166,166,José María Olazábal,62,19.08,29,152
166,167,167,Sean O'Hair,100,18.97,55,290
167,168,168,D.J. Trahan,92,18.92,56,296
168,169,169,Dudley Hart,83,18.89,51,270
169,170,170,Mark Calcavecchia,94,18.79,59,314
170,171,171,Jeff Gove,91,18.78,68,362
171,172,172,Peter Lonard,77,18.77,55,293
172,173,173,Ian Leggatt,80,18.73,53,283
173,174,174,Jimmy Walker,60,18.67,45,241
174,175,175,Charles Warren,93,18.63,68,365
175,176,176,Larry Mize,53,18.33,33,180
176,177,177,Tim Petrovic,95,18.18,60,330
177,178,178,Bill Haas,99,18.16,65,358
178,179,179,Bubba Dickerson,98,18.09,70,387
179,180,180,Mike Sposa,68,18.08,47,260
180,181,181,Carlos Franco,86,17.93,52,290
181,182,182,Brandt Jobe,91,17.82,49,275
182,183,183,Steve Flesch,119,17.73,72,406
183,184,184,Tag Ridings,103,17.55,73,416
184,185,185,Mathew Goggin,72,17.26,34,197
185,T186,T186,Tim Herron,82,17.23,46,267
186,T186,T186,Jeff Maggert,81,17.23,46,267
187,T186,T186,Ted Purdy,103,17.23,56,325
188,T186,T186,Paul Stankowski,70,17.23,46,267
189,190,190,Alex Aragon,63,17.01,41,241
190,191,191,Retief Goosen,68,16.9,36,213
191,192,192,Tom Lehman,70,16.84,32,190
192,193,193,Nicholas Thompson,96,16.62,61,367
193,194,194,J.L. Lewis,57,14.98,34,227
194,195,195,Hidemichi Tanaka,74,13.61,40,294
195,196,196,Jon Mills,68,12.7,32,252
