,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
107,T102,T102,Tjaart van der Walt,60,"32' 1""",733,23522.583,-21.00
108,T102,T102,Vance Veazey,59,"32' 1""",713,22897.25,-2.00
109,T110,T110,Jeff Brehaut,100,"32' 2""",1175,37814.333,-38.00
110,T110,T110,Bill Haas,99,"32' 2""",1130,36393.667,-98.00
111,T110,T110,Charley Hoffman,100,"32' 2""",1132,36371.833,-126.00
112,T110,T110,Ian Leggatt,80,"32' 2""",903,29030.083,-20.00
113,T110,T110,Shigeki Maruyama,94,"32' 2""",1050,33743.083,-67.00
114,T110,T110,John Rollins,93,"32' 2""",1046,33654.417,-68.00
115,T110,T110,D.J. Trahan,92,"32' 2""",1023,32944.917,-68.00
116,T110,T110,Bob Tway,81,"32' 2""",911,29281.083,-48.00
117,T110,T110,Duffy Waldorf,96,"32' 2""",1147,36856.167,-81.00
118,119,119,Todd Hamilton,72,"32' 3""",727,23460.667,+21.00
119,T120,T120,Alex Aragon,63,"32' 4""",642,20753.333,+25.00
120,T120,T120,Mark Brooks,90,"32' 4""",1051,33958.917,-2.00
121,T120,T120,Bubba Dickerson,98,"32' 4""",1138,36751.25,-55.00
122,T120,T120,Jason Gore,86,"32' 4""",964,31178.5,-25.00
123,T120,T120,Steve Jones,83,"32' 4""",977,31617.667,-27.00
124,T120,T120,Kent Jones,103,"32' 4""",1243,40241.583,-106.00
125,T120,T120,Peter Lonard,77,"32' 4""",927,29951.0,+1.00
126,T120,T120,Geoff Ogilvy,76,"32' 4""",690,22312.167,-67.00
127,T120,T120,Carl Pettersson,95,"32' 4""",998,32237.083,-57.00
128,T129,T129,Brett Quigley,109,"32' 5""",1239,40185.417,-146.00
129,T129,T129,Dean Wilson,115,"32' 5""",1263,40937.833,-91.00
130,T131,T131,Paul Stankowski,70,"32' 6""",847,27504.333,-28.00
131,T131,T131,Jimmy Walker,60,"32' 6""",672,21827.083,-28.00
132,T133,T133,Eric Axley,91,"32' 7""",1071,34914.75,-75.00
133,T133,T133,Frank Lickliter II,99,"32' 7""",1177,38381.333,-122.00
134,T133,T133,Steve Lowery,99,"32' 7""",1117,36375.167,-86.00
135,T133,T133,Daisuke Maruyama,83,"32' 7""",1007,32807.083,-43.00
136,T133,T133,Hidemichi Tanaka,74,"32' 7""",862,28108.833,+51.00
137,T138,T138,Chris Couch,75,"32' 8""",866,28254.5,-31.00
138,T138,T138,Hunter Mahan,98,"32' 8""",1242,40526.167,-99.00
139,T140,T140,Craig Barlow,77,"32' 9""",754,24683.083,-54.00
140,T140,T140,Doug Barron,74,"32' 9""",924,30247.167,-4.00
141,T140,T140,Matt Hansen,68,"32' 9""",749,24512.25,+12.00
142,T140,T140,Jon Mills,68,"32' 9""",710,23255.25,E
143,T140,T140,Pat Perez,50,"32' 9""",536,17558.25,-26.00
144,T145,T145,Paul Azinger,87,"32' 10""",1062,34888.583,-69.00
145,T145,T145,Brian Davis,92,"32' 10""",1150,37783.583,-63.00
146,T145,T145,Steve Elkington,52,"32' 10""",662,21761.25,-27.00
147,T145,T145,Billy Mayfair,94,"32' 10""",1125,36893.917,-35.00
148,T145,T145,David McKenzie,82,"32' 10""",966,31710.75,-43.00
149,T145,T145,Tom Pernice Jr.,108,"32' 10""",1183,38843.583,-101.00
150,T151,T151,Larry Mize,53,"32' 11""",600,19725.583,-19.00
151,T151,T151,Tag Ridings,103,"32' 11""",1118,36775.25,-35.00
152,T151,T151,Nicholas Thompson,96,"32' 11""",1062,34957.917,-1.00
153,T154,T154,Mark Calcavecchia,94,"33' 0""",1063,35067.917,-20.00
154,T154,T154,Marco Dawson,87,"33' 0""",1027,33860.333,-69.00
155,T154,T154,Mathias Grönberg,92,"33' 0""",1037,34208.083,-81.00
156,T154,T154,Jeff Overton,95,"33' 0""",1088,35907.333,-73.00
157,T158,T158,Greg Chalmers,71,"33' 1""",700,23157.917,+2.00
158,T158,T158,Danny Ellis,68,"33' 1""",790,26147.5,-49.00
159,T158,T158,Bernhard Langer,77,"33' 1""",795,26305.25,-53.00
160,T158,T158,Jeff Maggert,81,"33' 1""",955,31632.25,-44.00
161,T162,T162,J.L. Lewis,57,"33' 2""",669,22168.333,-3.00
162,T162,T162,Troy Matteson,101,"33' 2""",1099,36456.083,-60.00
163,T164,T164,Nathan Green,108,"33' 3""",1276,42394.75,-94.00
164,T164,T164,Richard Johnson,94,"33' 3""",1201,39889.5,-121.00
165,T164,T164,Sean O'Hair,100,"33' 3""",1025,34119.583,-25.00
166,T167,T167,Brian Bateman,69,"33' 5""",777,25936.667,-14.00
167,T167,T167,Daniel Chopra,110,"33' 5""",1135,37900.917,-108.00
168,T167,T167,Greg Owen,79,"33' 5""",852,28438.167,-66.00
169,170,170,Aaron Baddeley,78,"33' 6""",880,29463.25,-48.00
170,T171,T171,Brent Geiberger,99,"33' 7""",1250,41974.5,-91.00
171,T171,T171,Ryuji Imada,105,"33' 7""",1123,37738.75,-86.00
172,T173,T173,Ben Crane,85,"33' 8""",847,28522.333,-71.00
173,T173,T173,Mike Sposa,68,"33' 8""",785,26421.333,-19.00
174,T173,T173,Kevin Sutherland,100,"33' 8""",1201,40416.083,-120.00
175,176,176,Charles Howell III,96,"33' 9""",995,33563.5,-57.00
176,177,177,D.A. Points,82,"33' 10""",952,32213.75,-52.00
177,T178,T178,Mathew Goggin,72,"33' 11""",759,25738.667,-38.00
178,T178,T178,Nick Watney,97,"33' 11""",1121,38063.667,-81.00
179,T180,T180,John Daly,51,"34' 1""",504,17189.0,-15.00
180,T180,T180,Carlos Franco,86,"34' 1""",989,33686.5,-35.00
181,182,182,Chris Smith,67,"34' 2""",803,27450.583,-39.00
182,183,183,Roger Tambellini,64,"34' 3""",671,22987.25,E
183,T184,T184,Tim Petrovic,95,"34' 4""",1117,38315.75,-26.00
184,T184,T184,Chris Riley,86,"34' 4""",993,34058.667,-64.00
185,186,186,Todd Fischer,101,"34' 6""",1226,42285.0,-41.00
186,187,187,Henrik Bjornstad,97,"34' 7""",1198,41388.167,-25.00
187,188,188,Fred Couples,52,"34' 8""",388,13462.25,+1.00
188,189,189,Brad Faxon,78,"34' 10""",943,32880.167,+4.00
189,190,190,Jesper Parnevik,84,"34' 11""",941,32877.417,-79.00
190,T191,T191,James Driscoll,80,"35' 3""",893,31454.25,+4.00
191,T191,T191,Jason Schultz,77,"35' 3""",847,29885.167,-13.00
192,T193,T193,Ryan Hietala,61,"35' 8""",603,21504.833,+20.00
193,T193,T193,Mark O'Meara,52,"35' 8""",449,16029.25,+10.00
194,195,195,Len Mattiace,59,"36' 2""",657,23745.75,-13.00
195,196,196,"John Engler, Jr.",69,"36' 7""",832,30460.25,+4.00
