,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
81,T81,T81,D.J. Trahan,92,"43' 4""",129,5586.9169999999995,33.0
82,T83,T83,Hidemichi Tanaka,74,"43' 5""",117,5082.417,28.0
83,T83,T83,Nick Watney,97,"43' 5""",150,6514.25,10.0
84,T85,T85,Bart Bryant,87,"43' 6""",77,3351.0,15.0
85,T85,T85,Ian Leggatt,80,"43' 6""",145,6303.0,26.0
86,T85,T85,Corey Pavin,74,"43' 6""",71,3086.25,13.0
87,T85,T85,Ted Purdy,103,"43' 6""",109,4740.25,15.0
88,T85,T85,Heath Slocum,96,"43' 6""",97,4217.0,7.0
89,T90,T90,Olin Browne,108,"43' 7""",155,6759.75,40.0
90,T90,T90,Ben Curtis,86,"43' 7""",94,4096.583,17.0
91,T90,T90,David Duval,71,"43' 7""",132,5754.5830000000005,23.0
92,T90,T90,Fred Funk,106,"43' 7""",100,4355.333,16.0
93,T90,T90,Jason Schultz,77,"43' 7""",110,4797.833,21.0
94,T90,T90,Scott Verplank,88,"43' 7""",56,2438.833,15.0
95,T96,T96,Paul Azinger,87,"43' 8""",121,5287.0830000000005,20.0
96,T96,T96,Jeff Gove,91,"43' 8""",139,6063.9169999999995,18.0
97,T96,T96,Thomas Levet,53,"43' 8""",72,3145.417,16.0
98,T99,T99,Shane Bertsch,104,"43' 9""",144,6299.75,19.0
99,T99,T99,Fred Couples,52,"43' 9""",71,3104.75,-1.0
100,T99,T99,Peter Lonard,77,"43' 9""",117,5114.833,15.0
101,T99,T99,Rod Pampling,89,"43' 9""",113,4944.083,10.0
102,103,103,Robert Garrigus,85,"43' 10""",125,5481.6669999999995,33.0
103,104,104,Patrick Sheehan,104,"43' 11""",104,4570.833,11.0
104,T105,T105,Robert Damron,91,"44' 0""",116,5101.083,19.0
105,T105,T105,Skip Kendall,72,"44' 0""",65,2862.333,6.0
106,T107,T107,Brian Bateman,69,"44' 1""",110,4848.417,18.0
107,T107,T107,Daisuke Maruyama,83,"44' 1""",105,4626.333,13.0
108,109,109,Charles Howell III,96,"44' 2""",160,7065.25,12.0
109,T110,T110,Dudley Hart,83,"44' 3""",136,6021.3330000000005,13.0
110,T110,T110,Jonathan Kaye,95,"44' 3""",115,5088.917,17.0
111,T110,T110,D.A. Points,82,"44' 3""",117,5175.333,19.0
112,113,113,Bob Estes,85,"44' 4""",95,4213.583,10.0
113,T114,T114,Tommy Armour III,65,"44' 5""",70,3110.833,6.0
114,T114,T114,John Senden,96,"44' 5""",122,5413.75,20.0
115,T116,T116,Brandt Jobe,91,"44' 6""",95,4227.5,9.0
116,T116,T116,Stephen Leaney,84,"44' 6""",126,5606.1669999999995,33.0
117,T116,T116,Pat Perez,50,"44' 6""",65,2892.75,12.0
118,T119,T119,Zach Johnson,98,"44' 7""",98,4366.417,21.0
119,T119,T119,Tjaart van der Walt,60,"44' 7""",67,2988.667,7.0
120,T121,T121,Stuart Appleby,83,"44' 8""",119,5310.8330000000005,-3.0
121,T121,T121,Brent Geiberger,99,"44' 8""",134,5990.8330000000005,47.0
122,T121,T121,Geoff Ogilvy,76,"44' 8""",91,4065.833,16.0
123,T121,T121,Tag Ridings,103,"44' 8""",178,7947.4169999999995,41.0
124,125,125,Sergio Garcia,59,"44' 10""",66,2956.917,13.0
125,T126,T126,Mathias Grönberg,92,"44' 11""",143,6427.25,23.0
126,T126,T126,John Huston,74,"44' 11""",113,5073.5,19.0
127,T128,T128,Kent Jones,103,"45' 0""",120,5396.4169999999995,12.0
128,T128,T128,Tom Pernice Jr.,108,"45' 0""",155,6969.6669999999995,13.0
129,T130,T130,Ryan Moore,68,"45' 1""",100,4509.583,31.0
130,T130,T130,Bo Van Pelt,102,"45' 1""",160,7207.5830000000005,10.0
131,132,132,Steve Elkington,52,"45' 2""",57,2574.583,6.0
132,T133,T133,Aaron Baddeley,78,"45' 3""",102,4617.167,21.0
133,T133,T133,Steve Lowery,99,"45' 3""",145,6560.3330000000005,36.0
134,T133,T133,Paul Stankowski,70,"45' 3""",101,4566.417,13.0
135,T136,T136,Vance Veazey,59,"45' 4""",94,4257.917,7.0
136,T136,T136,Brett Wetterich,82,"45' 4""",109,4937.25,12.0
137,138,138,Brett Quigley,109,"45' 5""",161,7308.6669999999995,14.0
138,139,139,Brad Faxon,78,"45' 6""",133,6052.1669999999995,23.0
139,T140,T140,Tom Lehman,70,"45' 7""",79,3604.167,7.0
140,T140,T140,Jimmy Walker,60,"45' 7""",115,5238.333,29.0
141,142,142,Jesper Parnevik,84,"45' 8""",150,6851.0830000000005,4.0
142,T143,T143,Freddie Jacobson,56,"45' 10""",96,4401.0,17.0
143,T143,T143,Charles Warren,93,"45' 10""",141,6467.5830000000005,13.0
144,T145,T145,Jim Furyk,89,"45' 11""",68,3120.75,4.0
145,T145,T145,Richard Johnson,94,"45' 11""",126,5784.0830000000005,34.0
146,T147,T147,Chris Couch,75,"46' 1""",115,5302.8330000000005,26.0
147,T147,T147,Shaun Micheel,96,"46' 1""",131,6033.8330000000005,21.0
148,T149,T149,Lee Janzen,79,"46' 2""",143,6596.0830000000005,39.0
149,T149,T149,Arron Oberholser,82,"46' 2""",113,5214.5,18.0
150,151,151,Scott Gutschewski,53,"46' 3""",66,3054.417,12.0
151,152,152,Tim Clark,80,"46' 4""",100,4630.417,17.0
152,T153,T153,J.P. Hayes,55,"46' 5""",55,2553.5,3.0
153,T153,T153,Hunter Mahan,98,"46' 5""",128,5942.0,21.0
154,T155,T155,Robert Allenby,79,"46' 6""",83,3857.333,13.0
155,T155,T155,Mark Brooks,90,"46' 6""",112,5205.917,21.0
156,T155,T155,Chris Smith,67,"46' 6""",81,3766.75,15.0
157,158,158,Jerry Smith,94,"46' 7""",88,4102.417,9.0
158,159,159,Carl Pettersson,95,"46' 8""",153,7144.9169999999995,8.0
159,160,160,Duffy Waldorf,96,"46' 9""",119,5566.3330000000005,26.0
160,T161,T161,Greg Chalmers,71,"46' 11""",88,4131.75,23.0
161,T161,T161,Luke Donald,66,"46' 11""",67,3142.75,11.0
162,T161,T161,Mark O'Meara,52,"46' 11""",97,4549.167,11.0
163,T161,T161,Omar Uresti,61,"46' 11""",78,3661.5,12.0
164,165,165,Chad Campbell,91,"47' 0""",114,5357.9169999999995,16.0
165,166,166,Vaughn Taylor,88,"47' 1""",114,5364.9169999999995,28.0
166,167,167,Mike Sposa,68,"47' 2""",107,5043.833,14.0
167,T168,T168,Stephen Ames,63,"47' 3""",85,4017.167,22.0
168,T168,T168,Bernhard Langer,77,"47' 3""",91,4302.333,10.0
169,T168,T168,Jeff Maggert,81,"47' 3""",116,5483.25,41.0
170,171,171,James Driscoll,80,"47' 7""",161,7659.0830000000005,16.0
171,172,172,Dean Wilson,115,"47' 11""",167,8007.0,8.0
172,173,173,Kevin Sutherland,100,"48' 0""",162,7774.3330000000005,20.0
173,T174,T174,Arjun Atwal,97,"48' 2""",138,6647.8330000000005,31.0
174,T174,T174,Phil Mickelson,74,"48' 2""",93,4482.167,15.0
175,176,176,Marco Dawson,87,"48' 4""",130,6281.5,14.0
176,T177,T177,Craig Barlow,77,"48' 6""",97,4707.167,16.0
177,T177,T177,Michael Connell,51,"48' 6""",63,3057.083,13.0
178,179,179,Sean O'Hair,100,"48' 8""",127,6182.9169999999995,19.0
179,T180,T180,Billy Mayfair,94,"48' 10""",81,3958.083,1.0
180,T180,T180,Tim Petrovic,95,"48' 10""",123,6006.5830000000005,20.0
181,182,182,Ernie Els,69,"48' 11""",95,4645.333,7.0
182,T183,T183,Ryan Hietala,61,"49' 0""",117,5729.25,23.0
183,T183,T183,Mark Wilson,79,"49' 0""",97,4750.417,24.0
184,185,185,Will MacKenzie,91,"49' 1""",118,5788.25,35.0
185,T186,T186,"John Engler, Jr.",69,"49' 7""",113,5604.5,23.0
186,T186,T186,Todd Hamilton,72,"49' 7""",82,4064.0,15.0
187,188,188,J.L. Lewis,57,"49' 10""",77,3839.333,14.0
188,T189,T189,J.J. Henry,96,"50' 1""",139,6957.5,26.0
189,T189,T189,Mike Weir,88,"50' 1""",114,5707.9169999999995,17.0
190,191,191,Mathew Goggin,72,"50' 5""",107,5395.0830000000005,24.0
191,192,192,José María Olazábal,62,"51' 0""",47,2398.833,9.0
192,193,193,Stewart Cink,93,"51' 10""",126,6531.1669999999995,19.0
193,194,194,K.J. Choi,93,"52' 5""",115,6031.4169999999995,20.0
194,195,195,Ben Crane,85,"53' 8""",89,4780.0,16.0
195,196,196,Steve Jones,83,"53' 10""",100,5381.25,33.0
