,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
41,42,42,Brandt Jobe,91,67.23,1065,1584,-0.25
42,43,43,Skip Kendall,72,67.21,871,1296,-0.24
43,44,44,Mathew Goggin,72,67.14,846,1260,-0.23
44,45,45,Stephen Leaney,84,67.13,1015,1512,-0.25
45,46,46,Jerry Kelly,100,67.11,1208,1800,-0.25
46,47,47,Ted Purdy,103,67.05,1219,1818,-0.25
47,48,48,Matt Hansen,68,66.92,795,1188,-0.2
48,49,49,Zach Johnson,98,66.86,1059,1584,-0.25
49,50,50,Bubba Watson,83,66.74,949,1422,-0.29
50,51,51,Bob Estes,85,66.73,1021,1530,-0.26
51,52,52,Scott Gutschewski,53,66.67,612,918,-0.28
52,53,53,Charley Hoffman,100,66.61,1175,1764,-0.3
53,54,54,Davis Love III,85,66.59,911,1368,-0.3
54,T55,T55,Billy Mayfair,94,66.55,1126,1692,-0.24
55,T55,T55,Jerry Smith,94,66.55,1102,1656,-0.24
56,57,57,Mathias Grönberg,92,66.54,1066,1602,-0.26
57,58,58,Stephen Ames,63,66.49,742,1116,-0.29
58,59,59,Mike Weir,88,66.47,1017,1530,-0.28
59,T60,T60,Chris DiMarco,83,66.45,933,1404,-0.26
60,T60,T60,Bo Van Pelt,102,66.45,1220,1836,-0.28
61,62,62,Billy Andrade,78,66.44,885,1332,-0.24
62,63,63,Kris Cox,83,66.39,968,1458,-0.26
63,64,64,Omar Uresti,61,66.38,705,1062,-0.22
64,65,65,Fred Funk,106,66.35,1254,1890,-0.24
65,66,66,Troy Matteson,101,66.34,1206,1818,-0.25
66,67,67,John Cook,67,66.33,800,1206,-0.23
67,T68,T68,Daisuke Maruyama,83,66.24,942,1422,-0.26
68,T68,T68,Duffy Waldorf,96,66.24,1097,1656,-0.25
69,70,70,Rich Beem,85,66.2,989,1494,-0.26
70,71,71,David Toms,76,66.18,822,1242,-0.28
71,72,72,Chris Couch,75,66.15,893,1350,-0.27
72,73,73,John Rollins,93,66.12,1083,1638,-0.29
73,74,74,Luke Donald,66,66.05,749,1134,-0.29
74,T75,T75,Ian Poulter,53,66.03,618,936,-0.27
75,T75,T75,Ron Whittaker,81,66.03,939,1422,-0.23
76,T77,T77,Richard Johnson,94,66.02,1117,1692,-0.26
77,T77,T77,Scott Verplank,88,66.02,1022,1548,-0.27
78,79,79,Steve Flesch,119,65.99,1366,2070,-0.26
79,80,80,Tim Clark,80,65.96,938,1422,-0.27
80,81,81,Tom Lehman,70,65.93,712,1080,-0.21
81,82,82,Thomas Levet,53,65.9,605,918,-0.18
82,83,83,Charles Howell III,96,65.89,1103,1674,-0.23
83,T84,T84,Jason Bohn,104,65.87,1233,1872,-0.24
84,T84,T84,Paul Stankowski,70,65.87,830,1260,-0.24
85,86,86,David McKenzie,82,65.83,948,1440,-0.26
86,87,87,Craig Barlow,77,65.75,864,1314,-0.28
87,88,88,Eric Axley,91,65.73,1053,1602,-0.3
88,89,89,Bernhard Langer,77,65.66,851,1296,-0.26
89,90,90,Bubba Dickerson,98,65.63,1134,1728,-0.27
90,91,91,José María Olazábal,62,65.52,684,1044,-0.27
91,T92,T92,Retief Goosen,68,65.46,707,1080,-0.28
92,T92,T92,Kent Jones,103,65.46,1190,1818,-0.27
93,T92,T92,Steve Lowery,99,65.46,1143,1746,-0.26
94,95,95,Roger Tambellini,64,65.39,718,1098,-0.21
95,96,96,Nick Watney,97,65.38,1118,1710,-0.28
96,97,97,Brian Davis,92,65.37,1059,1620,-0.25
97,98,98,Jeff Maggert,81,65.36,953,1458,-0.24
98,99,99,Nicholas Thompson,96,65.35,1094,1674,-0.22
99,100,100,Fred Couples,52,65.33,588,900,-0.23
100,101,101,J.B. Holmes,81,65.3,905,1386,-0.28
101,T102,T102,Jeff Overton,95,65.29,1093,1674,-0.25
102,T102,T102,Camilo Villegas,95,65.29,1093,1674,-0.27
103,T104,T104,Paul Goydos,72,65.28,846,1296,-0.23
104,T104,T104,Kirk Triplett,58,65.28,658,1008,-0.26
105,106,106,Dean Wilson,115,65.27,1304,1998,-0.27
106,107,107,Ben Curtis,86,65.25,1010,1548,-0.23
107,108,108,Jeff Sluman,101,65.24,1186,1818,-0.26
108,109,109,Padraig Harrington,54,65.22,587,900,-0.29
109,110,110,Carlos Franco,86,65.18,1009,1548,-0.23
110,111,111,Joe Ogilvie,95,65.08,1066,1638,-0.28
111,112,112,Brent Geiberger,99,64.95,1134,1746,-0.25
112,113,113,Marco Dawson,87,64.94,1017,1566,-0.29
113,114,114,Stewart Cink,93,64.9,1028,1584,-0.28
114,115,115,Robert Gamez,94,64.83,1097,1692,-0.24
115,116,116,Ryuji Imada,105,64.81,1190,1836,-0.26
116,117,117,Sean O'Hair,100,64.74,1142,1764,-0.26
117,118,118,Pat Perez,50,64.67,582,900,-0.27
118,119,119,Robert Garrigus,85,64.66,966,1494,-0.28
119,T120,T120,Brian Bateman,69,64.53,755,1170,-0.22
120,T120,T120,Tom Pernice Jr.,108,64.53,1208,1872,-0.29
121,T122,T122,Rory Sabbatini,84,64.52,964,1494,-0.27
122,T122,T122,Tjaart van der Walt,60,64.52,662,1026,-0.22
123,124,124,Jesper Parnevik,84,64.42,974,1512,-0.31
124,125,125,Henrik Bjornstad,97,64.39,1101,1710,-0.24
125,126,126,Olin Browne,108,64.32,1204,1872,-0.26
126,T127,T127,Bill Haas,99,64.24,1110,1728,-0.27
127,T127,T127,J.P. Hayes,55,64.24,636,990,-0.27
128,129,129,Ryan Palmer,101,64.2,1144,1782,-0.28
129,130,130,"Wes Short, Jr.",96,64.18,1086,1692,-0.25
130,131,131,Bob Tway,81,64.17,901,1404,-0.26
131,132,132,Larry Mize,53,64.16,589,918,-0.21
132,133,133,Michael Connell,51,64.12,554,864,-0.21
133,134,134,Vaughn Taylor,88,64.08,1015,1584,-0.31
134,T135,T135,Arjun Atwal,97,64.04,1095,1710,-0.27
135,T135,T135,Harrison Frazar,95,64.04,1049,1638,-0.31
136,137,137,D.J. Trahan,92,64.01,1037,1620,-0.27
137,138,138,Freddie Jacobson,56,63.99,645,1008,-0.27
138,T139,T139,Shane Bertsch,104,63.89,1173,1836,-0.27
139,T139,T139,Patrick Sheehan,104,63.89,1150,1800,-0.24
140,141,141,Dudley Hart,83,63.79,953,1494,-0.25
141,142,142,Tommy Armour III,65,63.76,746,1170,-0.28
142,143,143,Ernie Els,69,63.72,734,1152,-0.29
143,144,144,Shigeki Maruyama,94,63.59,1053,1656,-0.28
144,145,145,Corey Pavin,74,63.57,801,1260,-0.2
145,146,146,Robert Damron,91,63.55,1041,1638,-0.24
146,147,147,Stuart Appleby,83,63.53,892,1404,-0.3
147,148,148,Daniel Chopra,110,63.5,1223,1926,-0.34
148,149,149,Justin Leonard,83,63.36,901,1422,-0.25
149,150,150,Ryan Moore,68,63.25,740,1170,-0.28
150,151,151,Ian Leggatt,80,63.23,865,1368,-0.25
151,152,152,David Howell,52,63.21,512,810,-0.29
152,T153,T153,Brian Gay,107,63.19,1217,1926,-0.3
153,T153,T153,Jason Schultz,77,63.19,853,1350,-0.24
154,T155,T155,Peter Lonard,77,63.16,864,1368,-0.2
155,T155,T155,Mike Sposa,68,63.16,739,1170,-0.21
156,157,157,Lee Janzen,79,63.08,897,1422,-0.26
157,T158,T158,Jason Gore,86,63.03,953,1512,-0.26
158,T158,T158,Nathan Green,108,63.03,1180,1872,-0.28
159,160,160,Geoff Ogilvy,76,62.94,793,1260,-0.29
160,T161,T161,Mark Brooks,90,62.92,1008,1602,-0.21
161,T161,T161,D.A. Points,82,62.92,906,1440,-0.27
162,163,163,Steve Jones,83,62.8,927,1476,-0.22
163,164,164,Greg Kraft,79,62.74,847,1350,-0.24
164,165,165,Jon Mills,68,62.71,745,1188,-0.22
165,166,166,Michael Allen,84,62.7,948,1512,-0.3
166,T167,T167,Woody Austin,107,62.67,1207,1926,-0.26
167,T167,T167,J.L. Lewis,57,62.67,643,1026,-0.22
168,169,169,Tim Herron,82,62.62,913,1458,-0.24
169,170,170,Danny Ellis,68,62.59,721,1152,-0.26
170,171,171,John Huston,74,62.58,811,1296,-0.26
171,172,172,Rod Pampling,89,62.5,945,1512,-0.29
172,173,173,Chris Riley,86,62.47,922,1476,-0.27
173,174,174,Paul Azinger,87,62.39,977,1566,-0.26
174,175,175,Carl Pettersson,95,62.31,1043,1674,-0.26
175,176,176,Todd Fischer,101,62.23,1109,1782,-0.27
176,177,177,Mark Calcavecchia,94,62.07,1039,1674,-0.25
177,178,178,Ben Crane,85,62.01,893,1440,-0.31
178,179,179,Jimmy Walker,60,61.97,647,1044,-0.27
179,180,180,Vance Veazey,59,61.58,654,1062,-0.29
180,181,181,James Driscoll,80,61.32,883,1440,-0.23
181,182,182,Tim Petrovic,95,61.29,1004,1638,-0.24
182,183,183,Tag Ridings,103,61.22,1102,1800,-0.29
183,184,184,John Daly,51,60.88,537,882,-0.27
184,185,185,Doug Barron,74,60.43,794,1314,-0.24
185,186,186,Ryan Hietala,61,60.08,638,1062,-0.23
186,187,187,David Duval,71,60.06,746,1242,-0.29
187,188,188,"John Engler, Jr.",69,59.78,721,1206,-0.21
188,189,189,Mark O'Meara,52,59.44,535,900,-0.23
189,190,190,Alex Aragon,63,59.11,649,1098,-0.26
190,191,191,Greg Chalmers,71,59.04,712,1206,-0.26
191,192,192,Len Mattiace,59,58.85,625,1062,-0.25
192,193,193,Aaron Baddeley,78,58.26,797,1368,-0.3
193,194,194,Brad Faxon,78,58.05,815,1404,-0.25
194,195,195,Hidemichi Tanaka,74,57.91,761,1314,-0.2
195,196,196,Todd Hamilton,72,56.87,737,1296,-0.24
