,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
170,T170,T170,Greg Chalmers,28,259.8,822945.0,88
171,172,172,Kenny Perry,22,259.9,1019835.0,109
172,T173,T173,Todd Fischer,35,260.2,1180266.0,126
173,T173,T173,Larry Mize,18,260.2,440262.0,47
174,175,175,D.A. Points,28,260.3,1208756.0,129
175,T176,T176,Lee Janzen,28,260.8,985862.0,105
176,T176,T176,Vijay Singh,27,260.8,1980763.0,211
177,T178,T178,Scott Gutschewski,19,260.9,1051910.0,112
178,T178,T178,Frank Lickliter II,29,260.9,1624923.0,173
179,180,180,Stephen Leaney,27,261.0,939536.0,100
180,181,181,Craig Barlow,22,261.1,1353299.0,144
181,182,182,Brent Geiberger,30,261.2,1420087.0,151
182,T183,T183,Mike Sposa,25,261.4,959802.0,102
183,T183,T183,Vaughn Taylor,26,261.4,1364610.0,145
184,T185,T185,Doug Barron,28,261.5,913273.0,97
185,T185,T185,Skip Kendall,22,261.5,790675.0,84
186,T185,T185,Ryan Palmer,30,261.5,1844999.0,196
187,188,188,Corey Pavin,23,261.7,593565.0,63
188,189,189,Greg Kraft,26,262.6,775185.0,82
189,190,190,Michael Connell,22,263.1,520953.0,55
190,T191,T191,Jeff Overton,28,263.8,2013569.0,212
191,T191,T191,Jimmy Walker,21,263.8,1092244.0,115
192,193,193,Alex Cejka,30,264.1,1483236.0,156
193,194,194,Paul Goydos,24,265.1,849481.0,89
194,195,195,Sergio Garcia,17,265.2,964366.0,101
195,196,196,Freddie Jacobson,18,265.4,1022508.0,107
