,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
174,T175,T175,Paul Goydos,72,0.25
175,T175,T175,Corey Pavin,74,0.25
176,177,177,Doug Barron,74,0.253
177,T178,T178,Larry Mize,53,0.255
178,T178,T178,"Wes Short, Jr.",96,0.255
179,180,180,Kirk Triplett,58,0.259
180,181,181,Brandt Jobe,91,0.261
181,182,182,David Howell,52,0.262
182,183,183,Jeff Maggert,81,0.266
183,184,184,D.A. Points,82,0.267
184,185,185,Rich Beem,85,0.268
185,186,186,Bubba Dickerson,98,0.272
186,187,187,John Cook,67,0.275
187,188,188,John Daly,51,0.27699999999999997
188,T189,T189,Mathew Goggin,72,0.282
189,T189,T189,Ron Whittaker,81,0.282
190,191,191,Thomas Levet,53,0.287
191,192,192,"John Engler, Jr.",69,0.28800000000000003
192,193,193,Omar Uresti,61,0.297
193,194,194,Todd Hamilton,72,0.307
194,195,195,Geoff Ogilvy,76,0.311
195,196,196,Robert Gamez,94,0.33299999999999996
