,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
33,34,34,Grant Waite,78,32.0,8.0,25
34,T35,T35,David Duval,78,31.58,12.0,38
35,T35,T35,Brian Gay,114,31.58,6.0,19
36,37,37,Jim Carter,103,31.43,11.0,35
37,T38,T38,Lee Porter,93,31.25,5.0,16
38,T38,T38,Vijay Singh,98,31.25,15.0,48
39,40,40,Bob Tway,109,30.77,12.0,39
40,41,41,David Toms,100,30.56,11.0,36
41,T42,T42,Bill Glasson,69,30.43,7.0,23
42,T42,T42,Carl Paulson,93,30.43,7.0,23
43,44,44,Rory Sabbatini,73,30.3,10.0,33
44,45,45,Robert Allenby,108,30.23,13.0,43
45,T46,T46,Paul Azinger,79,30.0,9.0,30
46,T46,T46,Scott Dunlap,80,30.0,3.0,10
47,T46,T46,Brian Henninger,81,30.0,12.0,40
48,T46,T46,Steve Jones,75,30.0,3.0,10
49,T46,T46,Craig Kanada,80,30.0,3.0,10
50,T46,T46,Spike McRoy,95,30.0,6.0,20
51,T46,T46,Kirk Triplett,88,30.0,6.0,20
52,T53,T53,Cameron Beckman,103,29.03,9.0,31
53,T53,T53,Tiger Woods,76,29.03,9.0,31
54,55,55,Tom Lehman,82,28.95,11.0,38
55,T56,T56,Marco Dawson,57,28.57,4.0,14
56,T56,T56,Steve Elkington,64,28.57,4.0,14
57,58,58,Steve Flesch,112,27.91,12.0,43
58,59,59,John Daly,84,27.78,5.0,18
59,60,60,Jim Furyk,88,27.59,8.0,29
60,T61,T61,Bob May,86,27.27,3.0,11
61,T61,T61,Rocco Mediate,69,27.27,6.0,22
62,63,63,José Coceres,60,27.03,10.0,37
63,T64,T64,Chris DiMarco,108,26.92,14.0,52
64,T64,T64,Mark O'Meara,69,26.92,7.0,26
65,T66,T66,Matt Gogel,83,26.67,4.0,15
66,T66,T66,Mathew Goggin,96,26.67,8.0,30
67,T66,T66,Joe Ogilvie,110,26.67,4.0,15
68,T69,T69,Brent Geiberger,84,26.32,5.0,19
69,T69,T69,Skip Kendall,111,26.32,10.0,38
70,T71,T71,Woody Austin,99,26.09,6.0,23
71,T71,T71,Fred Couples,68,26.09,6.0,23
72,T71,T71,Ian Leggatt,84,26.09,6.0,23
73,T74,T74,Olin Browne,99,25.93,7.0,27
74,T74,T74,Stewart Cink,102,25.93,14.0,54
75,T74,T74,John Cook,91,25.93,7.0,27
76,T77,T77,Tommy Armour III,93,25.0,8.0,32
77,T77,T77,Doug Barron,62,25.0,3.0,12
78,T77,T77,Mark Brooks,88,25.0,5.0,20
79,T77,T77,Kent Jones,74,25.0,2.0,8
80,T77,T77,Cliff Kresge,84,25.0,1.0,4
81,T77,T77,Chris Smith,101,25.0,3.0,12
82,T77,T77,Tommy Tolles,89,25.0,1.0,4
83,T77,T77,Ted Tryba,110,25.0,6.0,24
84,T77,T77,Brian Wilson,88,25.0,4.0,16
85,T86,T86,Joe Durant,80,24.24,8.0,33
86,T86,T86,Blaine McCallister,80,24.24,8.0,33
87,T88,T88,Sergio Garcia,64,24.0,6.0,25
88,T88,T88,Larry Mize,76,24.0,6.0,25
89,T90,T90,Glen Hnatiuk,104,23.81,5.0,21
90,T90,T90,Shigeki Maruyama,98,23.81,5.0,21
91,T90,T90,Frank Nobilo,91,23.81,5.0,21
92,T93,T93,Briny Baird,106,23.53,8.0,34
93,T93,T93,Len Mattiace,98,23.53,4.0,17
94,95,95,Bob Estes,91,23.26,10.0,43
95,96,96,Dicky Pride,78,23.08,3.0,13
96,97,97,Mike Sposa,96,22.86,8.0,35
97,98,98,Kenny Perry,94,22.64,12.0,53
98,T99,T99,Brad Elder,111,22.22,4.0,18
99,T99,T99,Fred Funk,118,22.22,8.0,36
100,T99,T99,Paul Gow,79,22.22,2.0,9
101,T99,T99,Charles Howell III,89,22.22,10.0,45
102,103,103,Shaun Micheel,103,21.88,7.0,32
103,T104,T104,Jeff Hart,87,21.74,5.0,23
104,T104,T104,Scott Hoch,84,21.74,5.0,23
105,T104,T104,Greg Kraft,105,21.74,10.0,46
106,T104,T104,Chris Riley,104,21.74,5.0,23
107,T108,T108,Bob Burns,92,21.43,6.0,28
108,T108,T108,Andrew Magee,97,21.43,6.0,28
109,110,110,"David Berganio, Jr.",76,20.83,5.0,24
110,111,111,Stuart Appleby,105,20.51,8.0,39
111,T112,T112,Justin Leonard,106,20.45,9.0,44
112,T112,T112,David Peoples,96,20.45,9.0,44
113,T114,T114,Steve Allan,88,20.0,1.0,5
114,T114,T114,Hunter Haas,78,20.0,1.0,5
115,T114,T114,Frank Lickliter II,102,20.0,8.0,40
116,T114,T114,Jesper Parnevik,91,20.0,7.0,35
117,T114,T114,Steve Stricker,73,20.0,4.0,20
118,119,119,Steve Lowery,100,19.64,11.0,56
119,120,120,Glen Day,89,19.44,7.0,36
120,121,121,J.L. Lewis,108,19.35,6.0,31
121,122,122,Neal Lancaster,107,19.23,5.0,26
122,123,123,Mike Weir,86,18.75,6.0,32
123,124,124,Scott McCarron,98,18.6,8.0,43
124,T125,T125,Danny Ellis,76,18.18,6.0,33
125,T125,T125,Ernie Els,70,18.18,4.0,22
126,T125,T125,Jason Gore,82,18.18,2.0,11
127,T125,T125,Jerry Kelly,104,18.18,2.0,11
128,T125,T125,Paul Stankowski,91,18.18,2.0,11
129,130,130,Pete Jordan,105,17.39,4.0,23
130,131,131,Jeff Sluman,106,17.02,8.0,47
131,T132,T132,Stephen Ames,88,16.67,3.0,18
132,T132,T132,Robert Damron,91,16.67,4.0,24
133,T132,T132,Chris Tidland,83,16.67,1.0,6
134,T132,T132,Esteban Toledo,116,16.67,3.0,18
135,136,136,Billy Mayfair,102,16.28,7.0,43
136,137,137,Hal Sutton,96,16.13,5.0,31
137,T138,T138,Jay Don Blake,100,15.38,6.0,39
138,T138,T138,Harrison Frazar,88,15.38,2.0,13
139,T138,T138,Michael Muehr,94,15.38,4.0,26
140,T138,T138,Scott Verplank,99,15.38,6.0,39
141,T142,T142,Loren Roberts,84,15.0,3.0,20
142,T142,T142,Jay Williamson,92,15.0,3.0,20
143,T144,T144,Keith Clearwater,62,14.29,1.0,7
144,T144,T144,Kelly Grunewald,66,14.29,1.0,7
145,T144,T144,Brandt Jobe,96,14.29,2.0,14
146,T144,T144,Tom Scherrer,69,14.29,2.0,14
147,T148,T148,Fulton Allem,56,12.5,2.0,16
148,T148,T148,K.J. Choi,95,12.5,1.0,8
149,T148,T148,Edward Fryatt,93,12.5,1.0,8
150,T148,T148,Gary Nicklaus,96,12.5,2.0,16
151,152,152,Mark Calcavecchia,81,11.76,2.0,17
152,153,153,Garrett Willis,88,10.53,2.0,19
153,T154,T154,John Huston,64,10.0,1.0,10
154,T154,T154,Craig Perks,78,10.0,2.0,20
155,156,156,Brad Faxon,95,9.38,3.0,32
156,157,157,Andrew McLardy,75,9.09,1.0,11
157,T158,T158,Doug Dunakey,83,8.33,1.0,12
158,T158,T158,Geoff Ogilvy,60,8.33,1.0,12
159,T158,T158,Tom Pernice Jr.,106,8.33,2.0,24
160,161,161,Billy Andrade,82,7.14,1.0,14
161,162,162,J.J. Henry,86,6.67,2.0,30
162,T163,T163,Rich Beem,91,0.0,,3
163,T163,T163,Brandel Chamblee,77,0.0,,4
164,T163,T163,Richie Coughlan,66,0.0,,2
165,T163,T163,Gabriel Hjertstedt,76,0.0,,11
166,T163,T163,Jim McGovern,66,0.0,,2
167,T163,T163,David Morland IV,88,0.0,,11
168,T163,T163,Dennis Paulson,75,0.0,,2
169,T163,T163,Corey Pavin,72,0.0,,6
170,T163,T163,Chris Perry,80,0.0,,3
171,T163,T163,Scott Simpson,73,0.0,,16
172,T163,T163,Rocky Walcher,59,0.0,,11
173,T163,T163,Mark Wiebe,62,0.0,,2
