,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
31,T31,T31,Paul Goydos,86,3.3,833.0,7
32,T33,T33,Joel Edwards,99,3.4,1573.0,13
33,T33,T33,Jesper Parnevik,91,3.4,1710.0,14
34,T35,T35,Ernie Els,70,3.5,1133.0,9
35,T35,T35,Jeff Hart,87,3.5,748.0,6
36,T35,T35,Bernhard Langer,62,3.5,1370.0,11
37,T35,T35,Andrew Magee,97,3.5,752.0,6
38,T35,T35,Garrett Willis,88,3.5,511.0,4
39,40,40,Brian Henninger,81,3.6,2081.0,16
40,T41,T41,Stuart Appleby,105,3.7,1864.0,14
41,T41,T41,Doug Dunakey,83,3.7,266.0,2
42,T41,T41,Joe Durant,80,3.7,1482.0,11
43,T41,T41,Blaine McCallister,80,3.7,1334.0,10
44,T45,T45,Brad Elder,111,3.8,814.0,6
45,T45,T45,J.L. Lewis,108,3.8,946.0,7
46,T45,T45,Billy Mayfair,102,3.8,1913.0,14
47,T45,T45,Larry Mize,76,3.8,959.0,7
48,T45,T45,Gary Nicklaus,96,3.8,954.0,7
49,T45,T45,Geoff Ogilvy,60,3.8,543.0,4
50,T51,T51,Jim Furyk,88,3.9,2243.0,16
51,T51,T51,Brian Gay,114,3.9,1269.0,9
52,T51,T51,John Huston,64,3.9,139.0,1
53,T51,T51,Len Mattiace,98,3.9,706.0,5
54,T51,T51,Rocco Mediate,69,3.9,849.0,6
55,T51,T51,Duffy Waldorf,77,3.9,417.0,3
56,T57,T57,Robin Freeman,105,4.0,1017.0,7
57,T57,T57,Steve Pate,89,4.0,854.0,6
58,T57,T57,Carl Paulson,93,4.0,1573.0,11
59,T60,T60,Steve Allan,88,4.1,295.0,2
60,T60,T60,Chris DiMarco,108,4.1,3359.0,23
61,T60,T60,Harrison Frazar,88,4.1,738.0,5
62,T60,T60,Glen Hnatiuk,104,4.1,1175.0,8
63,T60,T60,Lee Janzen,96,4.1,2784.0,19
64,T60,T60,Brandt Jobe,96,4.1,448.0,3
65,T60,T60,Frank Lickliter II,102,4.1,1607.0,11
66,T60,T60,Kevin Sutherland,101,4.1,2192.0,15
67,T68,T68,Scott Hoch,84,4.2,907.0,6
68,T68,T68,Scott Simpson,73,4.2,451.0,3
69,T70,T70,Tom Byrum,85,4.3,1556.0,10
70,T70,T70,Glen Day,89,4.3,1541.0,10
71,T70,T70,Steve Flesch,112,4.3,2340.0,15
72,T70,T70,Jimmy Green,94,4.3,1073.0,7
73,T70,T70,Chris Riley,104,4.3,1237.0,8
74,T70,T70,Ted Tryba,110,4.3,1230.0,8
75,T76,T76,Tommy Armour III,93,4.4,1588.0,10
76,T76,T76,Fred Funk,118,4.4,1752.0,11
77,T76,T76,Jonathan Kaye,116,4.4,2070.0,13
78,T76,T76,Michael Muehr,94,4.4,1279.0,8
79,T76,T76,Jerry Smith,95,4.4,1758.0,11
80,T76,T76,David Toms,100,4.4,2860.0,18
81,T82,T82,Paul Azinger,79,4.5,2274.0,14
82,T82,T82,Tripp Isenhour,92,4.5,1142.0,7
83,T82,T82,Skip Kendall,111,4.5,2403.0,15
84,T82,T82,Jeff Sluman,106,4.5,1777.0,11
85,T82,T82,Scott Verplank,99,4.5,1135.0,7
86,T87,T87,Matt Gogel,83,4.6,995.0,6
87,T87,T87,Dicky Pride,78,4.6,823.0,5
88,T89,T89,Doug Barron,62,4.7,505.0,3
89,T89,T89,Bob Burns,92,4.7,1843.0,11
90,T89,T89,Jim Carter,103,4.7,2512.0,15
91,T89,T89,Stewart Cink,102,4.7,3395.0,20
92,T89,T89,Steve Elkington,64,4.7,1363.0,8
93,T89,T89,Frank Nobilo,91,4.7,1364.0,8
94,T89,T89,David Peoples,96,4.7,2013.0,12
95,T89,T89,Mike Weir,86,4.7,1857.0,11
96,T97,T97,José Coceres,60,4.8,2269.0,13
97,T97,T97,Fred Couples,68,4.8,1376.0,8
98,T97,T97,Danny Ellis,76,4.8,1717.0,10
99,T97,T97,Bradley Hughes,96,4.8,2059.0,12
100,T101,T101,Jeremy Anderson,69,4.9,1053.0,6
101,T101,T101,Robert Damron,91,4.9,1237.0,7
102,T101,T101,Sergio Garcia,64,4.9,1766.0,10
103,T101,T101,Spike McRoy,95,4.9,1601.0,9
104,T105,T105,Greg Kraft,105,5.0,2160.0,12
105,T105,T105,Esteban Toledo,116,5.0,891.0,5
106,T105,T105,Tiger Woods,76,5.0,1997.0,11
107,T108,T108,Robert Allenby,108,5.1,2771.0,15
108,T108,T108,Davis Love III,75,5.1,5147.0,28
109,T108,T108,John Riegger,86,5.1,3117.0,17
110,T111,T111,Fulton Allem,56,5.2,752.0,4
111,T111,T111,Neal Lancaster,107,5.2,2452.0,13
112,113,113,Kenny Perry,94,5.3,2867.0,15
113,T114,T114,Jay Don Blake,100,5.4,2134.0,11
114,T114,T114,Pete Jordan,105,5.4,973.0,5
115,T114,T114,Nick Price,74,5.4,2894.0,15
116,T117,T117,David Duval,78,5.5,4558.0,23
117,T117,T117,Gabriel Hjertstedt,76,5.5,397.0,2
118,T117,T117,Kent Jones,74,5.5,394.0,2
119,T117,T117,Chris Smith,101,5.5,793.0,4
120,T117,T117,Paul Stankowski,91,5.5,981.0,5
121,122,122,David Frost,87,5.6,2200.0,11
122,T123,T123,Briny Baird,106,5.7,1861.0,9
123,T123,T123,Bob Estes,91,5.7,2456.0,12
124,T123,T123,Ben Ferguson,76,5.7,614.0,3
125,T126,T126,Russ Cochran,76,5.8,2933.0,14
126,T126,T126,Carlos Franco,87,5.8,2925.0,14
127,T126,T126,Mark Hensby,71,5.8,421.0,2
128,129,129,Michael Clark II,87,5.9,1481.0,7
129,T130,T130,Mark Calcavecchia,81,6.0,1299.0,6
130,T130,T130,John Daly,84,6.0,1296.0,6
131,T132,T132,Mark Brooks,88,6.1,1100.0,5
132,T132,T132,J.J. Henry,86,6.1,661.0,3
133,134,134,Mathew Goggin,96,6.2,2471.0,11
134,T135,T135,Bill Glasson,69,6.3,3190.0,14
135,T135,T135,Steve Lowery,100,6.3,3417.0,15
136,T135,T135,Jeff Maggert,84,6.3,2512.0,11
137,T135,T135,Shigeki Maruyama,98,6.3,2505.0,11
138,T135,T135,Grant Waite,78,6.3,2701.0,12
139,140,140,Kirk Triplett,88,6.4,2086.0,9
140,T141,T141,Greg Chalmers,92,6.5,2110.0,9
141,T141,T141,Joe Ogilvie,110,6.5,1413.0,6
142,T141,T141,Tom Pernice Jr.,106,6.5,935.0,4
143,T144,T144,Woody Austin,99,6.7,1441.0,6
144,T144,T144,Olin Browne,99,6.7,2406.0,10
145,146,146,Marco Dawson,57,6.9,988.0,4
146,147,147,Charles Howell III,89,7.0,3289.0,13
147,148,148,Paul Gow,79,7.2,516.0,2
148,149,149,Justin Leonard,106,7.4,3190.0,12
149,T150,T150,Bob Tway,109,7.5,4864.0,18
150,T150,T150,Brian Wilson,88,7.5,1625.0,6
151,T152,T152,Per-Ulrik Johansson,82,7.6,3022.0,11
152,T152,T152,Kevin Johnson,93,7.6,820.0,3
153,T152,T152,Craig Kanada,80,7.6,816.0,3
154,155,155,Mike Sposa,96,8.0,2869.0,10
155,T156,T156,Cameron Beckman,103,8.2,3550.0,12
156,T156,T156,Scott McCarron,98,8.2,3240.0,11
157,158,158,Hal Sutton,96,8.5,1843.0,6
158,159,159,Andrew McLardy,75,8.6,308.0,1
159,160,160,Tom Lehman,82,8.8,4118.0,13
160,161,161,Jason Gore,82,9.2,664.0,2
161,162,162,Robert Gamez,59,9.5,343.0,1
162,163,163,Craig Parry,68,10.4,1874.0,5
163,164,164,Bob May,86,11.0,1184.0,3
164,165,165,Steve Jones,75,12.0,1291.0,3
165,166,166,Tim Herron,97,12.2,881.0,2
166,167,167,Brad Faxon,95,14.6,2106.0,4
