,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
33,T33,T33,Olin Browne,99,25.0,1.0,4
34,T33,T33,John Cook,91,25.0,1.0,4
35,T33,T33,Glen Day,89,25.0,3.0,12
36,T33,T33,Steve Elkington,64,25.0,1.0,4
37,T33,T33,Harrison Frazar,88,25.0,1.0,4
38,T33,T33,Fred Funk,118,25.0,1.0,4
39,T33,T33,Mathew Goggin,96,25.0,1.0,4
40,T33,T33,Tripp Isenhour,92,25.0,1.0,4
41,T33,T33,Per-Ulrik Johansson,82,25.0,2.0,8
42,T33,T33,Jeff Maggert,84,25.0,1.0,4
43,T33,T33,David Morland IV,88,25.0,1.0,4
44,T33,T33,Corey Pavin,72,25.0,1.0,4
45,T33,T33,Tom Pernice Jr.,106,25.0,1.0,4
46,T33,T33,Paul Stankowski,91,25.0,1.0,4
47,T33,T33,Garrett Willis,88,25.0,1.0,4
48,T33,T33,Tiger Woods,76,25.0,1.0,4
49,50,50,Bob Tway,109,22.22,2.0,9
50,T51,T51,Cameron Beckman,103,20.0,1.0,5
51,T51,T51,Russ Cochran,76,20.0,1.0,5
52,T51,T51,Fred Couples,68,20.0,1.0,5
53,T51,T51,Ernie Els,70,20.0,1.0,5
54,T51,T51,Sergio Garcia,64,20.0,1.0,5
55,T51,T51,Charles Howell III,89,20.0,1.0,5
56,T51,T51,Neal Lancaster,107,20.0,1.0,5
57,T51,T51,J.L. Lewis,108,20.0,1.0,5
58,T51,T51,David Peoples,96,20.0,1.0,5
59,T51,T51,Rory Sabbatini,73,20.0,2.0,10
60,T51,T51,Jay Williamson,92,20.0,1.0,5
61,T62,T62,Jonathan Kaye,116,16.67,1.0,6
62,T62,T62,John Riegger,86,16.67,1.0,6
63,T62,T62,Loren Roberts,84,16.67,1.0,6
64,T62,T62,Hal Sutton,96,16.67,1.0,6
65,T66,T66,Tommy Armour III,93,14.29,1.0,7
66,T66,T66,Paul Azinger,79,14.29,1.0,7
67,T66,T66,David Frost,87,14.29,1.0,7
68,T69,T69,Scott McCarron,98,12.5,1.0,8
69,T69,T69,Nick Price,74,12.5,1.0,8
70,T69,T69,Grant Waite,78,12.5,1.0,8
71,T72,T72,Steve Lowery,100,11.11,1.0,9
72,T72,T72,Jeff Sluman,106,11.11,1.0,9
73,T72,T72,Esteban Toledo,116,11.11,1.0,9
74,75,75,Jesper Parnevik,91,10.0,1.0,10
75,76,76,Brad Faxon,95,9.09,1.0,11
76,T77,T77,Steve Allan,88,0.0,,2
77,T77,T77,Fulton Allem,56,0.0,,3
78,T77,T77,Robert Allenby,108,0.0,,3
79,T77,T77,Stephen Ames,88,0.0,,1
80,T77,T77,Briny Baird,106,0.0,,5
81,T77,T77,Doug Barron,62,0.0,,2
82,T77,T77,Jay Don Blake,100,0.0,,8
83,T77,T77,Mark Brooks,88,0.0,,4
84,T77,T77,Tom Byrum,85,0.0,,3
85,T77,T77,Mark Calcavecchia,81,0.0,,3
86,T77,T77,Jim Carter,103,0.0,,9
87,T77,T77,Brandel Chamblee,77,0.0,,2
88,T77,T77,K.J. Choi,95,0.0,,1
89,T77,T77,Keith Clearwater,62,0.0,,1
90,T77,T77,Richie Coughlan,66,0.0,,1
91,T77,T77,John Daly,84,0.0,,2
92,T77,T77,Robert Damron,91,0.0,,5
93,T77,T77,Doug Dunakey,83,0.0,,2
94,T77,T77,Scott Dunlap,80,0.0,,2
95,T77,T77,Joe Durant,80,0.0,,3
96,T77,T77,Joel Edwards,99,0.0,,5
97,T77,T77,Brad Elder,111,0.0,,6
98,T77,T77,Bob Estes,91,0.0,,7
99,T77,T77,Steve Flesch,112,0.0,,5
100,T77,T77,Edward Fryatt,93,0.0,,3
101,T77,T77,Brian Gay,114,0.0,,6
102,T77,T77,Matt Gogel,83,0.0,,1
103,T77,T77,Jason Gore,82,0.0,,1
104,T77,T77,Paul Gow,79,0.0,,2
105,T77,T77,Paul Goydos,86,0.0,,8
106,T77,T77,Jimmy Green,94,0.0,,8
107,T77,T77,Hunter Haas,78,0.0,,1
108,T77,T77,Brian Henninger,81,0.0,,9
109,T77,T77,J.J. Henry,86,0.0,,3
110,T77,T77,Mark Hensby,71,0.0,,1
111,T77,T77,Tim Herron,97,0.0,,1
112,T77,T77,Gabriel Hjertstedt,76,0.0,,1
113,T77,T77,Glen Hnatiuk,104,0.0,,1
114,T77,T77,John Huston,64,0.0,,3
115,T77,T77,Kevin Johnson,93,0.0,,1
116,T77,T77,Steve Jones,75,0.0,,6
117,T77,T77,Kent Jones,74,0.0,,1
118,T77,T77,Pete Jordan,105,0.0,,2
119,T77,T77,Craig Kanada,80,0.0,,1
120,T77,T77,Jerry Kelly,104,0.0,,3
121,T77,T77,Skip Kendall,111,0.0,,5
122,T77,T77,Cliff Kresge,84,0.0,,2
123,T77,T77,Ian Leggatt,84,0.0,,5
124,T77,T77,Tom Lehman,82,0.0,,3
125,T77,T77,Justin Leonard,106,0.0,,8
126,T77,T77,Andrew Magee,97,0.0,,6
127,T77,T77,Shigeki Maruyama,98,0.0,,6
128,T77,T77,Bob May,86,0.0,,1
129,T77,T77,Blaine McCallister,80,0.0,,1
130,T77,T77,Spike McRoy,95,0.0,,6
131,T77,T77,Rocco Mediate,69,0.0,,2
132,T77,T77,Larry Mize,76,0.0,,5
133,T77,T77,Michael Muehr,94,0.0,,4
134,T77,T77,Frank Nobilo,91,0.0,,6
135,T77,T77,Joe Ogilvie,110,0.0,,2
136,T77,T77,Geoff Ogilvy,60,0.0,,2
137,T77,T77,Steve Pate,89,0.0,,5
138,T77,T77,Carl Paulson,93,0.0,,3
139,T77,T77,Craig Perks,78,0.0,,3
140,T77,T77,Chris Perry,80,0.0,,1
141,T77,T77,Kenny Perry,94,0.0,,5
142,T77,T77,Chris Riley,104,0.0,,4
143,T77,T77,Tom Scherrer,69,0.0,,1
144,T77,T77,Vijay Singh,98,0.0,,12
145,T77,T77,Chris Smith,101,0.0,,3
146,T77,T77,Jerry Smith,95,0.0,,3
147,T77,T77,Mike Sposa,96,0.0,,7
148,T77,T77,Steve Stricker,73,0.0,,3
149,T77,T77,Kevin Sutherland,101,0.0,,3
150,T77,T77,Chris Tidland,83,0.0,,1
151,T77,T77,Tommy Tolles,89,0.0,,1
152,T77,T77,Ted Tryba,110,0.0,,5
153,T77,T77,Scott Verplank,99,0.0,,5
154,T77,T77,Rocky Walcher,59,0.0,,3
155,T77,T77,Duffy Waldorf,77,0.0,,2
156,T77,T77,Kaname Yokoo,81,0.0,,8
