,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
92,93,93,Davis Love III,75,56.12,55,98,-2.00
93,94,94,Mark Calcavecchia,81,55.88,19,34,E
94,95,95,Per-Ulrik Johansson,82,55.81,24,43,-2.00
95,96,96,Jim Furyk,88,55.56,30,54,-2.00
96,T97,T97,Sergio Garcia,64,55.32,26,47,-1.00
97,T97,T97,Grant Waite,78,55.32,26,47,-2.00
98,99,99,Stephen Ames,88,55.17,16,29,+2.00
99,100,100,Paul Azinger,79,55.1,27,49,-3.00
100,T101,T101,David Duval,78,55.0,33,60,-1.00
101,T101,T101,Edward Fryatt,93,55.0,11,20,+1.00
102,103,103,Joe Durant,80,54.9,28,51,E
103,104,104,Bob Estes,91,54.67,41,75,-5.00
104,105,105,Lee Porter,93,54.55,12,22,E
105,106,106,Glen Hnatiuk,104,54.29,19,35,+6.00
106,107,107,José Coceres,60,54.24,32,59,+3.00
107,108,108,Robin Freeman,105,54.17,13,24,E
108,109,109,Frank Nobilo,91,53.85,21,39,E
109,110,110,Gary Nicklaus,96,53.57,15,28,E
110,111,111,Neal Lancaster,107,53.49,23,43,-1.00
111,T112,T112,Bob Burns,92,53.33,24,45,+4.00
112,T112,T112,Jim Carter,103,53.33,32,60,-1.00
113,T112,T112,Fred Couples,68,53.33,16,30,E
114,T115,T115,Andrew Magee,97,53.19,25,47,-1.00
115,T115,T115,Michael Muehr,94,53.19,25,47,-1.00
116,117,117,Joe Ogilvie,110,53.13,17,32,E
117,T118,T118,Brian Gay,114,52.94,18,34,E
118,T118,T118,Jason Gore,82,52.94,9,17,+1.00
119,120,120,Nick Price,74,52.83,28,53,-1.00
120,121,121,Steve Flesch,112,52.46,32,61,-2.00
121,122,122,Doug Barron,62,52.38,11,21,+1.00
122,123,123,John Cook,91,52.17,24,46,-1.00
123,124,124,John Riegger,86,51.79,29,56,+1.00
124,125,125,Rocco Mediate,69,51.61,16,31,E
125,126,126,Paul Goydos,86,51.52,17,33,E
126,T127,T127,Spike McRoy,95,51.28,20,39,+2.00
127,T127,T127,Loren Roberts,84,51.28,20,39,E
128,129,129,Olin Browne,99,51.16,22,43,-1.00
129,130,130,Bernhard Langer,62,51.02,25,49,-1.00
130,T131,T131,Brandel Chamblee,77,50.0,4,8,+1.00
131,T131,T131,Ben Ferguson,76,50.0,4,8,+1.00
132,T131,T131,Tim Herron,97,50.0,1,2,+1.00
133,T131,T131,Jeff Maggert,84,50.0,21,42,-2.00
134,T131,T131,Steve Pate,89,50.0,10,20,-1.00
135,136,136,Shigeki Maruyama,98,48.84,21,43,-3.00
136,137,137,Tom Byrum,85,48.78,20,41,+1.00
137,138,138,Jerry Smith,95,48.57,17,35,E
138,139,139,Steve Elkington,64,48.48,16,33,+1.00
139,T140,T140,Russ Cochran,76,47.83,22,46,-1.00
140,T140,T140,Doug Dunakey,83,47.83,11,23,+1.00
141,T140,T140,Dicky Pride,78,47.83,11,23,E
142,143,143,Marco Dawson,57,47.62,10,21,E
143,T144,T144,Lee Janzen,96,46.67,28,60,-1.00
144,T144,T144,Chris Riley,104,46.67,21,45,E
145,146,146,Kevin Sutherland,101,45.83,22,48,+1.00
146,147,147,Mike Sposa,96,45.61,26,57,-2.00
147,148,148,Carl Paulson,93,45.24,19,42,E
148,149,149,David Frost,87,45.0,18,40,-1.00
149,150,150,Michael Clark II,87,44.74,17,38,+2.00
150,T151,T151,Jeremy Anderson,69,44.44,4,9,E
151,T151,T151,Matt Gogel,83,44.44,12,27,+1.00
152,T151,T151,Chris Tidland,83,44.44,4,9,E
153,T151,T151,Tommy Tolles,89,44.44,4,9,E
154,T155,T155,Jimmy Green,94,44.19,19,43,E
155,T155,T155,Jonathan Kaye,116,44.19,19,43,+1.00
156,157,157,Skip Kendall,111,44.07,26,59,+1.00
157,158,158,Carlos Franco,87,43.75,14,32,-1.00
158,T159,T159,Scott Dunlap,80,43.48,10,23,+1.00
159,T159,T159,Chris Smith,101,43.48,10,23,E
160,T161,T161,Chris Perry,80,42.86,3,7,E
161,T161,T161,Duffy Waldorf,77,42.86,6,14,+1.00
162,163,163,Kaname Yokoo,81,42.22,19,45,-1.00
163,164,164,Tom Scherrer,69,41.38,12,29,+2.00
164,165,165,Brad Elder,111,40.54,15,37,E
165,166,166,Tripp Isenhour,92,40.0,6,15,-1.00
166,167,167,Rory Sabbatini,73,38.81,26,67,+2.00
167,168,168,Craig Parry,68,37.5,6,16,-1.00
168,169,169,Pete Jordan,105,34.29,12,35,+1.00
169,T170,T170,Richie Coughlan,66,33.33,3,9,E
170,T170,T170,Robert Gamez,59,33.33,1,3,E
171,T170,T170,Hunter Haas,78,33.33,3,9,E
172,T170,T170,Mark Hensby,71,33.33,2,6,+1.00
173,T170,T170,Sean Murphy,70,33.33,2,6,E
