,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
94,T92,T92,David Peoples,96,20.0,12.0,60
95,T92,T92,Paul Stankowski,91,20.0,5.0,25
96,97,97,Kenny Perry,94,19.74,15.0,76
97,98,98,Danny Ellis,76,19.61,10.0,51
98,99,99,Ted Tryba,110,19.51,8.0,41
99,T100,T100,Tommy Armour III,93,19.23,10.0,52
100,T100,T100,Blaine McCallister,80,19.23,10.0,52
101,102,102,Greg Kraft,105,19.05,12.0,63
102,103,103,Robert Damron,91,18.92,7.0,37
103,T104,T104,Craig Kanada,80,18.75,3.0,16
104,T104,T104,Bob May,86,18.75,3.0,16
105,T104,T104,Duffy Waldorf,77,18.75,3.0,16
106,T107,T107,Len Mattiace,98,18.52,5.0,27
107,T107,T107,Mike Sposa,96,18.52,10.0,54
108,T109,T109,Mark Calcavecchia,81,18.18,6.0,33
109,T109,T109,Marco Dawson,57,18.18,4.0,22
110,T109,T109,Brad Elder,111,18.18,6.0,33
111,T109,T109,Billy Mayfair,102,18.18,14.0,77
112,T109,T109,Geoff Ogilvy,60,18.18,4.0,22
113,114,114,Briny Baird,106,18.0,9.0,50
114,115,115,Larry Mize,76,17.95,7.0,39
115,116,116,Bob Estes,91,17.91,12.0,67
116,117,117,Michael Muehr,94,17.78,8.0,45
117,118,118,Jay Don Blake,100,17.74,11.0,62
118,119,119,Ian Leggatt,84,17.65,6.0,34
119,120,120,Jimmy Green,94,17.5,7.0,40
120,121,121,Frank Lickliter II,102,17.46,11.0,63
121,122,122,Chris Smith,101,17.39,4.0,23
122,T123,T123,Glen Day,89,17.24,10.0,58
123,T123,T123,Steve Lowery,100,17.24,15.0,87
124,125,125,Scott McCarron,98,17.19,11.0,64
125,126,126,Scott Hoch,84,17.14,6.0,35
126,127,127,Justin Leonard,106,16.9,12.0,71
127,T128,T128,Mark Brooks,88,16.67,5.0,30
128,T128,T128,Paul Gow,79,16.67,2.0,12
129,T128,T128,Tom Scherrer,69,16.67,4.0,24
130,T131,T131,Harrison Frazar,88,16.13,5.0,31
131,T131,T131,Steve Stricker,73,16.13,5.0,31
132,133,133,Pete Jordan,105,15.15,5.0,33
133,134,134,Jeff Sluman,106,14.86,11.0,74
134,T135,T135,Doug Barron,62,14.29,3.0,21
135,T135,T135,Steve Jones,75,14.29,3.0,21
136,T135,T135,Jerry Kelly,104,14.29,3.0,21
137,T135,T135,J.L. Lewis,108,14.29,7.0,49
138,T135,T135,Craig Perks,78,14.29,5.0,35
139,140,140,Esteban Toledo,116,13.89,5.0,36
140,141,141,Fulton Allem,56,13.79,4.0,29
141,142,142,Loren Roberts,84,13.16,5.0,38
142,T143,T143,Brandt Jobe,96,13.04,3.0,23
143,T143,T143,Andrew Magee,97,13.04,6.0,46
144,145,145,Garrett Willis,88,12.9,4.0,31
145,146,146,Scott Verplank,99,12.73,7.0,55
146,T147,T147,Jason Gore,82,12.5,2.0,16
147,T147,T147,Hunter Haas,78,12.5,1.0,8
148,T147,T147,Hal Sutton,96,12.5,6.0,48
149,T147,T147,Tommy Tolles,89,12.5,1.0,8
150,151,151,Scott Simpson,73,12.0,3.0,25
151,152,152,Edward Fryatt,93,11.76,2.0,17
152,153,153,Jay Williamson,92,11.43,4.0,35
153,T154,T154,Billy Andrade,82,10.53,2.0,19
154,T154,T154,Doug Dunakey,83,10.53,2.0,19
155,T156,T156,Stephen Ames,88,10.34,3.0,29
156,T156,T156,David Morland IV,88,10.34,3.0,29
157,158,158,Cliff Kresge,84,10.0,1.0,10
158,159,159,Gabriel Hjertstedt,76,9.52,2.0,21
159,160,160,Keith Clearwater,62,9.09,1.0,11
160,161,161,Tom Pernice Jr.,106,8.89,4.0,45
161,162,162,J.J. Henry,86,7.14,3.0,42
162,T163,T163,K.J. Choi,95,6.67,1.0,15
163,T163,T163,Andrew McLardy,75,6.67,1.0,15
164,165,165,Brad Faxon,95,6.45,4.0,62
165,166,166,Corey Pavin,72,6.25,1.0,16
166,167,167,John Huston,64,5.56,1.0,18
167,T168,T168,Rich Beem,91,0.0,,3
168,T168,T168,Brandel Chamblee,77,0.0,,8
169,T168,T168,Jim McGovern,66,0.0,,4
170,T168,T168,Dennis Paulson,75,0.0,,3
171,T168,T168,Chris Perry,80,0.0,,8
172,T168,T168,Rocky Walcher,59,0.0,,19
173,T168,T168,Mark Wiebe,62,0.0,,3
