,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
88,T88,T88,Bob Tway,109,+.111
89,90,90,Grant Waite,78,+.125
90,91,91,Lee Janzen,96,+.143
91,T92,T92,Brad Elder,111,+.167
92,T92,T92,John Riegger,86,+.167
93,T92,T92,Loren Roberts,84,+.167
94,T92,T92,Vijay Singh,98,+.167
95,T96,T96,Ernie Els,70,+.200
96,T96,T96,Ian Leggatt,84,+.200
97,T96,T96,Kenny Perry,94,+.200
98,T96,T96,Jay Williamson,92,+.200
99,100,100,Steve Lowery,100,+.222
100,T101,T101,Jay Don Blake,100,+.250
101,T101,T101,Justin Leonard,106,+.250
102,T101,T101,Tom Pernice Jr.,106,+.250
103,T104,T104,Mark O'Meara,69,+.286
104,T104,T104,Mike Sposa,96,+.286
105,T106,T106,Mark Calcavecchia,81,+.333
106,T106,T106,Jim Carter,103,+.333
107,T106,T106,Edward Fryatt,93,+.333
108,T106,T106,Brian Gay,114,+.333
109,T106,T106,Jerry Kelly,104,+.333
110,T106,T106,Andrew Magee,97,+.333
111,T106,T106,Len Mattiace,98,+.333
112,T106,T106,Carl Paulson,93,+.333
113,T106,T106,Jeff Sluman,106,+.333
114,T106,T106,Chris Smith,101,+.333
115,T106,T106,Rocky Walcher,59,+.333
116,117,117,Brad Faxon,95,+.364
117,118,118,Paul Goydos,86,+.375
118,T119,T119,Briny Baird,106,+.400
119,T119,T119,Cameron Beckman,103,+.400
120,T119,T119,Fred Couples,68,+.400
121,T119,T119,Steve Flesch,112,+.400
122,T119,T119,Sergio Garcia,64,+.400
123,T119,T119,Skip Kendall,111,+.400
124,T119,T119,Steve Pate,89,+.400
125,126,126,José Coceres,60,+.429
126,127,127,Brian Henninger,81,+.444
127,T128,T128,Doug Dunakey,83,+.500
128,T128,T128,Pete Jordan,105,+.500
129,T128,T128,Shigeki Maruyama,98,+.500
130,T128,T128,Scott McCarron,98,+.500
131,T128,T128,Spike McRoy,95,+.500
132,T128,T128,Rocco Mediate,69,+.500
133,T128,T128,David Morland IV,88,+.500
134,T128,T128,Joe Ogilvie,110,+.500
135,T128,T128,Paul Stankowski,91,+.500
136,T128,T128,Duffy Waldorf,77,+.500
137,T128,T128,Kaname Yokoo,81,+.500
138,139,139,Ted Tryba,110,+.600
139,140,140,Jimmy Green,94,+.625
140,T141,T141,John Cook,91,+.750
141,T141,T141,Michael Muehr,94,+.750
142,T143,T143,Steve Allan,88,+1.000
143,T143,T143,Tom Byrum,85,+1.000
144,T143,T143,Brandel Chamblee,77,+1.000
145,T143,T143,Joe Durant,80,+1.000
146,T143,T143,Jason Gore,82,+1.000
147,T143,T143,J.J. Henry,86,+1.000
148,T143,T143,Mark Hensby,71,+1.000
149,T143,T143,Tim Herron,97,+1.000
150,T143,T143,Glen Hnatiuk,104,+1.000
151,T143,T143,Craig Kanada,80,+1.000
152,T143,T143,Chris Perry,80,+1.000
153,T143,T143,Tom Scherrer,69,+1.000
154,T143,T143,Steve Stricker,73,+1.000
155,T143,T143,Tommy Tolles,89,+1.000
156,157,157,John Daly,84,+1.500
