,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
62,T62,T62,Steve Elkington,64,-.214
63,64,64,Rory Sabbatini,73,-.212
64,T65,T65,Brent Geiberger,84,-.211
65,T65,T65,Skip Kendall,111,-.211
66,67,67,Steve Flesch,112,-.209
67,68,68,Ted Tryba,110,-.208
68,69,69,Jim Furyk,88,-.207
69,70,70,Justin Leonard,106,-.205
70,71,71,Stewart Cink,102,-.204
71,T72,T72,Steve Allan,88,-.200
72,T72,T72,Mark Brooks,88,-.200
73,T72,T72,Scott Dunlap,80,-.200
74,T72,T72,Sergio Garcia,64,-.200
75,T72,T72,Charles Howell III,89,-.200
76,T72,T72,Craig Kanada,80,-.200
77,T72,T72,Spike McRoy,95,-.200
78,T72,T72,Joe Ogilvie,110,-.200
79,T72,T72,Jesper Parnevik,91,-.200
80,T72,T72,Steve Stricker,73,-.200
81,T72,T72,Kirk Triplett,88,-.200
82,83,83,Greg Kraft,105,-.196
83,T84,T84,Chris DiMarco,108,-.192
84,T84,T84,Mark O'Meara,69,-.192
85,86,86,Frank Nobilo,91,-.190
86,87,87,José Coceres,60,-.189
87,88,88,Brian Wilson,88,-.188
88,T89,T89,Jason Gore,82,-.182
89,T89,T89,Jerry Kelly,104,-.182
90,T89,T89,Blaine McCallister,80,-.182
91,92,92,Briny Baird,106,-.176
92,T93,T93,Woody Austin,99,-.174
93,T93,T93,Tom Byrum,85,-.174
94,T93,T93,Scott Hoch,84,-.174
95,T93,T93,Ian Leggatt,84,-.174
96,T93,T93,Chris Riley,104,-.174
97,98,98,Mike Sposa,96,-.171
98,99,99,Kenny Perry,94,-.170
99,T100,T100,Doug Barron,62,-.167
100,T100,T100,Ben Ferguson,76,-.167
101,T100,T100,Fred Funk,118,-.167
102,T100,T100,Chris Tidland,83,-.167
103,T100,T100,Esteban Toledo,116,-.167
104,105,105,Shaun Micheel,103,-.156
105,T106,T106,Stuart Appleby,105,-.154
106,T106,T106,Neal Lancaster,107,-.154
107,T106,T106,Scott Verplank,99,-.154
108,109,109,Joe Durant,80,-.152
109,110,110,Jay Williamson,92,-.150
110,T111,T111,Kelly Grunewald,66,-.143
111,T111,T111,Steve Lowery,100,-.143
112,T111,T111,Andrew Magee,97,-.143
113,T114,T114,Bob Estes,91,-.140
114,T114,T114,Scott McCarron,98,-.140
115,116,116,Glen Day,89,-.139
116,T117,T117,Ernie Els,70,-.136
117,T117,T117,David Peoples,96,-.136
118,119,119,Jeff Hart,87,-.130
119,120,120,Tiger Woods,76,-.129
120,T121,T121,"David Berganio, Jr.",76,-.125
121,T121,T121,K.J. Choi,95,-.125
122,T121,T121,Robert Damron,91,-.125
123,T121,T121,Kent Jones,74,-.125
124,125,125,Larry Mize,76,-.120
125,126,126,Mark Calcavecchia,81,-.118
126,127,127,Michael Muehr,94,-.115
127,T128,T128,Stephen Ames,88,-.111
128,T128,T128,Brad Elder,111,-.111
129,130,130,Jeff Sluman,106,-.106
130,131,131,Jay Don Blake,100,-.103
131,132,132,Loren Roberts,84,-.100
132,133,133,Glen Hnatiuk,104,-.095
133,134,134,Mike Weir,86,-.094
134,135,135,Billy Mayfair,102,-.093
135,T136,T136,Danny Ellis,76,-.091
136,T136,T136,Paul Stankowski,91,-.091
137,T138,T138,Geoff Ogilvy,60,-.083
138,T138,T138,Chris Smith,101,-.083
139,140,140,Frank Lickliter II,102,-.075
140,T141,T141,Bob Burns,92,-.071
141,T141,T141,Tom Scherrer,69,-.071
142,143,143,J.L. Lewis,108,-.065
143,144,144,Garrett Willis,88,-.053
144,145,145,Craig Perks,78,-.050
145,146,146,Hal Sutton,96,-.032
146,T147,T147,Rich Beem,91,E
147,T147,T147,Richie Coughlan,66,E
148,T147,T147,Doug Dunakey,83,E
149,T147,T147,Edward Fryatt,93,E
150,T147,T147,J.J. Henry,86,E
151,T147,T147,Gabriel Hjertstedt,76,E
152,T147,T147,John Huston,64,E
153,T147,T147,Andrew McLardy,75,E
154,T147,T147,Dennis Paulson,75,E
155,T147,T147,Corey Pavin,72,E
156,T147,T147,Tom Pernice Jr.,106,E
157,T147,T147,Chris Perry,80,E
158,T147,T147,Rocky Walcher,59,E
159,T147,T147,Mark Wiebe,62,E
160,161,161,Brad Faxon,95,+.031
161,162,162,Pete Jordan,105,+.043
162,T163,T163,Fulton Allem,56,+.063
163,T163,T163,Gary Nicklaus,96,+.063
164,T163,T163,Scott Simpson,73,+.063
165,T166,T166,Billy Andrade,82,+.071
166,T166,T166,Brandt Jobe,96,+.071
167,168,168,Harrison Frazar,88,+.077
168,169,169,Paul Gow,79,+.111
169,170,170,Keith Clearwater,62,+.143
170,171,171,David Morland IV,88,+.182
171,172,172,Brandel Chamblee,77,+.250
172,173,173,Jim McGovern,66,+.500
173,174,174,Hunter Haas,78,+.800
