,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
52,T46,T46,Bob Tway,109,6.0,8417.0,39
53,T54,T54,John Daly,84,6.1,3739.0,17
54,T54,T54,Chris DiMarco,108,6.1,12426.0,57
55,T56,T56,Bob Estes,91,6.2,10723.0,48
56,T56,T56,David Toms,100,6.2,7553.0,34
57,T58,T58,Michael Clark II,87,6.3,5190.0,23
58,T58,T58,Scott Dunlap,80,6.3,3165.0,14
59,T58,T58,Sergio Garcia,64,6.3,5247.0,23
60,T58,T58,Lee Janzen,96,6.3,8599.0,38
61,T58,T58,Kevin Johnson,93,6.3,1368.0,6
62,T58,T58,Jonathan Kaye,116,6.3,5650.0,25
63,T58,T58,Ian Leggatt,84,6.3,5407.0,24
64,T58,T58,Shigeki Maruyama,98,6.3,5664.0,25
65,T58,T58,Dicky Pride,78,6.3,4101.0,18
66,T58,T58,Jay Williamson,92,6.3,5873.0,26
67,T68,T68,Stephen Ames,88,6.4,5071.0,22
68,T68,T68,Paul Azinger,79,6.4,8520.0,37
69,T68,T68,Danny Ellis,76,6.4,8525.0,37
70,T68,T68,Bill Glasson,69,6.4,4853.0,21
71,T68,T68,J.J. Henry,86,6.4,6960.0,30
72,T73,T73,Tommy Armour III,93,6.5,8628.0,37
73,T73,T73,"David Berganio, Jr.",76,6.5,5609.0,24
74,T73,T73,Jimmy Green,94,6.5,5140.0,22
75,T73,T73,John Riegger,86,6.5,7051.0,30
76,T73,T73,Mike Weir,86,6.5,7437.0,32
77,T78,T78,Joel Edwards,99,6.6,8525.0,36
78,T78,T78,Kelly Grunewald,66,6.6,1656.0,7
79,T78,T78,Scott Hoch,84,6.6,5974.0,25
80,T78,T78,Skip Kendall,111,6.6,9704.0,41
81,T78,T78,Davis Love III,75,6.6,13486.0,57
82,T83,T83,José Coceres,60,6.7,9179.0,38
83,T83,T83,Glen Day,89,6.7,10829.0,45
84,T83,T83,Joe Durant,80,6.7,7216.0,30
85,T83,T83,Brian Henninger,81,6.7,8990.0,37
86,T83,T83,Scott Simpson,73,6.7,4371.0,18
87,T83,T83,Tommy Tolles,89,6.7,1204.0,5
88,T83,T83,Kirk Triplett,88,6.7,3858.0,16
89,T90,T90,Steve Allan,88,6.8,1464.0,6
90,T90,T90,Richie Coughlan,66,6.8,978.0,4
91,T90,T90,Edward Fryatt,93,6.8,3163.0,13
92,T90,T90,Glen Hnatiuk,104,6.8,4148.0,17
93,T90,T90,Justin Leonard,106,6.8,12515.0,51
94,T90,T90,Vijay Singh,98,6.8,13002.0,53
95,T96,T96,Fulton Allem,56,6.9,4236.0,17
96,T96,T96,Fred Funk,118,6.9,8471.0,34
97,T96,T96,Hunter Haas,78,6.9,1483.0,6
98,T96,T96,Chris Riley,104,6.9,6733.0,27
99,T96,T96,Scott Verplank,99,6.9,11637.0,47
100,T101,T101,Bob Burns,92,7.0,6066.0,24
101,T101,T101,Brad Faxon,95,7.0,11584.0,46
102,T101,T101,Charles Howell III,89,7.0,11762.0,47
103,T101,T101,Andrew Magee,97,7.0,8512.0,34
104,T101,T101,Gary Nicklaus,96,7.0,3267.0,13
105,T101,T101,Craig Perks,78,7.0,6565.0,26
106,T101,T101,Tiger Woods,76,7.0,7864.0,31
107,T108,T108,Stuart Appleby,105,7.1,10423.0,41
108,T108,T108,Stewart Cink,102,7.1,15381.0,60
109,T108,T108,Steve Flesch,112,7.1,9917.0,39
110,T108,T108,David Frost,87,7.1,6416.0,25
111,T108,T108,Rocco Mediate,69,7.1,5621.0,22
112,T108,T108,Shaun Micheel,103,7.1,8897.0,35
113,T108,T108,David Morland IV,88,7.1,4881.0,19
114,T108,T108,David Peoples,96,7.1,10919.0,43
115,T108,T108,Tom Pernice Jr.,106,7.1,8663.0,34
116,T108,T108,Chris Tidland,83,7.1,1536.0,6
117,T108,T108,Garrett Willis,88,7.1,5888.0,23
118,T119,T119,Woody Austin,99,7.2,5201.0,20
119,T119,T119,John Cook,91,7.2,7554.0,29
120,T119,T119,Ernie Els,70,7.2,7502.0,29
121,T119,T119,Tripp Isenhour,92,7.2,1298.0,5
122,T119,T119,Neal Lancaster,107,7.2,6737.0,26
123,T119,T119,Spike McRoy,95,7.2,5701.0,22
124,T119,T119,Jeff Sluman,106,7.2,12945.0,50
125,T119,T119,Paul Stankowski,91,7.2,3370.0,13
126,T119,T119,Steve Stricker,73,7.2,5730.0,22
127,T119,T119,Hal Sutton,96,7.2,8541.0,33
128,T129,T129,Michael Muehr,94,7.3,7629.0,29
129,T129,T129,Jerry Smith,95,7.3,5799.0,22
130,T129,T129,Kevin Sutherland,101,7.3,7103.0,27
131,T132,T132,Robert Allenby,108,7.4,9891.0,37
132,T132,T132,Robin Freeman,105,7.4,3193.0,12
133,T134,T134,Mark Calcavecchia,81,7.5,5906.0,22
134,T134,T134,Mathew Goggin,96,7.5,9222.0,34
135,T134,T134,Jeff Hart,87,7.5,5669.0,21
136,T134,T134,Steve Jones,75,7.5,4865.0,18
137,T134,T134,Greg Kraft,105,7.5,12475.0,46
138,T134,T134,Billy Mayfair,102,7.5,13295.0,49
139,T134,T134,Joe Ogilvie,110,7.5,4888.0,18
140,T134,T134,Jesper Parnevik,91,7.5,11810.0,44
141,T134,T134,Esteban Toledo,116,7.5,7557.0,28
142,T134,T134,Mark Wiebe,62,7.5,810.0,3
143,T144,T144,Bernhard Langer,62,7.6,7358.0,27
144,T144,T144,Len Mattiace,98,7.6,4356.0,16
145,T144,T144,Andrew McLardy,75,7.6,2996.0,11
146,T147,T147,Briny Baird,106,7.7,9671.0,35
147,T147,T147,K.J. Choi,95,7.7,3599.0,13
148,T147,T147,Jim Furyk,88,7.7,8086.0,29
149,T147,T147,Scott McCarron,98,7.7,12431.0,45
150,T151,T151,Jason Gore,82,7.8,3075.0,11
151,T151,T151,Geoff Ogilvy,60,7.8,4495.0,16
152,T151,T151,Lee Porter,93,7.8,4198.0,15
153,T154,T154,Billy Andrade,82,8.0,3445.0,12
154,T154,T154,Matt Gogel,83,8.0,4300.0,15
155,T154,T154,Brandt Jobe,96,8.0,4625.0,16
156,T154,T154,Frank Lickliter II,102,8.0,11214.0,39
157,T154,T154,Jim McGovern,66,8.0,575.0,2
158,T154,T154,Ted Tryba,110,8.0,8029.0,28
159,160,160,Bradley Hughes,96,8.1,7326.0,25
160,T161,T161,Keith Clearwater,62,8.3,2091.0,7
161,T161,T161,Bob May,86,8.3,3885.0,13
162,T163,T163,Cameron Beckman,103,8.4,9029.0,30
163,T163,T163,Tom Lehman,82,8.4,11162.0,37
164,165,165,Marco Dawson,57,8.5,4265.0,14
165,166,166,Brian Wilson,88,8.7,6594.0,21
166,167,167,Kent Jones,74,8.8,1906.0,6
167,168,168,Brent Geiberger,84,8.9,8004.0,25
168,169,169,Greg Chalmers,92,9.0,1619.0,5
169,170,170,Paul Gow,79,9.2,2306.0,7
170,171,171,John Huston,64,9.8,5622.0,16
171,172,172,Mark Hensby,71,9.9,357.0,1
172,173,173,Rich Beem,91,10.0,1081.0,3
173,174,174,Jeremy Anderson,69,11.2,1614.0,4
