,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
36,37,37,Dudley Hart,80,69.01,882,1278,-0.29
37,38,38,Bob May,86,68.95,968,1404,-0.26
38,39,39,Jay Haas,75,68.9,893,1296,-0.28
39,40,40,Brandt Jobe,96,68.85,1165,1692,-0.27
40,41,41,David Duval,78,68.84,855,1242,-0.31
41,42,42,Cameron Beckman,103,68.8,1226,1782,-0.3
42,43,43,Bradley Hughes,96,68.62,1161,1692,-0.22
43,44,44,John Riegger,86,68.58,1037,1512,-0.26
44,45,45,Bob Estes,91,68.45,1035,1512,-0.3
45,46,46,Bernhard Langer,62,68.42,702,1026,-0.29
46,47,47,Chris Perry,80,68.4,948,1386,-0.27
47,48,48,Frank Lickliter II,102,68.37,1206,1764,-0.3
48,49,49,Olin Browne,99,68.34,1181,1728,-0.28
49,50,50,Fred Funk,118,68.23,1437,2106,-0.25
50,51,51,Steve Lowery,100,68.17,1178,1728,-0.28
51,52,52,Per-Ulrik Johansson,82,68.13,981,1440,-0.24
52,53,53,Duffy Waldorf,77,68.06,833,1224,-0.25
53,54,54,Neal Lancaster,107,68.04,1286,1890,-0.24
54,55,55,Sergio Garcia,64,67.96,685,1008,-0.31
55,56,56,Jeff Hart,87,67.91,1039,1530,-0.21
56,57,57,Steve Flesch,112,67.88,1283,1890,-0.29
57,T58,T58,Russ Cochran,76,67.73,890,1314,-0.3
58,T58,T58,Frank Nobilo,91,67.73,1085,1602,-0.24
59,60,60,Mike Weir,86,67.72,1024,1512,-0.29
60,61,61,José Coceres,60,67.68,670,990,-0.25
61,62,62,Lee Janzen,96,67.57,1119,1656,-0.27
62,63,63,Mark Calcavecchia,81,67.56,912,1350,-0.32
63,64,64,Craig Parry,68,67.55,766,1134,-0.27
64,65,65,Bob Burns,92,67.54,1082,1602,-0.25
65,66,66,Bill Glasson,69,67.52,790,1170,-0.21
66,67,67,Jeff Maggert,84,67.48,996,1476,-0.28
67,68,68,Nick Price,74,67.46,850,1260,-0.27
68,69,69,Brent Schwarzrock,63,67.37,764,1134,-0.25
69,70,70,John Daly,84,67.29,969,1440,-0.32
70,71,71,Craig Barlow,74,67.21,871,1296,-0.25
71,72,72,Marco Dawson,57,67.15,689,1026,-0.26
72,73,73,"David Berganio, Jr.",76,67.12,882,1314,-0.27
73,74,74,Jonathan Kaye,116,67.06,1352,2016,-0.28
74,75,75,Scott Hoch,84,67.01,989,1476,-0.3
75,76,76,Joey Sindelar,69,67.0,796,1188,-0.27
76,77,77,Skip Kendall,111,66.98,1302,1944,-0.29
77,78,78,Brent Geiberger,84,66.95,952,1422,-0.27
78,79,79,Ian Leggatt,84,66.93,1012,1512,-0.25
79,80,80,Brian Gay,114,66.92,1325,1980,-0.3
80,81,81,Justin Leonard,106,66.9,1168,1746,-0.28
81,82,82,Jesper Parnevik,91,66.86,1047,1566,-0.28
82,83,83,Dan Forsman,81,66.81,938,1404,-0.23
83,84,84,José María Olazábal,51,66.8,517,774,-0.27
84,85,85,Paul Stankowski,91,66.6,1055,1584,-0.28
85,86,86,Brett Quigley,67,66.58,755,1134,-0.29
86,87,87,Harrison Frazar,88,66.53,1006,1512,-0.27
87,88,88,Spike McRoy,95,66.48,1089,1638,-0.26
88,89,89,Robin Freeman,105,66.4,1231,1854,-0.24
89,90,90,Mark O'Meara,69,66.39,729,1098,-0.23
90,91,91,Grant Waite,78,66.37,908,1368,-0.26
91,T92,T92,Jeff Brehaut,80,66.31,919,1386,-0.24
92,T92,T92,Mike Sposa,96,66.31,1110,1674,-0.27
93,94,94,Greg Kraft,105,66.29,1217,1836,-0.25
94,95,95,Rory Sabbatini,73,66.24,775,1170,-0.28
95,96,96,Michael Muehr,94,66.18,1096,1656,-0.27
96,97,97,Carl Paulson,93,66.12,1083,1638,-0.23
97,98,98,Michael Clark II,87,66.08,1011,1530,-0.24
98,99,99,Ernie Els,70,66.07,666,1008,-0.27
99,100,100,Tom Byrum,85,65.95,1009,1530,-0.26
100,101,101,K.J. Choi,95,65.88,1091,1656,-0.27
101,102,102,Steve Jones,75,65.86,818,1242,-0.25
102,103,103,Greg Chalmers,92,65.79,1054,1602,-0.28
103,104,104,Woody Austin,99,65.73,1124,1710,-0.25
104,105,105,Mathew Goggin,96,65.71,1100,1674,-0.26
105,106,106,Brian Watts,56,65.67,662,1008,-0.28
106,107,107,Shigeki Maruyama,98,65.64,1087,1656,-0.29
107,108,108,Tommy Tolles,89,65.63,1016,1548,-0.27
108,109,109,Jay Williamson,92,65.62,1063,1620,-0.26
109,110,110,Edward Fryatt,93,65.61,1051,1602,-0.28
110,111,111,Carlos Franco,87,65.6,980,1494,-0.28
111,112,112,J.P. Hayes,76,65.59,850,1296,-0.26
112,113,113,Matt Gogel,83,65.58,909,1386,-0.28
113,T114,T114,Jay Don Blake,100,65.57,1133,1728,-0.28
114,T114,T114,Ted Tryba,110,65.57,1251,1908,-0.24
115,116,116,Loren Roberts,84,65.56,944,1440,-0.26
116,117,117,Brad Faxon,95,65.53,979,1494,-0.3
117,118,118,Jim McGovern,66,65.52,743,1134,-0.27
118,119,119,Jim Carter,103,65.51,1191,1818,-0.27
119,T120,T120,Scott Dunlap,80,65.47,931,1422,-0.25
120,T120,T120,Kent Jones,74,65.47,872,1332,-0.21
121,122,122,Ronnie Black,51,65.36,600,918,-0.23
122,123,123,Esteban Toledo,116,65.3,1340,2052,-0.25
123,124,124,Rich Beem,91,65.29,1046,1602,-0.27
124,125,125,Andrew McLardy,75,65.26,881,1350,-0.26
125,126,126,Garrett Willis,88,65.25,1010,1548,-0.26
126,127,127,Kaname Yokoo,81,65.23,951,1458,-0.27
127,128,128,Shaun Micheel,103,65.22,1174,1800,-0.24
128,129,129,Ben Bates,53,65.2,622,954,-0.22
129,130,130,Mark Wiebe,62,65.19,704,1080,-0.25
130,131,131,Robert Gamez,59,65.16,692,1062,-0.24
131,132,132,Glen Day,89,65.15,985,1512,-0.29
132,133,133,Blaine McCallister,80,65.14,938,1440,-0.27
133,134,134,Chris Riley,104,65.11,1172,1800,-0.28
134,135,135,Pete Jordan,105,65.1,1207,1854,-0.23
135,136,136,Robert Damron,91,65.08,1066,1638,-0.23
136,T137,T137,J.L. Lewis,108,64.99,1240,1908,-0.25
137,T137,T137,Craig Perks,78,64.99,889,1368,-0.27
138,139,139,Jeremy Anderson,69,64.98,807,1242,-0.22
139,T140,T140,Paul Gow,79,64.89,876,1350,-0.25
140,T140,T140,Dennis Paulson,75,64.89,841,1296,-0.27
141,142,142,Cliff Kresge,84,64.84,957,1476,-0.24
142,143,143,Stuart Appleby,105,64.83,1097,1692,-0.31
143,144,144,Steve Elkington,64,64.69,687,1062,-0.27
144,145,145,Billy Andrade,82,64.67,873,1350,-0.28
145,146,146,Steve Pate,89,64.66,1001,1548,-0.26
146,T147,T147,Tommy Armour III,93,64.65,1059,1638,-0.27
147,T147,T147,Chris Tidland,83,64.65,931,1440,-0.23
148,149,149,Lee Porter,93,64.63,1047,1620,-0.25
149,150,150,Larry Mize,76,64.56,860,1332,-0.23
150,151,151,Scott Simpson,73,64.54,848,1314,-0.28
151,T152,T152,Kevin Johnson,93,64.53,1057,1638,-0.25
152,T152,T152,Brian Wilson,88,64.53,999,1548,-0.24
153,154,154,Jean Van de Velde,52,64.47,499,774,-0.22
154,155,155,Geoff Ogilvy,60,64.46,673,1044,-0.28
155,156,156,Doug Barron,62,64.07,715,1116,-0.23
156,157,157,Tom Pernice Jr.,106,64.05,1176,1836,-0.29
157,158,158,Richie Coughlan,66,63.97,760,1188,-0.24
158,159,159,Brandel Chamblee,77,63.93,840,1314,-0.24
159,160,160,Jerry Smith,95,63.92,1093,1710,-0.27
160,T161,T161,Fulton Allem,56,63.89,644,1008,-0.25
161,T161,T161,Paul Goydos,86,63.89,966,1512,-0.24
162,T163,T163,Mark Brooks,88,63.82,988,1548,-0.22
163,T163,T163,Jason Gore,82,63.82,919,1440,-0.29
164,165,165,Andrew Magee,97,63.77,1079,1692,-0.27
165,166,166,Mark Hensby,71,63.62,813,1278,-0.23
166,167,167,Brian Henninger,81,63.57,904,1422,-0.25
167,168,168,Len Mattiace,98,63.54,1098,1728,-0.26
168,169,169,Brad Elder,111,63.46,1245,1962,-0.27
169,170,170,Danny Ellis,76,63.45,868,1368,-0.26
170,171,171,Jimmy Green,94,63.29,1048,1656,-0.23
171,T172,T172,Gabriel Hjertstedt,76,63.23,865,1368,-0.26
172,T172,T172,Tripp Isenhour,92,63.23,1013,1602,-0.28
173,174,174,Dicky Pride,78,62.82,882,1404,-0.24
174,175,175,Steve Stricker,73,62.75,689,1098,-0.31
175,176,176,Tom Scherrer,69,62.54,743,1188,-0.23
176,177,177,Willie Wood,52,62.5,585,936,-0.27
177,178,178,Gary Nicklaus,96,62.41,1056,1692,-0.24
178,179,179,David Morland IV,88,62.34,965,1548,-0.29
179,180,180,David Frost,87,62.29,953,1530,-0.31
180,181,181,Ben Ferguson,76,62.24,829,1332,-0.21
181,182,182,Keith Clearwater,62,62.19,694,1116,-0.21
182,183,183,Corey Pavin,72,62.17,761,1224,-0.27
183,184,184,Doug Dunakey,83,62.14,906,1458,-0.23
184,185,185,Joe Ogilvie,110,62.07,1162,1872,-0.29
185,186,186,Kelly Grunewald,66,61.78,734,1188,-0.24
186,187,187,"Dave Stockton, Jr.",61,61.29,673,1098,-0.23
187,188,188,Franklin Langham,63,61.2,661,1080,-0.22
188,189,189,Steve Allan,88,60.66,939,1548,-0.24
189,190,190,Craig Kanada,80,60.33,847,1404,-0.29
190,191,191,Hunter Haas,78,60.31,825,1368,-0.28
191,192,192,Sean Murphy,70,60.08,757,1260,-0.21
192,193,193,Jeff Julian,55,57.78,572,990,-0.22
193,194,194,Rocky Walcher,59,57.34,609,1062,-0.24
