,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
180,181,181,Cameron Percy,25,2.62,"$620,262","$23,661,593"
181,T182,T182,Jarrod Lyle,18,2.59,"$422,760","$16,308,000"
182,T182,T182,Colm Moriarty,1,2.59,"$33,791","$1,305,593"
183,T184,T184,Woody Austin,29,2.56,"$727,351","$28,440,000"
184,T184,T184,Richard Johnson,27,2.56,"$678,514","$26,487,593"
185,T184,T184,Michael Jonzon,1,2.56,"$35,875","$1,400,000"
186,187,187,Will MacKenzie,23,2.55,"$557,504","$21,888,000"
187,188,188,Michael Putnam,1,2.5,"$23,850","$954,000"
188,T189,T189,Gonzalo Fernandez-Castaño,3,2.46,"$99,633","$4,055,593"
189,T189,T189,Mike Weir,19,2.46,"$559,092","$22,731,593"
190,191,191,Troy Matteson,28,2.45,"$736,059","$30,078,000"
191,192,192,Scott Piercy,28,2.42,"$676,431","$27,972,000"
192,193,193,Kent Jones,9,2.41,"$188,746","$7,830,000"
193,194,194,John Mallinger,29,2.39,"$684,686","$28,638,000"
194,195,195,Jeev Milkha Singh,19,2.36,"$420,245","$17,780,000"
195,196,196,Katsumasa Miyamoto,2,2.35,"$63,500","$2,705,593"
196,197,197,Nathan Green,27,2.32,"$636,179","$27,382,000"
197,198,198,George McNeill,28,2.31,"$664,854","$28,809,593"
198,199,199,Lee Janzen,26,2.29,"$603,195","$26,334,000"
199,T200,T200,Scott McCarron,29,2.25,"$642,542","$28,512,000"
200,T200,T200,Alex Noren,3,2.25,"$92,250","$4,105,593"
201,202,202,Steve Allan,2,2.22,"$42,000","$1,890,000"
202,T203,T203,Craig Barlow,10,2.18,"$184,621","$8,478,000"
203,T203,T203,Kevin Chappell,2,2.18,"$44,000","$2,016,000"
204,T205,T205,Rob Grube,1,2.17,"$19,890","$918,000"
205,T205,T205,Adam Hadwin,1,2.17,"$19,890","$918,000"
206,T205,T205,Brock Mackenzie,1,2.17,"$19,890","$918,000"
207,208,208,Jeff Quinney,29,2.15,"$605,865","$28,134,000"
208,209,209,John Merrick,31,2.13,"$658,815","$30,996,000"
209,210,210,Simon Khan,4,2.11,"$114,021","$5,405,593"
210,211,211,Joe Ogilvie,32,2.1,"$641,796","$30,528,000"
211,T212,T212,Trevor Immelman,19,2.06,"$422,171","$20,475,593"
212,T212,T212,Michael Letzig,27,2.06,"$563,728","$27,414,000"
213,T212,T212,Brian Stuard,28,2.06,"$536,497","$26,082,000"
214,215,215,Mark Hensby,12,2.05,"$228,384","$11,124,000"
215,T216,T216,Seungsu Han,1,2.0,"$10,812","$540,000"
216,T216,T216,Santiago Luna,1,2.0,"$12,960","$648,000"
217,218,218,Grégory Bourdy,2,1.98,"$54,475","$2,750,000"
218,219,219,Nicholas Thompson,29,1.92,"$546,475","$28,512,000"
219,T220,T220,James Driscoll,26,1.91,"$500,624","$26,172,000"
220,T220,T220,Anders Hansen,6,1.91,"$151,000","$7,885,593"
221,222,222,Yuta Ikeda,11,1.9,"$263,713","$13,893,593"
222,223,223,Skip Kendall,18,1.87,"$304,439","$16,308,000"
223,224,224,Jay Williamson,24,1.82,"$404,497","$22,194,000"
224,225,225,James Nitties,30,1.81,"$525,033","$28,962,000"
225,226,226,Soren Hansen,7,1.79,"$170,750","$9,555,593"
226,227,227,Chris DiMarco,25,1.78,"$409,205","$22,932,000"
227,228,228,Steve Flesch,25,1.77,"$440,374","$24,912,000"
228,T229,T229,Jason Allred,1,1.73,"$23,385","$1,350,000"
229,T229,T229,Rafa Cabrera Bello,1,1.73,"$23,385","$1,350,000"
230,T229,T229,Jim Herman,1,1.73,"$23,385","$1,350,000"
231,T229,T229,Brett Quigley,29,1.73,"$497,296","$28,746,000"
232,233,233,Tim Herron,24,1.71,"$391,502","$22,950,000"
233,234,234,Mathew Goggin,28,1.69,"$483,537","$28,539,593"
234,235,235,Darren Clarke,2,1.63,"$43,275","$2,655,593"
235,T236,T236,Ross Fisher,10,1.62,"$217,796","$13,407,593"
236,T236,T236,Garth Mulroy,19,1.62,"$287,117","$17,730,000"
237,T236,T236,Steve Wheatcroft,27,1.62,"$408,595","$25,272,000"
238,239,239,Danny Wax,1,1.61,"$14,450","$900,000"
239,240,240,Mathias Grönberg,22,1.6,"$322,130","$20,106,000"
240,T241,T241,Shane Bertsch,4,1.55,"$57,107","$3,690,000"
241,T241,T241,Roger Tambellini,26,1.55,"$370,735","$23,904,000"
242,243,243,Michael Bradley,24,1.53,"$360,844","$23,638,000"
243,244,244,Cameron Tringale,22,1.52,"$302,618","$19,872,000"
244,245,245,Robert Gamez,8,1.51,"$101,700","$6,714,000"
245,T246,T246,Daniel Barbetti,1,1.5,"$9,481","$630,000"
246,T246,T246,Peter Gustafsson,1,1.5,"$9,481","$630,000"
247,T246,T246,Kyle Stanley,3,1.5,"$43,090","$2,880,000"
248,249,249,Benjamin Fox,3,1.48,"$33,540","$2,268,000"
249,T250,T250,Danny Chia,1,1.46,"$19,046","$1,305,593"
250,T250,T250,Zane Scotland,1,1.46,"$19,046","$1,305,593"
251,252,252,K.T. Kim,2,1.43,"$38,102","$2,655,593"
252,253,253,Bobby Gates,2,1.42,"$34,722","$2,448,000"
253,T254,T254,Frank Lickliter II,6,1.4,"$74,720","$5,346,000"
254,T254,T254,Jon Mills,1,1.4,"$12,818","$918,000"
255,T256,T256,"Jerry Richardson, Jr.",1,1.39,"$12,724","$918,000"
256,T256,T256,Matt Weibring,10,1.39,"$128,328","$9,234,000"
257,258,258,Peter Senior,1,1.38,"$18,047","$1,305,593"
258,259,259,Seung-Yul Noh,5,1.36,"$81,422","$6,003,593"
259,260,260,Cliff Kresge,17,1.34,"$199,584","$14,868,000"
260,261,261,Carlos Franco,11,1.33,"$123,231","$9,234,000"
261,T262,T262,Martin Flores,26,1.31,"$318,673","$24,372,000"
262,T262,T262,Hirofumi Miyase,1,1.31,"$17,126","$1,305,593"
263,T262,T262,Toru Taniguchi,2,1.31,"$34,719","$2,655,593"
264,T262,T262,Steven Tiley,1,1.31,"$17,126","$1,305,593"
265,T266,T266,Marco Dawson,10,1.3,"$108,160","$8,352,000"
266,T266,T266,Sam Saunders,7,1.3,"$95,226","$7,344,000"
267,268,268,Andrew Coltart,1,1.28,"$16,742","$1,305,593"
268,269,269,Shane Lowry,2,1.27,"$33,791","$2,655,593"
269,270,270,Jeff Klauk,13,1.26,"$173,676","$13,824,000"
270,271,271,Thomas Aiken,1,1.25,"$16,358","$1,305,593"
271,272,272,Glen Day,13,1.24,"$147,776","$11,871,593"
272,273,273,Rhys Davies,4,1.23,"$66,511","$5,405,593"
273,T274,T274,Jeff Burns,1,1.21,"$13,237","$1,098,000"
274,T274,T274,Erik Compton,7,1.21,"$77,245","$6,408,000"
275,276,276,Fredrik Andersson Hed,2,1.2,"$31,842","$2,655,593"
276,T277,T277,Rich Beem,11,1.19,"$128,877","$10,836,000"
277,T277,T277,Billy Hurley III,1,1.19,"$8,560","$720,000"
278,T277,T277,Alexandre Rocha,1,1.19,"$12,040","$1,008,000"
279,T280,T280,Guy Boros,6,1.18,"$54,832","$4,644,000"
280,T280,T280,Jason Schultz,1,1.18,"$13,845","$1,170,000"
281,T280,T280,Gary Woodland,8,1.18,"$95,815","$8,136,000"
282,283,283,Rod Pampling,26,1.16,"$299,263","$25,740,000"
283,T284,T284,Jamie Lovemark,4,1.14,"$45,400","$3,996,000"
284,T284,T284,Omar Uresti,27,1.14,"$283,455","$24,822,000"
285,T284,T284,Tim Wilkinson,15,1.14,"$160,705","$14,076,000"
286,287,287,Daniel Chopra,28,1.13,"$311,405","$27,594,000"
287,T288,T288,Harrison Frazar,17,1.11,"$201,280","$18,054,000"
288,T288,T288,Casey Wittenberg,1,1.11,"$11,200","$1,008,000"
289,T290,T290,Fred Funk,6,1.09,"$77,802","$7,110,000"
290,T290,T290,Warren Schutte,1,1.09,"$8,471","$774,000"
291,292,292,Michael O'Neal,2,1.07,"$18,424","$1,728,000"
292,T293,T293,Rob Labritz,1,1.05,"$14,150","$1,350,000"
293,T293,T293,Ted Purdy,30,1.05,"$307,677","$29,250,000"
294,295,295,Mike Small,8,1.04,"$69,665","$6,678,000"
295,296,296,Paul Azinger,1,1.03,"$9,486","$918,000"
296,T297,T297,Dicky Pride,5,1.02,"$40,120","$3,924,000"
297,T297,T297,Blake Trimble,1,1.02,"$9,752","$954,000"
298,299,299,Andrew Svoboda,1,1.01,"$10,556","$1,044,000"
299,300,300,Kevin Hayashi,1,1.0,"$9,900","$990,000"
300,T301,T301,Mark Anderson,1,0.99,"$10,203","$1,026,000"
301,T301,T301,Greg Owen,27,0.99,"$268,835","$27,234,000"
302,303,303,Matthew Richardson,1,0.96,"$13,023","$1,350,000"
303,T304,T304,Henrik Bjornstad,26,0.91,"$215,912","$23,850,000"
304,T304,T304,Ty Tryon,1,0.91,"$12,293","$1,350,000"
305,T306,T306,Jason Preeo,1,0.87,"$11,707","$1,350,000"
306,T306,T306,Drew Weaver,2,0.87,"$17,365","$1,998,000"
307,308,308,Colin Montgomerie,3,0.83,"$30,977","$3,735,593"
308,T309,T309,Rich Barcelo,25,0.81,"$188,891","$23,274,000"
309,T309,T309,John Daly,20,0.81,"$158,586","$19,683,593"
310,311,311,Jonathan Kaye,6,0.78,"$38,989","$5,004,000"
311,312,312,Jason Gore,10,0.77,"$77,212","$10,062,000"
312,313,313,Craig Bowden,20,0.75,"$140,935","$18,846,000"
313,314,314,Chez Reavie,15,0.73,"$112,993","$15,462,000"
314,T315,T315,Mark Calcavecchia,16,0.72,"$119,980","$16,713,593"
315,T315,T315,John Morse,5,0.72,"$28,998","$4,014,000"
316,T317,T317,Erick Justesen,2,0.7,"$15,651","$2,250,000"
317,T317,T317,Phil Schmitt,2,0.7,"$12,544","$1,800,000"
318,T317,T317,Chris Wood,5,0.7,"$45,000","$6,449,593"
319,320,320,Fran Quinn,7,0.69,"$45,096","$6,552,000"
320,321,321,Jim Carter,5,0.68,"$29,285","$4,284,000"
321,T322,T322,Thomas Levet,2,0.66,"$12,960","$1,953,593"
322,T322,T322,Shigeki Maruyama,4,0.66,"$22,440","$3,420,000"
323,324,324,Gareth Maybin,2,0.63,"$16,672","$2,655,593"
324,325,325,Brenden Pappas,24,0.61,"$133,584","$21,798,000"
325,T326,T326,Robert Damron,4,0.6,"$17,446","$2,916,000"
326,T326,T326,Alex Hamilton,2,0.6,"$10,835","$1,800,000"
327,T328,T328,Tom Byrum,3,0.59,"$13,420","$2,286,000"
328,T328,T328,Pablo Martin Benavides,2,0.59,"$11,707","$1,998,000"
329,330,330,Manuel Villegas,2,0.58,"$9,481","$1,638,000"
330,331,331,Phil Tataurangi,4,0.57,"$19,449","$3,384,000"
331,332,332,Chris Rogers,2,0.56,"$11,704","$2,088,000"
332,T333,T333,John Huston,13,0.55,"$69,248","$12,672,000"
333,T333,T333,Willie Wood,2,0.55,"$6,540","$1,188,000"
334,335,335,David Lutterus,25,0.54,"$123,169","$22,824,000"
335,336,336,Vance Veazey,23,0.53,"$111,369","$20,934,000"
336,337,337,Steve Lowery,25,0.5,"$118,602","$23,688,000"
337,T338,T338,Eric Axley,6,0.49,"$24,124","$4,914,000"
338,T338,T338,Len Mattiace,6,0.49,"$22,200","$4,572,000"
339,T338,T338,Ryuichi Oda,2,0.49,"$11,165","$2,295,593"
340,341,341,Jeff Gove,22,0.47,"$92,155","$19,602,000"
341,342,342,Jerod Turner,21,0.46,"$91,343","$20,052,000"
342,343,343,Michael Clark II,6,0.45,"$21,044","$4,644,000"
343,344,344,Todd Hamilton,20,0.41,"$77,608","$19,107,593"
344,345,345,Robin Freeman,4,0.4,"$13,062","$3,294,000"
345,T346,T346,Chris Baryla,7,0.39,"$24,254","$6,282,000"
346,T346,T346,Hiroyuki Fujita,4,0.39,"$18,368","$4,725,593"
347,348,348,Aaron Goldberg,3,0.38,"$10,615","$2,808,000"
348,T349,T349,Brent Delahoussaye,21,0.37,"$69,708","$18,738,000"
349,T349,T349,J.L. Lewis,4,0.37,"$12,960","$3,546,000"
350,T351,T351,Justin Bolli,23,0.36,"$73,990","$20,808,000"
351,T351,T351,Mark Brooks,14,0.36,"$46,360","$12,978,000"
352,353,353,Chris Wilson,26,0.32,"$76,481","$23,814,000"
353,354,354,Brad Adamonis,4,0.31,"$12,060","$3,942,000"
354,355,355,"Jim Gallagher, Jr.",3,0.3,"$6,552","$2,196,000"
355,356,356,Kevin Johnson,26,0.29,"$69,806","$24,228,000"
356,T357,T357,Parker McLachlin,20,0.28,"$53,291","$19,134,000"
357,T357,T357,Andrew McLardy,21,0.28,"$53,106","$18,756,000"
358,359,359,Chris Smith,10,0.27,"$23,400","$8,658,000"
359,360,360,Greg Kraft,22,0.26,"$52,176","$19,836,000"
360,361,361,Brad Faxon,23,0.25,"$55,482","$22,050,000"
361,T362,T362,Tommy Armour III,5,0.21,"$11,130","$5,220,000"
362,T362,T362,Spike McRoy,4,0.21,"$6,840","$3,294,000"
363,364,364,Jesper Parnevik,5,0.19,"$9,165","$4,842,000"
364,365,365,Matt Hill,5,0.16,"$7,305","$4,572,000"
365,366,366,Marc Turnesa,7,0.15,"$10,158","$6,966,000"
