,Career_Earnings_RANK THIS WEEK,Career_Earnings_RANK LAST WEEK,Career_Earnings_PLAYER NAME,Career_Earnings_MONEY
102,103,103,Ian Poulter,10165436
103,104,104,Bernhard Langer,10111921
104,105,105,Craig Stadler,10021897
105,106,106,Trevor Immelman,9901755
106,107,107,Ben Curtis,9792523
107,108,108,Bart Bryant,9671650
108,109,109,Lee Westwood,9657393
109,110,110,Freddie Jacobson,9635284
110,111,111,Tommy Armour III,9458248
111,112,112,Mark Brooks,9440738
112,113,113,Carlos Franco,9431368
113,114,114,Ryan Palmer,9383176
114,115,115,Peter Lonard,9343496
115,116,116,John Daly,9336670
116,117,117,Harrison Frazar,9319123
117,118,118,Rich Beem,9267718
118,119,119,Dustin Johnson,9240917
119,120,120,David Frost,9178775
120,121,121,Ryan Moore,9175863
121,122,122,Joe Ogilvie,9164473
122,123,123,Ángel Cabrera,9122523
123,124,124,Paul Casey,9028794
124,125,125,Glen Day,8930925
125,126,126,Bubba Watson,8836835
126,127,127,Kevin Na,8786829
127,128,128,Shaun Micheel,8781940
128,129,129,Dan Forsman,8687983
129,130,130,Cameron Beckman,8673808
130,131,131,Robert Gamez,8625681
131,132,132,Jason Bohn,8592387
132,133,133,Olin Browne,8516287
133,134,134,Andrew Magee,8512753
134,135,135,Dean Wilson,8502593
135,136,136,Craig Parry,8481456
136,137,137,Charley Hoffman,8226784
137,138,138,J.P. Hayes,8204635
138,139,139,J.B. Holmes,8133732
139,140,140,Steve Pate,8024238
140,141,141,Skip Kendall,7999711
141,142,142,D.J. Trahan,7958118
142,143,143,Brian Davis,7920693
143,144,144,Larry Mize,7871792
144,145,145,Ryuji Imada,7855452
145,146,146,Peter Jacobsen,7799810
146,147,147,Daniel Chopra,7698612
147,148,148,Mark Wilson,7678893
148,149,149,Arron Oberholser,7665222
149,150,150,Bill Haas,7660806
150,151,151,Curtis Strange,7599951
151,152,152,Brandt Snedeker,7521278
152,153,153,J.L. Lewis,7473218
153,154,154,Brent Geiberger,7374382
154,155,155,Alex Cejka,7351221
155,156,156,Ted Purdy,7323659
156,157,157,Ben Crenshaw,7139756
157,158,158,Jeff Overton,7126953
158,159,159,Boo Weekley,7087345
159,160,160,Mathew Goggin,7006351
160,161,161,Henrik Stenson,7005149
161,162,162,Paul Stankowski,6975869
162,163,163,Darren Clarke,6935565
163,164,164,Steve Marino,6928752
164,165,165,Bill Glasson,6912619
165,166,166,Chris Perry,6866671
166,167,167,Len Mattiace,6819409
167,168,168,Scott Simpson,6778273
168,169,169,Brandt Jobe,6704246
169,170,170,Brett Wetterich,6650052
170,171,171,Tom Byrum,6544295
171,172,172,Steve Jones,6519451
172,173,173,Troy Matteson,6493302
173,174,174,Bruce Lietzke,6474794
174,175,175,Lanny Wadkins,6355681
175,176,176,Robert Damron,6301483
176,177,177,Neal Lancaster,6253506
177,178,178,Chip Beck,6205730
178,179,179,Mark Hensby,6162441
179,180,180,Michael Allen,6151918
180,181,181,Nathan Green,6066510
181,182,182,Nick Faldo,6045627
182,183,183,"Jim Gallagher, Jr.",6002202
183,184,184,Hale Irwin,5966031
184,185,185,Jay Williamson,5916902
185,186,186,Richard Johnson,5892854
186,187,187,Charlie Wi,5855040
187,188,188,Fuzzy Zoeller,5819293
188,189,189,Nick O'Hern,5781705
189,190,190,Greg Kraft,5778868
190,191,191,Greg Chalmers,5774063
191,192,192,David Peoples,5736812
192,193,193,Jack Nicklaus,5734031
193,194,194,Russ Cochran,5560769
194,195,195,Jay Don Blake,5555470
195,196,196,Y.E. Yang,5329304
196,197,197,Raymond Floyd,5323075
197,198,198,John Mallinger,5314930
198,199,199,Mark McCumber,5309688
199,200,200,José Coceres,5280335
200,201,201,Gil Morgan,5259164
201,202,202,Ken Duke,5241192
202,203,203,Blaine McCallister,5227278
203,204,204,Notah Begay III,5200649
204,205,205,Todd Hamilton,5166586
205,206,206,Craig Barlow,5107164
206,207,207,Jason Day,5097447
207,208,208,Charles Warren,5047416
208,209,209,Jeff Quinney,5002503
209,210,210,Dennis Paulson,4983871
210,211,211,George McNeill,4970232
211,212,212,Kent Jones,4931680
212,213,213,Robert Garrigus,4794816
213,214,214,David Edwards,4773198
214,215,215,D.A. Weibring,4770705
215,216,216,Jim Carter,4766778
216,217,217,Chris Smith,4763528
217,218,218,Colin Montgomerie,4757326
218,219,219,Wayne Levi,4730158
219,220,220,Mike Reid,4686774
220,221,221,Gene Sauers,4647669
221,222,222,Stephen Leaney,4622888
222,223,223,Andres Romero,4606725
223,224,224,Matt Gogel,4596216
224,225,225,Grant Waite,4583879
225,226,226,Jason Dufner,4518846
226,227,227,Will MacKenzie,4400385
227,228,228,Jason Gore,4369451
228,229,229,Michael Bradley,4365782
229,230,230,Martin Laird,4340034
230,231,231,Mark Wiebe,4314460
231,232,232,Joel Edwards,4286415
232,233,233,Tom Purtzer,4192268
233,234,234,Greg Owen,4183990
234,235,235,Mike Hulbert,4183778
235,236,236,Marco Dawson,4123871
236,237,237,John Merrick,4059150
237,238,238,Brandel Chamblee,4018410
238,239,239,Rick Fehr,4018239
239,240,240,Donnie Hammond,4008060
240,241,241,Patrick Sheehan,4003214
241,242,242,Cliff Kresge,3953366
242,243,243,John Mahaffey,3876852
243,244,244,Brian Bateman,3862340
244,245,245,Kevin Streelman,3854192
245,246,246,Ted Tryba,3853236
246,247,247,Thomas Bjørn,3828876
247,248,248,Larry Nelson,3827401
248,249,249,Kevin Stadler,3760344
249,250,250,Omar Uresti,3756100
250,251,251,Ken Green,3745345
251,252,252,Jeff Brehaut,3727340
252,253,253,Esteban Toledo,3724973
253,254,254,Arjun Atwal,3722696
254,255,255,Graeme McDowell,3683956
255,256,256,Bryce Molder,3637091
256,257,257,Johnson Wagner,3632399
257,258,258,Jay Delsing,3608666
258,259,259,Nolan Henke,3606563
259,260,260,Steve Allan,3593617
260,261,261,Brad Bryant,3558804
261,262,262,Andy Bean,3531780
262,263,263,Mathias Grönberg,3489747
263,264,264,Lee Trevino,3478328
264,265,265,Rickie Fowler,3428198
265,266,266,Tim Simpson,3406017
266,267,267,Rory McIlroy,3403999
267,268,268,Dicky Pride,3375418
268,269,269,Craig Perks,3362251
269,270,270,Tag Ridings,3356866
270,271,271,Nicholas Thompson,3355699
271,272,272,Michael Campbell,3321932
272,273,273,Garrett Willis,3320786
273,274,274,Brian Henninger,3316460
274,275,275,Bob Burns,3313226
275,276,276,Don Pooley,3296615
276,277,277,Phil Blackmar,3245909
277,278,278,Marc Leishman,3231080
278,279,279,D.A. Points,3228896
279,280,280,Phil Tataurangi,3174391
280,281,281,Fulton Allem,3155787
281,282,282,Ronnie Black,3155053
282,283,283,Brendon de Jonge,3151847
283,284,284,James Driscoll,3128048
284,285,285,Dan Pohl,3112263
285,286,286,Bob Gilder,3032108
286,287,287,Miguel Angel Jiménez,3012199
287,288,288,Chris Couch,2975629
288,289,289,Frank Nobilo,2875836
289,290,290,Jim McGovern,2858703
290,291,291,Tom Scherrer,2850394
291,292,292,Todd Fischer,2849211
292,293,293,David Ogrin,2848159
293,294,294,Chris Stroud,2842963
294,295,295,Bobby Wadkins,2822418
295,296,296,Jodie Mudd,2806955
296,297,297,Sandy Lyle,2792505
297,298,298,Johnny Miller,2747484
298,299,299,Eric Axley,2733081
299,300,300,Doug Barron,2724280
300,301,301,Doug Tewell,2723711
301,302,302,Willie Wood,2718886
302,303,303,Scott Gump,2715190
303,304,304,Howard Twitty,2713551
304,305,305,Brenden Pappas,2713230
305,306,306,Hank Kuehne,2686886
306,307,307,Carl Paulson,2633179
307,308,308,Michael Letzig,2627183
308,309,309,Ricky Barnes,2625065
309,310,310,Mike Springer,2596451
310,311,311,Hubert Green,2591959
311,312,312,Matt Jones,2584956
312,313,313,Roland Thatcher,2571536
313,314,314,Gary Hallberg,2476014
314,315,315,Robert Karlsson,2467431
315,316,316,Bob Lohr,2417060
316,317,317,Spike McRoy,2412577
317,318,318,Ian Leggatt,2410796
318,319,319,Dave Barr,2404793
319,320,320,Keith Clearwater,2365698
320,321,321,Gabriel Hjertstedt,2339756
321,322,322,Billy Ray Brown,2330389
322,323,323,Parker McLachlin,2302419
323,324,324,Calvin Peete,2302363
324,325,325,Mike Sullivan,2301255
325,326,326,Lennie Clements,2280766
326,327,327,Ed Fiori,2270198
327,328,328,Webb Simpson,2261096
328,329,329,Martin Kaymer,2255088
329,330,330,Tom Weiskopf,2241687
330,331,331,David Gossett,2234484
331,332,332,John Riegger,2233729
332,333,333,Bob Heintz,2228350
333,334,334,Roger Maltbie,2212879
334,335,335,Jimmy Walker,2205884
335,336,336,J.C. Snead,2197545
336,337,337,Robin Freeman,2174379
337,338,338,Thomas Levet,2173922
338,339,339,Clarence Rose,2155380
339,340,340,Michael Sim,2138878
340,341,341,Jeff Gove,2128091
341,342,342,Tom Gillis,2103883
342,343,343,Ian Baker-Finch,2078743
343,344,344,Wayne Grady,2077433
344,345,345,Chez Reavie,2042702
345,346,346,John Adams,2019582
346,347,347,Larry Rinker,2007824
347,348,348,Mike Donald,1970260
348,349,349,Trevor Dodds,1940834
349,350,350,Jim Thorpe,1935566
350,351,351,Bill Lunde,1913659
351,352,352,Dave Rummells,1909430
352,353,353,Mike Sposa,1905075
353,354,354,Jerry Smith,1900122
354,355,355,Scott Piercy,1895960
355,356,356,David Graham,1888731
356,357,357,Arnold Palmer,1861857
357,358,358,Mike Heinen,1848216
358,359,359,Richard Zokol,1840397
359,360,360,Spencer Levin,1836033
360,361,361,Mike Standly,1834597
361,362,362,Gary Player,1834482
362,363,363,Leonard Thompson,1819028
363,364,364,Bill Britton,1814615
364,365,365,Mark Lye,1800654
365,366,366,George Burns,1781090
366,367,367,Shane Bertsch,1776719
367,368,368,"David Berganio, Jr.",1766499
368,369,369,Kelly Gibson,1751957
369,370,370,Morris Hatalsky,1707280
370,371,371,Ian Woosnam,1696309
371,372,372,Bruce Fleisher,1695111
372,373,373,Billy Casper,1691583
373,374,374,Michael Clark II,1670485
374,375,375,Tim Wilkinson,1665041
375,376,376,Ted Schulz,1645215
376,377,377,Bob Murphy,1642330
377,378,378,Guy Boros,1637382
378,379,379,Jerry Pate,1634246
379,380,380,Gary Koch,1629482
380,381,381,Lon Hinkle,1607691
381,382,382,Kenny Knox,1607180
382,383,383,David Howell,1606153
383,384,384,Matt Bettencourt,1595938
384,385,385,Gene Littler,1584210
385,386,386,Jack Renner,1579090
386,387,387,Curt Byrum,1576535
387,388,388,"Wes Short, Jr.",1569801
388,389,389,Miller Barber,1564204
389,390,390,Mark Hayes,1555739
390,391,391,Daisuke Maruyama,1554676
391,392,392,Jim Colbert,1553136
392,393,393,Bob Eastwood,1546106
393,394,394,Keith Fergus,1546009
394,395,395,Marc Turnesa,1537149
395,396,396,Buddy Gardner,1491943
396,397,397,James Nitties,1456566
397,398,398,Bobby Clampett,1423000
398,399,399,Robert Wrenn,1422635
399,400,400,Darron Stiles,1418842
400,401,401,Jeff Klauk,1417372
401,402,402,Kris Blanks,1416308
402,403,403,Gavin Coles,1415902
403,404,404,Billy Kratzert,1396819
404,405,405,Bill Rogers,1384710
405,406,406,Bruce Crampton,1376193
406,407,407,Andy North,1365530
407,408,408,Louis Oosthuizen,1331953
408,409,409,Ed Dougherty,1323769
409,410,410,David Branshaw,1323370
410,411,411,John Morse,1311273
411,412,412,Tom Sieckmann,1310647
412,413,413,Scott Gutschewski,1310387
413,414,414,Dave Stockton,1303281
414,415,415,Denis Watson,1288621
415,416,416,Alex Prugh,1272606
416,417,417,Craig Bowden,1266184
417,418,418,Al Geiberger,1265188
418,419,419,Lee Rinker,1221129
419,420,420,Brad Adamonis,1218156
420,421,421,Ryan Armour,1217487
421,422,422,Danny Edwards,1212304
422,423,423,Kaname Yokoo,1203051
423,424,424,Aron Price,1201191
424,425,425,Dan Halldorson,1193929
425,426,426,Paul Lawrie,1189709
426,427,427,Charles Coody,1187762
427,428,428,Dave Eichelberger,1186505
428,429,429,Chad Collins,1185379
429,430,430,Tony Sills,1173361
430,431,431,Jeev Milkha Singh,1160429
431,432,432,Deane Pappas,1153945
432,433,433,Chris Tidland,1144253
433,434,434,Don January,1140925
434,435,435,Dave Hill,1130420
435,436,436,Dick Mast,1123038
436,437,437,Jarrod Lyle,1112243
437,438,438,John Inman,1087947
438,439,439,Gibby Gilbert,1056506
439,440,440,Joey Snyder III,1056128
440,441,441,Mac O'Grady,1050779
441,442,442,Rex Caldwell,1043403
442,443,443,Derek Lamely,1041643
443,444,444,Chi Chi Rodriguez,1037106
444,445,445,Mike Smith,1024313
445,446,446,Lee Elder,1020514
446,447,447,Shingo Katayama,1017695
447,448,448,Josh Teater,1005323
448,449,449,Bobby Nichols,993025
449,450,450,Barry Jaeckel,982408
450,451,451,Graham DeLaet,967883
451,452,452,Scott Sterling,963699
452,453,453,Blake Adams,963593
453,454,454,Isao Aoki,960571
454,455,455,Charl Schwartzel,955921
455,456,456,Michael Connell,953206
456,457,457,Paul McGinley,953010
457,458,458,Richard Green,921544
458,459,459,D.J. Brigman,919998
459,460,460,Tjaart van der Walt,917760
460,461,461,Danny Briggs,916591
461,462,462,Pat McGowan,915577
462,463,463,Andre Stolz,913148
463,464,464,Bruce Devlin,907069
464,465,465,Mark Carnevale,906925
465,466,466,Grégory Havret,885485
466,467,467,Ben Bates,882422
467,468,468,Jerry McGee,871753
468,469,469,Ed Sneed,860268
469,470,470,David Morland IV,840347
470,471,471,Bill Sander,823428
471,472,472,Ron Streck,817211
472,473,473,Grier Jones,803189
473,474,474,Lance Ten Broeck,790347
474,475,475,Troy Merritt,786977
475,476,476,Jerry Heard,780746
476,477,477,Doug Sanders,772993
477,478,478,Greg Twiggs,767294
478,479,479,Rich Barcelo,764178
479,480,480,Frank Conner,750733
480,481,481,Justin Bolli,739412
481,482,482,Peter Oosterhuis,736692
482,483,483,Joe Inman,729249
483,484,484,Roger Tambellini,721585
484,485,485,Casey Wittenberg,718881
485,486,486,Henrik Bjornstad,706956
486,487,487,Tommy Gainey,690552
487,488,488,Vance Veazey,685333
488,489,489,Mike McCullough,682511
489,490,490,Matt Weibring,679718
490,491,491,Rod Curl,677009
491,492,492,Michael Putnam,675942
492,493,493,Stan Utley,674546
493,494,494,Homero Blancas,671251
494,495,495,Soren Hansen,668819
495,496,496,Francesco Molinari,662565
496,497,497,Gary McCord,662359
497,498,498,Bob Goalby,645013
498,499,499,Ross Fisher,644395
499,500,500,Brendan Jones,639375
500,501,501,Edoardo Molinari,636518
501,502,502,Anders Hansen,633472
502,503,503,Victor Regalado,628557
503,504,504,Paul Claxton,622192
504,505,505,Cameron Percy,620262
505,506,506,T.C. Chen,616303
506,507,507,Eduardo Romero,613823
507,508,508,Jeff Hart,610877
508,509,509,Dale Douglass,577950
509,510,510,Jon Mills,576811
510,511,511,Steve Wheatcroft,576747
511,512,512,Sam Randolph,574876
512,513,513,Mark Pfeil,573387
513,514,514,Jim Dent,564809
514,515,515,John Schroeder,546569
515,516,516,Tim Norris,545531
516,517,517,Peter Hanson,544118
517,518,518,Mac McLendon,541908
518,519,519,Brian Stuard,536497
519,520,520,Rik Massengale,536254
520,521,521,Vance Heafner,535177
521,522,522,Bobby Cole,535130
522,523,523,Forrest Fezler,527325
523,524,524,Mike Morley,526403
524,525,525,Ken Brown,507919
525,526,526,Hunter Haas,501265
526,527,527,Jamie Lovemark,499272
527,528,528,Søren Kjeldsen,485194
528,529,529,Jim Nelford,485111
529,530,530,Matt Every,477772
530,531,531,Tom Jenkins,470019
531,532,532,Toru Taniguchi,470001
532,533,533,Bob Lunn,459182
533,534,534,Simon Dyson,458697
534,535,535,Joel Kribel,449336
535,536,536,Mike Nicolette,448037
536,537,537,Hideto Tanihara,436992
537,538,538,Tom Shaw,434756
538,539,539,Mike Grob,434498
539,540,540,David McKenzie,430437
540,541,541,B.J. Staten,428593
541,542,542,Chris Wood,428442
542,543,543,Allen Miller,426883
543,544,544,Phillip Hancock,425154
544,545,545,Bobby Mitchell,421938
545,546,546,Doug Ford,419292
546,547,547,WC Liang,418014
547,548,548,Larry Hinson,413284
548,549,549,Leif Olson,412966
549,550,550,Perry Moss,407286
550,551,551,Wally Armstrong,406269
551,552,552,Steve Lamontagne,405952
552,553,553,Fred Marti,404674
553,554,554,Terry Diehl,404611
554,555,555,Ron Whittaker,404316
555,556,556,Dow Finsterwald,402102
556,557,557,Jim Benepe,395214
557,558,558,John Fought,387036
558,559,559,Greg Powers,386086
559,560,560,Bob Smith,385283
560,561,561,Bob Shearer,378336
561,562,562,Billy Maxwell,375648
562,563,563,Johnny Pott,371396
563,564,564,Deane Beman,370003
564,565,565,Nick Dougherty,366627
565,566,566,David Mathis,364959
566,567,567,George Cadle,362543
567,568,568,Danny Lee,359846
568,569,569,Oliver Wilson,355704
569,570,570,Jason Allred,352918
570,571,571,R.H. Sikes,344387
571,572,572,Alvaro Quiros,343109
572,573,573,Tony Jacklin,336530
573,574,574,Kenichi Kuboya,330715
574,575,575,Alejandro Cañizares,329971
575,576,576,Jim Wiechers,329169
576,577,577,Lyn Lott,325966
577,578,578,Jason Schultz,324512
578,579,579,Jason Caron,324300
579,580,580,Kevin Johnson,323478
580,581,581,Mike Small,322872
581,582,582,Jeff Mitchell,322320
582,583,583,Pat Lindsey,318777
583,584,584,Martin Flores,318673
584,585,585,Woody Blackburn,310231
585,586,586,Jim Jamieson,306618
586,587,587,Cameron Tringale,302618
587,588,588,Bob Dickson,296640
588,589,589,Labron Harris,295917
589,590,590,Garth Mulroy,287118
590,591,591,Robert Rock,286277
591,592,592,Stephen Gangluff,283485
592,593,593,Bob Sowards,282489
593,594,594,Howie Johnson,280816
594,595,595,Steven Alker,278069
595,596,596,Ernie Gonzalez,275820
596,597,597,Todd Demsey,274115
597,598,598,DeWitt Weaver,273435
598,599,599,David Hearn,269840
599,600,600,Ken Venturi,268263
600,601,601,Alastair Forsyth,265359
601,602,602,Aaron Watkins,263969
602,603,603,Paul Broadhurst,261542
603,604,604,Terry Dill,255050
604,605,605,David Lutterus,253056
605,606,606,Peter Hedblom,252359
606,607,607,Kevin Chappell,241488
607,608,608,Thongchai Jaidee,241303
608,609,609,Fred Wadsworth,235449
609,610,610,Peter Senior,235114
610,611,611,Andrew Coltart,233908
611,612,612,Jin Park,233552
612,613,613,Tommy Jacobs,232720
613,614,614,Ron Cerrudo,228199
614,615,615,Sonny Skinner,226981
615,616,616,Jason Buha,226696
616,617,617,Andrew McLardy,226340
617,618,618,Jaxon Brigman,224461
618,619,619,Colt Knost,224366
619,620,620,Richard Johnson,218238
620,621,621,Gary Woodland,216846
621,622,622,Pete Brown,214884
622,623,623,Fred Hawkins,205228
623,624,624,Richard Sterne,203937
624,625,625,Brendon Todd,203841
625,626,626,Babe Hiskey,202754
626,627,627,Dwight Nevil,199935
627,628,628,Brian Vranesh,198567
628,629,629,Don Iverson,198477
629,630,630,Kyle Thompson,197347
630,631,631,Anthony Wall,196843
631,632,632,Thomas Aiken,196797
632,633,633,Jack Newton,191898
633,634,634,Mikko Ilonen,191073
634,635,635,Peter Tomasulo,183733
635,636,636,Simon Khan,182702
636,637,637,Hirofumi Miyase,179246
637,638,638,Ryo Ishikawa,175397
638,639,639,Kyle Stanley,175129
639,640,640,Dave Ragan,172256
640,641,641,Roy Pace,165699
641,642,642,Erik Compton,164226
642,643,643,Marty Fleckman,162141
643,644,644,Bob Byman,161884
644,645,645,Bert Weaver,161210
645,646,646,Chris Baryla,157092
646,647,647,Katsumasa Miyamoto,154402
647,648,648,Pat Fitzsimons,153542
648,649,649,Bunky Henry,153499
649,650,650,Jason Hill,150860
650,651,651,Stephen Gallacher,149245
651,652,652,Gary Groh,148753
652,653,653,Chip Sullivan,148695
653,654,654,Ty Tryon,146788
654,655,655,Rocky Thompson,146391
655,656,656,Steve Spray,142045
656,657,657,Markus Brier,139317
657,658,658,Fran Quinn,137088
658,659,659,Jack Fleck,129737
659,660,660,Gonzalo Fernandez-Castaño,129328
660,661,661,Ignacio Garrido,126275
661,662,662,Johan Edfors,125341
662,663,663,Derek Fathauer,125305
663,664,664,Randy Glover,123531
664,665,665,Geoffrey Sisk,121932
665,666,666,Al Besselink,119183
666,667,667,Pablo Martin Benavides,117163
667,668,668,Hiroyuki Fujita,115388
668,669,669,Ryan Howison,114222
669,670,670,Raphael Jacquelin,113949
670,671,671,Steve Reid,110441
671,672,672,Bradley Dredge,108458
672,673,673,Hennie Otto,108093
673,674,674,Bill Garrett,107610
674,675,675,Prayad Marksaeng,107060
675,676,676,Jim Ferree,106895
676,677,677,Bob Toski,105484
677,678,678,Chris Kirk,103855
678,679,679,Bob McCallister,101079
679,680,680,Matt Davidson,98906
680,681,681,Yuta Ikeda,98463
681,682,682,Azuma Yano,96412
682,683,683,Wil Collins,95769
683,684,684,Sam Saunders,95226
684,685,685,Tom Nieporte,94555
685,686,686,Alex Aragon,94504
686,687,687,Jerod Turner,91343
687,688,688,Fredrik Andersson Hed,84111
688,689,689,Sam Adams,82787
689,690,690,James Kingston,82644
690,691,691,Seung-Yul Noh,81422
691,692,692,Brent Delahoussaye,80258
692,693,693,Graeme Storm,80018
693,694,694,Tim Thelen,78742
694,695,695,Bruce Vaughan,77561
695,696,696,Marcel Siem,77150
696,697,697,Chris Wilson,76481
697,698,698,Alex Noren,75485
698,699,699,Ernie Vossler,74229
699,700,700,Jim Rutledge,74140
700,701,701,Peter Baker,72279
701,702,702,José Manuel Lara,72000
702,703,703,Grégory Bourdy,71886
703,704,704,Rob Grube,67890
704,705,705,Rick Price,66689
705,706,706,David Horsey,66485
706,707,707,Anthony Rodriguez,66130
707,708,708,Keith Nolan,63209
708,709,709,Ryan Blaum,63050
709,710,710,Ross McGowan,62440
710,711,711,Tadd Fujikawa,61892
711,712,712,Richie Karl,61566
712,713,713,Marcus Fraser,61499
713,714,714,Boyd Summerhays,57921
714,715,715,James Oh,57271
715,716,716,Mark Brown,57000
716,717,717,Tadahiro Takayama,56947
717,718,718,John Ellis,55651
718,719,719,Jaco Van Zyl,53763
719,720,720,Andy Bare,52143
720,721,721,Mike Fetchick,52044
721,722,722,Warren Schutte,51802
722,723,723,Yasuharu Imano,51675
723,724,724,Bill Johnston,50707
724,725,725,Bobby Gates,49899
725,726,726,Jhonattan Vegas,46311
726,727,727,Thaworn Wiratchant,45546
727,728,728,Steve Schneiter,43848
728,729,729,Cameron Yancey,43810
729,730,730,Derek Gillespie,43504
730,731,731,David Smail,42092
731,732,732,Steve Webster,39586
732,733,733,K.T. Kim,38102
733,734,734,Mike Miles,37967
734,735,735,Santiago Luna,37854
735,736,736,Philip Archer,37669
736,737,737,Billy Hurley III,37470
737,738,738,Brian Rowell,36250
738,739,739,Tetsuji Hiratsuka,35111
739,740,740,Patrick Moore,34859
740,741,741,Dick Hart,34739
741,742,742,Matthew Borchert,34324
742,743,743,Edward Loar,34067
743,T744,T744,Shane Lowry,33792
744,T744,T744,Colm Moriarty,33792
745,746,746,Benjamin Fox,33540
746,747,747,Michael Thompson,32625
747,748,748,Alan Morin,31655
748,749,749,Rhys Davies,28762
749,750,750,Andrew Ruthkoski,27540
750,751,751,Brock Mackenzie,27278
751,752,752,Scott Medlin,27077
752,753,753,Won Joon Lee,26736
753,754,754,Andres Gonzales,26485
754,755,755,Laurie Hammer,25992
755,756,756,Troy Kelly,25828
756,757,757,Andrew Svoboda,25745
757,758,758,Branden Grace,25539
758,759,759,Gary Orr,24569
759,760,760,Tyler Aldridge,24370
760,761,761,Al Johnston,24099
761,T762,T762,Rafa Cabrera Bello,23385
762,T762,T762,Jim Herman,23385
763,764,764,Diego Vanegas,22775
764,765,765,Martin Piller,22570
765,766,766,Jean-Francois Lucquin,22501
766,767,767,Paul Sheehan,21858
767,768,768,Richard Finch,21284
768,769,769,Rafael Gómez,21150
769,770,770,Chris Nallen,20913
770,771,771,Trevor Murphy,20630
771,772,772,Rod Perry,19952
772,773,773,Adam Hadwin,19890
773,774,774,Steven Bowditch,19459
