,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
50,51,51,Robert Garrigus,22,1583275,1.0
51,52,52,Stewart Cink,23,1573636,
52,53,53,Charlie Wi,27,1568492,
53,54,54,Rory Sabbatini,26,1546808,
54,55,55,Jonathan Byrd,26,1534981,1.0
55,56,56,Brian Gay,30,1521663,
56,57,57,Lucas Glover,23,1511275,
57,58,58,Arjun Atwal,13,1507143,1.0
58,59,59,Marc Leishman,26,1488837,
59,60,60,Charles Howell III,28,1482211,
60,61,61,Steve Marino,24,1479239,
61,62,62,Kevin Streelman,28,1472349,
62,63,63,Bryce Molder,26,1428438,
63,64,64,Padraig Harrington,18,1381453,
64,65,65,Michael Sim,20,1338926,
65,66,66,Vijay Singh,24,1334262,
66,67,67,Y.E. Yang,21,1301726,
67,68,68,Tiger Woods,12,1294765,
68,69,69,John Senden,30,1274058,
69,70,70,Alex Prugh,28,1272606,
70,71,71,Ángel Cabrera,19,1266440,
71,72,72,Matt Jones,27,1215743,
72,73,73,Davis Love III,24,1214472,
73,74,74,Spencer Levin,31,1199672,
74,75,75,John Rollins,26,1182736,
75,76,76,Tom Gillis,27,1166146,
76,77,77,Cameron Beckman,25,1158485,1.0
77,78,78,Rocco Mediate,25,1138067,1.0
78,79,79,Jerry Kelly,29,1136898,
79,80,80,Jason Dufner,25,1121695,
80,81,81,Paul Goydos,25,1121250,
81,82,82,Kris Blanks,30,1109178,
82,83,83,Bill Lunde,28,1075874,1.0
83,84,84,J.J. Henry,27,1035688,
84,85,85,Tim Petrovic,32,1028960,
85,86,86,Ryuji Imada,28,1028869,
86,87,87,Justin Leonard,27,1026445,
87,88,88,Shaun Micheel,21,1025500,
88,89,89,Josh Teater,31,1005323,
89,90,90,Chris Riley,24,1001582,
90,91,91,Greg Chalmers,27,989415,
91,92,92,Andres Romero,21,979170,
92,93,93,D.A. Points,29,975433,
93,94,94,Webb Simpson,31,972962,
94,95,95,Derek Lamely,28,972961,1.0
95,96,96,Chad Campbell,28,971154,
96,97,97,Kenny Perry,20,968811,
97,98,98,Blake Adams,26,963593,
98,99,99,Steve Elkington,22,955084,
99,100,100,Graham DeLaet,28,954011,
100,101,101,Pat Perez,27,947588,
101,102,102,Chris Stroud,27,942082,
102,103,103,Jimmy Walker,27,937987,
103,104,104,Sergio Garcia,15,936845,
104,105,105,Kevin Stadler,28,931720,
105,106,106,David Duval,24,919584,
106,107,107,Stephen Ames,23,916527,
107,108,108,Alex Cejka,28,904253,
108,109,109,Chris Couch,23,888146,
109,110,110,Aaron Baddeley,26,879317,
110,111,111,Boo Weekley,27,872729,
111,112,112,Garrett Willis,24,871763,
112,113,113,J.P. Hayes,25,862523,
113,114,114,Matt Bettencourt,32,855901,1.0
114,115,115,Michael Connell,25,846459,
115,116,116,Corey Pavin,8,839193,
116,117,117,Dean Wilson,18,832640,
117,118,118,Kevin Sutherland,25,818682,
118,119,119,Chad Collins,26,815961,
119,120,120,Ben Curtis,24,812136,
120,121,121,Jeff Maggert,28,801579,
121,122,122,Roland Thatcher,26,796157,
122,123,123,Mark Wilson,28,789681,
123,124,124,Joe Durant,19,788755,
124,125,125,Troy Merritt,29,786977,
125,126,126,Johnson Wagner,28,753802,
126,127,127,Briny Baird,28,753577,
127,128,128,Troy Matteson,28,736060,
128,129,129,Woody Austin,29,727352,
129,130,130,Michael Allen,17,726631,
130,131,131,Aron Price,22,713737,
131,132,132,Bob Estes,26,701158,
132,133,133,John Mallinger,29,684687,
133,134,134,Henrik Stenson,15,683070,
134,135,135,Richard Johnson,27,678515,
135,136,136,Scott Piercy,28,676432,
136,137,137,Paul Stankowski,18,666591,
137,138,138,George McNeill,28,664854,
138,139,139,Tom Pernice Jr.,22,662730,
139,140,140,John Merrick,31,658815,
140,141,141,Scott McCarron,29,642543,
141,142,142,Billy Mayfair,26,642231,
142,143,143,Joe Ogilvie,32,641797,
143,144,144,Nathan Green,27,636180,
144,145,145,Cameron Percy,25,620262,
145,146,146,Jeff Quinney,29,605866,
146,147,147,Lee Janzen,26,603195,
147,148,148,Chris Tidland,24,588291,
148,149,149,Charles Warren,21,574616,
149,150,150,Michael Letzig,27,563729,
150,151,151,Mike Weir,19,559092,
151,152,152,Will MacKenzie,23,557504,
152,153,153,Nicholas Thompson,29,546476,
153,154,154,Brian Stuard,28,536497,
154,155,155,James Nitties,30,525034,
155,156,156,Brett Wetterich,16,510672,
156,157,157,James Driscoll,26,500625,
157,158,158,Brett Quigley,29,497296,
158,159,159,Mathew Goggin,28,483537,
159,160,160,Matt Every,18,456847,
160,161,161,Steve Flesch,25,440374,
161,162,162,Jarrod Lyle,18,422760,
162,163,163,Trevor Immelman,19,422171,
163,164,164,Jeev Milkha Singh,19,420245,
164,165,165,Chris DiMarco,25,409205,
165,166,166,Steve Wheatcroft,27,408595,
166,167,167,Jay Williamson,24,404498,
167,168,168,Nick O'Hern,11,398633,
168,169,169,Fred Couples,7,397406,
169,170,170,Tim Herron,24,391502,
170,171,171,Roger Tambellini,26,370736,
171,172,172,Michael Bradley,24,360845,
172,173,173,Tom Lehman,9,356785,
173,174,174,Mathias Grönberg,22,322130,
174,175,175,Martin Flores,26,318673,
175,176,176,Daniel Chopra,28,311405,
176,177,177,Ted Purdy,30,307677,
177,178,178,Skip Kendall,18,304439,
178,179,179,Cameron Tringale,22,302618,
179,180,180,Rod Pampling,26,299264,
180,181,181,Garth Mulroy,19,287118,
181,182,182,Omar Uresti,27,283455,
182,183,183,Greg Owen,27,268835,
183,184,184,Kirk Triplett,11,258873,
184,185,185,Mark Hensby,12,228384,
185,186,186,Henrik Bjornstad,26,215913,
186,187,187,Harrison Frazar,17,201280,
187,188,188,Cliff Kresge,17,199584,
188,189,189,Rich Barcelo,25,188892,
189,190,190,Kent Jones,9,188746,
190,191,191,Craig Barlow,10,184622,
191,192,192,Jeff Klauk,13,173676,
192,193,193,John Daly,20,158587,
193,194,194,Tom Watson,3,149371,
194,195,195,Glen Day,13,147777,
195,196,196,Craig Bowden,20,140935,
196,197,197,Brenden Pappas,24,133584,
197,198,198,Rich Beem,11,128877,
198,199,199,Matt Weibring,10,128328,
199,200,200,Carlos Franco,11,123232,
200,201,201,David Lutterus,25,123170,
201,202,202,Mark Calcavecchia,16,119980,
202,203,203,Steve Lowery,25,118602,
203,204,204,Chez Reavie,15,112994,
204,205,205,Vance Veazey,23,111370,
205,206,206,Marco Dawson,10,108160,
206,207,207,Robert Gamez,8,101700,
207,208,208,Jeff Gove,22,92155,
208,209,209,Jerod Turner,21,91343,
209,210,210,Fred Funk,6,77803,
210,211,211,Todd Hamilton,20,77608,
211,212,212,Jason Gore,10,77213,
212,213,213,Chris Wilson,26,76481,
213,214,214,Frank Lickliter II,6,74721,
214,215,215,Justin Bolli,23,73990,
215,216,216,Kevin Johnson,26,69806,
216,217,217,Brent Delahoussaye,21,69708,
217,218,218,John Huston,13,69249,
218,219,219,Shane Bertsch,4,57108,
219,220,220,Brad Faxon,23,55482,
220,221,221,Guy Boros,6,54833,
221,222,222,Parker McLachlin,20,53291,
222,223,223,Andrew McLardy,21,53106,
223,224,224,Greg Kraft,22,52176,
224,225,225,Mark Brooks,14,46360,
225,226,226,Fran Quinn,7,45096,
226,227,227,Dicky Pride,5,40120,
227,228,228,Jonathan Kaye,6,38989,
228,229,229,Jim Carter,5,29285,
229,230,230,John Morse,5,28998,
230,231,231,Chris Baryla,7,24254,
231,232,232,Eric Axley,6,24124,
232,233,233,Chris Smith,10,23400,
233,234,234,Shigeki Maruyama,4,22440,
234,235,235,Len Mattiace,6,22200,
235,236,236,Michael Clark II,6,21045,
236,237,237,Phil Tataurangi,4,19449,
237,238,238,Robert Damron,4,17446,
238,239,239,Tom Byrum,3,13420,
239,240,240,Robin Freeman,4,13062,
240,241,241,J.L. Lewis,4,12960,
241,242,242,Tommy Armour III,5,11130,
242,243,243,Marc Turnesa,7,10159,
243,244,244,Paul Azinger,1,9486,
244,245,245,Jesper Parnevik,5,9165,
245,246,246,Spike McRoy,4,6840,
246,247,247,"Jim Gallagher, Jr.",3,6552,
247,248,248,Willie Wood,2,6540,
