,FedExCup_Points_per_Event_Leaders_RANK THIS WEEK,FedExCup_Points_per_Event_Leaders_RANK LAST WEEK,FedExCup_Points_per_Event_Leaders_PLAYER NAME,FedExCup_Points_per_Event_Leaders_EVENTS,FedExCup_Points_per_Event_Leaders_POINTS PER EVENT,FedExCup_Points_per_Event_Leaders_TOTAL POINTS
89,90,90,Justin Leonard,22,176.58,3884.75
90,91,91,Joe Ogilvie,24,174.69,4192.561
91,92,92,Charles Warren,23,170.229,3915.261
92,93,93,Steve Flesch,25,164.75099999999998,4118.764
93,94,94,J.J. Henry,22,164.732,3624.111
94,95,95,Tim Petrovic,25,164.06799999999998,4101.697
95,96,96,Jeff Maggert,19,163.368,3103.995
96,97,97,Steve Elkington,22,161.056,3543.238
97,98,98,Tommy Armour III,18,159.19299999999998,2865.4790000000003
98,99,99,J.B. Holmes,18,158.874,2859.7329999999997
99,100,100,Charlie Wi,20,156.898,3137.969
100,101,101,Shaun Micheel,21,155.374,3262.8459999999995
101,102,102,Steve Allan,16,154.964,2479.431
102,103,103,Neal Lancaster,7,154.214,1079.5
103,104,104,Chris DiMarco,22,153.879,3385.3459999999995
104,105,105,Bob Estes,20,150.792,3015.842
105,106,106,Tom Pernice Jr.,24,148.36,3560.6420000000003
106,107,107,Ben Curtis,20,147.752,2955.032
107,108,108,Tom Watson,2,146.25,292.5
108,109,109,Robert Garrigus,21,142.24200000000002,2987.083
109,110,110,Anders Hansen,14,142.059,1988.819
110,111,111,Tim Herron,22,138.873,3055.202
111,112,112,Chad Campbell,22,137.98,3035.5690000000004
112,113,113,Jason Bohn,17,137.27200000000002,2333.619
113,114,114,Cliff Kresge,23,135.865,3124.885
114,115,115,Briny Baird,23,133.42600000000002,3068.789
115,116,116,Kevin Stadler,23,132.82299999999998,3054.934
116,117,117,J.P. Hayes,20,132.671,2653.425
117,118,118,Ted Purdy,24,127.345,3056.289
118,119,119,Alex Cejka,19,126.316,2399.998
119,120,120,Lee Westwood,8,123.852,990.814
120,121,121,George McNeill,23,123.81299999999999,2847.704
121,122,122,Craig Kanada,25,123.03,3075.756
122,123,123,Harrison Frazar,23,117.836,2710.235
123,124,124,Olin Browne,11,116.73200000000001,1284.049
124,125,125,Dudley Hart,12,115.65799999999999,1387.899
125,126,126,D.J. Trahan,24,115.244,2765.855
126,127,127,Ben Crane,6,115.23100000000001,691.383
127,128,128,Bob Heintz,19,113.86399999999999,2163.424
128,129,129,Brett Quigley,23,113.609,2613.013
129,130,130,John Merrick,21,112.29,2358.098
130,131,131,Joe Durant,22,108.741,2392.298
131,132,132,Gavin Coles,20,108.70700000000001,2174.143
132,133,133,Daniel Chopra,26,108.44,2819.428
133,134,134,Mathew Goggin,23,107.321,2468.383
134,135,135,Marco Dawson,16,104.285,1668.555
135,136,136,Michael Sim,11,104.001,1144.012
136,137,137,B.J. Staten,7,103.804,726.625
137,138,138,Steve Lowery,15,102.39399999999999,1535.9170000000001
138,139,139,Doug LaBelle II,24,101.125,2427.009
139,140,140,Rich Beem,21,100.068,2101.427
140,141,141,Frank Lickliter II,22,98.861,2174.9429999999998
141,142,142,Jesper Parnevik,20,98.82,1976.4
142,143,143,Andrew Buckle,18,98.391,1771.0410000000002
143,144,144,Vance Veazey,8,97.891,783.125
144,145,145,Omar Uresti,3,97.5,292.5
145,146,146,Bill Haas,24,97.319,2335.667
146,147,147,Billy Andrade,21,96.14299999999999,2018.996
147,148,148,Ryan Palmer,23,93.109,2141.51
148,149,149,Ryan Armour,24,90.197,2164.728
149,150,150,Corey Pavin,22,89.40899999999999,1967.0079999999998
150,151,151,Lee Janzen,19,89.145,1693.75
151,152,152,Johnson Wagner,26,89.101,2316.634
152,153,153,Skip Kendall,5,88.042,440.208
153,154,154,Tripp Isenhour,24,87.47399999999999,2099.368
154,155,155,Jason Dufner,25,87.195,2179.884
155,156,156,Michael Putnam,21,85.27,1790.668
156,157,157,Glen Day,20,83.58200000000001,1671.646
157,158,158,Shigeki Maruyama,24,80.922,1942.119
158,159,159,Jeff Gove,22,80.119,1762.619
159,160,160,Sandy Lyle,2,79.613,159.225
160,161,161,Mark Hensby,20,78.05,1560.994
161,162,162,Duffy Waldorf,17,77.223,1312.7910000000002
162,163,163,Chris Riley,12,76.618,919.4110000000001
163,164,164,Michael Allen,17,75.22399999999999,1278.813
164,165,165,Bob Tway,24,74.602,1790.451
165,166,166,Cameron Beckman,22,73.16,1609.523
166,167,167,Paul Stankowski,18,71.548,1287.855
167,168,168,Craig Stadler,1,70.4,70.4
168,169,169,Chris Tidland,15,69.61399999999999,1044.208
169,170,170,Chris Stroud,17,69.059,1174.0
170,171,171,Craig Bowden,18,66.262,1192.71
171,172,172,Mathias Grönberg,24,63.146,1515.494
172,173,173,Ben Crenshaw,1,62.7,62.7
173,174,174,Parker McLachlin,21,62.248999999999995,1307.237
174,175,175,Chris Couch,24,62.232,1493.559
175,176,176,Rich Barcelo,20,60.827,1216.539
176,177,177,Fuzzy Zoeller,1,60.5,60.5
177,178,178,Paul Azinger,13,60.157,782.047
178,179,179,Greg Owen,22,60.052,1321.15
179,180,180,John Daly,18,60.028999999999996,1080.513
180,181,181,Eric Axley,29,60.011,1740.315
181,182,182,Joey Sindelar,20,58.00899999999999,1160.175
182,183,183,Scott Gutschewski,15,58.008,870.122
183,184,184,David Howell,10,57.744,577.44
184,185,185,David Duval,5,57.342,286.70799999999997
185,186,186,Danny Ellis,2,55.729,111.458
186,187,187,Fred Couples,3,54.476000000000006,163.429
187,188,188,Kirk Triplett,19,54.346000000000004,1032.577
188,189,189,Darron Stiles,17,54.25,922.25
189,190,190,Brendon de Jonge,19,53.151,1009.875
190,191,191,Robert Gamez,23,52.895,1216.583
191,192,192,Tom Byrum,15,52.776,791.6389999999999
192,193,193,Paul Gow,19,52.707,1001.425
193,194,194,Kent Jones,23,52.018,1196.4160000000002
194,195,195,Richard Johnson,25,51.766000000000005,1294.139
195,196,196,Jarrod Lyle,17,51.09,868.5219999999999
196,197,197,Jeff Brehaut,14,50.772,710.811
197,198,198,Dicky Pride,18,50.38,906.834
198,199,199,Jeff Sluman,21,49.067,1030.399
199,200,200,John Huston,11,47.75899999999999,525.3530000000001
200,201,201,Shane Bertsch,4,47.5,190.0
201,202,202,Larry Mize,8,47.233999999999995,377.875
202,203,203,Jay Delsing,8,46.37,370.958
203,204,204,Kyle Reifers,20,44.86,897.196
204,205,205,John Cook,12,43.019,516.222
205,206,206,Garrett Willis,8,41.678999999999995,333.42900000000003
206,207,207,Tom Johnson,20,41.291000000000004,825.827
207,208,208,Craig Barlow,11,41.013999999999996,451.154
208,209,209,D.J. Brigman,16,40.842,653.47
209,210,210,Mark O'Meara,4,39.988,159.95
210,211,211,Arjun Atwal,9,36.801,331.208
211,212,212,Bob May,10,35.537,355.369
212,213,213,Craig Lile,17,35.245,599.16
213,214,214,Mark Brooks,14,34.946999999999996,489.264
214,215,215,Jason Schultz,15,33.631,504.466
215,216,216,Daisuke Maruyama,21,32.613,684.8760000000001
216,217,217,Tag Ridings,13,31.996,415.952
217,218,218,Brent Geiberger,12,31.83,381.963
218,219,219,Carlos Franco,9,31.69,285.20799999999997
219,220,220,Chris Smith,7,29.143,204.0
220,221,221,Darren Clarke,10,29.118000000000002,291.184
221,222,222,Grant Waite,8,27.844,222.75
222,223,223,Michael Bradley,5,27.386,136.929
223,224,224,Spike McRoy,2,25.0,50.0
224,225,225,Jerry Smith,12,24.339000000000002,292.063
225,226,226,Steve Wheatcroft,18,23.813000000000002,428.625
226,227,227,Michael Boyd,14,20.973000000000003,293.625
227,228,228,Brad Faxon,18,20.86,375.48
228,229,229,Jim McGovern,4,20.625,82.5
229,230,230,Dan Forsman,8,19.531,156.25
230,231,231,Bubba Dickerson,13,19.409000000000002,252.321
231,232,232,Kris Cox,8,18.219,145.75
232,233,233,Steve Jones,9,17.833,160.5
233,234,234,Loren Roberts,3,17.583,52.75
234,235,235,"Jim Gallagher, Jr.",6,16.375,98.25
235,236,236,Jaco Van Zyl,14,16.012999999999998,224.188
236,237,237,Notah Begay III,5,15.925,79.625
237,238,238,"Wes Short, Jr.",12,15.339,184.065
238,239,239,Todd Hamilton,24,14.899000000000001,357.575
239,240,240,"David Berganio, Jr.",3,14.583,43.75
240,241,241,David Branshaw,23,14.069,323.58299999999997
241,242,242,Matt Hendrix,17,14.011,238.188
242,243,243,J.L. Lewis,4,12.75,51.0
243,244,244,Bob Burns,4,12.625,50.5
244,245,245,Jim Rutledge,16,11.142999999999999,178.28099999999998
245,246,246,Phil Tataurangi,5,11.1,55.5
246,247,247,Willie Wood,4,10.875,43.5
247,248,248,Brandt Jobe,5,10.2,51.0
248,249,249,Blaine McCallister,6,8.583,51.5
249,250,250,Bryce Molder,14,7.625,106.75
250,251,251,Guy Boros,4,7.572,30.285999999999998
251,252,252,Paul Sheehan,11,4.705,51.75
252,253,253,Scott Gump,8,3.484,27.875
