,FedExCup_Standings_RANK THIS WEEK,FedExCup_Standings_RANK LAST WEEK,FedExCup_Standings_PLAYER NAME,FedExCup_Standings_EVENTS,FedExCup_Standings_POINTS,FedExCup_Standings_# OF WINS,FedExCup_Standings_# OF TOP 10'S,FedExCup_Standings_POINTS BEHIND LEAD,FedExCup_Standings_RESET POINTS
83,84,84,Davis Love III,21,4317,,3.0,49290.0,89500.0
84,85,85,Joe Ogilvie,26,4311,1.0,1.0,49296.0,89575.0
85,86,86,Charlie Wi,22,4038,,2.0,49569.0,88150.0
86,87,87,Charles Warren,25,4012,,2.0,49595.0,89200.0
87,88,88,Mike Weir,21,4003,,2.0,49604.0,88750.0
88,89,89,Justin Leonard,24,3998,,2.0,49609.0,89125.0
89,90,90,Rich Beem,23,3987,,1.0,49620.0,85450.0
90,91,91,Steve Elkington,24,3965,,2.0,49642.0,88675.0
91,92,92,Cliff Kresge,25,3915,,1.0,49692.0,88075.0
92,93,93,Matt Kuchar,21,3915,,2.0,49692.0,88600.0
93,94,94,Retief Goosen,14,3796,,1.0,49811.0,88975.0
94,95,95,Tom Lehman,17,3702,,3.0,49905.0,89050.0
95,96,96,Tom Pernice Jr.,26,3679,,2.0,49928.0,88825.0
96,97,97,J.J. Henry,24,3624,,1.0,49983.0,88900.0
97,98,98,George McNeill,25,3524,,1.0,50083.0,87025.0
98,99,99,Briny Baird,25,3517,,1.0,50090.0,87850.0
99,100,100,Chris DiMarco,24,3385,,1.0,50222.0,88525.0
100,101,101,Kevin Na,20,3362,,3.0,50245.0,88375.0
101,102,102,Jeff Maggert,21,3304,,1.0,50303.0,88000.0
102,103,103,Tim Herron,24,3289,,1.0,50318.0,87700.0
103,104,104,Shaun Micheel,23,3263,,2.0,50344.0,88450.0
104,105,105,José María Olazábal,16,3202,,1.0,50405.0,88300.0
105,106,106,Craig Kanada,27,3189,,1.0,50418.0,87925.0
106,107,107,Chad Campbell,24,3144,,1.0,50463.0,87550.0
107,108,108,Bob Estes,22,3119,,3.0,50488.0,87475.0
108,109,109,Ted Purdy,26,3056,,1.0,50551.0,87775.0
109,110,110,Kevin Stadler,25,3055,,2.0,50552.0,87625.0
110,111,111,J.B. Holmes,20,3035,,2.0,50572.0,87100.0
111,112,112,Jeff Overton,13,2977,,2.0,50630.0,87325.0
112,113,113,Tommy Armour III,20,2973,,1.0,50634.0,87175.0
113,114,114,Brett Quigley,25,2963,,1.0,50644.0,86650.0
114,115,115,Ben Curtis,22,2955,,2.0,50652.0,87250.0
115,116,116,Daniel Chopra,28,2919,,1.0,50688.0,86950.0
116,117,117,Bob Heintz,20,2888,,2.0,50719.0,85600.0
117,118,118,D.J. Trahan,26,2874,,2.0,50733.0,86875.0
118,119,119,J.P. Hayes,22,2767,,2.0,50840.0,86725.0
119,120,120,Doug LaBelle II,26,2734,,1.0,50873.0,86425.0
120,121,121,Harrison Frazar,25,2710,,2.0,50897.0,86800.0
121,122,122,Ryan Armour,25,2705,,2.0,50902.0,85675.0
122,123,123,Jason Dufner,26,2530,,1.0,51077.0,85900.0
123,124,124,Joe Durant,23,2500,,,51107.0,86275.0
124,125,125,Steve Allan,17,2479,,1.0,51128.0,86575.0
125,126,126,Mathew Goggin,24,2468,,,51139.0,86500.0
126,127,127,Bill Haas,25,2461,,1.0,51146.0,86125.0
127,128,128,Johnson Wagner,27,2420,,1.0,51187.0,85975.0
128,129,129,Alex Cejka,20,2400,,2.0,51207.0,86350.0
129,130,130,John Merrick,22,2358,,1.0,51249.0,86200.0
130,131,131,Frank Lickliter II,23,2350,,,51257.0,85825.0
131,132,132,Jason Bohn,17,2334,,,51273.0,86050.0
132,133,133,Gavin Coles,21,2174,,2.0,51433.0,85750.0
133,134,134,Ryan Palmer,23,2142,,1.0,51465.0,85525.0
134,135,135,Tripp Isenhour,25,2099,,1.0,51508.0,85375.0
135,136,136,Corey Pavin,23,2081,,1.0,51526.0,85075.0
136,137,137,Billy Andrade,22,2019,,,51588.0,85300.0
137,138,138,Anders Hansen,15,1989,,,51618.0,85225.0
138,139,139,Jesper Parnevik,21,1976,,,51631.0,85150.0
139,140,140,Shigeki Maruyama,25,1942,,1.0,51665.0,85000.0
140,141,141,Andrew Buckle,19,1875,,1.0,51732.0,84775.0
141,142,142,Michael Putnam,22,1791,,,51816.0,84925.0
142,143,143,Bob Tway,25,1790,,,51817.0,84850.0
143,144,144,Jeff Gove,23,1763,,1.0,51844.0,84700.0
144,145,145,Eric Axley,29,1740,,,51867.0,
145,146,146,Lee Janzen,19,1694,,,51913.0,
146,147,147,Glen Day,20,1672,,,51935.0,
147,148,148,Marco Dawson,16,1669,,1.0,51938.0,
148,149,149,Cameron Beckman,22,1610,,1.0,51997.0,
149,150,150,Mark Hensby,20,1561,,,52046.0,
150,151,151,Steve Lowery,15,1536,,1.0,52071.0,
151,152,152,Mathias Grönberg,24,1515,,,52092.0,
152,153,153,Chris Couch,24,1494,,,52113.0,
153,154,154,Dudley Hart,12,1388,,1.0,52219.0,
154,155,155,Greg Kraft,4,1335,,1.0,52272.0,
155,156,156,Greg Owen,22,1321,,1.0,52286.0,
156,157,157,Duffy Waldorf,17,1313,,,52294.0,
157,158,158,Parker McLachlin,21,1307,,,52300.0,
158,159,159,Richard Johnson,25,1294,,,52313.0,
159,160,160,Paul Stankowski,18,1288,,,52319.0,
160,161,161,Olin Browne,11,1284,,1.0,52323.0,
161,162,162,Michael Allen,17,1279,,1.0,52328.0,
162,163,163,Robert Gamez,23,1217,,1.0,52390.0,
163,164,164,Rich Barcelo,20,1217,,1.0,52390.0,
164,165,165,Kent Jones,23,1196,,,52411.0,
165,166,166,Craig Bowden,18,1193,,1.0,52414.0,
166,167,167,Chris Stroud,17,1174,,1.0,52433.0,
167,168,168,Joey Sindelar,20,1160,,,52447.0,
168,169,169,Michael Sim,11,1144,,,52463.0,
169,170,170,John Daly,18,1081,,,52526.0,
170,171,171,Neal Lancaster,7,1080,,1.0,52527.0,
171,172,172,Chris Tidland,15,1044,,1.0,52563.0,
172,173,173,Kirk Triplett,19,1033,,,52574.0,
173,174,174,Jeff Sluman,21,1030,,1.0,52577.0,
174,175,175,Brendon de Jonge,19,1010,,2.0,52597.0,
175,176,176,Paul Gow,19,1001,,1.0,52606.0,
176,177,177,Lee Westwood,8,991,,,52616.0,
177,178,178,Darron Stiles,17,922,,,52685.0,
178,179,179,Chris Riley,12,919,,,52688.0,
179,180,180,Dicky Pride,18,907,,,52700.0,
180,181,181,Kyle Reifers,20,897,,,52710.0,
181,182,182,Scott Gutschewski,15,870,,,52737.0,
182,183,183,Jarrod Lyle,17,869,,,52738.0,
183,184,184,Tom Johnson,20,826,,,52781.0,
184,185,185,Tom Byrum,15,792,,,52815.0,
185,186,186,Vance Veazey,8,783,,1.0,52824.0,
186,187,187,Paul Azinger,13,782,,,52825.0,
187,188,188,B.J. Staten,7,727,,1.0,52880.0,
188,189,189,Jeff Brehaut,14,711,,,52896.0,
189,190,190,Ben Crane,6,691,,,52916.0,
190,191,191,Daisuke Maruyama,21,685,,,52922.0,
191,192,192,D.J. Brigman,16,653,,,52954.0,
192,193,193,Craig Lile,17,599,,,53008.0,
193,194,194,David Howell,10,577,,,53030.0,
194,195,195,John Huston,11,525,,,53082.0,
195,196,196,John Cook,12,516,,,53091.0,
196,197,197,Jason Schultz,15,504,,,53103.0,
197,198,198,Mark Brooks,14,489,,,53118.0,
198,199,199,Craig Barlow,11,451,,,53156.0,
199,200,200,Skip Kendall,5,440,,1.0,53167.0,
200,201,201,Steve Wheatcroft,18,429,,,53178.0,
201,202,202,Tag Ridings,13,416,,,53191.0,
202,203,203,Brent Geiberger,12,382,,,53225.0,
203,204,204,Larry Mize,8,378,,1.0,53229.0,
204,205,205,Brad Faxon,18,375,,,53232.0,
205,206,206,Jay Delsing,8,371,,,53236.0,
206,207,207,Todd Hamilton,24,358,,,53249.0,
207,208,208,Bob May,10,355,,,53252.0,
208,209,209,Garrett Willis,8,333,,,53274.0,
209,210,210,Arjun Atwal,9,331,,,53276.0,
210,211,211,David Branshaw,23,324,,,53283.0,
211,212,212,Michael Boyd,14,294,,,53313.0,
212,T213,T213,Omar Uresti,3,293,,,53314.0,
213,T213,T213,Tom Watson,2,293,,,53314.0,
214,215,215,Jerry Smith,12,292,,,53315.0,
215,216,216,Darren Clarke,10,291,,,53316.0,
216,217,217,David Duval,5,287,,,53320.0,
217,218,218,Carlos Franco,9,285,,,53322.0,
218,219,219,Bubba Dickerson,13,252,,,53355.0,
219,220,220,Matt Hendrix,17,238,,,53369.0,
220,221,221,Jaco Van Zyl,14,224,,,53383.0,
221,222,222,Grant Waite,8,223,,,53384.0,
222,223,223,Chris Smith,7,204,,,53403.0,
223,224,224,Shane Bertsch,4,190,,,53417.0,
224,225,225,"Wes Short, Jr.",12,184,,,53423.0,
225,226,226,Jim Rutledge,16,178,,,53429.0,
226,227,227,Fred Couples,3,163,,,53444.0,
227,228,228,Steve Jones,9,161,,,53446.0,
228,229,229,Mark O'Meara,4,160,,,53447.0,
229,230,230,Sandy Lyle,2,159,,,53448.0,
230,231,231,Dan Forsman,8,156,,,53451.0,
231,232,232,Kris Cox,8,146,,,53461.0,
232,233,233,Michael Bradley,5,137,,,53470.0,
233,234,234,Danny Ellis,2,111,,,53496.0,
234,235,235,Bryce Molder,14,107,,,53500.0,
235,236,236,"Jim Gallagher, Jr.",6,98,,,53509.0,
236,237,237,Jim McGovern,4,83,,,53524.0,
237,238,238,Notah Begay III,5,80,,,53527.0,
238,239,239,Craig Stadler,1,70,,,53537.0,
239,240,240,Ben Crenshaw,1,63,,,53544.0,
240,241,241,Fuzzy Zoeller,1,61,,,53546.0,
241,242,242,Phil Tataurangi,5,56,,,53551.0,
242,243,243,Loren Roberts,3,53,,,53554.0,
243,244,244,Paul Sheehan,11,52,,,53555.0,
244,245,245,Blaine McCallister,6,52,,,53555.0,
245,T246,T246,Brandt Jobe,5,51,,,53556.0,
246,T246,T246,J.L. Lewis,4,51,,,53556.0,
247,248,248,Bob Burns,4,51,,,53556.0,
248,249,249,Spike McRoy,2,50,,,53557.0,
249,250,250,"David Berganio, Jr.",3,44,,,53563.0,
250,251,251,Willie Wood,4,44,,,53563.0,
251,252,252,Guy Boros,4,30,,,53577.0,
252,253,253,Scott Gump,8,28,,,53579.0,
