,_of_Potential_Pts_won_-_FedExCup_Regular_Season_RANK THIS WEEK,_of_Potential_Pts_won_-_FedExCup_Regular_Season_RANK LAST WEEK,_of_Potential_Pts_won_-_FedExCup_Regular_Season_PLAYER NAME,_of_Potential_Pts_won_-_FedExCup_Regular_Season_EVENTS,_of_Potential_Pts_won_-_FedExCup_Regular_Season_%,_of_Potential_Pts_won_-_FedExCup_Regular_Season_POINTS WON,_of_Potential_Pts_won_-_FedExCup_Regular_Season_POTENTIAL PTS,_of_Potential_Pts_won_-_FedExCup_Regular_Season_# OF WINS,_of_Potential_Pts_won_-_FedExCup_Regular_Season_# OF TOP 10'S
75,76,76,Steve Marino,31,4.79,4790,99900,,4.0
76,77,77,Ryuji Imada,32,4.77,5005,104850,,2.0
77,78,78,Sean O'Hair,28,4.76,4580,96300,,2.0
78,79,79,Davis Love III,21,4.68,4142,88425,,3.0
79,80,80,Bo Van Pelt,30,4.62,4723,102150,,2.0
80,81,81,Peter Lonard,27,4.48,4764,106425,,3.0
81,82,82,Brian Gay,32,4.47,4345,97200,,2.0
82,83,83,Neal Lancaster,13,4.36,1080,24750,,1.0
83,84,84,José María Olazábal,16,4.3,3202,74475,,1.0
84,85,85,Dean Wilson,28,4.27,4408,103275,,3.0
85,86,86,Kevin Na,27,4.26,3261,76500,,3.0
86,87,87,Will MacKenzie,30,4.19,4558,108900,,3.0
87,88,88,Matt Kuchar,26,4.17,3493,83700,,2.0
88,89,89,Jason Gore,27,4.08,3963,97200,,2.0
89,T90,T90,Joe Ogilvie,31,4.02,4193,104400,1.0,1.0
90,T90,T90,Mike Weir,23,4.02,3556,88425,,2.0
91,T92,T92,Justin Leonard,29,3.85,3885,101025,,2.0
92,T92,T92,Charles Warren,29,3.85,3915,101700,,2.0
93,94,94,Jeff Maggert,26,3.81,3104,81450,,1.0
94,95,95,Steve Allan,18,3.8,2479,65250,,1.0
95,96,96,Steve Elkington,25,3.79,3543,93600,,2.0
96,T97,T97,Steve Flesch,31,3.78,4119,108900,1.0,2.0
97,T97,T97,Tim Petrovic,32,3.78,4102,108450,,1.0
98,99,99,Charlie Wi,27,3.77,3138,83250,,2.0
99,100,100,Tommy Armour III,24,3.75,2865,76500,,1.0
100,101,101,J.B. Holmes,24,3.61,2860,79200,,2.0
101,102,102,J.J. Henry,26,3.56,3624,101925,,1.0
102,103,103,Shaun Micheel,29,3.44,3263,94725,,2.0
103,104,104,Bob Estes,28,3.4,3016,88650,,3.0
104,105,105,Chris DiMarco,24,3.32,3385,101925,,1.0
105,106,106,Tom Pernice Jr.,31,3.29,3561,108225,,2.0
106,107,107,Robert Garrigus,28,3.22,2987,92700,,1.0
107,T108,T108,Ben Curtis,25,3.19,2955,92700,,2.0
108,T108,T108,Anders Hansen,17,3.19,1989,62325,,
109,T108,T108,Tim Herron,27,3.19,3055,95850,,1.0
110,111,111,Cliff Kresge,30,3.14,3125,99450,,1.0
111,112,112,Tom Watson,2,3.1,293,9450,,
112,T113,T113,Briny Baird,31,3.09,3069,99450,,1.0
113,T113,T113,J.P. Hayes,28,3.09,2653,85950,,2.0
114,115,115,Kevin Stadler,31,3.06,3055,99675,,2.0
115,116,116,Alex Cejka,25,3.05,2400,78750,,2.0
116,117,117,Jason Bohn,17,3.03,2334,76950,,
117,118,118,Ted Purdy,33,2.99,3056,102150,,1.0
118,119,119,Chad Campbell,28,2.98,3036,101925,,1.0
119,120,120,George McNeill,30,2.93,2848,97200,,1.0
120,121,121,Craig Kanada,34,2.9,3076,106200,,1.0
121,122,122,Bob Heintz,27,2.75,2163,78750,,2.0
122,123,123,Harrison Frazar,32,2.71,2710,99900,,2.0
123,124,124,John Merrick,29,2.69,2358,87750,,1.0
124,125,125,Dudley Hart,12,2.68,1388,51750,,1.0
125,126,126,Olin Browne,15,2.67,1284,48150,,1.0
126,127,127,D.J. Trahan,30,2.65,2766,104400,,2.0
127,128,128,Gavin Coles,28,2.61,2174,83250,,2.0
128,129,129,Omar Uresti,4,2.6,293,11250,,
129,130,130,Lee Westwood,8,2.59,991,38250,,
130,131,131,Marco Dawson,23,2.56,1669,65250,,1.0
131,132,132,Michael Sim,17,2.54,1144,45000,,
132,133,133,Ben Crane,9,2.5,691,27675,,
133,134,134,Daniel Chopra,34,2.49,2819,113400,,1.0
134,135,135,B.J. Staten,7,2.48,727,29250,,1.0
135,136,136,Brett Quigley,25,2.46,2613,106200,,1.0
136,137,137,Skip Kendall,5,2.45,440,18000,,1.0
137,138,138,Mathew Goggin,30,2.42,2468,102150,,
138,139,139,Doug LaBelle II,33,2.39,2427,101700,,1.0
139,140,140,Andrew Buckle,26,2.37,1771,74700,,1.0
140,141,141,Joe Durant,28,2.35,2392,101925,,
141,142,142,Steve Lowery,22,2.34,1536,65700,,1.0
142,143,143,Vance Veazey,9,2.32,783,33750,,1.0
143,T144,T144,Bill Haas,30,2.3,2336,101700,,1.0
144,T144,T144,Jesper Parnevik,27,2.3,1976,85950,,
145,146,146,Frank Lickliter II,30,2.23,2175,97650,,
146,147,147,Rich Beem,29,2.22,2101,94500,,1.0
147,148,148,Billy Andrade,27,2.18,2019,92700,,
148,T149,T149,Ryan Armour,32,2.14,2165,101250,,2.0
149,T149,T149,Ryan Palmer,30,2.14,2142,99900,,1.0
150,151,151,Lee Janzen,24,2.08,1694,81450,,
151,T152,T152,Tripp Isenhour,32,2.06,2099,101700,,1.0
152,T152,T152,Corey Pavin,25,2.06,1967,95400,,1.0
153,154,154,Johnson Wagner,33,2.05,2317,112950,,1.0
154,T155,T155,Glen Day,27,2.01,1672,83250,,
155,T155,T155,Jason Dufner,32,2.01,2180,108450,,1.0
156,157,157,Michael Putnam,29,1.97,1791,90900,,
157,158,158,Chris Riley,17,1.95,919,47250,,
158,159,159,Shigeki Maruyama,31,1.91,1942,101700,,1.0
159,160,160,Jeff Gove,30,1.86,1763,94950,,1.0
160,161,161,Michael Allen,22,1.83,1279,69750,,1.0
161,T162,T162,Bob Tway,32,1.76,1790,101700,,
162,T162,T162,Duffy Waldorf,23,1.76,1313,74700,,
163,164,164,Cameron Beckman,29,1.74,1610,92250,,1.0
164,165,165,Paul Stankowski,18,1.73,1288,74250,,
165,T166,T166,Mark Hensby,25,1.72,1561,90675,,
166,T166,T166,Chris Tidland,21,1.72,1044,60750,,1.0
167,168,168,Chris Stroud,24,1.67,1174,70200,,1.0
168,169,169,Danny Ellis,2,1.65,111,6750,,
169,T170,T170,Craig Bowden,25,1.61,1193,74250,,1.0
170,T170,T170,Sandy Lyle,2,1.61,159,9900,,
171,172,172,Parker McLachlin,28,1.49,1307,87750,,
172,T173,T173,Rich Barcelo,26,1.46,1217,83250,,1.0
173,T173,T173,Mathias Grönberg,31,1.46,1515,103950,,
174,175,175,Chris Couch,30,1.44,1494,103950,,
175,176,176,Scott Gutschewski,22,1.43,870,60750,,
176,177,177,Craig Stadler,1,1.42,70,4950,,
177,178,178,Greg Owen,29,1.39,1321,94950,,1.0
178,179,179,Eric Axley,36,1.37,1740,127350,,
179,180,180,Paul Azinger,13,1.33,782,58950,,
180,181,181,John Daly,24,1.32,1081,81900,,
181,T182,T182,Joey Sindelar,25,1.31,1160,88650,,
182,T182,T182,Darron Stiles,24,1.31,922,70200,,
183,184,184,Brendon de Jonge,26,1.28,1010,78750,,2.0
184,T185,T185,Ben Crenshaw,1,1.27,63,4950,,
185,T185,T185,Jay Delsing,12,1.27,371,29250,,
186,T185,T185,David Duval,7,1.27,287,22500,,
187,T185,T185,Paul Gow,26,1.27,1001,78750,,1.0
188,T185,T185,Larry Mize,12,1.27,378,29700,,1.0
189,190,190,Robert Gamez,30,1.26,1217,96750,,1.0
190,T191,T191,Jeff Brehaut,21,1.25,711,56700,,
191,T191,T191,Tom Byrum,20,1.25,792,63450,,
192,T191,T191,Jarrod Lyle,24,1.25,869,69750,,
193,T194,T194,John Huston,16,1.23,525,42750,,
194,T194,T194,Kirk Triplett,25,1.23,1033,84150,,
195,T196,T196,David Howell,10,1.22,577,47475,,
196,T196,T196,Richard Johnson,32,1.22,1294,106200,,
197,T196,T196,Dicky Pride,25,1.22,907,74250,,
198,T196,T196,Fuzzy Zoeller,1,1.22,61,4950,,
199,200,200,Kent Jones,30,1.2,1196,99450,,
200,201,201,Fred Couples,3,1.17,163,13950,,
201,202,202,Garrett Willis,13,1.14,333,29250,,
202,203,203,Jeff Sluman,21,1.12,1030,91800,,1.0
203,204,204,Kyle Reifers,27,1.08,897,83250,,
204,205,205,Shane Bertsch,4,1.03,190,18450,,
205,206,206,John Cook,13,1.0,516,51750,,
206,T207,T207,D.J. Brigman,22,0.99,653,65700,,
207,T207,T207,Tom Johnson,27,0.99,826,83250,,
208,209,209,Craig Barlow,16,0.95,451,47250,,
209,210,210,Bob May,16,0.88,355,40500,,
210,211,211,Arjun Atwal,12,0.87,331,38250,,
211,T212,T212,Mark Brooks,18,0.86,489,56700,,
212,T212,T212,Craig Lile,24,0.86,599,69750,,
213,T214,T214,Carlos Franco,12,0.85,285,33750,,
214,T214,T214,Mark O'Meara,4,0.85,160,18900,,
215,216,216,Jason Schultz,22,0.83,504,60750,,
216,217,217,Chris Smith,8,0.82,204,24750,,
217,218,218,Brent Geiberger,17,0.81,382,47250,,
218,219,219,Tag Ridings,18,0.8,416,51750,,
219,220,220,Daisuke Maruyama,28,0.78,685,88200,,
220,221,221,Michael Bradley,8,0.76,137,18000,,
221,222,222,Spike McRoy,6,0.74,50,6750,,
222,223,223,Grant Waite,12,0.71,223,31500,,
223,T224,T224,Darren Clarke,10,0.62,291,47250,,
224,T224,T224,Jerry Smith,19,0.62,292,47250,,
225,226,226,Steve Wheatcroft,25,0.58,429,74250,,
226,T227,T227,Michael Boyd,21,0.52,294,56250,,
227,T227,T227,Jim McGovern,5,0.52,83,15750,,
228,229,229,Dan Forsman,12,0.5,156,31500,,
229,230,230,Bubba Dickerson,19,0.49,252,51750,,
230,231,231,Brad Faxon,18,0.48,375,78750,,
231,232,232,Steve Jones,9,0.45,161,36000,,
232,T233,T233,Notah Begay III,7,0.44,80,18000,,
233,T233,T233,"Jim Gallagher, Jr.",9,0.44,98,22500,,
234,235,235,Kris Cox,8,0.43,146,33750,,
235,236,236,Jaco Van Zyl,21,0.4,224,56250,,
236,237,237,Loren Roberts,3,0.38,53,13950,,
237,238,238,Bob Burns,5,0.37,51,13500,,
238,239,239,"Wes Short, Jr.",12,0.36,184,51750,,
239,240,240,Matt Hendrix,24,0.34,238,69750,,
240,T241,T241,David Branshaw,30,0.33,324,99450,,
241,T241,T241,Todd Hamilton,28,0.33,358,108000,,
242,T243,T243,"David Berganio, Jr.",3,0.32,44,13500,,
243,T243,T243,Willie Wood,6,0.32,44,13500,,
244,245,245,J.L. Lewis,4,0.28,51,18000,,
245,246,246,Jim Rutledge,23,0.26,178,67500,,
246,247,247,Phil Tataurangi,8,0.25,56,22500,,
247,T248,T248,Brandt Jobe,5,0.23,51,22500,,
248,T248,T248,Blaine McCallister,8,0.23,52,22500,,
249,250,250,Guy Boros,4,0.22,30,13500,,
250,251,251,Bryce Molder,21,0.19,107,56250,,
251,252,252,Paul Sheehan,11,0.11,52,45450,,
252,253,253,Scott Gump,12,0.09,28,31500,,
