,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
42,T43,T43,Alex Noren,1,"$75,484","$75,484"
43,T43,T43,Jean Van de Velde,1,"$75,484","$75,484"
44,T43,T43,Simon Wakefield,1,"$75,484","$75,484"
45,T43,T43,Paul Waring,1,"$75,484","$75,484"
46,47,47,Bart Bryant,23,"$74,745","$1,719,153"
47,48,48,Davis Love III,23,"$73,705","$1,695,237"
48,49,49,Bernhard Langer,2,"$73,625","$147,250"
49,50,50,Mathew Goggin,27,"$72,961","$1,969,962"
50,51,51,Paul Casey,16,"$72,275","$1,156,414"
51,52,52,Woody Austin,30,"$71,547","$2,146,430"
52,53,53,Jeff Quinney,28,"$71,406","$1,999,371"
53,54,54,Brian Gay,31,"$71,145","$2,205,512"
54,55,55,Justin Rose,15,"$69,856","$1,047,853"
55,56,56,Briny Baird,30,"$67,993","$2,039,807"
56,57,57,Ken Duke,33,"$67,844","$2,238,884"
57,58,58,Rory Sabbatini,23,"$67,794","$1,559,277"
58,59,59,Freddie Jacobson,24,"$66,559","$1,597,423"
59,60,60,Ryan Palmer,22,"$66,053","$1,453,182"
60,61,61,Paul Goydos,25,"$65,629","$1,640,737"
61,62,62,Steve Marino,32,"$65,445","$2,094,266"
62,63,63,Pat Perez,27,"$65,038","$1,756,038"
63,64,64,Zach Johnson,25,"$64,604","$1,615,123"
64,65,65,David Howell,3,"$64,581","$193,743"
65,66,66,Tim Clark,27,"$63,778","$1,722,029"
66,67,67,Steve Lowery,25,"$60,971","$1,524,275"
67,68,68,Rod Pampling,28,"$60,819","$1,702,952"
68,69,69,Miguel Angel Jiménez,8,"$60,805","$486,446"
69,70,70,Daniel Chopra,27,"$60,395","$1,630,689"
70,71,71,Billy Mayfair,29,"$60,368","$1,750,682"
71,72,72,Tommy Armour III,25,"$60,050","$1,501,255"
72,73,73,Dustin Johnson,30,"$59,663","$1,789,894"
73,74,74,Ben Crane,25,"$59,540","$1,488,504"
74,75,75,Brandt Snedeker,26,"$58,901","$1,531,441"
75,76,76,Jason Bohn,15,"$57,785","$866,785"
76,77,77,Greg Kraft,21,"$57,359","$1,204,559"
77,78,78,Scott Verplank,24,"$56,650","$1,359,620"
78,79,79,Charlie Wi,27,"$56,125","$1,515,394"
79,80,80,Johnson Wagner,26,"$55,038","$1,431,001"
80,81,81,Mark Wilson,29,"$54,425","$1,578,337"
81,82,82,Ryan Blaum,1,"$54,250","$54,250"
82,83,83,Matt Kuchar,27,"$53,616","$1,447,637"
83,84,84,Jerry Kelly,31,"$53,303","$1,652,400"
84,85,85,Bubba Watson,29,"$52,880","$1,533,522"
85,86,86,Fred Couples,18,"$52,737","$949,281"
86,87,87,Nick O'Hern,26,"$52,721","$1,370,771"
87,88,88,Rocco Mediate,27,"$52,625","$1,420,875"
88,89,89,Nicholas Thompson,36,"$51,925","$1,869,329"
89,90,90,Steve Elkington,25,"$51,644","$1,291,113"
90,91,91,Heath Slocum,29,"$51,445","$1,491,915"
91,92,92,Ángel Cabrera,17,"$51,069","$868,182"
92,93,93,Ryan Moore,24,"$50,620","$1,214,899"
93,94,94,Jeev Milkha Singh,5,"$50,569","$252,849"
94,95,95,Peter Lonard,30,"$48,763","$1,462,893"
95,96,96,Parker McLachlin,27,"$48,586","$1,311,839"
96,97,97,Chez Reavie,30,"$48,136","$1,444,102"
97,98,98,Rob Grube,1,"$48,000","$48,000"
98,99,99,George McNeill,29,"$46,949","$1,361,531"
99,100,100,John Merrick,28,"$46,857","$1,312,004"
100,101,101,Charles Howell III,31,"$46,749","$1,449,231"
101,102,102,Corey Pavin,20,"$46,214","$924,281"
102,103,103,Marc Turnesa,29,"$45,859","$1,329,920"
103,104,104,Graeme McDowell,4,"$45,636","$182,544"
104,105,105,Arron Oberholser,10,"$45,488","$454,881"
105,106,106,John Senden,28,"$45,324","$1,269,083"
106,107,107,Cameron Beckman,29,"$45,270","$1,312,837"
107,108,108,Tom Pernice Jr.,30,"$44,542","$1,336,276"
108,109,109,Steve Flesch,29,"$43,622","$1,265,058"
109,110,110,Will MacKenzie,21,"$43,390","$911,194"
110,111,111,Scott McCarron,22,"$43,275","$952,070"
111,112,112,D.A. Points,3,"$42,306","$126,918"
112,113,113,Kevin Streelman,32,"$42,272","$1,352,704"
113,114,114,Dean Wilson,32,"$42,187","$1,350,002"
114,115,115,Richard Johnson,21,"$42,112","$884,367"
115,116,116,Casey Wittenberg,4,"$41,880","$167,520"
116,117,117,Tim Herron,28,"$41,607","$1,164,998"
117,118,118,John Mallinger,29,"$41,428","$1,201,432"
118,119,119,Troy Matteson,30,"$40,400","$1,212,018"
119,120,120,Tim Wilkinson,29,"$40,262","$1,167,606"
120,121,121,Michael Letzig,29,"$40,240","$1,166,976"
121,122,122,David Toms,20,"$39,955","$799,113"
122,123,123,Tom Lehman,17,"$39,803","$676,651"
123,124,124,Bob Tway,20,"$39,282","$785,640"
124,125,125,Michael Sim,7,"$38,552","$269,864"
125,126,126,Jonathan Byrd,27,"$38,503","$1,039,583"
126,127,127,Lucas Glover,26,"$38,403","$998,490"
127,128,128,Cliff Kresge,28,"$38,150","$1,068,206"
128,129,129,Grégory Havret,2,"$37,742","$75,484"
129,130,130,Esteban Toledo,3,"$37,101","$111,305"
130,131,131,John Rollins,28,"$36,286","$1,016,031"
131,132,132,Kevin Na,29,"$35,898","$1,041,058"
132,133,133,Alex Cejka,25,"$35,759","$893,997"
133,134,134,Joe Ogilvie,29,"$35,718","$1,035,830"
134,135,135,Robert Dinwiddie,1,"$35,709","$35,709"
135,136,136,Steve Allan,21,"$35,427","$743,969"
136,137,137,Brett Quigley,25,"$35,128","$878,215"
137,138,138,Michael Allen,28,"$35,045","$981,262"
138,139,139,Brian Davis,34,"$33,869","$1,151,558"
139,T140,T140,Thomas Aiken,1,"$33,266","$33,266"
140,T140,T140,Grégory Bourdy,1,"$33,266","$33,266"
141,T140,T140,Ariel Cañete,1,"$33,266","$33,266"
142,T140,T140,Simon Khan,1,"$33,266","$33,266"
143,144,144,Vaughn Taylor,32,"$32,919","$1,053,422"
144,145,145,Charley Hoffman,29,"$32,610","$945,701"
145,146,146,Nick Watney,27,"$32,524","$878,173"
146,147,147,Bill Haas,31,"$32,288","$1,000,939"
147,148,148,Mark Calcavecchia,25,"$31,392","$784,809"
148,149,149,Nathan Green,30,"$30,428","$912,867"
149,150,150,Tim Petrovic,32,"$29,955","$958,577"
150,151,151,Brad Adamonis,29,"$29,738","$862,413"
151,152,152,Roland Thatcher,15,"$29,680","$445,211"
152,153,153,Bob Estes,28,"$29,621","$829,395"
153,154,154,Martin Laird,29,"$29,405","$852,751"
154,155,155,Shane Bertsch,29,"$29,008","$841,248"
155,156,156,Joe Durant,28,"$28,663","$802,567"
156,157,157,Bob May,4,"$28,521","$114,085"
157,158,158,Gavin Coles,16,"$28,437","$455,002"
158,159,159,Bo Van Pelt,32,"$28,248","$903,966"
159,160,160,Jeff Overton,32,"$27,827","$890,488"
160,161,161,Charles Warren,29,"$27,610","$800,693"
161,162,162,John Huston,18,"$27,604","$496,876"
162,163,163,Jason Day,28,"$27,406","$767,393"
163,164,164,J.J. Henry,34,"$27,387","$931,161"
164,165,165,Prayad Marksaeng,4,"$26,765","$107,060"
165,166,166,Ian Woosnam,1,"$26,250","$26,250"
166,167,167,Robert Garrigus,29,"$26,094","$756,732"
167,168,168,Eric Axley,35,"$25,691","$899,215"
168,169,169,James Driscoll,28,"$25,305","$708,549"
169,170,170,Rich Beem,29,"$25,172","$730,000"
170,171,171,Stephen Poole,1,"$25,143","$25,143"
171,172,172,Matt Jones,31,"$25,029","$775,899"
172,173,173,Daisuke Maruyama,4,"$24,649","$98,596"
173,174,174,WC Liang,6,"$24,454","$146,728"
174,175,175,Jarrod Lyle,1,"$23,985","$23,985"
175,176,176,Jason Gore,33,"$23,626","$779,664"
176,177,177,Anthony Wall,1,"$23,553","$23,553"
177,178,178,Tommy Gainey,24,"$23,425","$562,204"
178,179,179,Patrick Sheehan,35,"$23,025","$805,897"
179,180,180,Jay Williamson,33,"$22,995","$758,862"
180,181,181,Glen Day,19,"$22,908","$435,263"
181,182,182,Chris Riley,17,"$22,873","$388,850"
182,183,183,Diego Vanegas,1,"$22,775","$22,775"
183,184,184,Alvaro Quiros,2,"$22,532","$45,065"
184,185,185,Scott Sterling,28,"$22,315","$624,821"
185,186,186,Jesper Parnevik,29,"$21,924","$635,819"
186,187,187,Craig Parry,4,"$21,577","$86,310"
187,188,188,Niclas Fasth,10,"$21,056","$210,565"
188,189,189,Marco Dawson,21,"$20,950","$439,963"
189,190,190,Yusaku Miyazato,1,"$20,670","$20,670"
190,191,191,Jonathan Lomas,1,"$20,384","$20,384"
191,192,192,Chris DiMarco,29,"$20,370","$590,743"
192,193,193,Pablo Martin Benavides,3,"$20,047","$60,142"
193,194,194,Kevin Stadler,30,"$19,964","$598,945"
194,195,195,Jhonattan Vegas,1,"$19,828","$19,828"
195,T196,T196,Jean Baptiste Gonnet,1,"$19,785","$19,785"
196,T196,T196,David Horsey,1,"$19,785","$19,785"
197,198,198,Tag Ridings,29,"$19,603","$568,493"
198,199,199,Harrison Frazar,23,"$19,306","$444,059"
199,200,200,Todd Hamilton,28,"$19,212","$537,957"
200,201,201,Mark Brown,3,"$19,000","$57,000"
201,T202,T202,Jose-Filipe Lima,1,"$18,685","$18,685"
202,T202,T202,Martin Wiegele,1,"$18,685","$18,685"
203,204,204,José Coceres,13,"$18,491","$240,392"
204,205,205,Mark Hensby,26,"$18,480","$480,482"
205,206,206,Fred Funk,14,"$18,377","$257,283"
206,207,207,Lee Janzen,28,"$17,862","$500,155"
207,208,208,Jason Dufner,16,"$17,758","$284,137"
208,209,209,Bob Heintz,17,"$17,706","$301,015"
209,210,210,Anders Hansen,6,"$17,620","$105,724"
210,211,211,Richard Sterne,8,"$17,177","$137,419"
211,212,212,Frank Lickliter II,32,"$17,128","$548,113"
212,213,213,Chih-Bing Lam,1,"$16,787","$16,787"
213,214,214,Chris Stroud,29,"$16,634","$482,405"
214,215,215,Justin Bolli,28,"$16,357","$458,022"
215,216,216,Charl Schwartzel,1,"$16,250","$16,250"
216,217,217,Jeff Gove,18,"$16,133","$290,410"
217,218,218,Garrett Willis,11,"$16,074","$176,815"
218,219,219,Brenden Pappas,24,"$16,002","$384,071"
219,220,220,Y.E. Yang,29,"$15,921","$461,725"
220,221,221,Jeff Maggert,28,"$15,874","$444,484"
221,222,222,Craig Kanada,23,"$15,808","$363,596"
222,223,223,Spencer Levin,1,"$15,518","$15,518"
223,224,224,Brandt Jobe,19,"$15,432","$293,214"
224,225,225,Dan Forsman,11,"$15,373","$169,106"
225,226,226,Doug LaBelle II,22,"$15,369","$338,132"
226,227,227,Jon Mills,32,"$15,297","$489,510"
227,T228,T228,Andrew Dresser,1,"$15,189","$15,189"
228,T228,T228,Andrew Svoboda,1,"$15,189","$15,189"
229,230,230,Carlos Franco,25,"$15,150","$378,768"
230,231,231,José María Olazábal,4,"$15,050","$60,200"
231,232,232,Brett Rumford,26,"$14,862","$386,418"
232,233,233,Omar Uresti,24,"$14,428","$346,285"
233,234,234,Tom Scherrer,20,"$14,419","$288,390"
234,235,235,Justin Hicks,1,"$14,306","$14,306"
235,236,236,Chad Collins,24,"$14,164","$339,958"
236,237,237,Hiroyuki Fujita,1,"$14,150","$14,150"
237,238,238,Brent Geiberger,12,"$13,800","$165,600"
238,239,239,Ross McGowan,1,"$13,718","$13,718"
239,240,240,Bubba Dickerson,1,"$13,640","$13,640"
240,241,241,Kent Jones,23,"$13,236","$304,432"
241,242,242,Nick Flanagan,29,"$13,070","$379,036"
242,243,243,Dicky Pride,14,"$13,063","$182,890"
243,244,244,Tom Gillis,3,"$12,971","$38,915"
244,245,245,Brian Bateman,18,"$12,637","$227,470"
245,246,246,Chris Kirk,3,"$12,574","$37,724"
246,247,247,Ian Leggatt,5,"$12,496","$62,481"
247,248,248,Sandy Lyle,2,"$12,375","$24,750"
248,249,249,John Riegger,24,"$12,062","$289,501"
249,T250,T250,J.P. Hayes,26,"$12,005","$312,151"
250,T250,T250,Paul Stankowski,13,"$12,005","$156,077"
251,252,252,Bob Sowards,22,"$11,969","$263,327"
252,253,253,Peter Karmis,1,"$11,940","$11,940"
253,T254,T254,Kiyoshi Miyazato,1,"$11,925","$11,925"
254,T254,T254,Larry Mize,16,"$11,925","$190,803"
255,256,256,Nick Price,1,"$11,900","$11,900"
256,257,257,Robert Damron,8,"$11,826","$94,611"
257,258,258,Jimmy Walker,24,"$11,760","$282,249"
258,259,259,Brad Elder,23,"$11,755","$270,365"
259,260,260,Kenneth Ferrie,25,"$11,550","$288,772"
260,261,261,Fulton Allem,1,"$11,468","$11,468"
261,262,262,Mitsuhiro Tateyama,1,"$11,448","$11,448"
262,263,263,Scott Hoch,1,"$11,385","$11,385"
263,264,264,Andrew Buckle,15,"$11,350","$170,264"
264,265,265,John Douma,1,"$11,150","$11,150"
265,266,266,Graeme Storm,3,"$11,088","$33,266"
266,267,267,Ryan Armour,32,"$11,078","$354,508"
267,268,268,Brett Wetterich,11,"$11,061","$121,675"
268,269,269,Pete Jordan,1,"$10,725","$10,725"
269,270,270,Richard Finch,2,"$10,642","$21,284"
270,271,271,Bryan DeCorso,1,"$10,600","$10,600"
271,272,272,Derek Lamely,1,"$10,494","$10,494"
272,273,273,Chip Deason,1,"$10,350","$10,350"
273,274,274,Reid Edstrom,1,"$10,340","$10,340"
274,275,275,Richard Green,9,"$10,328","$92,959"
275,276,276,Billy Andrade,24,"$10,145","$243,490"
276,277,277,Alejandro Cañizares,16,"$10,132","$162,115"
277,278,278,Erik Compton,1,"$10,074","$10,074"
278,279,279,Ted Purdy,25,"$9,928","$248,207"
279,280,280,Michael Bradley,14,"$9,889","$138,453"
280,281,281,Shaun Micheel,16,"$9,864","$157,828"
281,282,282,Keiichiro Fukabori,1,"$9,805","$9,805"
282,283,283,Robert Gamez,26,"$9,613","$249,944"
283,284,284,Peter Hanson,4,"$9,383","$37,534"
284,285,285,Stephen Leaney,17,"$9,291","$157,963"
285,286,286,Rod Perry,1,"$9,154","$9,154"
286,287,287,Dustin Risdon,1,"$9,100","$9,100"
287,288,288,Oliver Wilson,4,"$8,927","$35,709"
288,289,289,Shigeki Maruyama,18,"$8,898","$160,174"
289,290,290,Todd Demsey,25,"$8,696","$217,417"
290,291,291,Mike Ruiz,1,"$8,692","$8,692"
291,292,292,Craig Barlow,15,"$8,648","$129,731"
292,293,293,Philip Archer,2,"$8,593","$17,187"
293,294,294,Mathias Grönberg,30,"$8,176","$245,281"
294,295,295,Michael Thompson,4,"$8,156","$32,625"
295,296,296,Michael Campbell,6,"$8,008","$48,053"
296,297,297,David Frost,3,"$7,851","$23,553"
297,298,298,Soren Hansen,9,"$7,829","$70,465"
298,299,299,Neal Lancaster,9,"$7,793","$70,137"
299,300,300,Stuart Deane,2,"$7,606","$15,213"
300,301,301,Chip Sullivan,6,"$7,593","$45,559"
301,302,302,Jin Park,30,"$7,570","$227,102"
302,303,303,Nick Dougherty,8,"$7,507","$60,061"
303,304,304,Casey Bourque,1,"$7,462","$7,462"
304,305,305,Miguel Suarez,1,"$7,350","$7,350"
305,306,306,Tom Byrum,12,"$7,315","$87,782"
306,307,307,Richard Johnson,29,"$6,903","$200,209"
307,308,308,Joey Sindelar,5,"$6,870","$34,350"
308,309,309,Wilfredo Morales,1,"$6,545","$6,545"
309,T310,T310,Dennis Paulson,1,"$6,420","$6,420"
310,T310,T310,Ted Schulz,1,"$6,420","$6,420"
311,312,312,Webb Simpson,6,"$6,410","$38,460"
312,313,313,Pablo Larrazabal,3,"$6,228","$18,685"
313,314,314,Olin Browne,27,"$6,186","$167,028"
314,315,315,Ronnie Black,2,"$6,147","$12,294"
315,316,316,Jonathan Moore,2,"$6,132","$12,265"
316,317,317,Jay Delsing,8,"$6,000","$48,000"
317,T318,T318,Rick Fehr,1,"$5,940","$5,940"
318,T318,T318,Kyle Thompson,26,"$5,940","$154,446"
319,320,320,Mark Brooks,17,"$5,857","$99,582"
320,321,321,David Duval,20,"$5,748","$114,973"
321,322,322,David Lutterus,23,"$5,647","$129,886"
322,323,323,Anton Haig,2,"$5,640","$11,280"
323,324,324,David Hearn,2,"$5,550","$11,100"
324,325,325,Ross Fisher,6,"$5,544","$33,266"
325,326,326,Guy Boros,6,"$5,260","$31,565"
326,327,327,Alan Morin,2,"$5,252","$10,505"
327,328,328,Jim McGovern,26,"$5,234","$136,088"
328,329,329,Jonathan Kaye,8,"$5,171","$41,375"
329,330,330,Robert Floyd,3,"$5,088","$15,264"
330,331,331,Paul Claxton,23,"$5,072","$116,678"
331,332,332,Paul Azinger,9,"$4,732","$42,590"
332,333,333,Martin Kaymer,8,"$4,704","$37,637"
333,334,334,Louis Oosthuizen,3,"$4,566","$13,700"
334,335,335,Chris Smith,5,"$4,555","$22,775"
335,336,336,Jason Allred,23,"$4,373","$100,596"
336,337,337,Jon Turcott,2,"$4,180","$8,360"
337,338,338,Andrew Magee,3,"$4,079","$12,238"
338,339,339,Spike McRoy,4,"$3,910","$15,640"
339,340,340,Scott Piercy,2,"$3,815","$7,630"
340,341,341,Brendan Jones,5,"$3,737","$18,685"
341,342,342,John Morse,7,"$3,672","$25,705"
342,343,343,Kirk Triplett,9,"$3,643","$32,794"
343,344,344,John Daly,17,"$3,295","$56,017"
344,345,345,Colt Knost,5,"$3,225","$16,129"
345,346,346,Len Mattiace,11,"$3,212","$35,333"
346,347,347,Deane Pappas,3,"$3,191","$9,573"
347,348,348,James Kingston,5,"$3,150","$15,750"
348,349,349,Notah Begay III,9,"$3,096","$27,872"
349,350,350,Colin Montgomerie,7,"$3,040","$21,284"
350,351,351,Gabriel Hjertstedt,4,"$2,873","$11,495"
351,352,352,Ron Whittaker,22,"$2,726","$59,977"
352,353,353,Cody Freeman,26,"$2,641","$68,672"
353,354,354,Toru Taniguchi,7,"$2,302","$16,120"
354,355,355,Mark O'Meara,5,"$2,184","$10,920"
355,356,356,J.L. Lewis,16,"$2,125","$34,002"
356,357,357,Duffy Waldorf,4,"$1,837","$7,350"
357,358,358,Travis Perkins,23,"$1,590","$36,582"
358,359,359,Grant Waite,8,"$1,567","$12,540"
359,360,360,Skip Kendall,6,"$1,318","$7,910"
360,361,361,"Jim Gallagher, Jr.",7,"$1,074","$7,520"
361,362,362,Bob Burns,7,$950,"$6,650"
