,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
56,T55,T55,Brian Stuard,81,2.4090000000000003,265.4,110.16799999999999,63,2.6310000000000002
57,T55,T55,Nicholas Thompson,88,2.4090000000000003,271.3,112.603,63,2.656
58,T59,T59,Michael Connell,89,2.408,263.8,109.54700000000001,66,2.562
59,T59,T59,Bill Lunde,79,2.408,267.5,111.101,54,2.654
60,T59,T59,Charles Warren,64,2.408,283.2,117.616,39,2.588
61,62,62,Garth Mulroy,53,2.407,276.9,115.04299999999999,32,2.593
62,63,63,Alex Cejka,81,2.406,259.2,107.719,56,2.6460000000000004
63,T64,T64,Rich Barcelo,70,2.405,272.3,113.23899999999999,42,2.57
64,T64,T64,Graham DeLaet,88,2.405,291.8,121.31299999999999,45,2.636
65,T64,T64,Kevin Stadler,86,2.405,273.9,113.889,57,2.667
66,67,67,Jerod Turner,54,2.404,260.6,108.4,34,2.6710000000000003
67,T68,T68,Jonathan Byrd,85,2.403,278.1,115.704,64,2.656
68,T68,T68,Jeff Gove,57,2.403,265.6,110.515,32,2.662
69,70,70,Carl Pettersson,99,2.4019999999999997,263.5,109.713,87,2.622
70,T71,T71,Jason Bohn,84,2.399,261.9,109.15299999999999,72,2.613
71,T71,T71,Ángel Cabrera,64,2.399,289.1,120.51799999999999,45,2.852
72,T71,T71,Jeff Overton,89,2.399,277.8,115.81700000000001,59,2.655
73,T74,T74,Andrew McLardy,52,2.398,274.9,114.65299999999999,30,2.577
74,T74,T74,Rocco Mediate,71,2.398,259.3,108.131,53,2.5980000000000003
75,T76,T76,Mathew Goggin,85,2.397,275.4,114.891,52,2.708
76,T76,T76,Jerry Kelly,99,2.397,259.9,108.413,69,2.6639999999999997
77,T76,T76,Marc Leishman,87,2.397,279.5,116.618,65,2.6260000000000003
78,79,79,Brenden Pappas,66,2.396,274.4,114.542,38,2.615
79,T80,T80,George McNeill,79,2.395,279.4,116.675,53,2.701
80,T80,T80,Chris Stroud,90,2.395,268.2,112.001,56,2.594
81,T82,T82,Robert Garrigus,71,2.3930000000000002,291.6,121.84299999999999,35,2.6510000000000002
82,T82,T82,Alex Prugh,88,2.3930000000000002,280.1,117.02799999999999,64,2.6510000000000002
83,T84,T84,Robert Allenby,76,2.392,269.5,112.681,54,2.641
84,T84,T84,Aaron Baddeley,94,2.392,286.6,119.81299999999999,66,2.6010000000000004
85,T86,T86,Ben Curtis,78,2.39,259.2,108.429,65,2.596
86,T86,T86,Martin Laird,91,2.39,282.2,118.083,69,2.818
87,T86,T86,Ryan Moore,80,2.39,272.1,113.825,59,2.68
88,T89,T89,David Lutterus,69,2.3890000000000002,268.1,112.225,37,2.617
89,T89,T89,Chris Tidland,77,2.3890000000000002,270.4,113.197,57,2.645
90,T91,T91,Justin Bolli,55,2.388,256.1,107.22399999999999,34,2.605
91,T91,T91,Justin Rose,78,2.388,271.3,113.62299999999999,58,2.602
92,93,93,Ian Poulter,55,2.386,264.6,110.876,34,2.605
93,T94,T94,Daniel Chopra,74,2.385,279.4,117.15899999999999,55,2.657
94,T94,T94,Webb Simpson,98,2.385,263.6,110.51299999999999,82,2.656
95,T96,T96,Spencer Levin,110,2.384,262.2,109.99700000000001,79,2.688
96,T96,T96,Jarrod Lyle,54,2.384,269.7,113.104,39,2.589
97,T96,T96,Hunter Mahan,85,2.384,267.7,112.28,71,2.627
98,T96,T96,Sean O'Hair,84,2.384,270.8,113.57799999999999,59,2.696
99,T100,T100,Retief Goosen,75,2.383,274.0,114.959,45,2.653
100,T100,T100,Kevin Johnson,62,2.383,258.8,108.62799999999999,40,2.602
101,T100,T100,Steve Lowery,67,2.383,268.2,112.559,42,2.595
102,T103,T103,Ernie Els,72,2.3819999999999997,270.8,113.679,51,2.6830000000000003
103,T103,T103,Martin Flores,75,2.3819999999999997,284.0,119.265,49,2.551
104,T103,T103,Matt Jones,89,2.3819999999999997,276.3,115.98700000000001,62,2.592
105,T103,T103,Y.E. Yang,72,2.3819999999999997,269.8,113.273,41,2.8569999999999998
106,T107,T107,Craig Bowden,56,2.381,244.6,102.712,37,2.573
107,T107,T107,Lee Janzen,77,2.381,269.0,112.984,56,2.596
108,T107,T107,Troy Merritt,86,2.381,270.7,113.70200000000001,56,2.5989999999999998
109,T110,T110,Blake Adams,84,2.379,274.0,115.196,62,2.616
110,T110,T110,Boo Weekley,88,2.379,274.7,115.45,67,2.6430000000000002
111,112,112,David Duval,71,2.378,272.5,114.63,35,2.6
112,113,113,Brendon de Jonge,114,2.376,269.1,113.281,81,2.611
113,T114,T114,Henrik Bjornstad,72,2.375,267.7,112.723,43,2.59
114,T114,T114,Michael Letzig,84,2.375,268.7,113.161,65,2.617
115,T114,T114,Camilo Villegas,78,2.375,272.9,114.92,45,2.6639999999999997
116,T114,T114,Garrett Willis,82,2.375,260.6,109.697,62,2.591
117,118,118,Brett Wetterich,54,2.374,282.8,119.117,36,2.675
118,T119,T119,K.J. Choi,82,2.373,264.0,111.25,57,2.715
119,T119,T119,Sergio Garcia,58,2.373,282.0,118.848,32,2.6489999999999996
120,T119,T119,Cameron Tringale,55,2.373,274.2,115.527,34,2.526
121,T119,T119,Omar Uresti,74,2.373,250.8,105.68700000000001,52,2.73
122,123,123,Tim Clark,88,2.372,251.0,105.81700000000001,62,2.6180000000000003
123,T124,T124,Ryuji Imada,90,2.371,260.3,109.821,74,2.6510000000000002
124,T124,T124,Tom Pernice Jr.,74,2.371,256.7,108.26,40,2.5989999999999998
125,T126,T126,Charley Hoffman,85,2.37,281.7,118.855,70,2.738
126,T126,T126,Cliff Kresge,50,2.37,253.5,106.975,30,2.553
127,128,128,Cameron Beckman,68,2.369,260.3,109.881,50,2.577
128,129,129,Steve Wheatcroft,74,2.3680000000000003,260.1,109.82799999999999,42,2.572
129,130,130,D.A. Points,90,2.367,262.4,110.863,69,2.57
130,T131,T131,Skip Kendall,58,2.364,251.3,106.32700000000001,35,2.574
131,T131,T131,Matt Kuchar,97,2.364,261.8,110.73,70,2.641
132,133,133,Bubba Watson,77,2.363,291.7,123.486,52,2.7319999999999998
133,T134,T134,Stuart Appleby,101,2.362,271.9,115.14200000000001,81,2.6630000000000003
134,T134,T134,Scott McCarron,90,2.362,268.8,113.79799999999999,67,2.617
135,T136,T136,Chad Campbell,94,2.356,265.1,112.525,60,2.523
136,T136,T136,Matt Every,60,2.356,271.2,115.11,40,2.576
137,T136,T136,Greg Owen,69,2.356,273.0,115.90799999999999,55,2.526
138,T136,T136,Jay Williamson,76,2.356,258.0,109.475,51,2.559
139,T140,T140,Steve Elkington,74,2.354,259.1,110.089,50,2.702
140,T140,T140,Nick Watney,91,2.354,278.6,118.353,66,2.617
141,T142,T142,Jason Dufner,87,2.352,261.5,111.167,63,2.617
142,T142,T142,Paul Goydos,78,2.352,249.5,106.074,62,2.537
143,T142,T142,Jimmy Walker,82,2.352,280.4,119.24600000000001,50,2.6689999999999996
144,T145,T145,Tim Petrovic,105,2.351,260.7,110.89399999999999,76,2.517
145,T145,T145,Adam Scott,70,2.351,277.9,118.194,52,2.6660000000000004
146,T147,T147,Luke Donald,71,2.3480000000000003,260.2,110.838,55,2.592
147,T147,T147,Lucas Glover,75,2.3480000000000003,273.3,116.402,50,2.752
148,149,149,Jim Furyk,76,2.347,255.1,108.723,66,2.622
149,T150,T150,Brian Gay,101,2.343,241.4,103.00299999999999,84,2.675
150,T150,T150,Pat Perez,90,2.343,268.9,114.755,68,2.822
151,T150,T150,Jeff Quinney,91,2.343,246.6,105.287,58,2.7089999999999996
152,T150,T150,Michael Sim,64,2.343,264.3,112.773,46,2.613
153,154,154,Woody Austin,93,2.34,264.0,112.806,66,2.54
154,155,155,Justin Leonard,89,2.339,252.7,108.00200000000001,68,2.6
155,T156,T156,Bill Haas,87,2.338,277.2,118.53399999999999,67,2.6
156,T156,T156,J.J. Henry,92,2.338,270.5,115.698,68,2.59
157,158,158,Kevin Streelman,90,2.336,270.2,115.65100000000001,69,2.5380000000000003
158,T159,T159,Michael Bradley,77,2.334,263.7,112.96,42,2.5660000000000003
159,T159,T159,Bryce Molder,84,2.334,255.5,109.469,64,2.616
160,T159,T159,John Senden,103,2.334,273.4,117.12799999999999,73,2.549
161,T159,T159,Charlie Wi,95,2.334,261.5,112.05799999999999,73,2.61
162,163,163,Richard Johnson,90,2.332,254.0,108.928,51,2.5869999999999997
163,164,164,Dean Wilson,54,2.331,254.4,109.145,31,2.4930000000000003
164,T165,T165,Briny Baird,87,2.33,256.0,109.84899999999999,61,2.6239999999999997
165,T165,T165,Matt Bettencourt,91,2.33,267.2,114.689,47,2.63
166,167,167,Johnson Wagner,85,2.327,257.7,110.727,62,2.577
167,168,168,Steve Flesch,78,2.325,252.7,108.691,51,2.5580000000000003
168,169,169,Brent Delahoussaye,57,2.324,248.1,106.75200000000001,34,2.506
169,170,170,Rod Pampling,77,2.323,261.1,112.412,58,2.5980000000000003
170,171,171,Scott Verplank,74,2.32,248.1,106.928,58,2.548
171,T172,T172,Greg Chalmers,93,2.319,255.5,110.182,81,2.569
172,T172,T172,Chris Riley,73,2.319,253.0,109.104,53,2.52
173,T174,T174,Chad Collins,87,2.318,256.3,110.53200000000001,67,2.552
174,T174,T174,Jeev Milkha Singh,59,2.318,262.5,113.251,34,2.5380000000000003
175,176,176,James Nitties,92,2.3169999999999997,266.1,114.833,49,2.531
176,177,177,Vance Veazey,58,2.315,260.2,112.382,37,2.574
177,178,178,James Driscoll,78,2.314,274.9,118.822,58,2.526
178,179,179,Charles Howell III,103,2.311,272.4,117.845,78,2.506
179,180,180,Freddie Jacobson,83,2.309,263.1,113.95700000000001,72,2.565
180,181,181,Chris Couch,66,2.3080000000000003,281.0,121.736,39,2.5669999999999997
181,182,182,Stephen Ames,75,2.307,258.5,112.064,52,2.526
182,183,183,Shaun Micheel,70,2.306,255.8,110.92399999999999,44,2.542
183,T184,T184,Joe Durant,67,2.305,260.2,112.853,43,2.6839999999999997
184,T184,T184,Nathan Green,86,2.305,256.8,111.416,64,2.549
185,186,186,Bob Estes,79,2.2969999999999997,257.6,112.12799999999999,62,2.516
186,187,187,Brad Faxon,58,2.283,242.6,106.24700000000001,43,2.58
187,T188,T188,Ricky Barnes,103,2.273,266.1,117.06700000000001,69,2.5869999999999997
188,T188,T188,Tom Gillis,97,2.273,259.9,114.346,78,2.54
189,190,190,Mike Weir,59,2.269,246.9,108.79299999999999,35,2.531
190,191,191,Kevin Na,94,2.255,251.3,111.436,68,2.517
191,192,192,Trevor Immelman,55,2.241,258.4,115.32,34,2.427
