,Distance_to_Apex_RANK THIS WEEK,Distance_to_Apex_RANK LAST WEEK,Distance_to_Apex_PLAYER NAME,Distance_to_Apex_ROUNDS,Distance_to_Apex_AVG.,Distance_to_Apex_TOTAL APEX RANGE,Distance_to_Apex_TOTAL ATTEMPTS,Distance_to_Apex_LONGEST DIST. TO APEX,Distance_to_Apex_SHORTEST DIST. TO APEX
97,98,98,Matt Bettencourt,91,179.4,9150.1,51,196.9,137.4
98,99,99,Chris Stroud,90,179.1,10567.1,59,191.4,150.9
99,T100,T100,Sean O'Hair,84,178.9,11451.6,64,192.2,149.2
100,T100,T100,Steve Stricker,73,178.9,11272.8,63,192.2,160.5
101,T100,T100,Camilo Villegas,78,178.9,9126.3,51,193.4,154.0
102,T100,T100,Charlie Wi,95,178.9,13416.9,75,192.8,158.9
103,T104,T104,Mark Calcavecchia,50,178.7,6792.3,38,191.2,166.6
104,T104,T104,Tom Gillis,97,178.7,15014.0,84,194.4,152.2
105,T106,T106,Woody Austin,93,178.4,11772.4,66,190.1,152.3
106,T106,T106,Tim Herron,79,178.4,10348.0,58,191.3,155.7
107,T108,T108,David Lutterus,69,178.3,7488.8,42,194.2,159.5
108,T108,T108,Rod Pampling,77,178.3,10697.4,60,195.8,154.8
109,T108,T108,Michael Sim,64,178.3,8557.8,48,191.1,148.5
110,T111,T111,Robert Allenby,76,178.2,10157.1,57,192.1,148.6
111,T111,T111,Henrik Bjornstad,72,178.2,8733.7,49,193.7,148.3
112,113,113,Joe Ogilvie,99,177.9,13695.2,77,189.0,158.7
113,T114,T114,Luke Donald,71,177.6,10121.9,57,188.6,153.3
114,T114,T114,Roland Thatcher,72,177.6,10299.2,58,194.7,149.6
115,116,116,Jeev Milkha Singh,59,177.5,6035.9,34,196.8,154.7
116,117,117,Mathias Grönberg,61,177.1,6551.3,37,189.4,156.6
117,T118,T118,Ernie Els,72,177.0,10091.2,57,201.8,155.4
118,T118,T118,Vance Veazey,58,177.0,7078.6,40,192.0,161.2
119,T120,T120,Kris Blanks,91,176.9,11677.6,66,191.4,164.0
120,T120,T120,Freddie Jacobson,83,176.9,12916.3,73,193.0,151.5
121,122,122,Ben Crane,85,176.6,12185.1,69,190.0,160.6
122,123,123,Hunter Mahan,85,176.5,13057.9,74,192.7,145.8
123,124,124,D.A. Points,90,176.4,12348.6,70,189.6,161.1
124,125,125,Spencer Levin,110,176.3,14455.3,82,191.6,147.3
125,126,126,Tim Petrovic,105,176.2,13922.8,79,188.3,155.2
126,127,127,Stephen Ames,75,176.1,9685.2,55,195.1,156.0
127,128,128,Johnson Wagner,85,175.7,11948.2,68,194.1,133.8
128,129,129,Michael Connell,89,175.6,12113.0,69,190.1,156.2
129,130,130,Jason Dufner,87,175.2,11038.8,63,188.8,151.5
130,131,131,Nathan Green,86,175.0,11202.6,64,194.1,150.4
131,132,132,Brian Stuard,81,174.8,11538.2,66,186.7,160.1
132,133,133,Ryuji Imada,90,174.6,13966.0,80,187.6,102.2
133,134,134,Billy Mayfair,78,174.4,9244.5,53,186.1,159.3
134,135,135,Steve Wheatcroft,74,174.0,7829.3,45,189.7,156.0
135,136,136,Steve Elkington,74,173.9,8870.4,51,186.2,142.4
136,137,137,Ben Curtis,78,173.8,11643.9,67,185.5,153.3
137,T138,T138,Jeff Gove,57,173.7,6079.2,35,189.9,150.3
138,T138,T138,Vaughn Taylor,87,173.7,11983.9,69,186.4,146.5
139,T140,T140,Carl Pettersson,99,173.6,15105.1,87,186.8,156.0
140,T140,T140,Garrett Willis,82,173.6,11107.3,64,191.0,153.6
141,T142,T142,Chad Collins,87,173.4,12829.9,74,192.3,150.2
142,T142,T142,Bob Estes,79,173.4,11094.8,64,188.4,136.1
143,144,144,Kevin Na,94,173.3,12475.9,72,197.3,130.0
144,T145,T145,Cameron Beckman,68,173.0,9344.2,54,184.7,148.8
145,T145,T145,Jason Bohn,84,173.0,13319.6,77,186.1,138.7
146,T145,T145,Greg Chalmers,93,173.0,14709.1,85,186.8,148.8
147,T145,T145,Matt Kuchar,97,173.0,12974.5,75,192.7,150.0
148,T145,T145,Rocco Mediate,71,173.0,9516.4,55,186.3,156.3
149,150,150,Jay Williamson,76,172.9,9161.4,53,189.3,142.3
150,151,151,Bryce Molder,84,172.5,11905.7,69,187.8,141.0
151,T152,T152,Briny Baird,87,172.4,11376.3,66,188.0,139.7
152,T152,T152,Zach Johnson,93,172.4,13277.6,77,184.1,153.1
153,154,154,Shaun Micheel,70,172.3,7927.1,46,185.4,156.6
154,155,155,Brandt Snedeker,89,171.9,13410.7,78,181.8,148.2
155,156,156,Aron Price,70,171.7,8240.2,48,182.6,158.0
156,T157,T157,Chris DiMarco,88,171.6,10122.0,59,182.9,153.9
157,T157,T157,Kenny Perry,69,171.6,10125.0,59,195.2,129.8
158,159,159,Jerod Turner,54,171.5,6174.9,36,183.4,153.5
159,160,160,Kevin Johnson,62,171.4,7027.3,41,185.9,153.3
160,T161,T161,K.J. Choi,82,171.0,10260.2,60,186.3,145.1
161,T161,T161,Tom Pernice Jr.,74,171.0,7521.9,44,183.4,147.8
162,T161,T161,Webb Simpson,98,171.0,14534.7,85,188.2,150.5
163,164,164,Dean Wilson,54,170.6,5798.8,34,185.2,148.9
164,165,165,Alex Cejka,81,170.5,9889.5,58,182.6,157.9
165,166,166,Brian Davis,101,170.3,12601.0,74,186.3,145.5
166,167,167,Richard Johnson,90,170.1,9353.1,55,182.5,149.9
167,T168,T168,Steve Flesch,78,170.0,8837.7,52,182.2,152.5
168,T168,T168,Chris Riley,73,170.0,9518.2,56,186.1,147.6
169,170,170,Jim Furyk,76,169.9,11554.6,68,185.0,149.3
170,171,171,Mark Wilson,87,169.7,11539.5,68,181.5,143.6
171,172,172,Jerry Kelly,99,168.8,12320.8,73,187.3,137.6
172,173,173,Justin Leonard,89,168.7,12312.8,73,185.7,146.3
173,T174,T174,Heath Slocum,97,168.6,13148.3,78,180.7,106.3
174,T174,T174,David Toms,86,168.6,11296.1,67,184.6,153.3
175,T176,T176,Justin Bolli,55,168.2,6222.7,37,177.6,154.4
176,T176,T176,John Mallinger,78,168.2,8243.8,49,191.6,144.6
177,178,178,Omar Uresti,74,168.1,8910.8,53,179.3,157.3
178,179,179,J.P. Hayes,79,166.6,10662.8,64,182.6,144.3
179,180,180,Skip Kendall,58,165.8,6300.3,38,180.4,148.8
180,181,181,Brent Delahoussaye,57,165.4,5954.6,36,176.5,140.6
181,182,182,Paul Goydos,78,165.2,10739.6,65,179.7,141.2
182,183,183,Cliff Kresge,50,164.4,5425.8,33,177.4,150.4
183,184,184,Jeff Maggert,76,163.9,9668.8,59,176.6,152.2
184,185,185,Greg Kraft,52,163.0,5378.9,33,175.5,145.5
185,186,186,Scott Verplank,74,162.7,9598.8,59,178.9,136.7
186,187,187,Tim Clark,88,162.6,10406.3,64,179.0,143.2
187,188,188,Jeff Quinney,91,161.2,10316.5,64,181.2,140.2
188,189,189,Brad Faxon,58,161.1,7250.8,45,179.5,134.5
189,190,190,Mike Weir,59,160.7,6269.0,39,180.4,117.1
190,191,191,Brian Gay,101,158.4,13467.6,85,171.6,134.3
191,192,192,Craig Bowden,56,157.6,5832.6,37,175.7,143.9
