,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
73,T73,T73,Garrett Willis,82,82.14,938,1142
74,75,75,Lucas Glover,75,82.09,857,1044
75,76,76,Roland Thatcher,72,82.02,821,1001
76,77,77,Camilo Villegas,78,81.92,829,1012
77,78,78,Michael Sim,64,81.9,724,884
78,T79,T79,John Mallinger,78,81.89,891,1088
79,T79,T79,Brandt Snedeker,89,81.89,1013,1237
80,81,81,Brett Quigley,96,81.87,1093,1335
81,82,82,Jerry Kelly,99,81.84,1136,1388
82,83,83,Chris DiMarco,88,81.74,998,1221
83,84,84,Webb Simpson,98,81.7,1112,1361
84,85,85,Dustin Johnson,83,81.68,945,1157
85,86,86,Ryuji Imada,90,81.59,1024,1255
86,87,87,Martin Laird,91,81.58,1041,1276
87,88,88,Kevin Streelman,90,81.51,1023,1255
88,89,89,Trevor Immelman,55,81.45,628,771
89,90,90,Jason Day,82,81.41,937,1151
90,91,91,Luke Donald,71,81.28,773,951
91,92,92,Ryan Palmer,84,81.27,950,1169
92,93,93,Ángel Cabrera,64,81.24,723,890
93,94,94,Marc Leishman,87,81.22,995,1225
94,95,95,Jeff Quinney,91,81.16,1025,1263
95,96,96,Ian Poulter,55,80.92,560,692
96,97,97,Woody Austin,93,80.91,1047,1294
97,98,98,Nicholas Thompson,88,80.88,990,1224
98,99,99,Padraig Harrington,57,80.72,632,783
99,100,100,Rory Sabbatini,79,80.7,882,1093
100,101,101,Chris Tidland,77,80.69,869,1077
101,102,102,George McNeill,79,80.56,891,1106
102,103,103,J.B. Holmes,100,80.4,1128,1403
103,104,104,James Driscoll,78,80.37,872,1085
104,105,105,Aaron Baddeley,94,80.28,1050,1308
105,106,106,Charley Hoffman,85,80.24,950,1184
106,107,107,Scott Piercy,88,80.21,985,1228
107,108,108,Alex Prugh,88,80.16,982,1225
108,109,109,Andres Romero,73,80.08,816,1019
109,110,110,Steve Flesch,78,79.96,866,1083
110,111,111,Joe Durant,67,79.94,745,932
111,112,112,Phil Mickelson,76,79.93,856,1071
112,113,113,Nathan Green,86,79.92,959,1200
113,114,114,Graham DeLaet,88,79.54,976,1227
114,115,115,Briny Baird,87,79.44,962,1211
115,116,116,K.J. Choi,82,79.42,911,1147
116,117,117,Troy Merritt,86,79.37,950,1197
117,118,118,Daniel Chopra,74,79.24,813,1026
118,119,119,Matt Jones,89,79.22,980,1237
119,120,120,Johnson Wagner,85,79.14,937,1184
120,121,121,Kris Blanks,91,79.1,1003,1268
121,122,122,Steve Elkington,74,79.02,810,1025
122,123,123,Stuart Appleby,101,78.89,1110,1407
123,124,124,Matt Every,60,78.85,656,832
124,125,125,J.P. Hayes,79,78.8,866,1099
125,126,126,Cameron Percy,73,78.77,805,1022
126,127,127,Brendon de Jonge,114,78.74,1248,1585
127,128,128,Chris Riley,73,78.66,800,1017
128,129,129,Cliff Kresge,50,78.45,546,696
129,T130,T130,Cameron Beckman,68,78.4,744,949
130,T130,T130,Billy Mayfair,78,78.4,853,1088
131,T132,T132,Charles Howell III,103,78.28,1121,1432
132,T132,T132,John Merrick,109,78.28,1193,1524
133,134,134,Spencer Levin,110,78.25,1198,1531
134,135,135,Michael Bradley,77,78.2,843,1078
135,136,136,James Nitties,92,78.19,1000,1279
136,137,137,Boo Weekley,88,78.11,960,1229
137,138,138,Garth Mulroy,53,77.78,574,738
138,139,139,Steve Lowery,67,77.74,723,930
139,140,140,Joe Ogilvie,99,77.63,1069,1377
140,141,141,Bryce Molder,84,77.59,907,1169
141,142,142,Richard Johnson,90,77.53,980,1264
142,143,143,Craig Bowden,56,77.46,605,781
143,144,144,Jay Williamson,76,77.41,819,1058
144,145,145,David Duval,71,77.23,763,988
145,146,146,Aron Price,70,77.1,754,978
146,147,147,Charles Warren,64,76.96,688,894
147,148,148,J.J. Henry,92,76.95,985,1280
148,149,149,Ted Purdy,86,76.76,918,1196
149,150,150,Kevin Stadler,86,76.75,921,1200
150,151,151,Chris Stroud,90,76.68,960,1252
151,152,152,Henrik Bjornstad,72,76.67,769,1003
152,153,153,Mike Weir,59,76.66,611,797
153,154,154,Jeev Milkha Singh,59,76.48,595,778
154,155,155,Jeff Overton,89,76.32,954,1250
155,156,156,Bill Lunde,79,76.21,836,1097
156,157,157,Tom Pernice Jr.,74,75.98,791,1041
157,158,158,Jeff Maggert,76,75.52,799,1058
158,159,159,Mathias Grönberg,61,75.44,642,851
159,160,160,Brent Delahoussaye,57,75.41,598,793
160,161,161,Roger Tambellini,77,75.35,807,1071
161,162,162,Brian Stuard,81,75.24,848,1127
162,163,163,Carl Pettersson,99,75.07,1033,1376
163,164,164,Jimmy Walker,82,74.87,852,1138
164,165,165,Michael Connell,89,74.82,930,1243
165,166,166,Robert Garrigus,71,74.8,742,992
166,167,167,Dean Wilson,54,74.73,562,752
167,168,168,Brenden Pappas,66,74.7,685,917
168,169,169,Andrew McLardy,52,74.62,541,725
169,170,170,Cameron Tringale,55,74.19,569,767
170,171,171,Tim Herron,79,73.84,813,1101
171,172,172,Jeff Gove,57,73.8,586,794
172,173,173,Martin Flores,75,73.78,771,1045
173,174,174,Paul Stankowski,62,73.67,638,866
174,175,175,Chris Wilson,65,73.37,664,905
175,176,176,Justin Bolli,55,73.11,560,766
176,177,177,Steve Wheatcroft,74,73.08,752,1029
177,178,178,Derek Lamely,81,73.03,823,1127
178,179,179,Kevin Johnson,62,72.69,628,864
179,180,180,David Lutterus,69,72.66,699,962
180,181,181,Brad Faxon,58,72.08,581,806
181,182,182,Shaun Micheel,70,71.94,705,980
182,183,183,Skip Kendall,58,71.85,582,810
183,184,184,Matt Bettencourt,91,71.46,904,1265
184,185,185,Chad Collins,87,71.29,864,1212
185,186,186,Jarrod Lyle,54,71.22,537,754
186,187,187,Mark Calcavecchia,50,70.44,498,707
187,188,188,Greg Kraft,52,70.03,507,724
188,189,189,Vance Veazey,58,69.27,559,807
189,190,190,John Daly,63,68.93,608,882
190,191,191,Rich Barcelo,70,68.14,665,976
191,192,192,Jerod Turner,54,67.91,510,751
