,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
88,89,89,Mathew Goggin,85,13.28,139,1047,+0.21
89,90,90,Aaron Baddeley,94,13.29,159,1196,-0.11
90,T91,T91,Mark Calcavecchia,50,13.32,61,458,+0.07
91,T91,T91,Ben Curtis,78,13.32,122,916,+0.14
92,T91,T91,Joe Ogilvie,99,13.32,157,1179,+0.08
93,94,94,Y.E. Yang,72,13.35,108,809,+0.04
94,95,95,Trevor Immelman,55,13.36,78,584,+0.08
95,96,96,Steve Stricker,73,13.48,105,779,+0.03
96,97,97,Davis Love III,79,13.5,123,911,+0.06
97,98,98,Steve Marino,81,13.55,118,871,+0.03
98,99,99,Chris Tidland,77,13.62,128,940,+0.09
99,100,100,Tom Pernice Jr.,74,13.63,109,800,+0.20
100,T101,T101,Greg Kraft,52,13.64,73,535,+0.19
101,T101,T101,Chris Stroud,90,13.64,135,990,+0.07
102,103,103,Robert Garrigus,71,13.65,114,835,+0.04
103,104,104,Kevin Sutherland,86,13.66,147,1076,+0.05
104,105,105,Steve Lowery,67,13.67,104,761,+0.10
105,106,106,David Lutterus,69,13.69,105,767,+0.10
106,107,107,Jason Bohn,84,13.72,139,1013,+0.09
107,T108,T108,Woody Austin,93,13.81,158,1144,+0.10
108,T108,T108,Briny Baird,87,13.81,150,1086,+0.10
109,110,110,Sergio Garcia,58,13.82,68,492,-0.06
110,111,111,D.A. Points,90,13.83,151,1092,+0.11
111,112,112,Jason Day,82,13.85,135,975,+0.12
112,113,113,Brian Stuard,81,13.87,135,973,+0.15
113,T114,T114,Kevin Na,94,13.89,145,1044,+0.06
114,T114,T114,Jerod Turner,54,13.89,76,547,+0.16
115,116,116,Matt Every,60,13.9,97,698,+0.14
116,T117,T117,J.J. Henry,92,13.92,151,1085,+0.01
117,T117,T117,Garrett Willis,82,13.92,137,984,+0.03
118,119,119,Kevin Stadler,86,13.93,138,991,+0.10
119,120,120,Jimmy Walker,82,13.94,131,940,-0.05
120,121,121,Chris Couch,66,13.95,114,817,+0.03
121,122,122,Marc Leishman,87,13.98,138,987,E
122,123,123,Mathias Grönberg,61,14.04,97,691,+0.08
123,T124,T124,Stewart Cink,84,14.06,126,896,-0.01
124,T124,T124,Sean O'Hair,84,14.06,127,903,+0.09
125,126,126,Jonathan Byrd,85,14.26,161,1129,-0.02
126,T127,T127,Steve Flesch,78,14.29,127,889,+0.16
127,T127,T127,Bill Haas,87,14.29,148,1036,+0.03
128,T127,T127,Rory McIlroy,54,14.29,79,553,-0.09
129,T127,T127,George McNeill,79,14.29,137,959,-0.02
130,131,131,Justin Rose,78,14.33,138,963,+0.09
131,132,132,Martin Laird,91,14.34,156,1088,+0.07
132,133,133,Vijay Singh,75,14.39,113,785,+0.02
133,134,134,Justin Bolli,55,14.41,83,576,+0.23
134,135,135,D.J. Trahan,92,14.45,163,1128,+0.04
135,136,136,Lucas Glover,75,14.46,118,816,+0.06
136,137,137,Cameron Tringale,55,14.47,90,622,+0.10
137,138,138,Carl Pettersson,99,14.55,166,1141,-0.01
138,139,139,Ernie Els,72,14.7,112,762,-0.01
139,T140,T140,Kenny Perry,69,14.71,115,782,+0.10
140,T140,T140,Jeev Milkha Singh,59,14.71,105,714,+0.06
141,142,142,Rod Pampling,77,14.77,143,968,+0.08
142,T143,T143,Retief Goosen,75,14.79,108,730,+0.04
143,T143,T143,Chris Wilson,65,14.79,105,710,+0.11
144,145,145,Ted Purdy,86,14.81,150,1013,+0.19
145,T146,T146,Shaun Micheel,70,14.87,109,733,+0.15
146,T146,T146,Paul Stankowski,62,14.87,109,733,+0.05
147,148,148,Ricky Barnes,103,15.03,170,1131,+0.05
148,149,149,Michael Sim,64,15.05,110,731,+0.05
149,150,150,Michael Bradley,77,15.08,141,935,+0.02
150,151,151,Geoff Ogilvy,62,15.09,104,689,+0.06
151,152,152,Lee Janzen,77,15.12,145,959,+0.08
152,153,153,Nathan Green,86,15.13,169,1117,+0.08
153,154,154,Luke Donald,71,15.17,110,725,-0.12
154,155,155,Adam Scott,70,15.18,109,718,E
155,156,156,Ryan Palmer,84,15.21,148,973,+0.08
156,157,157,Matt Jones,89,15.3,168,1098,E
157,158,158,Andres Romero,73,15.38,152,988,+0.04
158,159,159,Matt Kuchar,97,15.4,160,1039,+0.03
159,160,160,Mike Weir,59,15.44,84,544,+0.10
160,161,161,Roland Thatcher,72,15.47,144,931,+0.12
161,162,162,Spencer Levin,110,15.49,210,1356,+0.16
162,163,163,Michael Connell,89,15.68,167,1065,+0.10
163,T164,T164,Daniel Chopra,74,15.73,143,909,+0.02
164,T164,T164,Vance Veazey,58,15.73,103,655,+0.13
165,166,166,Ryuji Imada,90,15.77,182,1154,+0.13
166,167,167,Brett Wetterich,54,15.83,116,733,+0.02
167,168,168,Brad Faxon,58,15.91,105,660,+0.28
168,169,169,Ángel Cabrera,64,15.98,112,701,+0.05
169,170,170,Paul Casey,64,16.12,99,614,-0.01
170,171,171,Dustin Johnson,83,16.14,139,861,E
171,172,172,Derek Lamely,81,16.15,141,873,+0.06
172,173,173,Brenden Pappas,66,16.27,122,750,+0.18
173,174,174,Matt Bettencourt,91,16.35,156,954,+0.12
174,175,175,Camilo Villegas,78,16.41,127,774,+0.09
175,176,176,Garth Mulroy,53,16.46,95,577,+0.04
176,177,177,Tim Herron,79,16.47,156,947,+0.11
177,178,178,Rich Barcelo,70,16.54,129,780,+0.12
178,179,179,Jeff Overton,89,16.6,161,970,+0.02
179,180,180,Webb Simpson,98,17.02,215,1263,+0.04
180,181,181,J.B. Holmes,100,17.04,204,1197,-0.06
181,182,182,Stuart Appleby,101,17.14,207,1208,+0.11
182,183,183,Brett Quigley,96,17.46,210,1203,+0.07
183,184,184,Dean Wilson,54,17.54,114,650,-0.01
184,185,185,Bubba Watson,77,17.56,161,917,-0.12
185,186,186,Padraig Harrington,57,17.67,106,600,+0.03
186,187,187,Andrew McLardy,52,17.96,109,607,+0.13
187,188,188,Alex Prugh,88,17.97,197,1096,+0.12
188,189,189,John Daly,63,18.08,115,636,+0.19
189,190,190,David Duval,71,19.52,147,753,+0.17
190,191,191,Martin Flores,75,20.07,174,867,+0.06
191,192,192,Phil Mickelson,76,21.11,164,777,+0.08
