,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
157,T158,T158,Steve Flesch,78,+.157
158,T158,T158,Kevin Johnson,62,+.157
159,T158,T158,Spencer Levin,110,+.157
160,161,161,Jerod Turner,54,+.158
161,162,162,Chris Riley,73,+.159
162,163,163,Joe Durant,67,+.164
163,T164,T164,Stephen Ames,75,+.167
164,T164,T164,Henrik Bjornstad,72,+.167
165,T164,T164,Jeff Maggert,76,+.167
166,167,167,David Duval,71,+.170
167,168,168,Brian Davis,101,+.171
168,169,169,Skip Kendall,58,+.174
169,T170,T170,Chad Campbell,94,+.175
170,T170,T170,Ryan Moore,80,+.175
171,T170,T170,Josh Teater,101,+.175
172,T170,T170,David Toms,86,+.175
173,174,174,Brenden Pappas,66,+.180
174,T175,T175,Brent Delahoussaye,57,+.181
175,T175,T175,Cliff Kresge,50,+.181
176,177,177,Nicholas Thompson,88,+.182
177,T178,T178,Kris Blanks,91,+.185
178,T178,T178,Tim Petrovic,105,+.185
179,180,180,Ted Purdy,86,+.187
180,181,181,Kevin Streelman,90,+.190
181,182,182,John Daly,63,+.191
182,T183,T183,Greg Kraft,52,+.192
183,T183,T183,Omar Uresti,74,+.192
184,185,185,Tom Pernice Jr.,74,+.202
185,186,186,Mathew Goggin,85,+.209
186,187,187,Alex Cejka,81,+.213
187,188,188,Billy Mayfair,78,+.217
188,189,189,Justin Bolli,55,+.229
189,190,190,Richard Johnson,90,+.257
190,191,191,Brad Faxon,58,+.276
191,192,192,John Mallinger,78,+.284
