,Club_Head_Speed_RANK THIS WEEK,Club_Head_Speed_RANK LAST WEEK,Club_Head_Speed_PLAYER NAME,Club_Head_Speed_ROUNDS,Club_Head_Speed_AVG.,Club_Head_Speed_TOTAL CLUB HEAD SPEED,Club_Head_Speed_TOTAL ATTEMPTS,Club_Head_Speed_FASTEST SPEED,Club_Head_Speed_SLOWEST SPEED
114,115,115,Kevin Sutherland,86,112.01,8289.08,74,116.17,107.89
115,116,116,Will MacKenzie,72,112.0,6719.75,60,116.77,108.0
116,117,117,Paul Stankowski,62,111.71,4244.82,38,115.56,109.11
117,118,118,Kris Blanks,91,111.58,7699.28,69,115.48,105.93
118,T119,T119,Nathan Green,86,111.35,7794.43,70,117.02,105.89
119,T119,T119,Kevin Na,94,111.35,8239.88,74,115.51,106.48
120,121,121,Roland Thatcher,72,111.26,7009.24,63,116.98,103.47
121,122,122,K.J. Choi,82,111.24,6785.87,61,115.79,107.84
122,123,123,Steve Stricker,73,111.18,7115.35,64,116.48,107.72
123,T124,T124,Jason Dufner,87,111.15,7335.83,66,114.98,106.16
124,T124,T124,Bill Lunde,79,111.15,6557.66,59,115.11,108.65
125,126,126,Kenny Perry,69,111.14,6556.99,59,117.13,106.61
126,127,127,Joe Ogilvie,99,111.06,8995.84,81,114.3,104.64
127,128,128,Shaun Micheel,70,111.01,5217.34,47,116.39,105.42
128,129,129,Tim Petrovic,105,110.9,9204.3,83,114.26,105.97
129,130,130,Luke Donald,71,110.86,6429.69,58,115.89,106.71
130,131,131,Ian Poulter,55,110.84,4433.5,40,115.23,108.38
131,132,132,Johnson Wagner,85,110.81,7645.92,69,114.52,107.02
132,133,133,Matt Kuchar,97,110.76,8639.47,78,115.07,106.91
133,134,134,D.A. Points,90,110.73,8082.99,73,114.71,106.57
134,135,135,Webb Simpson,98,110.59,9842.23,89,116.37,106.72
135,136,136,Jeff Gove,57,110.58,3870.15,35,114.9,106.78
136,137,137,Chad Collins,87,110.51,8177.73,74,117.15,105.99
137,138,138,Greg Chalmers,93,110.19,9696.39,88,115.41,105.0
138,139,139,Brian Stuard,81,110.14,7599.98,69,113.93,107.25
139,140,140,Steve Elkington,74,110.06,5723.15,52,114.89,100.76
140,141,141,Spencer Levin,110,110.01,9240.86,84,113.59,106.47
141,142,142,Cameron Beckman,68,109.93,6046.21,55,114.84,105.19
142,T143,T143,Briny Baird,87,109.91,7583.53,69,114.1,106.48
143,T143,T143,Steve Wheatcroft,74,109.91,5165.67,47,113.61,106.5
144,145,145,Ryuji Imada,90,109.83,9006.31,82,114.83,106.99
145,146,146,Garrett Willis,82,109.74,7133.25,65,114.61,105.44
146,147,147,Vaughn Taylor,87,109.73,7791.01,71,113.91,105.03
147,148,148,Carl Pettersson,99,109.72,9875.18,90,115.19,104.17
148,149,149,Bryce Molder,84,109.63,8003.18,73,113.64,105.22
149,150,150,Michael Connell,89,109.51,7775.28,71,113.2,105.95
150,151,151,Jay Williamson,76,109.49,5803.22,53,115.13,102.93
151,152,152,Billy Mayfair,78,109.48,6021.33,55,113.16,106.1
152,153,153,Jason Bohn,84,109.4,8751.79,80,115.25,103.97
153,154,154,Chris Riley,73,109.13,6329.7,58,113.85,105.1
154,155,155,Ben Crane,85,108.96,7953.76,73,112.31,104.92
155,156,156,Dean Wilson,54,108.94,4139.57,38,113.22,103.53
156,157,157,Richard Johnson,90,108.92,6643.87,61,115.26,102.72
157,158,158,Jim Furyk,76,108.83,7509.01,69,113.33,104.66
158,159,159,Mike Weir,59,108.78,4460.0,41,112.95,105.84
159,160,160,Steve Flesch,78,108.7,5978.23,55,112.62,105.12
160,161,161,Kevin Johnson,62,108.58,4777.73,44,112.12,104.43
161,162,162,Jerry Kelly,99,108.44,8024.76,74,111.88,104.79
162,163,163,Ben Curtis,78,108.42,7372.73,68,112.26,105.77
163,T164,T164,Tom Pernice Jr.,74,108.33,4766.38,44,112.23,103.34
164,T164,T164,Jerod Turner,54,108.33,4224.96,39,111.62,105.09
165,166,166,J.P. Hayes,79,108.21,7033.5,65,113.99,104.39
166,167,167,Brandt Snedeker,89,108.16,8869.44,82,112.7,104.44
167,168,168,Brian Davis,101,108.13,8542.23,79,112.5,101.69
168,169,169,Rocco Mediate,71,108.11,6270.54,58,112.64,104.84
169,170,170,Justin Leonard,89,108.05,7995.7,74,113.02,102.53
170,171,171,Chris DiMarco,88,107.97,6909.99,64,112.37,104.7
171,172,172,Zach Johnson,93,107.92,8525.77,79,114.78,104.61
172,173,173,Alex Cejka,81,107.76,6357.92,59,111.83,103.78
173,174,174,Aron Price,70,107.64,5274.55,49,110.94,104.51
174,175,175,Justin Bolli,55,107.48,4084.19,38,115.02,104.66
175,176,176,David Toms,86,107.18,7395.55,69,110.71,104.06
176,177,177,Cliff Kresge,50,107.01,3745.28,35,112.27,102.26
177,178,178,Scott Verplank,74,106.92,6308.25,59,109.71,103.2
178,179,179,Heath Slocum,97,106.9,8445.0,79,110.4,102.44
179,180,180,John Mallinger,78,106.88,5344.0,50,115.45,102.18
180,181,181,Brent Delahoussaye,57,106.85,3953.58,37,110.96,103.95
181,182,182,Mark Wilson,87,106.81,7583.57,71,110.61,104.06
182,183,183,Skip Kendall,58,106.53,4048.32,38,109.81,104.18
183,184,184,Jeff Maggert,76,106.4,6383.87,60,111.67,100.94
184,185,185,Brad Faxon,58,106.11,4881.25,46,110.42,101.91
185,T186,T186,Tim Clark,88,105.88,7199.52,68,110.82,102.11
186,T186,T186,Paul Goydos,78,105.88,7199.63,68,111.48,100.82
187,188,188,Omar Uresti,74,105.71,5814.14,55,109.21,103.5
188,189,189,Greg Kraft,52,105.64,3486.09,33,109.09,98.99
189,190,190,Jeff Quinney,91,105.2,7048.59,67,109.65,102.17
190,191,191,Brian Gay,101,103.04,9067.4,88,108.02,99.77
191,192,192,Craig Bowden,56,102.71,3800.33,37,105.53,99.58
