,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
93,94,94,Tim Herron,79,166.54,9659.04,58,170.05,155.5
94,95,95,Rod Pampling,77,166.33,10146.41,61,170.63,159.37
95,T96,T96,Rich Barcelo,70,166.31,8149.0,49,171.02,158.0
96,T96,T96,David Lutterus,69,166.31,8149.11,49,173.57,161.3
97,98,98,Nicholas Thompson,88,166.15,11131.75,67,173.7,158.1
98,99,99,Chad Campbell,94,166.13,12293.27,74,173.02,157.9
99,100,100,Roger Tambellini,77,166.11,9634.18,58,172.13,160.86
100,101,101,Hunter Mahan,85,166.1,12291.32,74,170.25,160.32
101,102,102,Steve Lowery,67,166.09,8138.53,49,170.01,161.04
102,103,103,Joe Durant,67,166.07,7805.11,47,172.18,154.07
103,104,104,Mathias Grönberg,61,165.91,6636.27,40,169.91,160.96
104,105,105,Bob Estes,79,165.77,10608.97,64,170.22,160.55
105,106,106,Chris Stroud,90,165.74,10110.0,61,171.48,159.63
106,107,107,Kevin Sutherland,86,165.62,12256.15,74,169.3,160.22
107,108,108,Charlie Wi,95,165.58,13080.54,79,170.38,157.93
108,109,109,Will MacKenzie,72,165.53,9931.56,60,171.39,158.77
109,110,110,John Merrick,109,165.42,14391.35,87,170.18,157.24
110,111,111,Henrik Bjornstad,72,165.34,8928.57,54,171.38,157.87
111,112,112,Stephen Ames,75,165.1,9575.53,58,170.97,158.24
112,113,113,Paul Stankowski,62,165.08,6272.92,38,171.6,161.27
113,114,114,Mark Calcavecchia,50,165.01,6600.38,40,169.67,157.66
114,115,115,Michael Sim,64,164.8,8240.2,50,169.23,159.62
115,116,116,Kris Blanks,91,164.74,11367.24,69,171.27,157.18
116,117,117,K.J. Choi,82,164.57,10038.54,61,169.07,160.14
117,118,118,Jason Dufner,87,164.47,10854.95,66,169.86,157.64
118,119,119,Vance Veazey,58,164.46,6578.55,40,170.49,159.0
119,120,120,Bill Lunde,79,164.38,9698.37,59,167.74,160.28
120,121,121,Roland Thatcher,72,164.35,10354.11,63,172.51,151.27
121,122,122,Joe Ogilvie,99,164.32,13309.8,81,169.05,154.66
122,123,123,Nathan Green,86,164.26,11498.21,70,173.77,154.41
123,124,124,Steve Stricker,73,164.25,10512.25,64,168.81,159.96
124,125,125,Kenny Perry,69,164.18,9686.58,59,170.26,157.98
125,126,126,Shaun Micheel,70,164.14,7714.73,47,170.58,156.55
126,127,127,Ian Poulter,55,163.7,6547.96,40,166.86,160.96
127,128,128,Tim Petrovic,105,163.62,13580.56,83,167.26,157.36
128,129,129,Matt Kuchar,97,163.46,12749.64,78,169.41,156.95
129,130,130,D.A. Points,90,163.35,11924.77,73,168.81,157.81
130,131,131,Jeff Gove,57,163.17,5710.94,35,167.65,157.18
131,132,132,Brian Stuard,81,163.06,11251.05,69,166.62,158.35
132,133,133,Kevin Na,94,163.03,12064.35,74,169.21,156.38
133,134,134,Woody Austin,93,162.98,11082.35,68,167.98,158.54
134,135,135,Webb Simpson,98,162.93,14500.35,89,168.62,156.41
135,136,136,Steve Elkington,74,162.84,8467.79,52,167.56,149.5
136,T137,T137,Chad Collins,87,162.71,12040.64,74,172.36,156.03
137,T137,T137,Spencer Levin,110,162.71,13667.47,84,168.68,157.25
138,139,139,Greg Chalmers,93,162.63,14311.26,88,167.65,155.93
139,T140,T140,Johnson Wagner,85,162.58,11218.23,69,167.29,156.29
140,T140,T140,Steve Wheatcroft,74,162.58,7641.32,47,167.36,153.91
141,142,142,Luke Donald,71,162.54,9427.26,58,167.63,156.36
142,143,143,Carl Pettersson,99,162.39,14614.91,90,168.94,154.69
143,T144,T144,Cameron Beckman,68,162.14,8917.49,55,168.39,152.53
144,T144,T144,Vaughn Taylor,87,162.14,11512.13,71,165.91,155.97
145,146,146,Garrett Willis,82,162.12,10537.88,65,170.2,156.58
146,147,147,Bryce Molder,84,162.05,11829.73,73,168.03,154.53
147,148,148,Billy Mayfair,78,161.88,8903.61,55,167.1,156.05
148,149,149,Michael Connell,89,161.87,11493.08,71,166.71,155.61
149,150,150,Ryuji Imada,90,161.77,13264.74,82,168.67,156.32
150,151,151,Jason Bohn,84,161.71,12937.17,80,167.48,152.99
151,152,152,Jay Williamson,76,161.58,8563.56,53,170.96,152.85
152,153,153,Chris Riley,73,161.47,9365.42,58,166.51,155.9
153,154,154,Briny Baird,87,161.31,11130.65,69,166.13,151.8
154,155,155,Ben Crane,85,160.89,11745.31,73,164.86,155.8
155,156,156,Mike Weir,59,160.8,6592.72,41,165.84,154.64
156,157,157,Jim Furyk,76,160.67,11086.47,69,168.02,155.25
157,158,158,J.P. Hayes,79,160.17,10411.06,65,164.6,155.02
158,159,159,Richard Johnson,90,160.14,9768.58,61,166.12,152.55
159,160,160,Steve Flesch,78,160.1,8805.51,55,164.28,154.63
160,161,161,Jerod Turner,54,160.04,6241.73,39,164.36,154.37
161,162,162,Kevin Johnson,62,159.78,7030.2,44,164.84,154.62
162,163,163,Brandt Snedeker,89,159.77,13101.14,82,167.36,153.28
163,164,164,Brian Davis,101,159.73,12619.03,79,166.96,151.01
164,165,165,Dean Wilson,54,159.7,6068.61,38,166.14,152.78
165,166,166,Rocco Mediate,71,159.68,9261.44,58,166.16,152.71
166,167,167,Justin Leonard,89,159.63,11812.3,74,167.84,151.48
167,168,168,Alex Cejka,81,159.57,9414.91,59,165.43,152.56
168,169,169,Tom Pernice Jr.,74,159.56,7020.82,44,164.05,153.46
169,170,170,Ben Curtis,78,159.49,10845.2,68,164.49,154.79
170,171,171,Jerry Kelly,99,159.4,11795.69,74,164.09,153.88
171,172,172,Aron Price,70,159.27,7804.23,49,164.48,155.2
172,173,173,Zach Johnson,93,159.14,12571.71,79,165.47,154.32
173,174,174,Justin Bolli,55,159.06,6044.41,38,170.8,154.36
174,175,175,Chris DiMarco,88,159.03,10178.15,64,163.05,154.28
175,176,176,David Toms,86,158.65,10947.09,69,162.53,154.48
176,177,177,Heath Slocum,97,158.33,12507.73,79,161.88,152.13
177,178,178,John Mallinger,78,158.2,7909.79,50,171.44,151.74
178,179,179,Cliff Kresge,50,158.12,5534.13,35,166.72,151.86
179,180,180,Scott Verplank,74,157.92,9317.22,59,161.55,151.95
180,181,181,Brent Delahoussaye,57,157.69,5834.56,37,162.34,153.6
181,182,182,Jeff Maggert,76,157.58,9454.51,60,161.28,149.89
182,183,183,Mark Wilson,87,157.5,11182.81,71,162.12,153.34
183,184,184,Skip Kendall,58,157.34,5978.98,38,161.4,154.71
184,185,185,Brad Faxon,58,157.0,7221.96,46,163.1,151.34
185,186,186,Tim Clark,88,156.63,10651.09,68,161.99,151.43
186,187,187,Omar Uresti,74,156.61,8613.4,55,161.44,153.69
187,188,188,Paul Goydos,78,156.55,10645.26,68,162.2,149.72
188,189,189,Greg Kraft,52,155.99,5147.55,33,159.82,145.13
189,190,190,Jeff Quinney,91,155.35,10408.62,67,162.84,150.86
190,191,191,Brian Gay,101,151.94,13370.73,88,155.84,144.66
191,192,192,Craig Bowden,56,151.84,5618.22,37,155.78,147.88
