,Launch_Angle_RANK THIS WEEK,Launch_Angle_RANK LAST WEEK,Launch_Angle_PLAYER NAME,Launch_Angle_ROUNDS,Launch_Angle_AVG.,Launch_Angle_TOTAL VERT. LAUNCH ANGLE,Launch_Angle_TOTAL ATTEMPTS,Launch_Angle_LOWEST LAUNCH ANGLE,Launch_Angle_STEEPEST LAUNCH ANGLE
51,52,52,Brett Quigley,96,11.62,859.7,74,7.54,15.18
52,53,53,Zach Johnson,93,11.59,903.95,78,8.06,14.28
53,54,54,Rickie Fowler,98,11.44,961.36,84,7.1,14.79
54,T55,T55,Jason Bohn,84,11.37,909.56,80,8.54,13.91
55,T55,T55,Jerry Kelly,99,11.37,818.98,72,7.83,14.83
56,57,57,Robert Allenby,76,11.3,677.83,60,9.05,14.26
57,58,58,Skip Kendall,58,11.27,405.86,36,8.29,14.21
58,T59,T59,Marc Leishman,87,11.22,808.1,72,4.79,17.08
59,T59,T59,Cameron Percy,73,11.22,594.74,53,8.31,14.1
60,61,61,Troy Matteson,84,11.21,762.21,68,7.64,18.87
61,62,62,Rory Sabbatini,79,11.2,571.08,51,6.51,18.81
62,63,63,Hunter Mahan,85,11.19,827.75,74,9.05,14.01
63,64,64,Cameron Beckman,68,11.18,614.77,55,8.41,14.32
64,65,65,Will MacKenzie,72,11.16,647.57,58,8.2,14.4
65,T66,T66,Woody Austin,93,11.12,756.15,68,8.22,17.82
66,T66,T66,Jonathan Byrd,85,11.12,800.57,72,7.75,16.2
67,68,68,Cameron Tringale,55,11.11,422.23,38,5.6,16.06
68,T69,T69,Steve Stricker,73,11.1,688.1,62,7.85,13.52
69,T69,T69,Charles Warren,64,11.1,477.46,43,8.11,13.19
70,71,71,Scott Verplank,74,11.08,642.92,58,7.33,14.66
71,T72,T72,Garth Mulroy,53,11.05,408.7,37,8.91,13.8
72,T72,T72,Tom Pernice Jr.,74,11.05,486.11,44,4.12,14.35
73,T74,T74,Rocco Mediate,71,11.02,606.17,55,8.03,14.21
74,T74,T74,Josh Teater,101,11.02,837.4,76,7.62,16.76
75,T76,T76,Ryuji Imada,90,10.98,900.76,82,7.75,17.53
76,T76,T76,Bill Lunde,79,10.98,648.1,59,7.55,14.05
77,T76,T76,Justin Rose,78,10.98,768.76,70,7.75,14.57
78,T79,T79,Daniel Chopra,74,10.97,657.99,60,8.29,15.16
79,T79,T79,Paul Goydos,78,10.97,745.8,68,6.43,14.43
80,81,81,Brian Gay,101,10.95,941.42,86,6.98,14.03
81,82,82,K.J. Choi,82,10.94,667.4,61,7.88,15.01
82,83,83,Robert Garrigus,71,10.93,458.93,42,7.7,15.2
83,84,84,Michael Connell,89,10.9,762.75,70,7.53,14.1
84,85,85,John Rollins,81,10.87,804.37,74,8.14,13.97
85,86,86,Sean O'Hair,84,10.86,760.34,70,1.74,15.09
86,T87,T87,Rich Barcelo,70,10.85,520.92,48,7.93,14.69
87,T87,T87,Spencer Levin,110,10.85,878.47,81,6.99,14.07
88,89,89,Jason Day,82,10.84,671.97,62,8.3,15.42
89,90,90,Matt Bettencourt,91,10.8,539.82,50,7.45,17.35
90,91,91,D.J. Trahan,92,10.79,841.51,78,6.57,16.11
91,T92,T92,Alex Prugh,88,10.78,744.15,69,8.0,15.55
92,T92,T92,Bo Van Pelt,104,10.78,840.91,78,7.71,16.39
93,94,94,Matt Kuchar,97,10.77,807.5,75,7.69,13.76
94,T95,T95,Steve Elkington,74,10.76,548.64,51,2.46,15.62
95,T95,T95,Geoff Ogilvy,62,10.76,591.7,55,7.02,16.27
96,97,97,Kevin Johnson,62,10.75,473.03,44,6.81,15.21
97,98,98,Dustin Johnson,83,10.74,698.42,65,7.23,15.56
98,99,99,David Lutterus,69,10.73,504.35,47,6.51,14.39
99,100,100,Ben Curtis,78,10.72,728.73,68,8.16,13.57
100,101,101,Henrik Bjornstad,72,10.71,578.6,54,6.67,16.43
101,102,102,D.A. Points,90,10.68,779.94,73,6.74,16.42
102,T103,T103,Lee Janzen,77,10.66,629.12,59,5.09,14.67
103,T103,T103,Camilo Villegas,78,10.66,575.54,54,3.63,15.82
104,105,105,Chris Wilson,65,10.64,457.41,43,8.0,14.65
105,106,106,Brent Delahoussaye,57,10.62,392.98,37,8.15,13.61
106,107,107,Garrett Willis,82,10.61,678.98,64,7.24,13.48
107,T108,T108,Briny Baird,87,10.6,731.3,69,3.46,14.45
108,T108,T108,Luke Donald,71,10.6,604.15,57,8.27,12.69
109,T108,T108,Michael Letzig,84,10.6,752.8,71,7.22,13.31
110,111,111,Retief Goosen,75,10.59,518.69,49,2.85,16.04
111,112,112,Steve Lowery,67,10.57,507.5,48,7.61,14.65
112,113,113,Kris Blanks,91,10.56,728.65,69,7.63,15.87
113,114,114,Graham DeLaet,88,10.55,506.28,48,6.28,14.01
114,115,115,Mathew Goggin,85,10.54,579.86,55,8.27,14.19
115,116,116,Michael Sim,64,10.53,526.73,50,5.29,14.06
116,T117,T117,Stewart Cink,84,10.43,720.0,69,7.61,14.73
117,T117,T117,Jimmy Walker,82,10.43,573.74,55,1.31,15.16
118,119,119,Chris Stroud,90,10.38,622.74,60,7.5,13.35
119,T120,T120,Omar Uresti,74,10.35,569.19,55,6.14,13.05
120,T120,T120,Steve Wheatcroft,74,10.35,476.28,46,7.27,13.01
121,T120,T120,Dean Wilson,54,10.35,393.44,38,8.35,14.86
122,123,123,Jay Williamson,76,10.33,547.3,53,7.62,14.03
123,T124,T124,David Duval,71,10.32,402.49,39,7.51,13.12
124,T124,T124,Jeff Quinney,91,10.32,671.04,65,7.29,13.34
125,126,126,Paul Casey,64,10.31,340.24,33,8.4,12.47
126,127,127,Matt Jones,89,10.3,731.23,71,6.67,16.01
127,128,128,Ian Poulter,55,10.29,411.62,40,8.16,12.27
128,129,129,Brad Faxon,58,10.25,461.29,45,4.67,14.41
129,130,130,Jason Dufner,87,10.19,662.27,65,1.45,14.65
130,131,131,Steve Marino,81,10.18,681.97,67,5.01,14.14
131,132,132,Jarrod Lyle,54,10.16,416.42,41,7.58,13.91
132,133,133,Justin Leonard,89,10.13,739.43,73,6.98,12.94
133,134,134,Andrew McLardy,52,10.12,354.14,35,6.69,13.36
134,135,135,Troy Merritt,86,10.1,666.86,66,6.36,13.94
135,136,136,Stuart Appleby,101,10.06,855.33,85,3.58,13.63
136,137,137,Steve Flesch,78,10.03,541.73,54,7.18,13.32
137,138,138,Jim Furyk,76,10.02,681.21,68,6.57,15.5
138,139,139,Bryce Molder,84,10.0,729.89,73,2.17,13.95
139,140,140,Richard Johnson,90,9.99,599.53,60,3.95,14.21
140,T141,T141,Brendon de Jonge,114,9.98,898.62,90,5.73,14.84
141,T141,T141,Chris Riley,73,9.98,558.87,56,7.62,15.96
142,143,143,George McNeill,79,9.94,606.6,61,0.75,13.33
143,144,144,Ángel Cabrera,64,9.93,526.48,53,1.0,13.36
144,145,145,Pat Perez,90,9.9,792.26,80,4.45,17.07
145,T146,T146,Chad Campbell,94,9.76,712.22,73,5.41,12.99
146,T146,T146,Chris Tidland,77,9.76,615.08,63,4.47,13.64
147,T148,T148,Blake Adams,84,9.73,671.45,69,7.46,14.64
148,T148,T148,J.J. Henry,92,9.73,690.76,71,1.27,13.74
149,T150,T150,Greg Chalmers,93,9.69,803.89,83,4.24,12.82
150,T150,T150,Vance Veazey,58,9.69,377.83,39,1.08,13.89
151,152,152,Martin Laird,91,9.67,735.06,76,4.2,12.88
152,153,153,Charley Hoffman,85,9.66,705.42,73,3.77,13.6
153,154,154,Chad Collins,87,9.65,704.7,73,1.58,13.16
154,155,155,James Nitties,92,9.62,577.0,60,1.89,14.36
155,156,156,Brett Wetterich,54,9.56,363.33,38,2.87,15.0
156,T157,T157,Aaron Baddeley,94,9.49,749.74,79,4.69,14.37
157,T157,T157,Martin Flores,75,9.49,521.78,55,4.87,13.49
158,T159,T159,Rod Pampling,77,9.47,549.51,58,3.38,13.92
159,T159,T159,Charlie Wi,95,9.47,719.85,76,6.42,13.3
160,161,161,Kevin Streelman,90,9.46,671.59,71,4.5,13.35
161,162,162,Matt Every,60,9.44,424.92,45,6.65,11.39
162,T163,T163,Scott McCarron,90,9.43,669.8,71,4.44,16.85
163,T163,T163,Jeev Milkha Singh,59,9.43,311.35,33,6.19,11.73
164,165,165,Tim Petrovic,105,9.39,778.99,83,5.82,14.0
165,166,166,Ryan Moore,80,9.35,561.11,60,6.42,14.15
166,167,167,Mike Weir,59,9.3,372.03,40,5.47,13.85
167,168,168,Boo Weekley,88,9.29,687.12,74,6.22,16.26
168,169,169,Bubba Watson,77,9.16,540.42,59,1.91,14.31
169,170,170,Y.E. Yang,72,9.12,483.36,53,0.88,15.29
170,171,171,Bob Estes,79,9.06,579.62,64,5.54,12.12
171,172,172,Stephen Ames,75,9.04,506.5,56,3.61,11.2
172,173,173,Freddie Jacobson,83,9.03,640.87,71,2.86,14.4
173,T174,T174,Chris Couch,66,8.96,421.34,47,1.21,12.19
174,T174,T174,Shaun Micheel,70,8.96,420.98,47,2.13,11.82
175,176,176,Greg Owen,69,8.95,536.91,60,3.84,13.03
176,177,177,Adam Scott,70,8.9,507.19,57,6.23,10.99
177,178,178,John Senden,103,8.82,714.49,81,3.73,13.97
178,179,179,Johnson Wagner,85,8.81,590.4,67,1.56,14.76
179,180,180,Joe Durant,67,8.78,403.66,46,3.49,13.11
180,181,181,Sergio Garcia,58,8.64,285.23,33,1.88,12.88
181,182,182,Lucas Glover,75,8.54,503.58,59,5.22,13.17
182,183,183,Nathan Green,86,8.5,577.9,68,0.13,16.12
183,184,184,Bill Haas,87,8.49,662.1,78,2.07,11.55
184,185,185,Nick Watney,91,8.47,601.28,71,1.28,12.54
185,186,186,Kevin Na,94,8.32,540.67,65,1.1,11.93
186,187,187,Michael Bradley,77,8.16,416.35,51,1.14,12.35
187,188,188,Tom Gillis,97,7.86,668.48,85,2.41,11.95
188,189,189,Charles Howell III,103,7.71,640.15,83,1.09,12.78
189,190,190,Ricky Barnes,103,7.51,555.47,74,0.32,13.67
190,191,191,James Driscoll,78,7.3,452.48,62,2.08,9.93
191,192,192,Trevor Immelman,55,6.08,243.08,40,0.76,9.56
