,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
78,T77,T77,Bo Van Pelt,104,+.060
79,80,80,Cameron Tringale,55,+.062
80,81,81,Vijay Singh,75,+.063
81,T82,T82,Blake Adams,84,+.065
82,T82,T82,Roland Thatcher,72,+.065
83,T84,T84,Joe Ogilvie,99,+.068
84,T84,T84,David Toms,86,+.068
85,86,86,Brent Delahoussaye,57,+.069
86,87,87,Dustin Johnson,83,+.070
87,T88,T88,Jonathan Byrd,85,+.071
88,T88,T88,D.A. Points,90,+.071
89,T88,T88,Jeff Quinney,91,+.071
90,91,91,Matt Bettencourt,91,+.072
91,92,92,Nicholas Thompson,88,+.074
92,93,93,Tom Gillis,97,+.075
93,94,94,Martin Flores,75,+.076
94,T95,T95,Stephen Ames,75,+.078
95,T95,T95,Scott McCarron,90,+.078
96,T95,T95,Brenden Pappas,66,+.078
97,T95,T95,Jeev Milkha Singh,59,+.078
98,T99,T99,J.B. Holmes,100,+.079
99,T99,T99,Vaughn Taylor,87,+.079
100,T101,T101,Matt Jones,89,+.081
101,T101,T101,Troy Matteson,84,+.081
102,T103,T103,Justin Leonard,89,+.082
103,T103,T103,Jeff Overton,89,+.082
104,105,105,Chris Wilson,65,+.083
105,106,106,Kevin Streelman,90,+.086
106,107,107,Justin Bolli,55,+.089
107,108,108,Kevin Stadler,86,+.090
108,T109,T109,Scott Verplank,74,+.091
109,T109,T109,Charlie Wi,95,+.091
110,111,111,Marc Leishman,87,+.092
111,112,112,Brendon de Jonge,114,+.093
112,T113,T113,Chris Couch,66,+.094
113,T113,T113,Scott Piercy,88,+.094
114,115,115,Freddie Jacobson,83,+.097
115,T116,T116,Greg Chalmers,93,+.098
116,T116,T116,Brian Davis,101,+.098
117,T116,T116,Troy Merritt,86,+.098
118,T116,T116,Ted Purdy,86,+.098
119,T116,T116,Brandt Snedeker,89,+.098
120,121,121,Brian Stuard,81,+.099
121,T122,T122,Henrik Bjornstad,72,+.100
122,T122,T122,Matt Every,60,+.100
123,T124,T124,Lee Janzen,77,+.101
124,T124,T124,Steve Marino,81,+.101
125,126,126,Chris Riley,73,+.102
126,T127,T127,Bill Lunde,79,+.103
127,T127,T127,Johnson Wagner,85,+.103
128,129,129,Briny Baird,87,+.104
129,T130,T130,Chad Campbell,94,+.106
130,T130,T130,Mark Wilson,87,+.106
131,132,132,James Nitties,92,+.108
132,T133,T133,Ben Curtis,78,+.109
133,T133,T133,Charley Hoffman,85,+.109
134,135,135,Alex Cejka,81,+.112
135,136,136,Kris Blanks,91,+.113
136,T137,T137,Paul Goydos,78,+.114
137,T137,T137,Tom Pernice Jr.,74,+.114
138,139,139,Andres Romero,73,+.117
139,T140,T140,Richard Johnson,90,+.119
140,T140,T140,Rod Pampling,77,+.119
141,T142,T142,Joe Durant,67,+.122
142,T142,T142,Michael Letzig,84,+.122
143,T142,T142,David Lutterus,69,+.122
144,T142,T142,Rory McIlroy,54,+.122
145,146,146,Tim Herron,79,+.124
146,147,147,Michael Connell,89,+.126
147,148,148,Tim Petrovic,105,+.127
148,149,149,Tim Clark,88,+.129
149,150,150,Jason Dufner,87,+.132
150,151,151,Robert Garrigus,71,+.133
151,152,152,J.P. Hayes,79,+.135
152,153,153,Zach Johnson,93,+.136
153,154,154,Chad Collins,87,+.137
154,155,155,John Merrick,109,+.139
155,T156,T156,Mathias Grönberg,61,+.140
156,T156,T156,Steve Wheatcroft,74,+.140
157,158,158,Michael Bradley,77,+.142
158,T159,T159,Steve Lowery,67,+.143
159,T159,T159,Roger Tambellini,77,+.143
160,161,161,Jeff Maggert,76,+.144
161,162,162,Garrett Willis,82,+.148
162,163,163,Aron Price,70,+.150
163,164,164,Kenny Perry,69,+.151
164,165,165,Boo Weekley,88,+.156
165,166,166,Derek Lamely,81,+.159
166,167,167,Carl Pettersson,99,+.160
167,168,168,Mathew Goggin,85,+.163
168,169,169,Jay Williamson,76,+.164
169,170,170,Charles Warren,64,+.165
170,171,171,Will MacKenzie,72,+.168
171,172,172,Mark Calcavecchia,50,+.171
172,173,173,Cameron Beckman,68,+.175
173,174,174,Garth Mulroy,53,+.178
174,T175,T175,Jerry Kelly,99,+.182
175,T175,T175,Josh Teater,101,+.182
176,177,177,Jason Bohn,84,+.187
177,178,178,Greg Owen,69,+.188
178,179,179,Skip Kendall,58,+.189
179,T180,T180,Pat Perez,90,+.196
180,T180,T180,Vance Veazey,58,+.196
181,182,182,Nathan Green,86,+.210
182,183,183,Craig Bowden,56,+.211
183,184,184,Ian Poulter,55,+.220
184,185,185,Rich Barcelo,70,+.222
185,186,186,Mike Weir,59,+.229
186,187,187,Kevin Johnson,62,+.233
187,188,188,Rocco Mediate,71,+.241
188,T189,T189,Brad Faxon,58,+.247
189,T189,T189,Jerod Turner,54,+.247
190,191,191,Greg Kraft,52,+.268
191,192,192,Jeff Gove,57,+.330
