,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
23,T24,T24,Rory McIlroy,54,"102' 0""","4080' 1""",40,"142' 6""","45' 4"""
24,T24,T24,Brenden Pappas,66,"102' 0""","4080' 9""",40,"138' 5""","75' 4"""
25,26,26,Jimmy Walker,82,"101' 10""","5599' 0""",55,"158' 10""","50' 5"""
26,27,27,Kevin Sutherland,86,"101' 9""","7225' 6""",71,"124' 7""","65' 10"""
27,28,28,Steve Marino,81,"101' 8""",6808',67,"136' 4""","56' 5"""
28,29,29,Retief Goosen,75,"101' 7""","4876' 5""",48,"130' 8""","49' 8"""
29,30,30,Mark Wilson,87,"100' 9""","6853' 2""",68,"132' 4""","72' 5"""
30,31,31,Aaron Baddeley,94,"100' 1""","7703' 8""",77,"152' 0""","64' 7"""
31,32,32,Geoff Ogilvy,62,"99' 11""","5495' 0""",55,"129' 11""","63' 2"""
32,T33,T33,Joe Ogilvie,99,"99' 10""","7690' 1""",77,"139' 6""","65' 7"""
33,T33,T33,Kevin Stadler,86,"99' 10""","5988' 4""",60,"148' 11""","66' 1"""
34,35,35,Paul Casey,64,"99' 9""","3392' 6""",34,"126' 7""","66' 6"""
35,36,36,Roger Tambellini,77,"99' 8""","5383' 1""",54,"133' 6""","73' 1"""
36,37,37,Roland Thatcher,72,"99' 3""","5757' 5""",58,"149' 2""","66' 8"""
37,38,38,John Merrick,109,"98' 11""","8110' 3""",82,"127' 11""","70' 5"""
38,39,39,Alex Prugh,88,"98' 4""","6489' 1""",66,"130' 1""","68' 2"""
39,40,40,Alex Cejka,81,"98' 2""","5695' 6""",58,"131' 8""","62' 0"""
40,41,41,Robert Garrigus,71,"97' 7""","3902' 9""",40,"128' 4""","60' 4"""
41,T42,T42,Cameron Percy,73,"97' 4""","4768' 8""",49,"137' 7""","72' 2"""
42,T42,T42,Josh Teater,101,"97' 4""","7400' 4""",76,"127' 6""","70' 0"""
43,44,44,Luke Donald,71,"97' 3""","5542' 6""",57,"123' 2""","58' 10"""
44,45,45,Brett Quigley,96,"96' 8""","6957' 2""",72,"137' 2""","62' 6"""
45,46,46,Rory Sabbatini,79,"96' 7""",5022',52,"183' 0""","45' 1"""
46,T47,T47,Stewart Cink,84,"96' 6""","6370' 3""",66,"120' 5""","60' 4"""
47,T47,T47,Brandt Snedeker,89,"96' 6""","7527' 2""",78,"123' 7""","69' 10"""
48,49,49,Nicholas Thompson,88,"96' 4""","6358' 2""",66,"133' 7""","66' 6"""
49,50,50,Woody Austin,93,"96' 3""","6350' 1""",66,"138' 6""","46' 7"""
50,T51,T51,Daniel Chopra,74,"96' 2""","5480' 7""",57,"147' 2""","66' 10"""
51,T51,T51,Jeff Overton,89,"96' 2""","6153' 6""",64,"135' 6""","58' 1"""
52,53,53,Cameron Tringale,55,"95' 9""","3639' 2""",38,"126' 4""","60' 1"""
53,54,54,Charley Hoffman,85,"95' 8""","6885' 7""",72,"127' 2""","55' 5"""
54,T55,T55,Bill Lunde,79,"95' 4""","5434' 0""",57,"123' 8""","67' 0"""
55,T55,T55,George McNeill,79,"95' 4""","5337' 8""",56,"127' 10""","55' 6"""
56,57,57,Billy Mayfair,78,"94' 5""","5005' 6""",53,"129' 11""","77' 10"""
57,T58,T58,Matt Jones,89,"94' 3""","6879' 9""",73,"136' 0""","61' 1"""
58,T58,T58,John Rollins,81,"94' 3""","6693' 3""",71,"125' 11""","68' 2"""
59,T60,T60,Mathew Goggin,85,"94' 2""","4992' 9""",53,"125' 7""","71' 6"""
60,T60,T60,Vaughn Taylor,87,"94' 2""","6496' 7""",69,"116' 5""","64' 5"""
61,T62,T62,Stuart Appleby,101,"94' 0""","7988' 6""",85,"130' 6""","49' 10"""
62,T62,T62,Justin Rose,78,"94' 0""",6016',64,"125' 11""","60' 5"""
63,64,64,Bubba Watson,77,"93' 9""","5626' 5""",60,"163' 4""","37' 8"""
64,65,65,Will MacKenzie,72,"93' 8""","5432' 8""",58,"136' 8""","71' 7"""
65,T66,T66,Sergio Garcia,58,"93' 4""","3172' 7""",34,"127' 11""","61' 5"""
66,T66,T66,Michael Sim,64,"93' 4""","4480' 1""",48,"121' 8""","43' 6"""
67,68,68,Jeff Gove,57,"93' 1""","3256' 8""",35,"118' 2""","68' 5"""
68,T69,T69,Rich Barcelo,70,"92' 9""",4267',46,"131' 6""","55' 5"""
69,T69,T69,Chris DiMarco,88,"92' 9""","5474' 6""",59,"131' 10""","64' 1"""
70,71,71,Aron Price,70,"92' 8""","4447' 2""",48,"112' 2""","65' 5"""
71,72,72,Bo Van Pelt,104,"92' 7""","7220' 2""",78,"121' 10""","53' 6"""
72,73,73,D.J. Trahan,92,"92' 5""","7303' 7""",79,"143' 6""","52' 1"""
73,T74,T74,Robert Allenby,76,"92' 4""","5263' 2""",57,"130' 10""","60' 6"""
74,T74,T74,Brian Davis,101,"92' 4""","6830' 1""",74,"130' 4""","61' 11"""
75,T74,T74,Steve Stricker,73,"92' 4""","5819' 3""",63,"123' 8""","57' 6"""
76,77,77,Tim Herron,79,"92' 0""","5334' 5""",58,"128' 10""","62' 7"""
77,78,78,Mathias Grönberg,61,"91' 10""","3396' 6""",37,"122' 4""","56' 8"""
78,79,79,Andrew McLardy,52,"91' 9""","2752' 9""",30,"131' 2""","66' 10"""
79,80,80,Heath Slocum,97,"91' 8""","7150' 7""",78,"117' 10""","10' 11"""
80,81,81,Jason Day,82,"91' 7""","5679' 5""",62,"133' 11""","67' 1"""
81,T82,T82,Sean O'Hair,84,"91' 6""","5853' 7""",64,"133' 2""","36' 2"""
82,T82,T82,Jerod Turner,54,"91' 6""","3293' 6""",36,"118' 1""","75' 2"""
83,84,84,Chris Wilson,65,"91' 4""","4019' 7""",44,"134' 1""","63' 8"""
84,85,85,Ángel Cabrera,64,"91' 0""","4825' 1""",53,"136' 1""","43' 10"""
85,86,86,Ernie Els,72,"90' 8""",5167',57,"141' 6""","63' 5"""
86,87,87,David Toms,86,"90' 7""","6069' 4""",67,"127' 5""","59' 10"""
87,T88,T88,David Duval,71,"90' 4""","3522' 0""",39,"121' 6""","65' 6"""
88,T88,T88,Pat Perez,90,"90' 4""",6412',71,"151' 11""","59' 2"""
89,90,90,Ryuji Imada,90,"90' 1""","7207' 9""",80,"166' 10""","15' 2"""
90,91,91,Brian Stuard,81,"89' 10""","5928' 8""",66,"130' 6""","47' 6"""
91,92,92,J.J. Henry,92,"89' 7""",6088',68,"135' 0""","47' 11"""
92,93,93,Ben Curtis,78,"89' 3""","5980' 8""",67,"124' 5""","60' 1"""
93,T94,T94,Ian Poulter,55,"89' 2""","3210' 3""",36,"113' 6""","60' 6"""
94,T94,T94,Adam Scott,70,"89' 2""","5170' 8""",58,"126' 6""","63' 8"""
95,96,96,Kevin Streelman,90,"89' 0""","6229' 3""",70,"116' 6""","51' 7"""
96,97,97,Lee Janzen,77,"88' 10""","5062' 8""",57,"132' 0""","63' 8"""
97,98,98,Zach Johnson,93,"88' 7""","6824' 0""",77,"112' 10""","54' 0"""
98,99,99,Michael Connell,89,"88' 5""","6103' 1""",69,"119' 2""","59' 4"""
99,100,100,Tom Pernice Jr.,74,"88' 4""","3886' 7""",44,"130' 0""","59' 6"""
100,T101,T101,John Mallinger,78,"88' 0""","4312' 6""",49,"126' 6""","65' 2"""
101,T101,T101,Chris Stroud,90,"88' 0""","5190' 2""",59,"118' 0""","59' 1"""
102,103,103,Hunter Mahan,85,"87' 11""","6506' 1""",74,"116' 8""","55' 2"""
103,104,104,Jason Bohn,84,"87' 9""","6755' 8""",77,"120' 7""","51' 1"""
104,105,105,Steve Lowery,67,"87' 7""","3855' 0""",44,"139' 11""","63' 0"""
105,T106,T106,Greg Kraft,52,"87' 5""","2885' 1""",33,"109' 11""","63' 6"""
106,T106,T106,Carl Pettersson,99,"87' 5""","7605' 7""",87,"137' 10""","60' 11"""
107,108,108,Rocco Mediate,71,"87' 4""","4802' 8""",55,"114' 0""","60' 10"""
108,109,109,Webb Simpson,98,"87' 3""","7414' 1""",85,"140' 1""","51' 1"""
109,110,110,Martin Flores,75,"87' 2""","4705' 1""",54,"130' 11""","32' 7"""
110,T111,T111,Blake Adams,84,"86' 10""","5733' 3""",66,"127' 6""","60' 11"""
111,T111,T111,Troy Merritt,86,"86' 10""","5646' 0""",65,"133' 6""","56' 6"""
112,113,113,Michael Letzig,84,"86' 8""","5892' 2""",68,"131' 4""","51' 8"""
113,114,114,Kenny Perry,69,"86' 5""","5100' 3""",59,"122' 8""","11' 0"""
114,115,115,Scott McCarron,90,"86' 4""","6131' 6""",71,"116' 2""","50' 2"""
115,116,116,Jarrod Lyle,54,"86' 3""","3449' 6""",40,"112' 6""","58' 4"""
116,T117,T117,Cameron Beckman,68,"85' 10""","4634' 2""",54,"110' 2""","47' 11"""
117,T117,T117,D.A. Points,90,"85' 10""","6008' 7""",70,"118' 4""","62' 10"""
118,119,119,Brett Wetterich,54,"85' 9""","3172' 2""",37,"119' 2""","54' 1"""
119,120,120,Greg Owen,69,"85' 4""","5034' 7""",59,"118' 8""","54' 2"""
120,T121,T121,Kris Blanks,91,"84' 11""","5601' 9""",66,"109' 10""","58' 11"""
121,T121,T121,J.P. Hayes,79,"84' 11""","5437' 0""",64,"111' 6""","64' 1"""
122,123,123,Jerry Kelly,99,"84' 10""",6195',73,"115' 10""","46' 10"""
123,124,124,Martin Laird,91,"84' 8""","6178' 6""",73,"114' 11""","48' 4"""
124,T125,T125,Matt Bettencourt,91,"84' 4""","4302' 0""",51,"132' 1""","27' 5"""
125,T125,T125,David Lutterus,69,"84' 4""","3541' 5""",42,"118' 0""","50' 8"""
126,127,127,Boo Weekley,88,"84' 3""",5895',70,"136' 1""","59' 4"""
127,T128,T128,Henrik Bjornstad,72,"83' 11""",4109',49,"113' 10""","50' 0"""
128,T128,T128,Craig Bowden,56,"83' 11""","3105' 8""",37,"108' 0""","63' 10"""
129,130,130,John Senden,103,"83' 10""","6789' 3""",81,"116' 11""","57' 1"""
130,T131,T131,Bill Haas,87,"83' 8""","6105' 7""",73,"114' 1""","43' 11"""
131,T131,T131,Spencer Levin,110,"83' 8""","6857' 7""",82,"125' 8""","36' 8"""
132,T133,T133,Brendon de Jonge,114,"83' 7""","7438' 9""",89,"130' 10""","51' 7"""
133,T133,T133,Kevin Johnson,62,"83' 7""","3426' 8""",41,"123' 4""","55' 0"""
134,135,135,Steve Elkington,74,"83' 6""","4257' 8""",51,"110' 4""","39' 5"""
135,136,136,Matt Every,60,"83' 4""","3416' 6""",41,"113' 1""","65' 7"""
136,137,137,Justin Bolli,55,"83' 1""","3072' 7""",37,"105' 8""","62' 0"""
137,138,138,Camilo Villegas,78,"83' 0""","4234' 3""",51,"114' 4""","38' 7"""
138,139,139,Bryce Molder,84,"82' 9""","5709' 3""",69,"119' 4""","32' 4"""
139,140,140,Garrett Willis,82,"81' 9""","5230' 1""",64,"111' 7""","56' 7"""
140,T141,T141,Chris Tidland,77,"81' 7""","4815' 5""",59,"126' 1""","46' 7"""
141,T141,T141,Dean Wilson,54,"81' 7""","2774' 0""",34,"105' 0""","51' 8"""
142,143,143,James Nitties,92,"81' 5""","4398' 6""",54,"116' 10""","52' 10"""
143,144,144,Jeff Maggert,76,"81' 0""","4778' 6""",59,"101' 11""","57' 7"""
144,145,145,Matt Kuchar,97,"80' 10""","6065' 6""",75,"114' 11""","46' 11"""
145,146,146,Cliff Kresge,50,"80' 5""","2654' 2""",33,"121' 0""","48' 10"""
146,T147,T147,Briny Baird,87,"80' 4""","5301' 5""",66,"115' 0""","41' 8"""
147,T147,T147,James Driscoll,78,"80' 4""","4898' 9""",61,"114' 7""","47' 4"""
148,T149,T149,Chad Campbell,94,"80' 1""","5526' 9""",69,"114' 1""","29' 1"""
149,T149,T149,Steve Wheatcroft,74,"80' 1""","3604' 3""",45,"104' 0""","57' 5"""
150,151,151,Charlie Wi,95,"79' 10""","5984' 8""",75,"120' 1""","53' 6"""
151,152,152,Vance Veazey,58,"79' 6""","3181' 0""",40,"122' 1""","44' 0"""
152,T153,T153,K.J. Choi,82,"78' 11""","4737' 2""",60,"114' 1""","50' 6"""
153,T153,T153,Tim Clark,88,"78' 11""","5052' 1""",64,"103' 11""","57' 8"""
154,T153,T153,Richard Johnson,90,"78' 11""","4342' 5""",55,"117' 1""","46' 0"""
155,156,156,Skip Kendall,58,"78' 10""","2995' 9""",38,"109' 10""","58' 7"""
156,T157,T157,Jason Dufner,87,"78' 9""","4960' 3""",63,"126' 0""","43' 5"""
157,T157,T157,Joe Durant,67,"78' 9""","3463' 7""",44,"109' 10""","50' 5"""
158,T157,T157,Omar Uresti,74,"78' 9""","4173' 7""",53,"110' 4""","54' 8"""
159,160,160,Nick Watney,91,"78' 3""","5476' 6""",70,"104' 8""","42' 2"""
160,161,161,Ryan Moore,80,"78' 2""","4765' 9""",61,"118' 4""","49' 5"""
161,162,162,Chad Collins,87,"77' 9""","5752' 4""",74,"117' 2""","37' 5"""
162,T163,T163,Jeev Milkha Singh,59,"77' 4""","2628' 9""",34,"110' 10""","48' 5"""
163,T163,T163,Jay Williamson,76,"77' 4""",4098',53,"115' 4""","45' 5"""
164,165,165,Steve Flesch,78,"77' 3""","4018' 3""",52,"95' 8""","55' 4"""
165,166,166,Michael Bradley,77,"77' 2""","3471' 3""",45,"114' 4""","32' 11"""
166,167,167,Y.E. Yang,72,"77' 1""","3775' 3""",49,"118' 10""","32' 6"""
167,T168,T168,Brian Gay,101,"76' 5""","6498' 3""",85,"100' 5""","44' 1"""
168,T168,T168,Rod Pampling,77,"76' 5""","4584' 0""",60,"109' 4""","53' 8"""
169,170,170,Paul Goydos,78,"76' 4""","4962' 6""",65,"107' 10""","46' 0"""
170,171,171,Tim Petrovic,105,"76' 0""","6005' 2""",79,"100' 4""","57' 2"""
171,172,172,Jim Furyk,76,"74' 8""","5078' 5""",68,"109' 2""","46' 8"""
172,T173,T173,Greg Chalmers,93,"74' 7""","6341' 7""",85,"118' 2""","40' 6"""
173,T173,T173,Scott Verplank,74,"74' 7""","4400' 2""",59,"108' 1""","42' 2"""
174,175,175,Justin Leonard,89,"74' 6""","5440' 6""",73,"114' 10""","46' 11"""
175,176,176,Lucas Glover,75,"74' 5""","4167' 6""",56,"116' 2""","41' 1"""
176,177,177,Stephen Ames,75,"73' 10""","4059' 9""",55,"114' 2""","38' 5"""
177,178,178,Ricky Barnes,103,"73' 4""","5574' 6""",76,"138' 10""","27' 0"""
178,179,179,Johnson Wagner,85,"72' 8""","4942' 6""",68,"98' 1""","37' 7"""
179,180,180,Charles Howell III,103,"72' 5""","6225' 0""",86,"111' 8""","39' 0"""
180,181,181,Nathan Green,86,"71' 10""","4599' 9""",64,"115' 5""","38' 5"""
181,182,182,Brent Delahoussaye,57,"71' 3""","2563' 8""",36,"93' 4""","51' 2"""
182,183,183,Freddie Jacobson,83,"70' 9""","5167' 7""",73,"109' 11""","38' 5"""
183,184,184,Chris Riley,73,"70' 8""","3957' 7""",56,"100' 8""","43' 4"""
184,185,185,Jeff Quinney,91,"69' 11""","4472' 2""",64,"106' 10""","37' 5"""
185,186,186,Bob Estes,79,"69' 2""","4428' 0""",64,"98' 2""","27' 7"""
186,187,187,Kevin Na,94,"68' 8""","4945' 7""",72,"112' 1""","25' 8"""
187,188,188,Brad Faxon,58,"68' 2""","3067' 3""",45,"97' 8""","36' 8"""
188,189,189,Tom Gillis,97,"67' 6""","5668' 3""",84,"104' 11""","36' 5"""
189,190,190,Shaun Micheel,70,"67' 4""","3096' 1""",46,"90' 8""","37' 8"""
190,191,191,Trevor Immelman,55,"64' 5""","2512' 3""",39,"93' 1""","22' 0"""
191,192,192,Mike Weir,59,"61' 11""","2415' 9""",39,"113' 2""","23' 6"""
