,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
85,T86,T86,Rickie Fowler,98,64.19,882,1374
86,T86,T86,Charlie Wi,95,64.19,848,1321
87,88,88,Bill Haas,87,64.17,779,1214
88,89,89,Steve Wheatcroft,74,64.12,588,917
89,90,90,Trevor Immelman,55,64.07,494,771
90,91,91,Nicholas Thompson,88,64.04,748,1168
91,T92,T92,Stewart Cink,84,63.98,723,1130
92,T92,T92,Sean O'Hair,84,63.98,739,1155
93,94,94,Kevin Johnson,62,63.85,498,780
94,95,95,Sergio Garcia,58,63.75,466,731
95,96,96,Cameron Beckman,68,63.72,569,893
96,97,97,Josh Teater,101,63.69,877,1377
97,98,98,Michael Letzig,84,63.47,742,1169
98,T99,T99,Michael Connell,89,63.4,717,1131
99,T99,T99,Jarrod Lyle,54,63.4,407,642
100,101,101,Michael Sim,64,63.35,560,884
101,102,102,Vijay Singh,75,63.28,660,1043
102,103,103,Bryce Molder,84,63.16,703,1113
103,104,104,Ryuji Imada,90,63.11,792,1255
104,105,105,Brian Stuard,81,63.09,658,1043
105,106,106,Chris Tidland,77,63.08,644,1021
106,107,107,Chris Stroud,90,62.98,718,1140
107,T108,T108,Jeff Gove,57,62.96,447,710
108,T108,T108,Kevin Stadler,86,62.96,685,1088
109,110,110,Adam Scott,70,62.93,601,955
110,111,111,Lucas Glover,75,62.84,656,1044
111,112,112,Carl Pettersson,99,62.82,794,1264
112,113,113,Ian Poulter,55,62.72,434,692
113,114,114,Shaun Micheel,70,62.67,544,868
114,115,115,Rory McIlroy,54,62.64,461,736
115,116,116,Nick Watney,91,62.63,776,1239
116,117,117,Johnson Wagner,85,62.59,706,1128
117,118,118,Roger Tambellini,77,62.57,600,959
118,119,119,Greg Kraft,52,62.5,400,640
119,120,120,Luke Donald,71,62.36,593,951
120,121,121,Mark Calcavecchia,50,62.18,370,595
121,122,122,Freddie Jacobson,83,62.16,721,1160
122,123,123,Matt Every,60,62.06,499,804
123,124,124,Steve Marino,81,61.96,707,1141
124,125,125,Steve Lowery,67,61.9,541,874
125,T126,T126,Jerod Turner,54,61.66,394,639
126,T126,T126,Camilo Villegas,78,61.66,624,1012
127,128,128,Charley Hoffman,85,61.59,712,1156
128,129,129,Jonathan Byrd,85,61.54,728,1183
129,130,130,Greg Owen,69,61.46,590,960
130,131,131,Andrew McLardy,52,61.43,411,669
131,132,132,Bob Estes,79,61.41,673,1096
132,133,133,D.J. Trahan,92,61.4,789,1285
133,134,134,Paul Casey,64,61.31,504,822
134,135,135,Nathan Green,86,61.0,732,1200
135,136,136,Jeev Milkha Singh,59,60.94,440,722
136,137,137,Bill Lunde,79,60.71,632,1041
137,138,138,Garth Mulroy,53,60.7,414,682
138,139,139,Ted Purdy,86,60.61,691,1140
139,140,140,Webb Simpson,98,60.47,823,1361
140,141,141,Michael Bradley,77,60.37,617,1022
141,142,142,Troy Matteson,84,60.36,711,1178
142,143,143,Rory Sabbatini,79,60.28,642,1065
143,T144,T144,Chad Collins,87,60.27,663,1100
144,T144,T144,Martin Laird,91,60.27,769,1276
145,146,146,Brett Quigley,96,60.26,796,1321
146,147,147,Ernie Els,72,60.16,592,984
147,148,148,Roland Thatcher,72,60.04,601,1001
148,149,149,Chris Wilson,65,59.93,492,821
149,150,150,Lee Janzen,77,59.91,641,1070
150,151,151,Greg Chalmers,93,59.8,772,1291
151,152,152,Stuart Appleby,101,59.75,824,1379
152,153,153,Brad Faxon,58,59.47,446,750
153,154,154,Troy Merritt,86,59.37,694,1169
154,155,155,Joe Ogilvie,99,59.32,767,1293
155,156,156,Cameron Percy,73,58.93,561,952
156,157,157,Cameron Tringale,55,58.71,401,683
157,158,158,Alex Prugh,88,58.4,699,1197
158,T159,T159,Ricky Barnes,103,58.37,840,1439
159,T159,T159,Marc Leishman,87,58.37,715,1225
160,161,161,Geoff Ogilvy,62,57.94,489,844
161,162,162,Brett Wetterich,54,57.82,436,754
162,163,163,Jason Day,82,57.78,665,1151
163,164,164,Ryan Palmer,84,57.23,669,1169
164,165,165,Matt Bettencourt,91,57.16,659,1153
165,166,166,David Duval,71,57.08,548,960
166,167,167,Matt Jones,89,57.07,706,1237
167,168,168,James Driscoll,78,56.96,618,1085
168,169,169,Padraig Harrington,57,56.7,444,783
169,170,170,Aaron Baddeley,94,56.65,741,1308
170,171,171,David Lutterus,69,56.61,497,878
171,172,172,Dustin Johnson,83,56.35,652,1157
172,173,173,Scott Piercy,88,56.03,688,1228
173,174,174,Vance Veazey,58,55.88,404,723
174,175,175,Robert Garrigus,71,55.73,506,908
175,176,176,Bubba Watson,77,55.67,599,1076
176,177,177,Jeff Overton,89,55.44,662,1194
177,178,178,Andres Romero,73,55.05,561,1019
178,179,179,Brenden Pappas,66,54.94,473,861
179,180,180,Derek Lamely,81,54.84,572,1043
180,181,181,Charles Howell III,103,54.58,751,1376
181,182,182,Ángel Cabrera,64,54.49,485,890
182,183,183,J.B. Holmes,100,54.45,764,1403
183,184,184,George McNeill,79,54.34,601,1106
184,185,185,Mike Weir,59,53.83,429,797
185,186,186,Tim Herron,79,53.49,544,1017
186,187,187,Rich Barcelo,70,52.8,471,892
187,188,188,Phil Mickelson,76,52.66,564,1071
188,189,189,John Daly,63,52.21,402,770
189,190,190,Jimmy Walker,82,51.29,555,1082
190,191,191,Daniel Chopra,74,51.27,526,1026
191,192,192,Martin Flores,75,50.15,496,989
