,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
137,T135,T135,Heath Slocum,97,378,SBS Championship,2,12,656
138,T135,T32,Rory Sabbatini,79,378,SBS Championship,2,12,656
139,T135,T32,Zach Johnson,93,378,SBS Championship,2,7,656
140,T135,T45,Pat Perez,90,378,SBS Championship,4,6,656
141,T135,T45,Y.E. Yang,72,378,SBS Championship,3,6,656
142,T135,T7,Nick Watney,91,378,SBS Championship,1,18,656
143,T135,T17,J.B. Holmes,100,378,World Golf Championships-Bridgestone Invitational,4,9,36
144,T135,T60,Martin Laird,91,378,SBS Championship,1,7,656
145,T135,4,Dustin Johnson,83,378,SBS Championship,2,12,656
146,T147,T147,Phil Mickelson,76,377,World Golf Championships-CA Championship,1,14,8
147,T147,T147,Brandt Jobe,4,377,HP Byron Nelson Championship,4,1,19
148,T147,T147,Mathias Grönberg,61,377,Reno-Tahoe Open,1,14,660
149,T147,T67,Padraig Harrington,57,377,Transitions Championship,4,1,665
150,T147,T45,Pat Perez,90,377,SBS Championship,2,7,656
151,T147,T45,Y.E. Yang,72,377,SBS Championship,4,17,656
152,T153,T11,John Daly,63,376,RBC Canadian Open,1,14,772
153,T153,T17,Stephen Ames,75,376,SBS Championship,2,7,656
154,T153,T32,Retief Goosen,75,376,SBS Championship,1,7,656
155,T153,T97,Matt Kuchar,97,376,SBS Championship,1,7,656
156,T153,T17,Bo Van Pelt,104,376,SBS Championship,2,7,656
157,T153,T26,Sean O'Hair,84,376,World Golf Championships-Bridgestone Invitational,4,8,36
158,T153,T11,Robert Garrigus,71,376,Reno-Tahoe Open,4,18,660
159,T153,T45,Y.E. Yang,72,376,SBS Championship,3,7,656
160,T153,T153,Jonathan Byrd,85,376,Turning Stone Resort Championship,2,18,730
161,T153,T17,Troy Matteson,84,376,SBS Championship,2,1,656
162,T153,T75,Ross Fisher,29,376,World Golf Championships-CA Championship,1,12,8
163,T153,T91,Jason Day,82,376,World Golf Championships-Bridgestone Invitational,4,9,36
164,T153,4,Dustin Johnson,83,376,World Golf Championships-Bridgestone Invitational,3,9,36
165,T166,T147,Phil Mickelson,76,375,U.S. Open Championship,4,1,666
166,T166,T32,Kenny Perry,69,375,SBS Championship,3,6,656
167,T166,T17,Stephen Ames,75,375,SBS Championship,3,18,656
168,T166,1,Steve Stricker,73,375,Transitions Championship,4,1,665
169,T166,T166,Jerry Kelly,99,375,SBS Championship,4,18,656
170,T166,T29,John Rollins,81,375,HP Byron Nelson Championship,1,1,19
171,T166,T26,Sean O'Hair,84,375,SBS Championship,3,6,656
172,T166,T11,Robert Garrigus,71,375,HP Byron Nelson Championship,3,10,19
173,T166,T11,Robert Garrigus,71,375,Reno-Tahoe Open,4,15,660
174,T166,T166,George McNeill,79,375,Sony Open in Hawaii,2,18,6
175,T166,T45,Y.E. Yang,72,375,SBS Championship,4,18,656
176,T166,T166,Hunter Mahan,85,375,World Golf Championships-Bridgestone Invitational,4,16,36
177,T166,T166,Scott Piercy,88,375,The Honda Classic,2,10,734
178,T166,T166,Webb Simpson,98,375,RBC Canadian Open,1,14,772
179,T166,4,Dustin Johnson,83,375,SBS Championship,2,17,656
180,T181,T32,Rory Sabbatini,79,374,SBS Championship,4,7,656
181,T181,T11,Robert Garrigus,71,374,Viking Classic,1,14,609
182,T181,T7,Lucas Glover,75,374,SBS Championship,1,6,656
183,T181,T7,Lucas Glover,75,374,SBS Championship,1,7,656
184,T181,T67,Louis Oosthuizen,14,374,World Golf Championships-Bridgestone Invitational,4,9,36
185,T181,T181,Marc Leishman,87,374,The Honda Classic,4,10,734
186,T181,T181,Jarrod Lyle,54,374,Travelers Championship,2,1,503
187,T181,4,Dustin Johnson,83,374,SBS Championship,3,6,656
188,T189,T189,Davis Love III,79,373,John Deere Classic,2,4,669
189,T189,T32,Kenny Perry,69,373,SBS Championship,2,7,656
190,T189,T189,Brian Gay,101,373,SBS Championship,1,7,656
191,T189,T189,Miguel Angel Jiménez,21,373,World Golf Championships-Bridgestone Invitational,4,16,36
192,T189,T111,Matt Bettencourt,91,373,Reno-Tahoe Open,3,17,660
193,T189,T29,John Rollins,81,373,SBS Championship,2,18,656
194,T189,T32,Zach Johnson,93,373,World Golf Championships-Bridgestone Invitational,4,16,36
195,T189,T7,Lucas Glover,75,373,World Golf Championships-Bridgestone Invitational,4,8,36
196,T189,T181,Marc Leishman,87,373,Sony Open in Hawaii,1,8,6
197,T189,T115,Alvaro Quiros,27,373,World Golf Championships-Bridgestone Invitational,4,8,36
198,T189,T189,Camilo Villegas,78,373,The Open Championship,3,2,668
199,T189,T11,Jeff Overton,89,373,HP Byron Nelson Championship,3,1,19
