,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
89,90,90,Rory McIlroy,54,2.35,13,553,+0.38
90,91,91,Brandt Snedeker,89,2.43,25,1030,+0.72
91,T92,T92,Andrew McLardy,52,2.47,15,607,+0.60
92,T92,T92,Geoff Ogilvy,62,2.47,17,689,+0.65
93,T92,T92,Vaughn Taylor,87,2.47,27,1091,+0.63
94,95,95,Ernie Els,72,2.49,19,762,E
95,96,96,Adam Scott,70,2.51,18,718,+0.33
96,97,97,Nicholas Thompson,88,2.55,27,1058,+0.56
97,T98,T98,Cameron Beckman,68,2.57,21,816,+0.81
98,T98,T98,Michael Bradley,77,2.57,24,935,+0.92
99,T98,T98,John Mallinger,78,2.57,23,896,+1.09
100,101,101,Steve Lowery,67,2.63,20,761,+1.05
101,102,102,Garrett Willis,82,2.64,26,984,+0.92
102,103,103,Jeev Milkha Singh,59,2.66,19,714,+0.16
103,104,104,Scott Verplank,74,2.71,21,775,+0.38
104,T105,T105,Chris Stroud,90,2.73,27,990,+0.70
105,T105,T105,Mark Wilson,87,2.73,30,1100,+0.83
106,T107,T107,Chad Campbell,94,2.76,31,1124,+0.61
107,T107,T107,Martin Laird,91,2.76,30,1088,+0.53
108,109,109,Richard Johnson,90,2.77,28,1012,+0.68
109,110,110,Pat Perez,90,2.78,32,1151,+0.44
110,111,111,Jeff Gove,57,2.79,17,610,+0.47
111,112,112,Greg Kraft,52,2.8,15,535,+1.20
112,113,113,Freddie Jacobson,83,2.81,30,1066,+0.53
113,114,114,Alex Prugh,88,2.83,31,1096,+0.74
114,T115,T115,Jarrod Lyle,54,2.85,18,632,+0.78
115,T115,T115,Troy Matteson,84,2.85,31,1086,+0.58
116,T115,T115,Webb Simpson,98,2.85,36,1263,+0.67
117,118,118,Josh Teater,101,2.86,36,1260,+0.42
118,119,119,Mathew Goggin,85,2.87,30,1047,+0.90
119,120,120,Jeff Overton,89,2.89,28,970,+0.57
120,121,121,Luke Donald,71,2.9,21,725,+0.67
121,122,122,Charlie Wi,95,2.93,36,1229,+0.42
122,T123,T123,Chris Couch,66,2.94,24,817,+0.58
123,T123,T123,Bubba Watson,77,2.94,27,917,+0.52
124,125,125,Tim Herron,79,2.96,28,947,+0.82
125,T126,T126,Jason Day,82,2.97,29,975,+0.41
126,T126,T126,Joe Ogilvie,99,2.97,35,1179,+0.40
127,T126,T126,Camilo Villegas,78,2.97,23,774,+0.57
128,129,129,Ángel Cabrera,64,3.0,21,701,+0.14
129,T130,T130,Jonathan Byrd,85,3.01,34,1129,+0.62
130,T130,T130,Rory Sabbatini,79,3.01,28,929,+0.86
131,132,132,Matt Bettencourt,91,3.04,29,954,+0.66
132,T133,T133,Sergio Garcia,58,3.05,15,492,+1.00
133,T133,T133,Johnson Wagner,85,3.05,31,1018,+0.77
134,135,135,Mark Calcavecchia,50,3.06,14,458,+0.86
135,136,136,Graham DeLaet,88,3.07,32,1043,+0.53
136,T137,T137,Bob Estes,79,3.09,30,970,+0.60
137,T137,T137,Charles Howell III,103,3.09,38,1228,+0.50
138,139,139,Chad Collins,87,3.1,32,1033,+0.69
139,140,140,Kevin Stadler,86,3.13,31,991,+0.71
140,141,141,Brett Wetterich,54,3.14,23,733,+0.61
141,T142,T142,Greg Chalmers,93,3.17,38,1198,+0.58
142,T142,T142,Charles Warren,64,3.17,24,757,+0.46
143,T144,T144,Ricky Barnes,103,3.18,36,1131,+0.47
144,T144,T144,Mathias Grönberg,61,3.18,22,691,+0.59
145,T144,T144,Roger Tambellini,77,3.18,27,850,+0.74
146,147,147,Charley Hoffman,85,3.21,34,1059,+0.44
147,148,148,Andres Romero,73,3.24,32,988,+0.47
148,149,149,Paul Stankowski,62,3.27,24,733,+0.71
149,T150,T150,Henrik Bjornstad,72,3.33,27,811,+0.67
150,T150,T150,Brett Quigley,96,3.33,40,1203,+0.70
151,152,152,Lee Janzen,77,3.34,32,959,+0.59
152,153,153,James Nitties,92,3.41,38,1114,+1.05
153,154,154,Matt Every,60,3.44,24,698,+0.42
154,155,155,John Daly,63,3.46,22,636,+0.91
155,156,156,Mike Weir,59,3.49,19,544,+0.63
156,157,157,Vance Veazey,58,3.51,23,655,+1.17
157,158,158,Chris Wilson,65,3.52,25,710,+0.80
158,159,159,Michael Letzig,84,3.54,39,1102,+0.79
159,T160,T160,Matt Jones,89,3.55,39,1098,+0.46
160,T160,T160,Derek Lamely,81,3.55,31,873,+0.58
161,T162,T162,Troy Merritt,86,3.6,38,1055,+1.13
162,T162,T162,Ryan Palmer,84,3.6,35,973,+0.63
163,164,164,Garth Mulroy,53,3.64,21,577,+0.38
164,T165,T165,David Lutterus,69,3.65,28,767,+0.82
165,T165,T165,Roland Thatcher,72,3.65,34,931,+0.74
166,T167,T167,Marc Leishman,87,3.75,37,987,+0.59
167,T167,T167,Ted Purdy,86,3.75,38,1013,+0.97
168,169,169,Steve Wheatcroft,74,3.79,30,791,+0.80
169,170,170,Cameron Percy,73,3.81,31,813,+0.81
170,171,171,Dustin Johnson,83,3.83,33,861,+0.30
171,172,172,Stuart Appleby,101,3.89,47,1208,+0.89
172,173,173,Brad Faxon,58,3.94,26,660,+1.04
173,174,174,Robert Garrigus,71,3.95,33,835,+0.67
174,175,175,Daniel Chopra,74,4.07,37,909,+0.92
175,176,176,J.B. Holmes,100,4.09,49,1197,+0.37
176,177,177,Trevor Immelman,55,4.11,24,584,+0.58
177,178,178,Bill Lunde,79,4.13,38,920,+0.87
178,179,179,Padraig Harrington,57,4.17,25,600,+0.28
179,180,180,Kevin Johnson,62,4.32,29,671,+0.79
180,181,181,Greg Owen,69,4.37,37,847,+0.78
181,T182,T182,David Duval,71,4.38,33,753,+0.73
182,T182,T182,George McNeill,79,4.38,42,959,+0.67
183,184,184,Rich Barcelo,70,4.49,35,780,+0.69
184,185,185,Cameron Tringale,55,4.5,28,622,+0.71
185,186,186,Jimmy Walker,82,4.57,43,940,+0.70
186,187,187,Scott Piercy,88,4.62,51,1104,+0.75
187,188,188,Phil Mickelson,76,4.63,36,777,+0.22
188,189,189,James Driscoll,78,4.72,48,1018,+0.75
189,190,190,Aaron Baddeley,94,5.02,60,1196,+0.50
190,191,191,Brenden Pappas,66,5.33,40,750,+0.68
191,192,192,Martin Flores,75,6.0,52,867,+0.73
