,Hit_Fairway_Percentage_RANK THIS WEEK,Hit_Fairway_Percentage_RANK LAST WEEK,Hit_Fairway_Percentage_PLAYER NAME,Hit_Fairway_Percentage_ROUNDS,Hit_Fairway_Percentage_%,Hit_Fairway_Percentage_FAIRWAYS HIT,Hit_Fairway_Percentage_POSSIBLE FAIRWAYS,Hit_Fairway_Percentage_RELATIVE TO PAR
51,52,52,Steve Flesch,78,66.93,595,889,-0.08
52,T53,T53,Jeff Maggert,76,66.9,584,873,-0.07
53,T53,T53,Scott McCarron,90,66.9,764,1142,-0.15
54,T55,T55,Blake Adams,84,66.83,691,1034,-0.14
55,T55,T55,Jason Bohn,84,66.83,677,1013,-0.18
56,57,57,Kevin Sutherland,86,66.73,718,1076,-0.18
57,58,58,Woody Austin,93,66.61,762,1144,-0.14
58,T59,T59,James Nitties,92,66.52,741,1114,-0.16
59,T59,T59,Kevin Streelman,90,66.52,735,1105,-0.15
60,61,61,Paul Stankowski,62,66.44,487,733,-0.18
61,62,62,Briny Baird,87,66.39,721,1086,-0.14
62,63,63,Brendon de Jonge,114,66.19,828,1251,-0.2
63,64,64,John Senden,103,66.08,795,1203,-0.18
64,65,65,Chris Couch,66,65.97,539,817,-0.18
65,T66,T66,Pat Perez,90,65.94,759,1151,-0.19
66,T66,T66,Justin Rose,78,65.94,635,963,-0.17
67,68,68,Spencer Levin,110,65.93,894,1356,-0.16
68,69,69,Retief Goosen,75,65.89,481,730,-0.23
69,T70,T70,K.J. Choi,82,65.8,554,842,-0.17
70,T70,T70,Kevin Na,94,65.8,687,1044,-0.2
71,72,72,J.J. Henry,92,65.71,713,1085,-0.17
72,73,73,Rod Pampling,77,65.6,635,968,-0.12
73,74,74,Graham DeLaet,88,65.48,683,1043,-0.2
74,75,75,Mathew Goggin,85,65.43,685,1047,-0.16
75,76,76,Steve Wheatcroft,74,65.36,517,791,-0.11
76,77,77,John Rollins,81,65.19,678,1040,-0.19
77,78,78,Henrik Bjornstad,72,65.1,528,811,-0.15
78,79,79,Davis Love III,79,64.76,590,911,-0.15
79,80,80,Robert Allenby,76,64.73,547,845,-0.21
80,81,81,Jarrod Lyle,54,64.56,408,632,-0.14
81,82,82,Kevin Johnson,62,64.53,433,671,-0.04
82,T83,T83,Michael Letzig,84,64.52,711,1102,-0.14
83,T83,T83,Josh Teater,101,64.52,813,1260,-0.17
84,T83,T83,Charlie Wi,95,64.52,793,1229,-0.19
85,86,86,J.P. Hayes,79,64.51,607,941,-0.15
86,87,87,Brandt Snedeker,89,64.47,664,1030,-0.17
87,88,88,Y.E. Yang,72,64.4,521,809,-0.15
88,89,89,Bo Van Pelt,104,64.37,777,1207,-0.22
89,90,90,Brian Stuard,81,64.23,625,973,-0.11
90,91,91,Nicholas Thompson,88,64.18,679,1058,-0.11
91,92,92,Ryuji Imada,90,64.12,740,1154,-0.14
92,93,93,Mathias Grönberg,61,64.11,443,691,-0.16
93,94,94,Chris Tidland,77,63.94,601,940,-0.1
94,95,95,Jeff Gove,57,63.93,390,610,-0.1
95,96,96,D.A. Points,90,63.92,698,1092,-0.14
96,97,97,Bill Haas,87,63.9,662,1036,-0.19
97,98,98,Trevor Immelman,55,63.87,373,584,-0.12
98,99,99,Chris Stroud,90,63.84,632,990,-0.19
99,100,100,Kevin Stadler,86,63.77,632,991,-0.17
100,T101,T101,Michael Connell,89,63.76,679,1065,-0.18
101,T101,T101,Rickie Fowler,98,63.76,730,1145,-0.18
102,103,103,Shaun Micheel,70,63.71,467,733,-0.15
103,104,104,Stewart Cink,84,63.62,570,896,-0.2
104,105,105,Lucas Glover,75,63.6,519,816,-0.2
105,106,106,Johnson Wagner,85,63.56,647,1018,-0.15
106,107,107,Bryce Molder,84,63.45,637,1004,-0.17
107,108,108,Cameron Beckman,68,63.36,517,816,-0.13
108,109,109,Sean O'Hair,84,63.34,572,903,-0.15
109,110,110,Freddie Jacobson,83,63.32,675,1066,-0.18
110,111,111,Roger Tambellini,77,63.18,537,850,-0.09
111,112,112,Ian Poulter,55,63.01,293,465,-0.15
112,113,113,Steve Lowery,67,62.94,479,761,-0.06
113,114,114,Michael Sim,64,62.93,460,731,-0.15
114,115,115,Charley Hoffman,85,62.89,666,1059,-0.22
115,116,116,Andrew McLardy,52,62.77,381,607,-0.09
116,117,117,Carl Pettersson,99,62.66,715,1141,-0.2
117,118,118,Ted Purdy,86,62.39,632,1013,-0.12
118,119,119,Jerod Turner,54,62.34,341,547,-0.03
119,120,120,Jonathan Byrd,85,62.18,702,1129,-0.19
120,121,121,Steve Marino,81,62.11,541,871,-0.21
121,122,122,Greg Owen,69,61.98,525,847,-0.17
122,123,123,Vijay Singh,75,61.78,485,785,-0.17
123,124,124,Bill Lunde,79,61.74,568,920,-0.12
124,125,125,Garth Mulroy,53,61.7,356,577,-0.11
125,T126,T126,Nathan Green,86,61.68,689,1117,-0.12
126,T126,T126,Greg Kraft,52,61.68,330,535,-0.05
127,128,128,Nick Watney,91,61.67,592,960,-0.2
128,129,129,Bob Estes,79,61.65,598,970,-0.14
129,130,130,Jeev Milkha Singh,59,61.62,440,714,-0.15
130,131,131,Matt Every,60,61.6,430,698,-0.19
131,T132,T132,Luke Donald,71,61.38,445,725,-0.2
132,T132,T132,Sergio Garcia,58,61.38,302,492,-0.16
133,134,134,Rory McIlroy,54,61.3,339,553,-0.19
134,135,135,Paul Casey,64,61.24,376,614,-0.22
135,136,136,Michael Bradley,77,61.07,571,935,-0.14
136,T137,T137,Chad Collins,87,60.99,630,1033,-0.18
137,T137,T137,D.J. Trahan,92,60.99,688,1128,-0.17
138,139,139,Troy Matteson,84,60.87,661,1086,-0.14
139,140,140,Adam Scott,70,60.86,437,718,-0.16
140,141,141,Brett Quigley,96,60.85,732,1203,-0.17
141,142,142,Rory Sabbatini,79,60.82,565,929,-0.19
142,143,143,Webb Simpson,98,60.73,767,1263,-0.19
143,144,144,Roland Thatcher,72,60.69,565,931,-0.11
144,145,145,Camilo Villegas,78,60.59,469,774,-0.19
145,146,146,Stuart Appleby,101,60.35,729,1208,-0.15
146,147,147,Martin Laird,91,60.2,655,1088,-0.19
147,148,148,Chris Wilson,65,60.14,427,710,-0.07
148,149,149,Joe Ogilvie,99,60.05,708,1179,-0.16
149,150,150,Mark Calcavecchia,50,60.04,275,458,-0.08
150,151,151,Lee Janzen,77,59.85,574,959,-0.14
151,152,152,Troy Merritt,86,59.72,630,1055,-0.17
152,153,153,Greg Chalmers,93,59.6,714,1198,-0.17
153,154,154,Cameron Tringale,55,59.32,369,622,-0.15
154,155,155,Cameron Percy,73,59.16,481,813,-0.17
155,156,156,Ricky Barnes,103,58.62,663,1131,-0.18
156,157,157,Brad Faxon,58,58.48,386,660,-0.08
157,158,158,Brett Wetterich,54,58.39,428,733,-0.15
158,159,159,Alex Prugh,88,58.12,637,1096,-0.19
159,160,160,Ernie Els,72,58.01,442,762,-0.24
160,161,161,Jason Day,82,57.95,565,975,-0.18
161,162,162,Marc Leishman,87,57.85,571,987,-0.18
162,163,163,Aaron Baddeley,94,57.78,691,1196,-0.18
163,T164,T164,Matt Bettencourt,91,57.76,551,954,-0.18
164,T164,T164,James Driscoll,78,57.76,588,1018,-0.2
165,166,166,Vance Veazey,58,57.71,378,655,-0.11
166,167,167,Matt Jones,89,57.38,630,1098,-0.19
167,168,168,Geoff Ogilvy,62,57.18,394,689,-0.23
168,169,169,David Lutterus,69,56.98,437,767,-0.1
169,170,170,David Duval,71,56.97,429,753,-0.16
170,171,171,Robert Garrigus,71,56.65,473,835,-0.2
171,172,172,Andres Romero,73,56.58,559,988,-0.22
172,173,173,Ryan Palmer,84,56.53,550,973,-0.21
173,174,174,Bubba Watson,77,56.38,517,917,-0.19
174,175,175,Scott Piercy,88,56.25,621,1104,-0.24
175,176,176,Padraig Harrington,57,56.0,336,600,-0.19
176,177,177,Jeff Overton,89,55.36,537,970,-0.19
177,178,178,Derek Lamely,81,55.33,483,873,-0.12
178,179,179,J.B. Holmes,100,55.22,661,1197,-0.25
179,180,180,Brenden Pappas,66,55.2,414,750,-0.19
180,181,181,Dustin Johnson,83,55.17,475,861,-0.24
181,182,182,Rich Barcelo,70,55.13,430,780,-0.21
182,183,183,Tim Herron,79,55.12,522,947,-0.19
183,184,184,Charles Howell III,103,54.97,675,1228,-0.21
184,185,185,George McNeill,79,54.54,523,959,-0.15
185,186,186,John Daly,63,53.77,342,636,-0.18
186,187,187,Ángel Cabrera,64,52.92,371,701,-0.18
187,188,188,Mike Weir,59,52.57,286,544,-0.21
188,189,189,Daniel Chopra,74,52.48,477,909,-0.14
189,190,190,Jimmy Walker,82,52.13,490,940,-0.15
190,191,191,Phil Mickelson,76,51.87,403,777,-0.26
191,192,192,Martin Flores,75,49.02,425,867,-0.18
