,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
87,88,88,Kevin Streelman,90,270.2,18641.8,69,295.6,236.4
88,89,89,Y.E. Yang,72,269.8,11063.4,41,332.8,209.2
89,90,90,Jarrod Lyle,54,269.7,10518.0,39,295.6,243.0
90,91,91,Kenny Perry,69,269.6,14827.3,55,291.2,238.3
91,T92,T92,Robert Allenby,76,269.5,14552.0,54,300.3,221.7
92,T92,T92,Roland Thatcher,72,269.5,15360.7,57,311.7,221.9
93,94,94,Brendon de Jonge,114,269.1,21798.8,81,296.7,236.9
94,95,95,Lee Janzen,77,269.0,15064.5,56,292.9,227.2
95,96,96,Pat Perez,90,268.9,18284.3,68,322.9,232.0
96,T97,T97,Kris Blanks,91,268.8,16937.0,63,299.0,239.3
97,T97,T97,Scott McCarron,90,268.8,18009.3,67,299.7,224.2
98,99,99,Michael Letzig,84,268.7,17466.2,65,302.2,222.0
99,T100,T100,Steve Lowery,67,268.2,11265.8,42,294.1,242.6
100,T100,T100,Steve Stricker,73,268.2,15286.8,57,311.3,228.5
101,T100,T100,Chris Stroud,90,268.2,15019.9,56,293.8,221.1
102,103,103,David Lutterus,69,268.1,9920.8,37,294.2,236.4
103,T104,T104,Henrik Bjornstad,72,267.7,11511.0,43,291.8,230.2
104,T104,T104,Hunter Mahan,85,267.7,19008.7,71,297.6,207.0
105,106,106,Bill Lunde,79,267.5,14444.4,54,295.4,223.2
106,107,107,Matt Bettencourt,91,267.2,12560.2,47,298.0,210.7
107,T108,T108,Billy Mayfair,78,266.5,13856.1,52,301.0,238.1
108,T108,T108,Vaughn Taylor,87,266.5,17854.4,67,291.4,217.8
109,T110,T110,Ricky Barnes,103,266.1,18357.9,69,304.2,230.9
110,T110,T110,James Nitties,92,266.1,13039.0,49,286.9,228.7
111,112,112,Jeff Gove,57,265.6,8498.4,32,296.3,229.9
112,113,113,Brian Stuard,81,265.4,16718.7,63,292.4,239.8
113,114,114,Mark Wilson,87,265.2,17769.4,67,294.2,224.4
114,115,115,Chad Campbell,94,265.1,15906.8,60,288.1,222.6
115,116,116,Ben Crane,85,264.9,17746.6,67,290.6,237.6
116,117,117,Ian Poulter,55,264.6,8995.0,34,285.6,238.5
117,118,118,Michael Sim,64,264.2,12155.5,46,295.9,218.6
118,T119,T119,Woody Austin,93,264.0,17422.0,66,284.8,240.3
119,T119,T119,K.J. Choi,82,264.0,15045.9,57,301.2,213.0
120,121,121,Michael Connell,89,263.8,17407.5,66,284.3,244.9
121,T122,T122,Michael Bradley,77,263.7,11073.6,42,291.7,213.0
122,T122,T122,Zach Johnson,93,263.7,19511.5,74,319.2,236.5
123,124,124,Webb Simpson,98,263.6,21611.8,82,295.3,228.0
124,125,125,Carl Pettersson,99,263.5,22923.9,87,293.0,224.6
125,126,126,Freddie Jacobson,83,263.1,18943.3,72,292.8,213.4
126,127,127,Aron Price,70,263.0,11573.1,44,281.2,248.8
127,128,128,Jeev Milkha Singh,59,262.5,8925.7,34,290.3,221.3
128,T129,T129,D.A. Points,90,262.4,18107.7,69,284.5,235.1
129,T129,T129,Brandt Snedeker,89,262.4,18365.7,70,303.8,221.3
130,131,131,Spencer Levin,110,262.2,20715.2,79,301.1,226.9
131,132,132,Jason Bohn,84,261.9,18855.4,72,285.3,210.5
132,133,133,Matt Kuchar,97,261.8,18325.1,70,296.1,228.9
133,T134,T134,Jason Dufner,87,261.5,16473.9,63,286.4,225.6
134,T134,T134,David Toms,86,261.5,16996.5,65,290.4,223.9
135,T134,T134,Charlie Wi,95,261.5,19089.6,73,291.5,215.2
136,T137,T137,J.P. Hayes,79,261.3,16200.9,62,287.0,224.9
137,T137,T137,Heath Slocum,97,261.3,19856.8,76,285.2,217.7
138,139,139,Rod Pampling,77,261.1,15144.4,58,296.7,227.2
139,140,140,Tim Petrovic,105,260.7,19813.2,76,277.5,220.6
140,T141,T141,Jerod Turner,54,260.6,8861.1,34,291.3,233.1
141,T141,T141,Garrett Willis,82,260.6,16154.5,62,282.2,240.9
142,T143,T143,Cameron Beckman,68,260.3,13014.6,50,278.9,219.7
143,T143,T143,Ryuji Imada,90,260.3,19264.5,74,292.3,233.8
144,T145,T145,Brian Davis,101,260.2,18213.1,70,296.4,225.4
145,T145,T145,Luke Donald,71,260.2,14310.6,55,290.9,234.3
146,T145,T145,Joe Durant,67,260.2,11187.6,43,308.7,228.1
147,T145,T145,John Mallinger,78,260.2,11448.9,44,288.5,213.9
148,T145,T145,Vance Veazey,58,260.2,9626.0,37,287.4,220.7
149,150,150,Steve Wheatcroft,74,260.1,10923.2,42,286.1,230.5
150,T151,T151,Tom Gillis,97,259.9,20275.3,78,290.7,231.8
151,T151,T151,Jerry Kelly,99,259.9,17931.5,69,290.2,216.7
152,153,153,Chris DiMarco,88,259.8,14547.4,56,282.0,228.2
153,154,154,Rocco Mediate,71,259.3,13742.4,53,280.0,237.2
154,T155,T155,Alex Cejka,81,259.2,14512.5,56,287.2,230.2
155,T155,T155,Ben Curtis,78,259.2,16845.0,65,278.6,220.9
156,157,157,Steve Elkington,74,259.1,12957.1,50,299.8,207.3
157,158,158,Kevin Johnson,62,258.8,10353.9,40,287.7,227.6
158,159,159,Stephen Ames,75,258.5,13442.2,52,283.1,226.6
159,160,160,Trevor Immelman,55,258.4,8786.7,34,284.2,215.5
160,161,161,Jay Williamson,76,258.0,13156.5,51,282.0,232.6
161,162,162,Johnson Wagner,85,257.7,15976.2,62,284.6,187.8
162,163,163,Bob Estes,79,257.6,15971.7,62,285.0,226.6
163,164,164,Jeff Maggert,76,257.4,14155.4,55,277.7,234.1
164,165,165,Nathan Green,86,256.8,16438.1,64,287.5,206.8
165,166,166,Tom Pernice Jr.,74,256.7,10268.8,40,282.3,226.6
166,167,167,Chad Collins,87,256.3,17169.0,67,283.0,227.6
167,168,168,Justin Bolli,55,256.1,8707.3,34,283.5,233.6
168,169,169,Briny Baird,87,256.0,15614.9,61,288.3,218.4
169,170,170,Shaun Micheel,70,255.8,11256.9,44,282.6,217.5
170,T171,T171,Greg Chalmers,93,255.5,20693.9,81,281.0,219.0
171,T171,T171,Bryce Molder,84,255.5,16354.8,64,289.8,212.4
172,173,173,Jim Furyk,76,255.1,16838.9,66,282.0,220.3
173,174,174,Greg Kraft,52,255.0,8160.7,32,273.9,228.5
174,175,175,Dean Wilson,54,254.4,7886.2,31,279.8,227.6
175,176,176,Richard Johnson,90,254.0,12955.5,51,281.6,222.3
176,177,177,Cliff Kresge,50,253.5,7604.3,30,274.7,237.4
177,178,178,Chris Riley,73,253.0,13408.9,53,281.2,230.1
178,T179,T179,Steve Flesch,78,252.7,12886.9,51,280.1,222.8
179,T179,T179,Justin Leonard,89,252.7,17180.7,68,283.2,217.4
180,T181,T181,Skip Kendall,58,251.3,8795.8,35,270.8,227.8
181,T181,T181,Kevin Na,94,251.3,17088.3,68,290.8,217.4
182,183,183,Tim Clark,88,251.0,15559.0,62,279.0,219.5
183,184,184,Omar Uresti,74,250.8,13043.7,52,284.3,227.9
184,185,185,Paul Goydos,78,249.5,15467.9,62,268.3,220.1
185,T186,T186,Brent Delahoussaye,57,248.1,8434.3,34,266.8,222.2
186,T186,T186,Scott Verplank,74,248.1,14389.8,58,272.7,212.9
187,188,188,Mike Weir,59,246.9,8640.5,35,274.8,187.3
188,189,189,Jeff Quinney,91,246.6,14305.2,58,283.0,219.7
189,190,190,Craig Bowden,56,244.6,9048.5,37,266.0,214.1
190,191,191,Brad Faxon,58,242.6,10431.3,43,277.4,195.0
191,192,192,Brian Gay,101,241.4,20275.5,84,276.5,202.3
