,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
179,180,180,Chad Collins,87,63.34,222551.6,351358
180,T181,T181,Ben Curtis,78,63.3,196145.1,309880
181,T181,T181,Omar Uresti,74,63.3,177248.6,280008
182,183,183,Paul Goydos,78,63.27,190565.4,301206
183,184,184,Richard Johnson,90,63.26,216011.1,341455
184,185,185,Tim Clark,88,63.09,199649.3,316464
185,186,186,Jeff Quinney,91,63.0,233677.3,370945
186,187,187,Trevor Immelman,55,62.98,124610.1,197854
187,188,188,Luke Donald,71,62.78,152964.4,243644
188,189,189,Craig Bowden,56,62.6,138415.9,221121
189,190,190,Mike Weir,59,62.34,113987.0,182850
190,191,191,Brian Gay,101,62.21,236875.9,380773
191,192,192,Brad Faxon,58,61.93,135032.9,218031
