,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
27,28,28,Y.E. Yang,72,2.614,296.88,113.56200000000001,53,3.315
28,T29,T29,Paul Casey,64,2.613,311.96,119.37299999999999,35,3.3080000000000003
29,T29,T29,Jay Williamson,76,2.613,286.112,109.495,53,3.042
30,T31,T31,Mathias Grönberg,61,2.612,292.724,112.05,40,3.023
31,T31,T31,Jeff Quinney,91,2.612,274.759,105.20299999999999,67,3.08
32,33,33,Greg Kraft,52,2.611,275.785,105.639,33,2.911
33,34,34,Kris Blanks,91,2.609,291.069,111.584,69,3.0639999999999996
34,35,35,Jarrod Lyle,54,2.608,294.817,113.059,41,2.93
35,36,36,K.J. Choi,82,2.6069999999999998,289.969,111.244,61,3.1
36,37,37,Vaughn Taylor,87,2.6060000000000003,285.937,109.73299999999999,71,2.945
37,38,38,Brett Wetterich,54,2.605,310.275,119.096,39,3.0180000000000002
38,T39,T39,Ben Crane,85,2.6039999999999996,283.72900000000004,108.956,73,3.137
39,T39,T39,Brian Davis,101,2.6039999999999996,281.572,108.12899999999999,79,3.02
40,T39,T39,Troy Matteson,84,2.6039999999999996,305.578,117.33200000000001,69,3.3710000000000004
41,T42,T42,Robert Allenby,76,2.603,293.764,112.87100000000001,62,3.1319999999999997
42,T42,T42,Paul Goydos,78,2.603,275.599,105.87700000000001,68,3.02
43,T42,T42,Tim Herron,79,2.603,292.863,112.53,58,3.105
44,T42,T42,Hunter Mahan,85,2.603,292.329,112.307,74,3.1289999999999996
45,46,46,Brandt Snedeker,89,2.602,281.414,108.164,82,3.035
46,47,47,Roger Tambellini,77,2.6010000000000004,292.34,112.416,58,3.034
47,48,48,J.B. Holmes,100,2.5989999999999998,318.999,122.75,72,3.093
48,49,49,Martin Laird,91,2.5980000000000003,306.82,118.116,76,3.306
49,T50,T50,Ángel Cabrera,64,2.596,313.184,120.632,56,3.177
50,T50,T50,Lucas Glover,75,2.596,302.173,116.41,60,3.509
51,T50,T50,Andres Romero,73,2.596,302.548,116.56,63,2.904
52,T53,T53,Ryan Moore,80,2.595,295.509,113.895,63,3.408
53,T53,T53,Chris Stroud,90,2.595,290.83799999999997,112.087,61,3.054
54,T53,T53,Roland Thatcher,72,2.595,288.711,111.258,63,2.989
55,56,56,Jason Day,82,2.594,305.777,117.88,65,3.1310000000000002
56,T57,T57,Rich Barcelo,70,2.593,293.596,113.208,49,3.057
57,T57,T57,Michael Connell,89,2.593,283.94599999999997,109.51100000000001,71,2.915
58,59,59,Jim Furyk,76,2.592,282.032,108.82600000000001,69,3.014
59,60,60,Steve Stricker,73,2.591,288.066,111.177,64,3.201
60,T61,T61,Mark Calcavecchia,50,2.59,291.54200000000003,112.572,40,2.8680000000000003
61,T61,T61,Ernie Els,72,2.59,295.063,113.91799999999999,58,2.9339999999999997
62,T61,T61,Chris Riley,73,2.59,282.639,109.133,58,2.99
63,T61,T61,Webb Simpson,98,2.59,286.371,110.587,89,3.096
64,T61,T61,Kevin Sutherland,86,2.59,290.095,112.015,74,2.986
65,T61,T61,Chris Tidland,77,2.59,293.216,113.2,63,2.911
66,T61,T61,Boo Weekley,88,2.59,299.14099999999996,115.516,75,3.02
67,68,68,Craig Bowden,56,2.589,265.941,102.712,37,2.8810000000000002
68,T69,T69,Jason Dufner,87,2.588,287.637,111.149,66,2.928
69,T69,T69,Brian Gay,101,2.588,266.716,103.039,88,3.253
70,T69,T69,Matt Kuchar,97,2.588,286.681,110.762,78,3.444
71,T69,T69,Spencer Levin,110,2.588,284.688,110.01,84,3.011
72,73,73,Scott Verplank,74,2.5869999999999997,276.639,106.919,59,3.117
73,T74,T74,Dustin Johnson,83,2.5860000000000003,315.337,121.94,65,3.1710000000000003
74,T74,T74,David Lutterus,69,2.5860000000000003,290.779,112.459,49,2.998
75,T76,T76,Henrik Bjornstad,72,2.585,291.202,112.65799999999999,54,2.964
76,T76,T76,Camilo Villegas,78,2.585,296.675,114.766,55,3.074
77,78,78,Josh Teater,101,2.583,294.611,114.079,79,3.034
78,T79,T79,Stewart Cink,84,2.582,298.316,115.52600000000001,70,3.361
79,T79,T79,Chris DiMarco,88,2.582,278.768,107.969,64,2.9189999999999996
80,T79,T79,Padraig Harrington,57,2.582,298.061,115.425,47,2.858
81,T79,T79,Bill Lunde,79,2.582,286.952,111.147,59,2.966
82,T79,T79,Ryan Palmer,84,2.582,296.548,114.84,73,3.0580000000000003
83,T79,T79,Paul Stankowski,62,2.582,288.466,111.706,38,3.0260000000000002
84,T85,T85,Rocco Mediate,71,2.5810000000000004,279.019,108.113,58,3.0269999999999997
85,T85,T85,Ted Purdy,86,2.5810000000000004,295.086,114.31700000000001,60,2.932
86,87,87,Derek Lamely,81,2.58,300.17900000000003,116.345,58,3.0269999999999997
87,T88,T88,Stephen Ames,75,2.5789999999999997,289.20799999999997,112.149,58,3.3560000000000003
88,T88,T88,Justin Bolli,55,2.5789999999999997,277.188,107.479,38,2.995
89,T90,T90,Brad Faxon,58,2.5780000000000003,273.557,106.11399999999999,46,3.2
90,T90,T90,Will MacKenzie,72,2.5780000000000003,288.757,111.99600000000001,60,2.8739999999999997
91,92,92,Justin Leonard,89,2.576,278.302,108.05,74,2.877
92,T93,T93,Blake Adams,84,2.575,296.966,115.309,69,3.0239999999999996
93,T93,T93,Shaun Micheel,70,2.575,285.885,111.007,47,2.9339999999999997
94,T95,T95,Retief Goosen,75,2.574,296.848,115.31700000000001,52,3.346
95,T95,T95,Kevin Johnson,62,2.574,279.496,108.585,44,3.0069999999999997
96,T95,T95,Cameron Percy,73,2.574,294.325,114.34100000000001,54,2.972
97,T95,T95,Omar Uresti,74,2.574,272.14799999999997,105.712,55,2.97
98,99,99,Geoff Ogilvy,62,2.572,293.415,114.079,55,3.2689999999999997
99,100,100,Garrett Willis,82,2.571,282.166,109.742,65,2.96
100,T101,T101,Martin Flores,75,2.57,306.445,119.25399999999999,55,2.8710000000000004
101,T101,T101,Justin Rose,78,2.57,291.905,113.574,70,2.905
102,103,103,Cameron Beckman,68,2.569,282.428,109.931,55,3.042
103,104,104,Lee Janzen,77,2.5660000000000003,289.81,112.94200000000001,59,3.114
104,T105,T105,Jason Bohn,84,2.565,280.584,109.397,80,2.944
105,T105,T105,Bob Estes,79,2.565,287.78,112.185,64,2.967
106,T105,T105,Scott Piercy,88,2.565,301.346,117.48700000000001,63,2.958
107,T105,T105,Nick Watney,91,2.565,303.938,118.49700000000001,72,3.2230000000000003
108,109,109,Steve Lowery,67,2.5639999999999996,288.58099999999996,112.536,49,2.927
109,T110,T110,Alex Cejka,81,2.563,276.186,107.76100000000001,59,3.0460000000000003
110,T110,T110,Jeff Overton,89,2.563,296.697,115.772,70,3.0010000000000003
111,T112,T112,Rickie Fowler,98,2.562,295.091,115.17399999999999,86,2.9419999999999997
112,T112,T112,Brenden Pappas,66,2.562,293.329,114.49600000000001,42,3.215
113,114,114,Alex Prugh,88,2.5610000000000004,300.202,117.199,70,3.0439999999999996
114,T115,T115,Brendon de Jonge,114,2.56,290.282,113.4,91,3.032
115,T115,T115,Tim Petrovic,105,2.56,283.866,110.895,83,2.937
116,T117,T117,Mathew Goggin,85,2.5580000000000003,293.744,114.823,56,3.095
117,T117,T117,Bubba Watson,77,2.5580000000000003,316.17900000000003,123.58,69,3.0189999999999997
118,119,119,Cameron Tringale,55,2.557,295.53,115.572,38,2.839
119,120,120,Michael Letzig,84,2.556,289.02099999999996,113.072,72,2.931
120,121,121,Steve Elkington,74,2.555,281.189,110.061,52,2.98
121,T122,T122,Jonathan Byrd,85,2.5540000000000003,295.796,115.79899999999999,72,3.0239999999999996
122,T122,T122,Nicholas Thompson,88,2.5540000000000003,287.673,112.62100000000001,67,2.923
123,T124,T124,Chad Campbell,94,2.553,287.42400000000004,112.569,74,2.924
124,T124,T124,Skip Kendall,58,2.553,271.959,106.535,38,2.998
125,T124,T124,Chris Wilson,65,2.553,290.17900000000003,113.649,44,2.944
126,T127,T127,Davis Love III,79,2.551,300.172,117.681,60,2.8689999999999998
127,T127,T127,George McNeill,79,2.551,297.954,116.807,61,3.195
128,T127,T127,Tom Pernice Jr.,74,2.551,276.311,108.32700000000001,44,2.937
129,T130,T130,Ben Curtis,78,2.55,276.453,108.42200000000001,68,2.891
130,T130,T130,Dean Wilson,54,2.55,277.828,108.936,38,2.937
131,132,132,Freddie Jacobson,83,2.549,290.462,113.959,74,2.887
132,133,133,Kevin Stadler,86,2.548,290.513,114.00299999999999,61,2.949
133,T134,T134,Ryuji Imada,90,2.546,279.639,109.833,82,2.944
134,T134,T134,Marc Leishman,87,2.546,297.45599999999996,116.818,72,3.042
135,T136,T136,Brent Delahoussaye,57,2.545,271.994,106.854,37,2.917
136,T136,T136,Steve Marino,81,2.545,291.18,114.43,68,2.98
137,T136,T136,Bryce Molder,84,2.545,279.04900000000004,109.633,73,3.033
138,T139,T139,Matt Bettencourt,91,2.544,292.221,114.884,51,3.253
139,T139,T139,D.A. Points,90,2.544,281.689,110.726,73,2.958
140,141,141,David Duval,71,2.542,291.263,114.59700000000001,39,3.0439999999999996
141,142,142,Greg Owen,69,2.541,294.44599999999997,115.883,60,2.82
142,T143,T143,Charles Howell III,103,2.54,299.399,117.853,86,2.975
143,T143,T143,Troy Merritt,86,2.54,289.063,113.825,68,3.009
144,T143,T143,Ian Poulter,55,2.54,281.572,110.837,40,2.928
145,T146,T146,Robert Garrigus,71,2.536,309.168,121.916,44,3.014
146,T146,T146,Sean O'Hair,84,2.536,292.289,115.25399999999999,69,3.178
147,T148,T148,Graham DeLaet,88,2.535,307.395,121.262,48,2.986
148,T148,T148,James Nitties,92,2.535,291.393,114.964,61,3.011
149,T148,T148,Johnson Wagner,85,2.535,280.939,110.81,69,2.9410000000000003
150,151,151,Greg Chalmers,93,2.532,279.033,110.186,88,2.898
151,152,152,Tom Gillis,97,2.529,289.615,114.50399999999999,85,2.866
152,153,153,Briny Baird,87,2.528,277.897,109.906,69,3.094
153,154,154,Vance Veazey,58,2.526,284.204,112.512,40,2.822
154,155,155,Steve Flesch,78,2.525,274.406,108.695,55,3.063
155,156,156,Michael Bradley,77,2.523,285.19599999999997,113.038,52,3.2680000000000002
156,T157,T157,Phil Mickelson,76,2.522,307.744,122.04700000000001,48,2.931
157,T157,T157,Kevin Streelman,90,2.522,291.492,115.598,72,2.8960000000000004
158,T159,T159,Stuart Appleby,101,2.52,290.296,115.206,86,3.0239999999999996
159,T159,T159,Charlie Wi,95,2.52,282.44,112.084,79,2.889
160,161,161,Chad Collins,87,2.5180000000000002,278.232,110.51,74,3.0610000000000004
161,162,162,Pat Perez,90,2.516,288.716,114.742,80,3.372
162,T163,T163,Daniel Chopra,74,2.5140000000000002,299.27,119.045,59,3.0180000000000002
163,T163,T163,Brett Quigley,96,2.5140000000000002,283.04400000000004,112.581,78,2.8569999999999998
164,165,165,Luke Donald,71,2.512,278.46,110.85700000000001,58,2.967
165,T166,T166,Matt Every,60,2.51,289.244,115.25299999999999,45,2.755
166,T166,T166,Garth Mulroy,53,2.51,289.27099999999996,115.228,37,2.992
167,T168,T168,Rod Pampling,77,2.508,282.10200000000003,112.464,61,2.947
168,T168,T168,Jeev Milkha Singh,59,2.508,284.027,113.251,34,2.924
169,T170,T170,J.J. Henry,92,2.5069999999999997,290.45099999999996,115.86,72,2.89
170,T170,T170,Charley Hoffman,85,2.5069999999999997,298.028,118.88,74,2.967
171,172,172,Woody Austin,93,2.504,282.498,112.838,68,2.862
172,T173,T173,Nathan Green,86,2.5,282.375,112.963,69,3.0060000000000002
173,T173,T173,Bill Haas,87,2.5,296.33099999999996,118.546,78,2.91
174,175,175,Michael Sim,64,2.499,282.027,112.835,50,2.842
175,176,176,Scott McCarron,90,2.496,287.758,115.27799999999999,72,2.915
176,177,177,Kevin Na,94,2.494,277.69599999999997,111.35,74,2.984
177,178,178,Charles Warren,64,2.492,300.33299999999997,120.499,42,2.8560000000000003
178,179,179,Matt Jones,89,2.491,289.99,116.406,75,2.898
179,180,180,Sergio Garcia,58,2.49,295.827,118.82799999999999,35,2.798
180,181,181,Richard Johnson,90,2.488,275.552,110.73100000000001,60,2.992
181,182,182,Joe Durant,67,2.487,280.645,112.838,47,2.8689999999999998
182,183,183,James Driscoll,78,2.4859999999999998,295.19,118.75200000000001,63,2.95
183,184,184,Mike Weir,59,2.485,270.316,108.781,41,2.98
184,T185,T185,Trevor Immelman,55,2.483,287.44,115.775,41,2.923
185,T185,T185,John Senden,103,2.483,290.94,117.185,84,3.045
186,187,187,Ricky Barnes,103,2.479,289.70799999999997,116.875,82,2.812
187,188,188,Jimmy Walker,82,2.478,295.561,119.272,56,2.897
188,189,189,Aaron Baddeley,94,2.474,300.441,121.446,80,2.935
189,190,190,Adam Scott,70,2.468,292.267,118.42399999999999,60,3.1519999999999997
190,191,191,Andrew McLardy,52,2.454,281.057,114.538,35,2.8560000000000003
191,192,192,Chris Couch,66,2.404,293.421,122.06,47,2.79
