,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
77,T77,T77,Kyle Stanley,98,+.030,67,+2.00
78,T77,T77,Johnson Wagner,81,+.030,67,+2.00
79,T80,T80,David Hearn,88,+.032,62,+2.00
80,T80,T80,John Rollins,85,+.032,62,+2.00
81,82,82,Mark Wilson,89,+.033,61,+2.00
82,T83,T83,Chris DiMarco,93,+.035,85,+3.00
83,T83,T83,Charley Hoffman,93,+.035,57,+2.00
84,T83,T83,Rod Pampling,72,+.035,57,+2.00
85,T86,T86,Jonathan Byrd,83,+.036,55,+2.00
86,T86,T86,Heath Slocum,89,+.036,55,+2.00
87,88,88,Brendon de Jonge,105,+.037,107,+4.00
88,T89,T89,Troy Merritt,63,+.038,52,+2.00
89,T89,T89,Will Strickler,51,+.038,53,+2.00
90,T91,T91,Bio Kim,71,+.040,50,+2.00
91,T91,T91,D.A. Points,89,+.040,75,+3.00
92,T93,T93,J.P. Hayes,56,+.041,49,+2.00
93,T93,T93,Geoff Ogilvy,69,+.041,49,+2.00
94,T95,T95,Tim Herron,85,+.042,72,+3.00
95,T95,T95,Nick O'Hern,89,+.042,72,+3.00
96,97,97,Ben Curtis,66,+.043,46,+2.00
97,T98,T98,Rich Beem,53,+.044,45,+2.00
98,T98,T98,Paul Stankowski,78,+.044,68,+3.00
99,100,100,Blake Adams,116,+.046,108,+5.00
100,T101,T101,Matt Bettencourt,84,+.047,64,+3.00
101,T101,T101,Marc Leishman,87,+.047,64,+3.00
102,103,103,John Senden,94,+.056,72,+4.00
103,104,104,Nate Smith,66,+.057,53,+3.00
104,T105,T105,D.J. Brigman,67,+.058,52,+3.00
105,T105,T105,Greg Chalmers,88,+.058,69,+4.00
106,T105,T105,William McGirt,103,+.058,86,+5.00
107,108,108,Camilo Villegas,69,+.059,51,+3.00
108,109,109,Michael Putnam,67,+.061,49,+3.00
109,110,110,Kevin Chappell,78,+.062,65,+4.00
110,T111,T111,Fabián Gómez,84,+.063,48,+3.00
111,T111,T111,Bill Haas,93,+.063,48,+3.00
112,T111,T111,Kevin Stadler,88,+.063,64,+4.00
113,114,114,Graeme McDowell,50,+.065,31,+2.00
114,115,115,Tag Ridings,87,+.066,76,+5.00
115,T116,T116,Steve Flesch,88,+.067,75,+5.00
116,T116,T116,Matt Kuchar,94,+.067,75,+5.00
117,118,118,Joe Durant,71,+.068,44,+3.00
118,T119,T119,Woody Austin,59,+.069,58,+4.00
119,T119,T119,Brian Davis,105,+.069,87,+6.00
120,T119,T119,Lucas Glover,74,+.069,58,+4.00
121,T119,T119,Pat Perez,76,+.069,58,+4.00
122,T123,T123,Carl Pettersson,95,+.070,71,+5.00
123,T123,T123,Aron Price,58,+.070,43,+3.00
124,T123,T123,Charl Schwartzel,58,+.070,43,+3.00
125,T126,T126,James Driscoll,71,+.071,56,+4.00
126,T126,T126,Brandt Jobe,100,+.071,84,+6.00
127,T126,T126,Phil Mickelson,79,+.071,56,+4.00
128,129,129,Justin Leonard,82,+.072,69,+5.00
129,T130,T130,Michael Bradley,74,+.074,68,+5.00
130,T130,T130,Kent Jones,76,+.074,54,+4.00
131,132,132,Jim Renner,65,+.075,67,+5.00
132,133,133,Colt Knost,80,+.076,79,+6.00
133,134,134,Jim Herman,69,+.077,52,+4.00
134,135,135,Kris Blanks,92,+.079,89,+7.00
135,136,136,Freddie Jacobson,92,+.080,75,+6.00
136,T137,T137,Ricky Barnes,78,+.082,49,+4.00
137,T137,T137,Davis Love III,70,+.082,49,+4.00
138,T137,T137,Brendan Steele,89,+.082,73,+6.00
139,T140,T140,Briny Baird,60,+.083,48,+4.00
140,T140,T140,Billy Mayfair,94,+.083,84,+7.00
141,T140,T140,Ian Poulter,52,+.083,36,+3.00
142,T140,T140,Bo Van Pelt,92,+.083,72,+6.00
143,T144,T144,Lee Janzen,62,+.085,47,+4.00
144,T144,T144,Dustin Johnson,72,+.085,47,+4.00
145,146,146,Sean O'Hair,71,+.086,58,+5.00
146,147,147,Adam Scott,60,+.088,34,+3.00
147,148,148,Andres Romero,77,+.090,67,+6.00
148,T149,T149,Billy Horschel,75,+.091,55,+5.00
149,T149,T149,Joe Ogilvie,75,+.091,55,+5.00
150,151,151,Arjun Atwal,91,+.092,65,+6.00
151,152,152,Steve Marino,76,+.094,64,+6.00
152,153,153,Chris Kirk,87,+.096,73,+7.00
153,154,154,David Mathis,83,+.097,72,+7.00
154,T155,T155,Michael Connell,76,+.100,80,+8.00
155,T155,T155,Jason Dufner,78,+.100,60,+6.00
156,T155,T155,Spencer Levin,113,+.100,90,+9.00
157,T155,T155,Kevin Streelman,90,+.100,70,+7.00
158,T159,T159,Steven Bowditch,86,+.101,69,+7.00
159,T159,T159,Paul Goydos,81,+.101,69,+7.00
160,T159,T159,Cameron Tringale,110,+.101,89,+9.00
161,162,162,Chad Campbell,99,+.103,58,+6.00
162,163,163,Scott Stallings,84,+.104,77,+8.00
163,164,164,Bill Lunde,92,+.105,57,+6.00
164,165,165,Bubba Watson,85,+.106,47,+5.00
165,166,166,Keegan Bradley,91,+.108,65,+7.00
166,T167,T167,Andres Gonzales,60,+.114,35,+4.00
167,T167,T167,Jeff Overton,92,+.114,79,+9.00
168,T167,T167,Justin Rose,79,+.114,44,+5.00
169,170,170,Trevor Immelman,84,+.115,52,+6.00
170,171,171,Shane Bertsch,62,+.118,51,+6.00
171,172,172,Webb Simpson,98,+.119,84,+10.00
172,173,173,Scott Gutschewski,67,+.120,50,+6.00
173,174,174,Matt McQuillan,59,+.122,49,+6.00
174,175,175,George McNeill,69,+.128,39,+5.00
175,176,176,Zack Miller,86,+.138,80,+11.00
176,177,177,Matt Jones,71,+.140,57,+8.00
177,T178,T178,David Duval,67,+.148,54,+8.00
178,T178,T178,Brandt Snedeker,85,+.148,54,+8.00
179,180,180,Justin Hicks,60,+.163,43,+7.00
180,181,181,Vijay Singh,79,+.176,68,+12.00
181,T182,T182,Roland Thatcher,67,+.182,66,+12.00
182,T182,T182,Boo Weekley,66,+.182,44,+8.00
183,184,184,John Merrick,71,+.196,51,+10.00
184,185,185,Rocco Mediate,53,+.200,50,+10.00
185,186,186,Tom Gillis,55,+.208,48,+10.00
