,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
173,174,174,Steve Flesch,88,19.51,24,123
174,175,175,Pat Perez,76,19.44,14,72
175,176,176,Graeme McDowell,50,18.75,6,32
176,177,177,Jeff Overton,92,18.06,13,72
177,178,178,Marc Turnesa,54,18.0,9,50
178,179,179,Ian Poulter,52,17.5,7,40
179,180,180,Ángel Cabrera,50,17.02,8,47
180,181,181,George McNeill,69,16.92,11,65
181,182,182,Sergio Garcia,61,16.67,6,36
182,183,183,Troy Merritt,63,15.71,11,70
183,184,184,Troy Matteson,91,15.38,12,78
184,185,185,Boo Weekley,66,12.2,5,41
185,186,186,Kevin Stadler,88,11.54,9,78
