,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
63,T63,T63,Billy Mayfair,94,90.48,76,84
64,T65,T65,David Hearn,88,90.32,56,62
65,T65,T65,John Rollins,85,90.32,56,62
66,67,67,Nick O'Hern,89,90.28,65,72
67,68,68,Camilo Villegas,69,90.2,46,51
68,69,69,Mark Wilson,89,90.16,55,61
69,70,70,Jarrod Lyle,83,90.14,64,71
70,T71,T71,Martin Laird,77,90.0,54,60
71,T71,T71,Hunter Mahan,92,90.0,54,60
72,T73,T73,Davis Love III,70,89.8,44,49
73,T73,T73,Michael Putnam,67,89.8,44,49
74,75,75,Martin Piller,63,89.74,35,39
75,76,76,Jimmy Walker,79,89.55,60,67
76,77,77,D.J. Trahan,91,89.47,68,76
77,T78,T78,Robert Garrigus,83,89.39,59,66
78,T78,T78,Nick Watney,80,89.39,59,66
79,80,80,Troy Matteson,91,89.29,75,84
80,81,81,Kevin Chappell,78,89.23,58,65
81,82,82,Retief Goosen,50,89.19,33,37
82,83,83,Ben Curtis,66,89.13,41,46
83,T84,T84,Joe Ogilvie,75,89.09,49,55
84,T84,T84,Heath Slocum,89,89.09,49,55
85,86,86,Kevin Stadler,88,89.06,57,64
86,T87,T87,Rich Beem,53,88.89,40,45
87,T87,T87,Tim Herron,85,88.89,64,72
88,T87,T87,Marc Turnesa,54,88.89,32,36
89,90,90,Brendon de Jonge,105,88.79,95,107
90,T91,T91,Tim Petrovic,88,88.73,63,71
91,T91,T91,Carl Pettersson,95,88.73,63,71
92,93,93,Will Strickler,51,88.68,47,53
93,T94,T94,Joseph Bramlett,73,88.46,46,52
94,T94,T94,Jim Herman,69,88.46,46,52
95,96,96,Steven Bowditch,86,88.41,61,69
96,T97,T97,Charl Schwartzel,58,88.37,38,43
97,T97,T97,David Toms,78,88.37,38,43
98,T99,T99,Scott McCarron,65,88.24,45,51
99,T99,T99,Paul Stankowski,78,88.24,60,68
100,101,101,Tag Ridings,87,88.16,67,76
101,T102,T102,Jim Renner,65,88.06,59,67
102,T102,T102,Michael Thompson,79,88.06,59,67
103,T104,T104,Stewart Cink,72,88.0,44,50
104,T104,T104,Steve Flesch,88,88.0,66,75
105,T104,T104,Harrison Frazar,58,88.0,44,50
106,T104,T104,Tommy Gainey,104,88.0,66,75
107,T108,T108,Woody Austin,59,87.93,51,58
108,T108,T108,Chad Campbell,99,87.93,51,58
109,T108,T108,Pat Perez,76,87.93,51,58
110,T111,T111,Ricky Barnes,78,87.76,43,49
111,T111,T111,J.P. Hayes,56,87.76,43,49
112,T111,T111,Geoff Ogilvy,69,87.76,43,49
113,T114,T114,Charley Hoffman,93,87.72,50,57
114,T114,T114,Bill Lunde,92,87.72,50,57
115,T114,T114,Rod Pampling,72,87.72,50,57
116,117,117,Arjun Atwal,91,87.69,57,65
117,T118,T118,Cameron Beckman,71,87.5,56,64
118,T118,T118,Marc Leishman,87,87.5,56,64
119,T118,T118,Steve Marino,76,87.5,56,64
120,T118,T118,Phil Mickelson,79,87.5,49,56
121,122,122,Brian Davis,105,87.36,76,87
122,123,123,Billy Horschel,75,87.27,48,55
123,T124,T124,Alex Cejka,59,87.23,41,47
124,T124,T124,Bubba Watson,85,87.23,41,47
125,126,126,George McNeill,69,87.18,34,39
126,127,127,Jim Furyk,87,87.04,47,54
127,128,128,Scott Stallings,84,87.01,67,77
128,129,129,Michael Bradley,74,86.76,59,68
129,130,130,Matt Kuchar,94,86.67,65,75
130,131,131,Andres Romero,77,86.57,58,67
131,T132,T132,Joe Durant,71,86.36,38,44
132,T132,T132,Alex Prugh,82,86.36,57,66
133,T132,T132,Rory Sabbatini,85,86.36,57,66
134,135,135,Michael Connell,76,86.25,69,80
135,136,136,Lucas Glover,74,86.21,50,58
136,T137,T137,Ian Poulter,52,86.11,31,36
137,T137,T137,John Senden,94,86.11,62,72
138,139,139,Jeff Overton,92,86.08,68,79
139,140,140,William McGirt,103,86.05,74,86
140,141,141,Bio Kim,71,86.0,43,50
141,142,142,Kevin Streelman,90,85.71,60,70
142,143,143,Briny Baird,60,85.42,41,48
143,T144,T144,Kris Blanks,92,85.39,76,89
144,T144,T144,Cameron Tringale,110,85.39,76,89
145,146,146,Kent Jones,76,85.19,46,54
146,147,147,Dustin Johnson,72,85.11,40,47
147,148,148,Jason Dufner,78,85.0,51,60
148,149,149,Brendan Steele,89,84.93,62,73
149,150,150,Colt Knost,80,84.81,67,79
150,T151,T151,David Mathis,83,84.72,61,72
151,T151,T151,Bo Van Pelt,92,84.72,61,72
152,T153,T153,Keegan Bradley,91,84.62,55,65
153,T153,T153,D.J. Brigman,67,84.62,44,52
154,155,155,Brandt Jobe,100,84.52,71,84
155,156,156,Sean O'Hair,71,84.48,49,58
156,157,157,Spencer Levin,113,84.44,76,90
157,158,158,Matt Bettencourt,84,84.38,54,64
158,159,159,Blake Adams,116,84.26,91,108
159,160,160,Paul Goydos,81,84.06,58,69
160,T161,T161,Scott Gutschewski,67,84.0,42,50
161,T161,T161,Freddie Jacobson,92,84.0,63,75
162,163,163,James Driscoll,71,83.93,47,56
163,164,164,Graeme McDowell,50,83.87,26,31
164,165,165,Chris Riley,76,83.82,57,68
165,166,166,Aron Price,58,83.72,36,43
166,167,167,Chris Kirk,87,83.56,61,73
167,T168,T168,Fabián Gómez,84,83.33,40,48
168,T168,T168,Webb Simpson,98,83.33,70,84
169,T168,T168,Brandt Snedeker,85,83.33,45,54
170,T168,T168,Roland Thatcher,67,83.33,55,66
171,172,172,Trevor Immelman,84,82.69,43,52
172,173,173,Matt Jones,71,82.46,47,57
173,174,174,Shane Bertsch,62,82.35,42,51
174,175,175,Justin Rose,79,81.82,36,44
175,176,176,Matt McQuillan,59,81.63,40,49
176,177,177,David Duval,67,81.48,44,54
177,178,178,Justin Hicks,60,81.4,35,43
178,179,179,Zack Miller,86,81.25,65,80
179,180,180,Vijay Singh,79,80.88,55,68
180,181,181,Lee Janzen,62,80.85,38,47
181,182,182,Andres Gonzales,60,80.0,28,35
182,183,183,Boo Weekley,66,77.27,34,44
183,184,184,Tom Gillis,55,77.08,37,48
184,185,185,John Merrick,71,76.47,39,51
185,186,186,Rocco Mediate,53,76.0,38,50
