,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
144,145,145,James Driscoll,71,42.86,42,98,35.0
145,146,146,Kevin Kisner,70,42.73,47,110,58.0
146,147,147,Joseph Bramlett,73,42.71,41,96,33.0
147,148,148,Gary Woodland,93,42.62,52,122,47.0
148,149,149,Michael Connell,76,42.48,48,113,59.0
149,150,150,Harrison Frazar,58,42.16,43,102,42.0
150,151,151,John Merrick,71,42.05,37,88,22.0
151,152,152,Kyle Stanley,98,41.61,57,137,51.0
152,T153,T153,Chad Campbell,99,41.48,56,135,57.0
153,T153,T153,Dustin Johnson,72,41.48,56,135,52.0
154,155,155,Garrett Willis,71,41.44,46,111,49.0
155,156,156,Scott Piercy,78,41.18,56,136,63.0
156,157,157,John Senden,94,41.1,67,163,59.0
157,158,158,Steve Marino,76,41.09,53,129,57.0
158,159,159,Robert Garrigus,83,40.94,61,149,69.0
159,160,160,J.J. Henry,96,40.83,49,120,41.0
160,161,161,Vaughn Taylor,89,40.77,53,130,50.0
161,162,162,Jhonattan Vegas,84,40.56,58,143,76.0
162,163,163,Rich Beem,53,40.26,31,77,40.0
163,164,164,Ángel Cabrera,50,39.78,37,93,43.0
164,T165,T165,Ernie Els,71,39.5,47,119,57.0
165,T165,T165,Colt Knost,80,39.5,47,119,56.0
166,167,167,Kent Jones,76,39.47,45,114,58.0
167,168,168,Keegan Bradley,91,39.31,57,145,59.0
168,169,169,Paul Goydos,81,38.84,47,121,76.0
169,T170,T170,Richard Johnson,64,38.71,36,93,57.0
170,T170,T170,Bubba Watson,85,38.71,48,124,61.0
171,172,172,Ben Martin,74,38.68,41,106,46.0
172,173,173,Davis Love III,70,38.66,46,119,58.0
173,174,174,Will Strickler,51,38.36,28,73,38.0
174,175,175,Rocco Mediate,53,37.78,34,90,47.0
175,176,176,Troy Matteson,91,37.68,52,138,62.0
176,177,177,Andres Gonzales,60,37.35,31,83,40.0
177,178,178,David Duval,67,37.27,41,110,54.0
178,179,179,Bobby Gates,82,37.19,45,121,57.0
179,180,180,Kevin Stadler,88,36.21,42,116,60.0
180,181,181,Alex Prugh,82,34.56,47,136,68.0
181,182,182,Alexandre Rocha,65,32.89,25,76,35.0
182,183,183,Michael Bradley,74,32.67,33,101,50.0
183,184,184,Justin Hicks,60,32.5,26,80,55.0
184,185,185,Scott Stallings,84,31.48,34,108,54.0
185,186,186,Jim Herman,69,30.49,25,82,45.0
