,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
32,T31,T31,Camilo Villegas,69,46.67,7.0,15
33,34,34,Adam Scott,60,46.15,6.0,13
34,35,35,Matt Kuchar,94,45.45,5.0,11
35,T36,T36,Joe Durant,71,44.44,4.0,9
36,T36,T36,Brendan Steele,89,44.44,4.0,9
37,T36,T36,Jimmy Walker,79,44.44,8.0,18
38,T39,T39,Arjun Atwal,91,43.75,7.0,16
39,T39,T39,Hunter Haas,96,43.75,7.0,16
40,T39,T39,Kent Jones,76,43.75,7.0,16
41,42,42,Charlie Wi,83,43.48,10.0,23
42,T43,T43,Jim Furyk,87,42.86,6.0,14
43,T43,T43,Kevin Kisner,70,42.86,6.0,14
44,T43,T43,Rory Sabbatini,85,42.86,6.0,14
45,46,46,Daniel Summerhays,75,42.11,8.0,19
46,T47,T47,Rickie Fowler,84,41.67,5.0,12
47,T47,T47,Martin Laird,77,41.67,5.0,12
48,T47,T47,Zack Miller,86,41.67,5.0,12
49,50,50,Matt Bettencourt,84,40.91,9.0,22
50,T51,T51,Brian Gay,90,40.0,4.0,10
51,T51,T51,Ryan Moore,79,40.0,4.0,10
52,T51,T51,Charl Schwartzel,58,40.0,2.0,5
53,T51,T51,Dean Wilson,62,40.0,2.0,5
54,T51,T51,Y.E. Yang,63,40.0,4.0,10
55,56,56,Greg Chalmers,88,38.89,7.0,18
56,T57,T57,Charles Howell III,108,38.46,5.0,13
57,T57,T57,Rod Pampling,72,38.46,5.0,13
58,T57,T57,John Senden,94,38.46,5.0,13
59,T60,T60,Keegan Bradley,91,37.5,6.0,16
60,T60,T60,Jason Day,76,37.5,6.0,16
61,T60,T60,Brendon de Jonge,105,37.5,6.0,16
62,T60,T60,Trevor Immelman,84,37.5,3.0,8
63,T60,T60,Shaun Micheel,77,37.5,3.0,8
64,T60,T60,Kevin Na,84,37.5,3.0,8
65,T60,T60,Brandt Snedeker,85,37.5,6.0,16
66,T60,T60,Michael Thompson,79,37.5,6.0,16
67,T68,T68,Harrison Frazar,58,36.36,4.0,11
68,T68,T68,Troy Merritt,63,36.36,4.0,11
69,T68,T68,Phil Mickelson,79,36.36,4.0,11
70,T68,T68,Chris Riley,76,36.36,4.0,11
71,T68,T68,David Toms,78,36.36,4.0,11
72,T68,T68,Nick Watney,80,36.36,4.0,11
73,T74,T74,Rich Beem,53,35.71,5.0,14
74,T74,T74,Fabián Gómez,84,35.71,5.0,14
75,76,76,Garrett Willis,71,35.29,6.0,17
76,T77,T77,Woody Austin,59,33.33,3.0,9
77,T77,T77,Kris Blanks,92,33.33,5.0,15
78,T77,T77,Chris Couch,73,33.33,1.0,3
79,T77,T77,Ben Curtis,66,33.33,3.0,9
80,T77,T77,Tommy Gainey,104,33.33,6.0,18
81,T77,T77,Andres Gonzales,60,33.33,4.0,12
82,T77,T77,Scott Gutschewski,67,33.33,4.0,12
83,T77,T77,Brandt Jobe,100,33.33,4.0,12
84,T77,T77,Matt Jones,71,33.33,6.0,18
85,T77,T77,Sung Kang,63,33.33,3.0,9
86,T77,T77,Anthony Kim,72,33.33,3.0,9
87,T77,T77,Derek Lamely,65,33.33,5.0,15
88,T77,T77,David Mathis,83,33.33,3.0,9
89,T77,T77,Graeme McDowell,50,33.33,1.0,3
90,T77,T77,William McGirt,103,33.33,4.0,12
91,T77,T77,Bryce Molder,82,33.33,6.0,18
92,T77,T77,Ryan Palmer,82,33.33,5.0,15
93,T77,T77,Carl Pettersson,95,33.33,5.0,15
94,T77,T77,D.A. Points,89,33.33,5.0,15
95,T77,T77,Chez Reavie,92,33.33,5.0,15
96,T77,T77,Webb Simpson,98,33.33,7.0,21
97,T77,T77,Kyle Stanley,98,33.33,3.0,9
98,T77,T77,Gary Woodland,93,33.33,5.0,15
99,100,100,Tim Herron,85,31.82,7.0,22
100,101,101,Chris Kirk,87,31.58,6.0,19
101,T102,T102,Steven Bowditch,86,30.77,8.0,26
102,T102,T102,Dustin Johnson,72,30.77,4.0,13
103,T104,T104,Ricky Barnes,78,30.0,3.0,10
104,T104,T104,D.J. Brigman,67,30.0,3.0,10
105,T104,T104,Tom Gillis,55,30.0,3.0,10
106,T104,T104,Charley Hoffman,93,30.0,3.0,10
107,T104,T104,Alexandre Rocha,65,30.0,3.0,10
108,T104,T104,Johnson Wagner,81,30.0,3.0,10
109,T110,T110,Michael Connell,76,28.57,4.0,14
110,T110,T110,Steve Flesch,88,28.57,4.0,14
111,T110,T110,J.J. Henry,96,28.57,6.0,21
112,T110,T110,Geoff Ogilvy,69,28.57,2.0,7
113,T110,T110,Aron Price,58,28.57,4.0,14
114,T110,T110,Josh Teater,104,28.57,4.0,14
115,T110,T110,Cameron Tringale,110,28.57,4.0,14
116,T117,T117,Freddie Jacobson,92,27.78,5.0,18
117,T117,T117,Andres Romero,77,27.78,5.0,18
118,T119,T119,Jason Bohn,74,27.27,3.0,11
119,T119,T119,Lee Janzen,62,27.27,3.0,11
120,121,121,Nick O'Hern,89,26.32,5.0,19
121,T122,T122,Robert Allenby,84,25.0,3.0,12
122,T122,T122,Briny Baird,60,25.0,2.0,8
123,T122,T122,Shane Bertsch,62,25.0,2.0,8
124,T122,T122,Joseph Bramlett,73,25.0,3.0,12
125,T122,T122,Alex Cejka,59,25.0,1.0,4
126,T122,T122,Ben Crane,76,25.0,3.0,12
127,T122,T122,Jerry Kelly,85,25.0,3.0,12
128,T122,T122,Billy Mayfair,94,25.0,2.0,8
129,T122,T122,George McNeill,69,25.0,3.0,12
130,T122,T122,Matt McQuillan,59,25.0,1.0,4
131,T122,T122,Kevin Streelman,90,25.0,1.0,4
132,T122,T122,Will Strickler,51,25.0,2.0,8
133,134,134,Blake Adams,116,24.0,6.0,25
134,135,135,Spencer Levin,113,23.81,5.0,21
135,136,136,Ben Martin,74,23.53,4.0,17
136,T137,T137,Marc Leishman,87,23.08,3.0,13
137,T137,T137,Michael Putnam,67,23.08,3.0,13
138,T137,T137,Tag Ridings,87,23.08,3.0,13
139,140,140,Tim Petrovic,88,22.73,5.0,22
140,T141,T141,Ángel Cabrera,50,22.22,2.0,9
141,T141,T141,Chad Campbell,99,22.22,2.0,9
142,T141,T141,Lucas Glover,74,22.22,2.0,9
143,T141,T141,J.B. Holmes,57,22.22,2.0,9
144,T141,T141,Colt Knost,80,22.22,2.0,9
145,T141,T141,Justin Rose,79,22.22,2.0,9
146,T147,T147,Nathan Green,81,21.43,3.0,14
147,T147,T147,John Merrick,71,21.43,3.0,14
148,149,149,Vaughn Taylor,89,21.05,4.0,19
149,T150,T150,Jonathan Byrd,83,20.0,3.0,15
150,T150,T150,Jason Dufner,78,20.0,1.0,5
151,T150,T150,Ryuji Imada,83,20.0,4.0,20
152,T150,T150,Zach Johnson,79,20.0,4.0,20
153,T150,T150,Davis Love III,70,20.0,1.0,5
154,T150,T150,Pat Perez,76,20.0,2.0,10
155,T150,T150,Alex Prugh,82,20.0,3.0,15
156,T150,T150,D.J. Trahan,91,20.0,2.0,10
157,T150,T150,Marc Turnesa,54,20.0,1.0,5
158,159,159,Cameron Beckman,71,18.18,2.0,11
159,T160,T160,Bobby Gates,82,16.67,2.0,12
160,T160,T160,Robert Karlsson,61,16.67,2.0,12
161,T160,T160,Hunter Mahan,92,16.67,3.0,18
162,T160,T160,Kevin Stadler,88,16.67,2.0,12
163,T164,T164,James Driscoll,71,15.38,2.0,13
164,T164,T164,Troy Matteson,91,15.38,2.0,13
165,T166,T166,Brian Davis,105,15.0,3.0,20
166,T166,T166,Jarrod Lyle,83,15.0,3.0,20
167,T168,T168,Stewart Cink,72,14.29,1.0,7
168,T168,T168,Paul Goydos,81,14.29,1.0,7
169,T168,T168,Padraig Harrington,60,14.29,1.0,7
170,T168,T168,Bill Lunde,92,14.29,1.0,7
171,T168,T168,Steve Marino,76,14.29,2.0,14
172,T168,T168,Sean O'Hair,71,14.29,1.0,7
173,T168,T168,Scott Piercy,78,14.29,1.0,7
174,T168,T168,Jhonattan Vegas,84,14.29,2.0,14
175,176,176,Robert Garrigus,83,13.33,2.0,15
176,T177,T177,Sergio Garcia,61,12.5,1.0,8
177,T177,T177,Jim Herman,69,12.5,2.0,16
178,T177,T177,Justin Hicks,60,12.5,1.0,8
179,180,180,Boo Weekley,66,11.11,1.0,9
180,181,181,Jeff Overton,92,10.53,2.0,19
181,T182,T182,Michael Bradley,74,10.0,2.0,20
182,T182,T182,Vijay Singh,79,10.0,1.0,10
183,T184,T184,Rocco Mediate,53,0.0,,9
184,T184,T184,Scott Stallings,84,0.0,,10
185,T184,T184,Steve Stricker,70,0.0,,5
