,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
111,T111,T111,Jason Bohn,74,0.904,73,66.0
112,113,113,Dean Wilson,62,0.9079999999999999,65,59.0
113,T114,T114,David Mathis,83,0.9109999999999999,79,72.0
114,T114,T114,Jhonattan Vegas,84,0.9109999999999999,90,82.0
115,116,116,D.J. Brigman,67,0.9129999999999999,92,84.0
116,117,117,Cameron Beckman,71,0.914,93,85.0
117,118,118,Kyle Stanley,98,0.917,60,55.0
118,119,119,Alexandre Rocha,65,0.919,62,57.0
119,120,120,Arjun Atwal,91,0.92,125,115.0
120,121,121,William McGirt,103,0.9209999999999999,89,82.0
121,122,122,Hunter Haas,96,0.9229999999999999,91,84.0
122,T123,T123,David Duval,67,0.925,80,74.0
123,T123,T123,Jarrod Lyle,83,0.925,106,98.0
124,125,125,Ben Martin,74,0.9259999999999999,81,75.0
125,126,126,Bill Lunde,92,0.927,82,76.0
126,127,127,Nathan Green,81,0.9279999999999999,83,77.0
127,128,128,Heath Slocum,89,0.93,57,53.0
128,T129,T129,Joseph Bramlett,73,0.9309999999999999,72,67.0
129,T129,T129,Zack Miller,86,0.9309999999999999,116,108.0
130,T129,T129,Pat Perez,76,0.9309999999999999,72,67.0
131,T132,T132,Fabián Gómez,84,0.935,93,87.0
132,T132,T132,Andres Gonzales,60,0.935,77,72.0
133,134,134,Kevin Kisner,70,0.9359999999999999,78,73.0
134,135,135,Ryuji Imada,83,0.943,87,82.0
135,T136,T136,Andres Romero,77,0.9440000000000001,72,68.0
136,T136,T136,Vaughn Taylor,89,0.9440000000000001,107,101.0
137,138,138,D.A. Points,89,0.9470000000000001,75,71.0
138,139,139,Paul Stankowski,78,0.95,100,95.0
139,140,140,Steve Flesch,88,0.951,123,117.0
140,141,141,Briny Baird,60,0.9520000000000001,42,40.0
141,142,142,Chris Kirk,87,0.953,85,81.0
142,143,143,Tag Ridings,87,0.9540000000000001,108,103.0
143,T144,T144,Woody Austin,59,0.955,44,42.0
144,T144,T144,Jim Renner,65,0.955,67,64.0
145,146,146,Ángel Cabrera,50,0.9570000000000001,47,45.0
146,147,147,Scott Piercy,78,0.9590000000000001,74,71.0
147,148,148,Marc Turnesa,54,0.96,50,48.0
148,149,149,Scott Gutschewski,67,0.961,76,73.0
149,150,150,Martin Piller,63,0.963,80,77.0
150,151,151,Will Strickler,51,0.9690000000000001,64,62.0
151,152,152,D.J. Trahan,91,0.971,69,67.0
152,153,153,Lee Janzen,62,0.973,74,72.0
153,T154,T154,Michael Bradley,74,0.9740000000000001,78,76.0
154,T154,T154,Roland Thatcher,67,0.9740000000000001,78,76.0
155,156,156,Stewart Cink,72,0.981,53,52.0
156,157,157,Matt Bettencourt,84,0.982,111,109.0
157,158,158,Geoff Ogilvy,69,0.9840000000000001,62,61.0
158,159,159,Kevin Chappell,78,0.985,68,67.0
159,160,160,Jeff Overton,92,0.986,72,71.0
160,161,161,Stuart Appleby,65,0.9890000000000001,90,89.0
161,162,162,Marc Leishman,87,0.99,99,98.0
162,T163,T163,Charley Hoffman,93,1.0,78,78.0
163,T163,T163,Bio Kim,71,1.0,103,103.0
164,T163,T163,Derek Lamely,65,1.0,113,113.0
165,T163,T163,Rocco Mediate,53,1.0,60,60.0
166,T163,T163,Alex Prugh,82,1.0,104,104.0
167,168,168,Tommy Gainey,104,1.008,126,127.0
168,169,169,Daniel Summerhays,75,1.011,95,96.0
169,170,170,Troy Matteson,91,1.013,78,79.0
170,T171,T171,Tom Gillis,55,1.015,66,67.0
171,T171,T171,George McNeill,69,1.015,65,66.0
172,173,173,Rich Beem,53,1.0170000000000001,60,61.0
173,174,174,Michael Putnam,67,1.018,57,58.0
174,175,175,Alex Cejka,59,1.023,44,45.0
175,176,176,Dustin Johnson,72,1.038,53,55.0
176,177,177,Bobby Gates,82,1.042,71,74.0
177,178,178,Joe Durant,71,1.044,45,47.0
178,179,179,Graeme McDowell,50,1.063,32,34.0
179,180,180,Sergio Garcia,61,1.083,36,39.0
180,181,181,Steven Bowditch,86,1.087,103,112.0
181,182,182,Ian Poulter,52,1.1,40,44.0
182,183,183,Justin Hicks,60,1.107,56,62.0
183,184,184,Troy Merritt,63,1.129,70,79.0
184,185,185,Boo Weekley,66,1.146,41,47.0
185,186,186,Kevin Stadler,88,1.1540000000000001,78,90.0
