,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
119,120,120,D.J. Trahan,91,55.63,79,142
120,121,121,Rich Beem,53,55.56,75,135
121,122,122,Rocco Mediate,53,55.43,51,92
122,123,123,Kevin Chappell,78,55.36,62,112
123,124,124,Shaun Micheel,77,55.3,73,132
124,125,125,Heath Slocum,89,55.26,84,152
125,126,126,Hunter Mahan,92,54.92,67,122
126,127,127,Padraig Harrington,60,54.9,56,102
127,128,128,Stuart Appleby,65,54.89,73,133
128,129,129,Bill Lunde,92,54.71,93,170
129,130,130,Fabián Gómez,84,54.68,76,139
130,131,131,Sergio Garcia,61,54.67,41,75
131,132,132,Matt Bettencourt,84,54.65,94,172
132,133,133,Bubba Watson,85,54.64,53,97
133,134,134,Paul Stankowski,78,54.62,71,130
134,T135,T135,J.B. Holmes,57,54.55,48,88
135,T135,T135,Camilo Villegas,69,54.55,54,99
136,137,137,Michael Bradley,74,54.23,77,142
137,138,138,Justin Hicks,60,54.13,59,109
138,139,139,Dustin Johnson,72,53.95,41,76
139,140,140,Steve Flesch,88,53.93,103,191
140,T141,T141,Kevin Kisner,70,53.79,78,145
141,T141,T141,Jarrod Lyle,83,53.79,78,145
142,143,143,Ernie Els,71,53.73,36,67
143,144,144,Rickie Fowler,84,53.64,59,110
144,145,145,Scott Stallings,84,53.57,75,140
145,146,146,Troy Matteson,91,53.52,76,142
146,147,147,David Duval,67,53.45,62,116
147,T148,T148,Troy Merritt,63,53.33,64,120
148,T148,T148,Justin Rose,79,53.33,48,90
149,150,150,Joseph Bramlett,73,53.15,59,111
150,151,151,Bobby Gates,82,53.1,77,145
151,152,152,Jeff Overton,92,53.02,79,149
152,153,153,Sean O'Hair,71,52.94,72,136
153,154,154,Tommy Gainey,104,52.82,103,195
154,155,155,Lucas Glover,74,52.75,48,91
155,156,156,Ryan Palmer,82,52.68,59,112
156,157,157,Chez Reavie,92,52.63,80,152
157,158,158,Robert Allenby,84,52.58,51,97
158,T159,T159,Charley Hoffman,93,52.55,72,137
159,T159,T159,Ben Martin,74,52.55,72,137
160,161,161,Martin Piller,63,52.38,66,126
161,162,162,Boo Weekley,66,52.22,47,90
162,163,163,Ricky Barnes,78,52.17,60,115
163,164,164,Kyle Stanley,98,52.03,64,123
164,165,165,Bio Kim,71,51.97,79,152
165,166,166,Gary Woodland,93,51.82,57,110
166,167,167,Steven Bowditch,86,51.7,76,147
167,168,168,Pat Perez,76,51.45,71,138
168,169,169,Will Strickler,51,51.4,55,107
169,170,170,Bryce Molder,82,51.33,77,150
170,171,171,Tag Ridings,87,51.25,82,160
171,172,172,Robert Garrigus,83,50.78,65,128
172,173,173,Zack Miller,86,50.59,86,170
173,174,174,Geoff Ogilvy,69,50.53,48,95
174,175,175,Kevin Stadler,88,50.36,69,137
175,176,176,Lee Janzen,62,49.61,63,127
176,177,177,Ian Poulter,52,49.32,36,73
177,178,178,Adam Scott,60,49.23,32,65
178,179,179,Retief Goosen,50,49.12,28,57
179,180,180,Derek Lamely,65,48.44,62,128
180,181,181,D.J. Brigman,67,48.05,74,154
181,182,182,Phil Mickelson,79,47.89,34,71
182,183,183,Robert Karlsson,61,47.5,38,80
183,184,184,Graeme McDowell,50,46.48,33,71
184,185,185,Alex Prugh,82,45.45,65,143
185,186,186,Marc Turnesa,54,44.44,40,90
