,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
47,48,48,Hunter Haas,96,59.93,335,559
48,49,49,Padraig Harrington,60,59.84,228,381
49,50,50,Charl Schwartzel,58,59.77,205,343
50,51,51,William McGirt,103,59.75,334,559
51,52,52,Geoff Ogilvy,69,59.68,265,444
52,53,53,David Hearn,88,59.47,267,449
53,54,54,Jimmy Walker,79,59.45,305,513
54,55,55,Aaron Baddeley,77,59.44,277,466
55,56,56,Paul Stankowski,78,59.42,268,451
56,57,57,Shane Bertsch,62,59.33,213,359
57,58,58,Nick O'Hern,89,59.22,302,510
58,59,59,Joe Durant,71,59.1,211,357
59,T60,T60,Tim Herron,85,59.08,296,501
60,T60,T60,Martin Laird,77,59.08,270,457
61,T62,T62,Brian Davis,105,59.0,364,617
62,T62,T62,Adam Scott,60,59.0,200,339
63,64,64,Charlie Wi,83,58.93,320,543
64,65,65,Ryuji Imada,83,58.8,314,534
65,66,66,Robert Allenby,84,58.76,285,485
66,67,67,Brandt Jobe,100,58.72,313,533
67,68,68,Bo Van Pelt,92,58.69,304,518
68,69,69,Shaun Micheel,77,58.64,285,486
69,70,70,Jason Dufner,78,58.62,272,464
70,71,71,Marc Leishman,87,58.53,326,557
71,T72,T72,Kevin Chappell,78,58.46,266,455
72,T72,T72,Carl Pettersson,95,58.46,335,573
73,T72,T72,Vaughn Taylor,89,58.46,318,544
74,75,75,Anthony Kim,72,58.45,287,491
75,76,76,Jim Furyk,87,58.37,293,502
76,77,77,D.A. Points,89,58.36,328,562
77,78,78,Pat Perez,76,58.35,276,473
78,79,79,Bill Haas,93,58.3,295,506
79,80,80,J.P. Hayes,56,58.29,218,374
80,81,81,Retief Goosen,50,58.28,183,314
81,82,82,D.J. Trahan,91,58.27,296,508
82,83,83,Jason Bohn,74,58.25,240,412
83,84,84,Rory Sabbatini,85,58.23,290,498
84,85,85,Jim Renner,65,58.22,209,359
85,86,86,Gary Woodland,93,58.2,298,512
86,87,87,Michael Putnam,67,58.17,235,404
87,88,88,Garrett Willis,71,58.14,257,442
88,89,89,Trevor Immelman,84,58.09,280,482
89,90,90,Nate Smith,66,58.07,241,415
90,91,91,John Merrick,71,58.03,206,355
91,T92,T92,Hunter Mahan,92,58.0,290,500
92,T92,T92,Roland Thatcher,67,58.0,250,431
93,94,94,Kris Blanks,92,57.94,292,504
94,95,95,Justin Rose,79,57.92,245,423
95,96,96,Johnson Wagner,81,57.8,263,455
96,T97,T97,Steve Marino,76,57.69,270,468
97,T97,T97,Cameron Tringale,110,57.69,360,624
98,99,99,Chris Kirk,87,57.66,301,522
99,100,100,Scott Piercy,78,57.58,262,455
100,101,101,Matt McQuillan,59,57.57,213,370
101,102,102,Chad Campbell,99,57.54,290,504
102,103,103,Chris Stroud,88,57.31,286,499
103,104,104,Jarrod Lyle,83,57.3,310,541
104,105,105,Vijay Singh,79,57.23,273,477
105,106,106,Jonathan Byrd,83,57.2,290,507
106,107,107,Stewart Cink,72,57.08,242,424
107,108,108,Steve Flesch,88,57.0,346,607
108,109,109,Joe Ogilvie,75,56.98,257,451
109,110,110,Matt Jones,71,56.96,274,481
110,111,111,Alex Cejka,59,56.94,205,360
111,112,112,James Driscoll,71,56.91,243,427
112,113,113,Cameron Beckman,71,56.76,252,444
113,114,114,Bill Lunde,92,56.7,275,485
114,T115,T115,Scott Gutschewski,67,56.68,225,397
115,T115,T115,Sung Kang,63,56.68,212,374
116,117,117,Ricky Barnes,78,56.6,266,470
117,118,118,Jim Herman,69,56.53,199,352
118,119,119,Joseph Bramlett,73,56.51,230,407
119,120,120,Andres Romero,77,56.48,279,494
120,121,121,Troy Merritt,63,56.35,222,394
121,122,122,Ian Poulter,52,56.33,178,316
122,123,123,John Rollins,85,56.28,260,462
123,124,124,George McNeill,69,56.23,221,393
124,125,125,Keegan Bradley,91,56.18,300,534
125,126,126,J.J. Henry,96,56.03,288,514
126,127,127,Camilo Villegas,69,55.99,257,459
127,128,128,Stuart Appleby,65,55.9,251,449
128,129,129,Tom Gillis,55,55.86,186,333
129,130,130,Paul Goydos,81,55.79,289,518
130,131,131,Arjun Atwal,91,55.65,335,602
131,132,132,Troy Matteson,91,55.58,299,538
132,133,133,Tommy Gainey,104,55.39,329,594
133,134,134,Tag Ridings,87,55.37,294,531
134,135,135,Colt Knost,80,55.34,280,506
135,136,136,Alexandre Rocha,65,55.21,180,326
136,137,137,Aron Price,58,55.19,170,308
137,138,138,Daniel Summerhays,75,55.07,266,483
138,139,139,Rickie Fowler,84,55.02,285,518
139,140,140,Chez Reavie,92,55.0,286,520
140,141,141,Matt Bettencourt,84,54.97,315,573
141,T142,T142,Bio Kim,71,54.85,260,474
142,T142,T142,Kevin Kisner,70,54.85,249,454
143,144,144,Lee Janzen,62,54.84,204,372
144,145,145,John Senden,94,54.77,270,493
145,146,146,Sean O'Hair,71,54.74,254,464
146,147,147,Jeff Overton,92,54.73,318,581
147,148,148,Jhonattan Vegas,84,54.66,258,472
148,T149,T149,Heath Slocum,89,54.53,247,453
149,T149,T149,Brendan Steele,89,54.53,295,541
150,151,151,Kent Jones,76,54.5,236,433
151,152,152,Josh Teater,104,54.45,318,584
152,153,153,Zack Miller,86,54.26,306,564
153,154,154,Will Strickler,51,54.21,174,321
154,155,155,Richard Johnson,64,54.19,207,382
155,156,156,Kyle Stanley,98,54.17,279,515
156,157,157,Harrison Frazar,58,54.08,212,392
157,158,158,J.B. Holmes,57,54.06,173,320
158,159,159,Billy Horschel,75,54.03,221,409
159,160,160,Graeme McDowell,50,54.01,155,287
160,161,161,Davis Love III,70,54.0,216,400
161,162,162,Lucas Glover,74,53.74,244,454
162,163,163,Charley Hoffman,93,53.64,295,550
163,164,164,Robert Garrigus,83,53.56,271,506
164,165,165,Scott Stallings,84,53.52,251,469
165,166,166,D.J. Brigman,67,53.49,222,415
166,167,167,Ben Martin,74,52.93,235,444
167,168,168,Rich Beem,53,52.89,192,363
168,T169,T169,Andres Gonzales,60,52.85,176,333
169,T169,T169,Boo Weekley,66,52.85,167,316
170,171,171,Marc Turnesa,54,52.8,170,322
171,T172,T172,David Duval,67,52.66,228,433
172,T172,T172,Martin Piller,63,52.66,218,414
173,174,174,Kevin Stadler,88,52.39,241,460
174,175,175,Steven Bowditch,86,52.33,281,537
175,176,176,Ángel Cabrera,50,52.17,156,299
176,177,177,Fabián Gómez,84,52.1,248,476
177,178,178,Rocco Mediate,53,51.8,187,361
178,179,179,Michael Bradley,74,51.72,211,408
179,180,180,Bobby Gates,82,51.49,242,470
180,181,181,Dustin Johnson,72,51.24,207,404
181,182,182,Ernie Els,71,51.07,191,374
182,183,183,Derek Lamely,65,50.83,214,421
183,184,184,Bubba Watson,85,50.82,218,429
184,185,185,Justin Hicks,60,50.47,162,321
185,186,186,Alex Prugh,82,47.91,229,478
