,Ryder_Cup_Points_RANK THIS WEEK,Ryder_Cup_Points_RANK LAST WEEK,Ryder_Cup_Points_PLAYER NAME,Ryder_Cup_Points_EVENTS,Ryder_Cup_Points_POINTS
76,77,77,Scott Brown,21,687.178
77,78,78,Derek Fathauer,23,680.8710000000001
78,79,79,Cameron Tringale,26,674.505
79,80,80,Morgan Hoffmann,25,669.9860000000001
80,81,81,Luke List,21,644.1669999999999
81,82,82,Hunter Mahan,27,629.413
82,83,83,Brett Stegmaier,22,619.0269999999999
83,84,84,Shawn Stefani,23,603.9
84,85,85,Kyle Stanley,21,520.047
85,86,86,Andrew Landry,12,504.084
86,87,87,Ben Crane,22,495.18
87,88,88,Chesson Hadley,22,471.652
88,89,89,Rob Oppenheim,16,470.337
89,90,90,Scott Stallings,20,459.02
90,91,91,Willy Wilcox,17,456.194
91,92,92,Michael Kim,21,450.221
92,93,93,Chris Stroud,21,428.73800000000006
93,94,94,Bronson Burgoon,19,415.191
94,95,95,Steve Wheatcroft,19,413.68300000000005
95,96,96,Andres Gonzales,20,409.04900000000004
96,97,97,Stewart Cink,17,406.051
97,98,98,David Toms,17,399.606
98,99,99,Peter Malnati,25,398.751
99,100,100,Mark Hubbard,23,394.629
100,101,101,Tom Hoge,19,388.191
101,102,102,Steve Marino,17,356.49
102,103,103,Jason Gore,21,340.098
103,104,104,Tyler Aldridge,20,336.666
104,105,105,Kelly Kraft,12,308.22
105,106,106,Sam Saunders,18,300.252
106,107,107,Justin Hicks,10,286.267
107,108,108,Brian Gay,13,280.619
108,109,109,George McNeill,22,279.323
109,110,110,Brendon Todd,29,277.207
110,111,111,Scott Langley,16,274.879
111,112,112,Michael Thompson,16,266.066
112,113,113,J.J. Henry,22,260.454
113,114,114,D.A. Points,13,257.108
114,115,115,Scott Pinckney,21,251.94799999999998
115,116,116,Wes Roach,13,247.127
116,117,117,Will MacKenzie,19,238.58
117,118,118,Justin Leonard,13,235.108
118,119,119,Erik Compton,21,226.71200000000002
119,120,120,Davis Love III,14,220.085
120,121,121,Luke Guthrie,13,210.09400000000002
121,122,122,Matt Every,21,205.875
122,123,123,Mark Wilson,16,191.421
123,124,124,Jeff Overton,19,176.317
124,125,125,Jason Bohn,17,173.854
125,126,126,Tiger Woods,5,165.0
126,127,127,Mark O'Meara,4,156.062
127,128,128,Wesley Bryan,4,124.8
128,129,129,Derek Ernst,13,123.693
129,130,130,Charlie Beljan,9,113.686
130,131,131,John Merrick,5,107.794
131,132,132,Pat Perez,9,98.289
132,133,133,Dicky Pride,13,94.141
133,134,134,Brice Garnett,10,82.772
134,135,135,Tom Gillis,9,77.434
135,136,136,Alex Prugh,7,76.517
136,137,137,Tim Herron,9,67.88600000000001
137,138,138,Shane Bertsch,4,66.80199999999999
138,139,139,Nick Watney,4,56.056999999999995
139,140,140,John Rollins,4,55.663999999999994
140,141,141,Marc Turnesa,6,54.504
141,142,142,Larry Mize,2,49.8
142,143,143,Troy Kelly,1,47.854
143,144,144,Bo Van Pelt,5,44.455
144,145,145,Marco Dawson,1,39.696
145,146,146,Martin Flores,2,37.476
146,147,147,Rich Beem,2,34.9
147,148,148,Michael Bradley,5,29.714000000000002
148,149,149,David Duval,3,29.226999999999997
149,150,150,Matt Dobyns,5,29.101
150,151,151,Steve Flesch,3,27.78
151,152,152,Ted Purdy,5,27.01
152,153,153,Brad Elder,1,25.358
153,154,154,Andy Pope,2,22.651999999999997
154,155,155,Fred Funk,1,18.662
155,156,156,Shaun Micheel,4,17.76
156,157,157,Jonathan Byrd,2,16.38
157,158,158,Eric Axley,2,13.702
158,159,159,Ben Curtis,5,12.690999999999999
159,160,160,Darron Stiles,11,11.468
160,161,161,Kent Jones,1,9.792
