,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
99,T99,T99,Cameron Percy,16,18
100,T99,T99,Webb Simpson,26,18
101,T102,T102,Derek Fathauer,28,17
102,T102,T102,Rickie Fowler,20,17
103,T102,T102,Andrew Landry,27,17
104,T102,T102,Chez Reavie,28,17
105,T102,T102,Aaron Wise,29,17
106,T107,T107,Matt Atkins,21,16
107,T107,T107,Bronson Burgoon,24,16
108,T109,T109,Jonathan Byrd,24,15
109,T109,T109,Tom Lovelady,28,15
110,T109,T109,Rod Pampling,20,15
111,T109,T109,Brandt Snedeker,25,15
112,T113,T113,Ben Crane,21,14
113,T113,T113,Robert Streb,29,14
114,T113,T113,Steve Wheatcroft,20,14
115,T116,T116,Brice Garnett,30,13
116,T116,T116,Brian Harman,25,13
117,T116,T116,David Hearn,21,13
118,T116,T116,Kelly Kraft,31,13
119,T116,T116,Jonathan Randolph,25,13
120,T116,T116,Jordan Spieth,23,13
121,T122,T122,Scott Brown,32,12
122,T122,T122,Corey Conners,28,12
123,T122,T122,Tom Hoge,31,12
124,T122,T122,Matt Jones,23,12
125,T122,T122,Luke List,29,12
126,T122,T122,Ben Martin,20,12
127,T122,T122,Scott Piercy,26,12
128,T122,T122,Patrick Rodgers,30,12
129,T130,T130,Robert Garrigus,27,11
130,T130,T130,Nicholas Lindheim,26,11
131,T130,T130,Kyle Stanley,26,11
132,T130,T130,Brendan Steele,22,11
133,T134,T134,Matt Kuchar,24,10
134,T134,T134,Keith Mitchell,29,10
135,T136,T136,Jason Day,20,9
136,T136,T136,Jason Dufner,22,9
137,T136,T136,Matt Every,30,9
138,T136,T136,Shane Lowry,19,9
139,T136,T136,Justin Rose,18,9
140,T141,T141,Dominic Bozzelli,20,8
141,T141,T141,Austin Cook,29,8
142,T141,T141,Roberto Díaz,25,8
143,T141,T141,Tony Finau,28,8
144,T141,T141,Bill Haas,25,8
145,T141,T141,Chesson Hadley,30,8
146,T141,T141,Billy Horschel,27,8
147,T141,T141,Martin Laird,22,8
148,T141,T141,Adam Schenk,28,8
149,T150,T150,Zac Blair,20,7
150,T150,T150,Zecheng Dou,23,7
151,T150,T150,Russell Henley,23,7
152,T150,T150,Richy Werenski,32,7
153,T154,T154,Kevin Chappell,23,6
154,T154,T154,Martin Piller,28,6
155,T154,T154,Jon Rahm,20,6
156,T157,T157,Kiradech Aphibarnrat,14,5
157,T157,T157,Charley Hoffman,25,5
158,T157,T157,Michael Kim,27,5
159,T157,T157,Marc Leishman,25,5
160,T157,T157,David Lingmerth,26,5
161,T157,T157,J.T. Poston,22,5
162,T157,T157,Nick Taylor,30,5
163,T164,T164,Joel Dahmen,28,4
164,T164,T164,Stephan Jaeger,26,4
165,T164,T164,Rory Sabbatini,27,4
166,T164,T164,Harold Varner III,27,4
167,T164,T164,Andrew Yun,22,4
168,T169,T169,Martin Flores,29,3
169,T169,T169,J.B. Holmes,24,3
170,T169,T169,Chris Kirk,29,3
171,T169,T169,Anirban Lahiri,24,3
172,T169,T169,Rob Oppenheim,26,3
173,T169,T169,Ethan Tracy,23,3
174,T169,T169,Cameron Tringale,26,3
175,T176,T176,Daniel Berger,23,2
176,T176,T176,Stewart Cink,25,2
177,T176,T176,Patton Kizzire,29,2
178,T176,T176,Grayson Murray,22,2
179,T176,T176,Alex Noren,18,2
180,T176,T176,Tyrone Van Aswegen,31,2
181,T176,T176,Nick Watney,26,2
182,T183,T183,Wesley Bryan,23,1
183,T183,T183,Bryson DeChambeau,26,1
184,T183,T183,Jamie Lovemark,26,1
185,T183,T183,Hunter Mahan,21,1
186,T183,T183,Louis Oosthuizen,17,1
187,T183,T183,C.T. Pan,30,1
188,T183,T183,Henrik Stenson,16,1
