,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
137,T133,T133,Chesson Hadley,30,16,1.0,2,5,2018040
138,T133,T133,Tyrrell Hatton,16,16,1.0,1,8,2018500
139,T133,T133,David Lingmerth,26,16,,4,15,2018380
140,T133,T133,George McNeill,10,16,,2,4,2018390
141,T133,T133,Phil Mickelson,24,16,1.0,4,1,2018250
142,T133,T133,Alex Noren,18,16,,2,1,2018500
143,T133,T133,Louis Oosthuizen,17,16,4.0,1,16,2018500
144,T133,T133,Rod Pampling,20,16,3.0,4,13,2018320
145,T133,T133,John Peterson,10,16,11.0,1,6,2018120
146,T133,T133,Thomas Pieters,11,16,1.0,1,17,2018460
147,T133,T133,Jon Rahm,20,16,4.0,3,5,2018500
148,T133,T133,Manav Shah,1,16,,2,10,2018400
149,T133,T133,Conrad Shindler,20,16,2.0,2,9,2018430
150,T133,T133,Brian Stuard,32,16,4.0,2,16,2018080
151,T133,T133,Daniel Summerhays,19,16,,1,7,2018160
152,T133,T133,Julian Suri,10,16,3.0,3,17,2018470
153,T133,T133,Tyrone Van Aswegen,31,16,,1,14,2018080
154,T133,T133,Andrew Yun,22,16,3.0,2,13,2018410
155,T156,T156,Matt Atkins,21,15,2.0,1,3,2018230
156,T156,T156,Sangmoon Bae,17,15,3.0,3,5,2018320
157,T156,T156,Charlie Beljan,9,15,4.0,1,3,2018400
158,T156,T156,Luke Donald,9,15,2.0,1,11,2018120
159,T156,T156,Brian Gay,30,15,,1,9,2018500
160,T156,T156,Jim Herman,9,15,3.0,2,12,2018080
161,T156,T156,J.B. Holmes,24,15,1.0,4,2,2018350
162,T156,T156,Marcus Kinhult,1,15,,2,12,2018420
163,T156,T156,Matt Kuchar,24,15,1.0,4,1,2018250
164,T156,T156,Tom Lovelady,28,15,,2,10,2018410
165,T156,T156,Prayad Marksaeng,1,15,1.0,3,14,2018020
166,T156,T156,Graeme McDowell,20,15,2.0,1,16,2018170
167,T156,T156,Pat Perez,23,15,6.0,2,2,2018030
168,T156,T156,"Ted Potter, Jr.",28,15,,1,17,2018160
169,T156,T156,Rory Sabbatini,27,15,,3,13,2018320
170,T156,T156,Xander Schauffele,27,15,2.0,1,13,2018020
171,T156,T156,Adam Schenk,28,15,1.0,1,10,2018400
172,T156,T156,Heath Slocum,5,15,2.0,3,6,2018410
173,T156,T156,Jimmy Stanger,3,15,1.0,3,9,2018060
174,T156,T156,Chris Stroud,27,15,,1,18,2018160
175,T156,T156,Vaughn Taylor,25,15,,3,3,2018320
176,T156,T156,Peter Uihlein,26,15,4.0,2,17,2018120
177,T156,T156,Johnson Wagner,21,15,2.0,3,11,2018470
178,T156,T156,Lee Westwood,2,15,2.0,1,11,2018250
179,T156,T156,Tiger Woods,18,15,1.0,4,17,2018490
180,T156,T156,Xinjun Zhang,28,15,5.0,4,8,2018070
181,T182,T182,Aaron Baddeley,27,14,9.0,1,8,2018430
182,T182,T182,Blayne Barber,22,14,5.0,4,8,2018370
183,T182,T182,Scott Brown,32,14,2.0,1,10,2018410
184,T182,T182,Bronson Burgoon,24,14,8.0,2,4,2018400
185,T182,T182,Jonathan Byrd,24,14,8.0,2,17,2018160
186,T182,T182,Greg Chalmers,20,14,1.0,1,3,2018250
187,T182,T182,Brian Davis,12,14,,3,12,2018060
188,T182,T182,Zecheng Dou,23,14,,2,2,2018470
189,T182,T182,Rickie Fowler,20,14,4.0,2,9,2018180
190,T182,T182,Brice Garnett,30,14,1.0,3,16,2018500
191,T182,T182,Lucas Glover,18,14,4.0,4,18,2018220
192,T182,T182,Bill Haas,25,14,3.0,1,12,2018250
193,T182,T182,Seungsu Han,3,14,,2,11,2018460
194,T182,T182,Charley Hoffman,25,14,1.0,1,14,2018220
195,T182,T182,Tom Hoge,31,14,,2,1,2018390
196,T182,T182,Poom Saksansin,2,14,5.0,3,14,2018020
197,T182,T182,Kevin Kisner,25,14,2.0,2,6,2018500
198,T182,T182,HaoTong Li,12,14,1.0,4,4,2018360
199,T182,T182,Zander Lombard,1,14,,1,16,2018420
200,T182,T182,Peter Malnati,28,14,6.0,1,12,2018370
201,T182,T182,Maverick McNealy,7,14,5.0,4,2,2018140
202,T182,T182,John Merrick,11,14,8.0,1,11,2018320
203,T182,T182,Taylor Moore,2,14,1.0,3,7,2018040
204,T182,T182,Joaquin Niemann,13,14,,4,2,2018390
205,T182,T182,Sean O'Hair,22,14,1.0,1,18,2018250
206,T182,T182,Richie Ramsay,2,14,,2,13,2018050
207,T182,T182,Jonathan Randolph,25,14,,1,12,2018410
208,T182,T182,John Rollins,9,14,4.0,1,1,2018400
209,T182,T182,Sam Ryder,26,14,2.0,1,14,2018160
210,T182,T182,Ben Silverman,28,14,2.0,1,3,2018080
211,T182,T182,Cameron Smith,24,14,4.0,2,17,2018120
212,T182,T182,Brandt Snedeker,25,14,2.0,3,13,2018470
213,T182,T182,Robert Streb,29,14,2.0,3,16,2018410
214,T182,T182,Josh Teater,2,14,1.0,3,3,2018410
215,T182,T182,Chris Wood,3,14,,2,16,2018420
216,T217,T217,Eric Axley,7,13,,1,5,2018040
217,T217,T217,Ricky Barnes,22,13,3.0,4,9,2018410
218,T217,T217,Jonas Blixt,23,13,3.0,2,5,2018380
219,T217,T217,Chris Crisologo,1,13,1.0,3,18,2018430
220,T217,T217,Jason Dufner,22,13,,3,9,2018110
221,T217,T217,Padraig Harrington,16,13,1.0,1,9,2018370
222,T217,T217,Billy Hurley III,27,13,2.0,2,11,2018160
223,T217,T217,Jung-gon Hwang,1,13,,1,18,2018030
224,T217,T217,K.T. Kim,1,13,2.0,1,15,2018030
225,T217,T217,Joost Luiten,1,13,1.0,1,6,2018200
226,T217,T217,Steve Marino,6,13,3.0,2,14,2018320
227,T217,T217,Chip McDaniel,1,13,2.0,2,17,2018410
228,T217,T217,Sebastián Muñoz,2,13,13.0,4,6,2018410
229,T217,T217,Grayson Murray,22,13,,2,11,2018160
230,T217,T217,Cooper Musselman,1,13,3.0,2,4,2018410
231,T217,T217,Rob Oppenheim,26,13,,1,17,2018010
232,T217,T217,Ryan Palmer,22,13,,3,13,2018430
233,T217,T217,D.A. Points,25,13,,2,3,2018470
234,T217,T217,Dicky Pride,11,13,,1,7,2018470
235,T217,T217,Doc Redman,6,13,,4,15,2018380
236,T217,T217,Patrick Reed,26,13,1.0,3,16,2018360
237,T217,T217,Brett Stegmaier,21,13,,1,11,2018470
238,T217,T217,Cameron Tringale,26,13,,1,9,2018040
239,T217,T217,John VanDerLaan,1,13,1.0,1,12,2018410
240,T217,T217,Jimmy Walker,23,13,1.0,2,11,2018480
241,T217,T217,Ryan Wenzler,1,13,1.0,1,13,2018410
242,T217,T217,Bernd Wiesberger,5,13,1.0,1,9,2018260
243,T217,T217,Danny Willett,6,13,,1,4,2018420
244,T217,T217,Norman Xiong,6,13,,1,17,2018390
245,T246,T246,Kiradech Aphibarnrat,14,12,1.0,4,15,2018260
246,T246,T246,Stuart Appleby,12,12,5.0,2,12,2018390
247,T246,T246,Kris Blanks,6,12,2.0,1,5,2018320
248,T246,T246,Steven Bowditch,8,12,1.0,2,13,2018320
249,T246,T246,Will Cannon,1,12,12.0,4,7,2018410
250,T246,T246,Danny Chia,1,12,6.0,3,13,2018020
251,T246,T246,K.J. Choi,14,12,1.0,2,8,2018250
252,T246,T246,Graham DeLaet,3,12,1.0,1,15,2018010
253,T246,T246,Ken Duke,15,12,8.0,1,5,2018320
254,T246,T246,Derek Fathauer,28,12,,4,6,2018400
255,T246,T246,Tommy Gainey,10,12,,2,10,2018320
256,T246,T246,Doug Ghim,7,12,2.0,1,15,2018470
257,T246,T246,Retief Goosen,20,12,2.0,2,14,2018300
258,T246,T246,Jason Gore,7,12,,2,5,2018080
259,T246,T246,Cody Gribble,25,12,1.0,3,3,2018020
260,T246,T246,Yuta Ikeda,8,12,1.0,1,6,2018460
261,T246,T246,Jerry Kelly,3,12,3.0,1,14,2018160
262,T246,T246,Patton Kizzire,29,12,,4,8,2018060
263,T246,T246,William McGirt,26,12,3.0,2,13,2018220
264,T246,T246,Dylan Meyer,8,12,5.0,1,1,2018430
265,T246,T246,Collin Morikawa,1,12,1.0,3,10,2018220
266,T246,T246,Geoff Ogilvy,18,12,,2,16,2018320
267,T246,T246,Carlos Ortiz,1,12,5.0,2,13,2018070
268,T246,T246,Charl Schwartzel,20,12,,1,14,2018310
269,T246,T246,Nicholas Thompson,1,12,1.0,2,18,2018040
270,T246,T246,Braden Thornberry,3,12,,3,4,2018080
271,T246,T246,Dawie van der Walt,1,12,,2,8,2018250
272,T246,T246,T.J. Vogel,8,12,6.0,1,18,2018470
273,T246,T246,Oliver Wilson,1,12,1.0,1,4,2018420
274,T275,T275,Robert Allenby,8,11,8.0,2,14,2018040
275,T275,T275,Jason Bohn,9,11,1.0,2,15,2018080
276,T275,T275,Cameron Champ,6,11,,2,15,2018080
277,T275,T275,Jon Curran,15,11,2.0,1,6,2018250
278,T275,T275,Dylan Frittelli,11,11,2.0,4,2,2018280
279,T275,T275,Noah Goodwin,2,11,1.0,1,10,2018320
280,T275,T275,Morgan Hoffmann,9,11,3.0,1,16,2018080
281,T275,T275,Colt Knost,10,11,4.0,4,3,2018120
282,T275,T275,Greg Kraft,1,11,3.0,1,1,2018410
283,T275,T275,WC Liang,2,11,1.0,3,1,2018050
284,T275,T275,David Lipsky,3,11,3.0,3,18,2018200
285,T275,T275,Andrew Loupe,6,11,9.0,1,9,2018140
286,T275,T275,Jamie Lovemark,26,11,2.0,2,13,2018480
287,T275,T275,Troy Matteson,7,11,,1,12,2018400
288,T275,T275,Parker McLachlin,11,11,2.0,4,14,2018320
289,T275,T275,Thorbjørn Olesen,5,11,,2,11,2018460
290,T275,T275,Jason Scrivener,1,11,,2,7,2018360
291,T275,T275,John Senden,7,11,3.0,2,8,2018280
292,T275,T275,Vijay Singh,10,11,3.0,1,6,2018390
293,T275,T275,Richard Sterne,1,11,1.0,1,7,2018050
294,T275,T275,Kyle Thompson,22,11,,2,5,2018410
295,T275,T275,Omar Uresti,10,11,3.0,2,17,2018120
296,T275,T275,Mark Wilson,11,11,2.0,2,6,2018400
297,T275,T275,Chris Wilson,1,11,4.0,3,5,2018410
298,T275,T275,Fabrizio Zanotti,3,11,1.0,2,2,2018050
299,T300,T300,Michael Bradley,1,10,2.0,4,6,2018410
300,T300,T300,Ryan Brehm,1,10,3.0,2,1,2018230
301,T300,T300,Paul Broadhurst,1,10,1.0,2,5,2018460
302,T300,T300,Sam Burns,11,10,1.0,3,8,2018220
303,T300,T300,Jorge Campillo,3,10,1.0,3,18,2018200
304,T300,T300,Daniel Chopra,6,10,2.0,2,5,2018320
305,T300,T300,Will Claxton,5,10,1.0,1,1,2018400
306,T300,T300,John Daly,7,10,,1,8,2018390
307,T300,T300,Brendon de Jonge,14,10,3.0,1,10,2018230
308,T300,T300,David Duval,5,10,,2,17,2018320
309,T300,T300,Ernie Els,15,10,,1,6,2018160
310,T300,T300,Domenico Geminiani,1,10,,2,17,2018410
311,T300,T300,Michael Gligic,1,10,,1,10,2018430
312,T300,T300,Brandon Hagy,3,10,,1,7,2018060
313,T300,T300,Nick Hardy,3,10,10.0,4,9,2018400
314,T300,T300,Scott Hend,2,10,,2,2,2018020
315,T300,T300,Vince India,2,10,,1,5,2018400
316,T300,T300,Andrew Johnston,2,10,1.0,1,18,2018360
317,T300,T300,Daisuke Kataoka,2,10,1.0,3,5,2018050
318,T300,T300,Satoshi Kodaira,18,10,,2,6,2018450
319,T300,T300,Neal Lancaster,1,10,1.0,2,16,2018410
320,T300,T300,Alexander Levy,6,10,10.0,2,9,2018460
321,T300,T300,Curtis Luck,1,10,,2,4,2018220
322,T300,T300,Sean McCarty,2,10,,1,12,2018400
323,T300,T300,Yusaku Miyazato,7,10,2.0,1,2,2018420
324,T300,T300,Jordan Niebrugge,1,10,2.0,2,6,2018070
325,T300,T300,Wade Ormsby,2,10,2.0,4,9,2018200
326,T300,T300,Shubhankar Sharma,11,10,,2,12,2018330
327,T300,T300,David Skinns,2,10,3.0,4,18,2018040
328,T300,T300,Jordan L Smith,3,10,,3,7,2018050
329,T330,T330,Steve Allan,2,9,1.0,2,2,2018120
330,T330,T330,Grady Brame Jr.,1,9,1.0,2,10,2018040
331,T330,T330,Ángel Cabrera,5,9,,1,12,2018320
332,T330,T330,Thomas Curtis,1,9,6.0,2,3,2018420
333,T330,T330,Broc Everett,1,9,2.0,1,17,2018400
334,T330,T330,Andrew Filbert,2,9,,2,11,2018230
335,T330,T330,Ryan Fox,4,9,3.0,4,9,2018050
336,T330,T330,Nicholas Fung,1,9,,1,8,2018020
337,T330,T330,Justin Harding,1,9,4.0,1,7,2018460
338,T330,T330,Grant Hirschman,1,9,,1,2,2018350
339,T330,T330,Wes Homan,1,9,1.0,1,2,2018390
340,T330,T330,Lee Janzen,1,9,,1,16,2018130
341,T330,T330,Richard Johnson,3,9,,1,18,2018230
342,T330,T330,Alex Kang,2,9,,3,9,2018060
343,T330,T330,Smylie Kaufman,22,9,2.0,1,17,2018070
344,T330,T330,Masahiro Kawamura,1,9,3.0,2,18,2018420
345,T330,T330,Martin Kaymer,11,9,4.0,1,15,2018310
346,T330,T330,Skip Kendall,1,9,5.0,2,13,2018410
347,T330,T330,Tatsuya Kodai,1,9,2.0,2,7,2018120
348,T330,T330,Rick Lamb,10,9,2.0,1,14,2018370
349,T330,T330,Bernhard Langer,2,9,,2,17,2018420
350,T330,T330,Kyoung-Hoon Lee,1,9,2.0,3,2,2018030
351,T330,T330,Hyungjoon Lee,1,9,2.0,1,1,2018030
352,T330,T330,Yuxin Lin,2,9,2.0,2,1,2018420
353,T330,T330,Davis Love III,12,9,2.0,2,10,2018040
354,T330,T330,Jack Maguire,2,9,3.0,2,4,2018140
355,T330,T330,Tyler McCumber,1,9,7.0,3,10,2018230
356,T330,T330,Seung-Yul Noh,1,9,3.0,2,4,2018030
357,T330,T330,Eddie Pepperell,2,9,,3,5,2018460
358,T330,T330,Carl Pettersson,10,9,2.0,2,5,2018320
359,T330,T330,Sulman Raza,2,9,,2,5,2018360
360,T330,T330,José de Jesús Rodríguez,1,9,9.0,2,1,2018070
361,T330,T330,Roger Sloan,1,9,5.0,3,15,2018430
362,T330,T330,Chris Smith,1,9,1.0,1,17,2018410
363,T330,T330,Brandon Stone,5,9,2.0,3,10,2018450
364,T330,T330,Scott Strohmeyer,3,9,,3,13,2018040
365,T330,T330,Hideto Tanihara,2,9,2.0,1,16,2018420
366,T330,T330,Brendon Todd,6,9,,1,14,2018410
367,T330,T330,Ryuko Tokimatsu,3,9,,4,10,2018450
368,T330,T330,D.J. Trahan,8,9,,1,2,2018040
369,T330,T330,Marc Turnesa,4,9,2.0,2,15,2018410
370,T330,T330,Matt Wallace,3,9,2.0,3,13,2018460
371,T330,T330,Tim Wilkinson,3,9,2.0,1,13,2018410
372,T373,T373,Ashun Wu,1,8,6.0,1,12,2018050
373,T373,T373,Arjun Atwal,6,8,2.0,2,2,2018470
374,T373,T373,Cameron Beckman,6,8,,1,2,2018400
375,T373,T373,Jay Don Blake,1,8,,1,1,2018410
376,T373,T373,Adam Bland,1,8,4.0,2,5,2018200
377,T373,T373,Dean Burmester,2,8,,2,8,2018200
378,T373,T373,Wyndham Clark,3,8,3.0,2,15,2018040
379,T373,T373,Chris Couch,5,8,6.0,2,12,2018210
380,T373,T373,Cameron Davis,4,8,,3,17,2018420
381,T373,T373,James Driscoll,2,8,,4,8,2018370
382,T373,T373,Derek Ernst,3,8,,4,15,2018040
383,T373,T373,Bobby Gates,1,8,2.0,1,10,2018250
384,T373,T373,Ashley Hall,1,8,1.0,2,13,2018050
385,T373,T373,Calum Hill,1,8,,2,8,2018360
386,T373,T373,Carter Jenkins,1,8,1.0,1,9,2018300
387,T373,T373,Phachara Khongwatmai,2,8,3.0,4,12,2018020
388,T373,T373,Junghwan Lee,1,8,2.0,3,17,2018030
389,T373,T373,Spencer Levin,2,8,2.0,1,17,2018410
390,T373,T373,Frank Lickliter II,3,8,2.0,2,1,2018410
391,T373,T373,Shaun Micheel,4,8,,4,5,2018410
392,T373,T373,Henrik Norlander,1,8,4.0,2,6,2018080
393,T373,T373,Andrew Novak,2,8,1.0,2,7,2018180
394,T373,T373,Kenny Perry,2,8,,1,1,2018340
395,T373,T373,Haydn Porteous,1,8,1.0,3,18,2018050
396,T373,T373,Chase Seiffert,2,8,,1,10,2018370
397,T373,T373,Seunghyuk Kim,2,8,,3,14,2018030
398,T373,T373,Matthew Southgate,3,8,1.0,2,13,2018050
399,T373,T373,Charlie Wi,6,8,1.0,2,8,2018410
400,T373,T373,Zach Wright,1,8,1.0,2,15,2018430
401,T373,T373,Ryan Yip,1,8,1.0,4,7,2018430
402,T403,T403,Daniel Balin,1,7,3.0,1,17,2018460
403,T403,T403,Craig Barlow,3,7,,1,17,2018040
404,T403,T403,Shane Bertsch,2,7,,2,3,2018470
405,T403,T403,Matt Bettencourt,1,7,1.0,1,10,2018230
406,T403,T403,Alexander Björk,3,7,,4,11,2018450
407,T403,T403,Michael Block,4,7,,1,1,2018130
408,T403,T403,Brian Bullington,1,7,,2,17,2018400
409,T403,T403,Marc-Étienne Bussières,1,7,2.0,1,10,2018430
410,T403,T403,George Coetzee,1,7,,2,1,2018420
411,T403,T403,Joshua Creel,1,7,,4,2,2018280
412,T403,T403,Sean Crocker,1,7,1.0,3,5,2018420
413,T403,T403,Mickey DeMorat,2,7,1.0,4,7,2018360
414,T403,T403,Bob Estes,8,7,1.0,2,16,2018250
415,T403,T403,Robert Gamez,2,7,,1,7,2018230
416,T403,T403,Dino Giacomazzi,1,7,3.0,2,5,2018010
417,T403,T403,Dudley Hart,2,7,1.0,1,18,2018410
418,T403,T403,Mike Hendry,2,7,,2,12,2018050
419,T403,T403,Craig Hocknull,1,7,,2,11,2018460
420,T403,T403,Sungjae Im,2,7,2.0,3,7,2018460
421,T403,T403,Stewart Jolly,1,7,,2,7,2018470
422,T403,T403,Davey Jude,1,7,4.0,1,3,2018390
423,T403,T403,Grover Justice,1,7,2.0,1,7,2018410
424,T403,T403,Hyung-Sung Kim,1,7,2.0,2,6,2018120
425,T403,T403,Gyu Min Lee,1,7,2.0,3,11,2018030
426,T403,T403,Tom Lewis,2,7,1.0,1,13,2018420
427,T403,T403,Peter Lonard,1,7,2.0,1,1,2018410
428,T403,T403,Paul McConnell,1,7,,2,2,2018280
429,T403,T403,Brian Norman,1,7,,1,10,2018320
430,T403,T403,Augusto Núñez,1,7,,1,12,2018230
431,T403,T403,Kyle Owen,1,7,,2,2,2018080
432,T403,T403,Matt Parziale,2,7,4.0,2,13,2018260
